# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,19,8,13,25,13,13,13,9,19,18,18,18,19,9,21,19,19,19,25,0,25,26,25,32,31,32,28,19,
(15,25),-1.42631 # DEPENDENCYPART_ARC
(15,26),-1.93149 # DEPENDENCYPART_ARC
(15,27),-2.31223 # DEPENDENCYPART_ARC
(15,28),-1.98698 # DEPENDENCYPART_ARC
(15,29),-2.79273 # DEPENDENCYPART_ARC
(15,30),-2.0998 # DEPENDENCYPART_ARC
(15,31),-2.38579 # DEPENDENCYPART_ARC
(15,32),-2.34684 # DEPENDENCYPART_ARC
(15,33),-2.06433 # DEPENDENCYPART_ARC
(16,1),-5.96393 # DEPENDENCYPART_ARC
(16,2),-6.29794 # DEPENDENCYPART_ARC
(16,3),-4.80066 # DEPENDENCYPART_ARC
(16,4),-5.52768 # DEPENDENCYPART_ARC
(16,5),-4.48373 # DEPENDENCYPART_ARC
(16,6),-3.1755 # DEPENDENCYPART_ARC
(16,7),-3.26287 # DEPENDENCYPART_ARC
(16,8),-4.65565 # DEPENDENCYPART_ARC
(16,9),-4.07092 # DEPENDENCYPART_ARC
(16,10),-1.81181 # DEPENDENCYPART_ARC
(16,11),-1.18632 # DEPENDENCYPART_ARC
(16,12),-1.56384 # DEPENDENCYPART_ARC
(16,13),-2.20596 # DEPENDENCYPART_ARC
(16,14),-1.43962 # DEPENDENCYPART_ARC
(16,15),0.772037 # DEPENDENCYPART_ARC
(16,17),0.0678546 # DEPENDENCYPART_ARC
(16,18),-0.47632 # DEPENDENCYPART_ARC
(16,19),-1.03861 # DEPENDENCYPART_ARC
(16,20),-1.57171 # DEPENDENCYPART_ARC
(16,21),-2.3656 # DEPENDENCYPART_ARC
(16,22),-1.49523 # DEPENDENCYPART_ARC
(16,23),-0.925647 # DEPENDENCYPART_ARC
(16,24),-2.82903 # DEPENDENCYPART_ARC
(16,25),-2.3478 # DEPENDENCYPART_ARC
(16,26),-1.87424 # DEPENDENCYPART_ARC
(16,27),-4.0849 # DEPENDENCYPART_ARC
(16,28),-2.37356 # DEPENDENCYPART_ARC
(16,29),-2.63269 # DEPENDENCYPART_ARC
(16,30),-4.07547 # DEPENDENCYPART_ARC
(16,31),-6.08731 # DEPENDENCYPART_ARC
(16,32),-6.29769 # DEPENDENCYPART_ARC
(16,33),-1.93498 # DEPENDENCYPART_ARC
(17,1),-4.74141 # DEPENDENCYPART_ARC
(17,2),-5.56855 # DEPENDENCYPART_ARC
(17,3),-3.65338 # DEPENDENCYPART_ARC
(17,4),-4.40019 # DEPENDENCYPART_ARC
(17,5),-3.23518 # DEPENDENCYPART_ARC
(17,6),-1.9718 # DEPENDENCYPART_ARC
(17,7),-1.90192 # DEPENDENCYPART_ARC
(17,8),-3.43974 # DEPENDENCYPART_ARC
(17,9),-2.71582 # DEPENDENCYPART_ARC
(17,10),-0.606712 # DEPENDENCYPART_ARC
(17,11),-0.775734 # DEPENDENCYPART_ARC
(17,12),-0.431551 # DEPENDENCYPART_ARC
(17,13),-1.01537 # DEPENDENCYPART_ARC
(17,14),-0.33555 # DEPENDENCYPART_ARC
(17,15),1.80476 # DEPENDENCYPART_ARC
(17,16),2.1303 # DEPENDENCYPART_ARC
(17,18),-0.361303 # DEPENDENCYPART_ARC
(17,19),-0.851097 # DEPENDENCYPART_ARC
(17,20),-1.44339 # DEPENDENCYPART_ARC
(17,21),-2.55993 # DEPENDENCYPART_ARC
(17,22),-2.15541 # DEPENDENCYPART_ARC
(17,23),-0.434353 # DEPENDENCYPART_ARC
(17,24),-3.23766 # DEPENDENCYPART_ARC
(17,25),-2.10709 # DEPENDENCYPART_ARC
(17,26),-2.21913 # DEPENDENCYPART_ARC
(17,27),-4.01549 # DEPENDENCYPART_ARC
(17,28),-2.50242 # DEPENDENCYPART_ARC
(17,29),-2.92272 # DEPENDENCYPART_ARC
(17,30),-4.07611 # DEPENDENCYPART_ARC
(17,31),-6.75155 # DEPENDENCYPART_ARC
(17,32),-6.78019 # DEPENDENCYPART_ARC
(17,33),-1.27153 # DEPENDENCYPART_ARC
(18,1),-2.12002 # DEPENDENCYPART_ARC
(18,2),-3.96144 # DEPENDENCYPART_ARC
(18,3),-2.48152 # DEPENDENCYPART_ARC
(18,4),-2.32182 # DEPENDENCYPART_ARC
(18,5),-2.07055 # DEPENDENCYPART_ARC
(18,6),-1.48949 # DEPENDENCYPART_ARC
(18,7),-1.1715 # DEPENDENCYPART_ARC
(18,8),-0.496686 # DEPENDENCYPART_ARC
(18,9),-0.90189 # DEPENDENCYPART_ARC
(18,10),1.92304 # DEPENDENCYPART_ARC
(18,11),1.82422 # DEPENDENCYPART_ARC
(18,12),0.481285 # DEPENDENCYPART_ARC
(18,13),-0.0260733 # DEPENDENCYPART_ARC
(18,14),0.674904 # DEPENDENCYPART_ARC
(18,15),4.32405 # DEPENDENCYPART_ARC
(18,16),4.36926 # DEPENDENCYPART_ARC
(18,17),4.01539 # DEPENDENCYPART_ARC
(18,19),0.277896 # DEPENDENCYPART_ARC
(18,20),-0.0311697 # DEPENDENCYPART_ARC
(18,21),-1.29368 # DEPENDENCYPART_ARC
(18,22),-0.930315 # DEPENDENCYPART_ARC
(18,23),-0.826145 # DEPENDENCYPART_ARC
(18,24),-1.57196 # DEPENDENCYPART_ARC
(18,25),-0.88281 # DEPENDENCYPART_ARC
(18,26),-1.35558 # DEPENDENCYPART_ARC
(18,27),-1.345 # DEPENDENCYPART_ARC
(18,28),-2.19002 # DEPENDENCYPART_ARC
(18,29),-1.94173 # DEPENDENCYPART_ARC
(18,30),-2.06877 # DEPENDENCYPART_ARC
(18,31),-4.28189 # DEPENDENCYPART_ARC
(18,32),-2.93018 # DEPENDENCYPART_ARC
(18,33),0.0810454 # DEPENDENCYPART_ARC
(19,1),2.4404 # DEPENDENCYPART_ARC
(19,2),1.15694 # DEPENDENCYPART_ARC
(19,3),-0.81455 # DEPENDENCYPART_ARC
(19,4),1.78637 # DEPENDENCYPART_ARC
(19,5),-0.127229 # DEPENDENCYPART_ARC
(19,6),1.35191 # DEPENDENCYPART_ARC
(19,7),-1.34475 # DEPENDENCYPART_ARC
(19,8),1.70455 # DEPENDENCYPART_ARC
(19,9),1.60964 # DEPENDENCYPART_ARC
(19,10),-0.81635 # DEPENDENCYPART_ARC
(19,11),1.41001 # DEPENDENCYPART_ARC
(19,12),2.13505 # DEPENDENCYPART_ARC
(19,13),1.22794 # DEPENDENCYPART_ARC
(19,14),1.59291 # DEPENDENCYPART_ARC
(19,15),0.47884 # DEPENDENCYPART_ARC
(19,16),1.5643 # DEPENDENCYPART_ARC
(19,17),1.74977 # DEPENDENCYPART_ARC
(19,18),3.15624 # DEPENDENCYPART_ARC
(19,20),1.58908 # DEPENDENCYPART_ARC
(19,21),3.21001 # DEPENDENCYPART_ARC
(19,22),2.28107 # DEPENDENCYPART_ARC
(19,23),2.80538 # DEPENDENCYPART_ARC
(19,24),0.591726 # DEPENDENCYPART_ARC
(19,25),1.19784 # DEPENDENCYPART_ARC
(19,26),1.29326 # DEPENDENCYPART_ARC
(19,27),0.388767 # DEPENDENCYPART_ARC
(19,28),1.24975 # DEPENDENCYPART_ARC
(19,29),-0.929471 # DEPENDENCYPART_ARC
(19,30),-0.649241 # DEPENDENCYPART_ARC
(19,31),-0.544329 # DEPENDENCYPART_ARC
(19,32),0.214834 # DEPENDENCYPART_ARC
(19,33),5.50179 # DEPENDENCYPART_ARC
(20,1),-3.64855 # DEPENDENCYPART_ARC
(20,2),-2.72082 # DEPENDENCYPART_ARC
(20,3),-2.77632 # DEPENDENCYPART_ARC
(20,4),-2.88029 # DEPENDENCYPART_ARC
(20,5),-2.72421 # DEPENDENCYPART_ARC
(20,6),-2.2654 # DEPENDENCYPART_ARC
(20,7),-2.2537 # DEPENDENCYPART_ARC
(20,8),-2.26313 # DEPENDENCYPART_ARC
(20,9),-2.19506 # DEPENDENCYPART_ARC
(20,10),-1.58678 # DEPENDENCYPART_ARC
(20,11),-1.65599 # DEPENDENCYPART_ARC
(20,12),-1.64667 # DEPENDENCYPART_ARC
(20,13),-2.05621 # DEPENDENCYPART_ARC
(20,14),-1.26901 # DEPENDENCYPART_ARC
(20,15),-0.323422 # DEPENDENCYPART_ARC
(20,16),-0.702294 # DEPENDENCYPART_ARC
(20,17),-0.447295 # DEPENDENCYPART_ARC
(20,18),-0.537615 # DEPENDENCYPART_ARC
(20,19),0.246662 # DEPENDENCYPART_ARC
(20,21),0.386404 # DEPENDENCYPART_ARC
(20,22),0.0361869 # DEPENDENCYPART_ARC
(20,23),-0.62672 # DEPENDENCYPART_ARC
(20,24),-1.07433 # DEPENDENCYPART_ARC
(20,25),-0.724249 # DEPENDENCYPART_ARC
(20,26),-0.757921 # DEPENDENCYPART_ARC
(20,27),-1.53479 # DEPENDENCYPART_ARC
(20,28),-1.04535 # DEPENDENCYPART_ARC
(20,29),-1.76845 # DEPENDENCYPART_ARC
(20,30),-1.90451 # DEPENDENCYPART_ARC
(20,31),-1.98002 # DEPENDENCYPART_ARC
(20,32),-2.66011 # DEPENDENCYPART_ARC
(20,33),-1.10279 # DEPENDENCYPART_ARC
(21,1),-2.16183 # DEPENDENCYPART_ARC
(21,2),-7.30835 # DEPENDENCYPART_ARC
(21,3),-4.08659 # DEPENDENCYPART_ARC
(21,4),-3.01016 # DEPENDENCYPART_ARC
(21,5),-2.78557 # DEPENDENCYPART_ARC
(21,6),-1.80712 # DEPENDENCYPART_ARC
(21,7),-4.17805 # DEPENDENCYPART_ARC
(21,8),-3.99785 # DEPENDENCYPART_ARC
(21,9),-1.21429 # DEPENDENCYPART_ARC
(21,10),-1.40665 # DEPENDENCYPART_ARC
(21,11),-1.21065 # DEPENDENCYPART_ARC
(21,12),-2.52005 # DEPENDENCYPART_ARC
(21,13),-2.88475 # DEPENDENCYPART_ARC
(21,14),-0.240375 # DEPENDENCYPART_ARC
(21,15),1.03624 # DEPENDENCYPART_ARC
(21,16),0.692063 # DEPENDENCYPART_ARC
(21,17),0.0834578 # DEPENDENCYPART_ARC
(21,18),0.243364 # DEPENDENCYPART_ARC
(21,19),0.406594 # DEPENDENCYPART_ARC
(21,20),4.69305 # DEPENDENCYPART_ARC
(21,22),1.46899 # DEPENDENCYPART_ARC
(21,23),0.459921 # DEPENDENCYPART_ARC
(21,24),-0.967274 # DEPENDENCYPART_ARC
(21,25),-0.429564 # DEPENDENCYPART_ARC
(21,26),-0.872815 # DEPENDENCYPART_ARC
(21,27),-0.870221 # DEPENDENCYPART_ARC
(21,28),-1.22409 # DEPENDENCYPART_ARC
(21,29),-1.1443 # DEPENDENCYPART_ARC
(21,30),-1.42299 # DEPENDENCYPART_ARC
(21,31),-2.85228 # DEPENDENCYPART_ARC
(21,32),-1.81989 # DEPENDENCYPART_ARC
(21,33),0.389357 # DEPENDENCYPART_ARC
(22,1),-3.38082 # DEPENDENCYPART_ARC
(22,2),-3.54865 # DEPENDENCYPART_ARC
(22,3),-3.17099 # DEPENDENCYPART_ARC
(22,4),-0.850588 # DEPENDENCYPART_ARC
(22,5),-2.93364 # DEPENDENCYPART_ARC
(22,6),-2.31755 # DEPENDENCYPART_ARC
(22,7),-2.43396 # DEPENDENCYPART_ARC
(22,8),-2.9198 # DEPENDENCYPART_ARC
(22,9),-2.31183 # DEPENDENCYPART_ARC
(22,10),-2.13121 # DEPENDENCYPART_ARC
(22,11),-2.58704 # DEPENDENCYPART_ARC
(22,12),-2.38925 # DEPENDENCYPART_ARC
(22,13),-1.99981 # DEPENDENCYPART_ARC
(22,14),-1.57872 # DEPENDENCYPART_ARC
(22,15),-1.37959 # DEPENDENCYPART_ARC
(22,16),-1.91364 # DEPENDENCYPART_ARC
(22,17),-2.01965 # DEPENDENCYPART_ARC
(22,18),-1.56602 # DEPENDENCYPART_ARC
(22,19),-1.2673 # DEPENDENCYPART_ARC
(22,20),-1.21436 # DEPENDENCYPART_ARC
(22,21),-0.680382 # DEPENDENCYPART_ARC
(22,23),-0.225362 # DEPENDENCYPART_ARC
(22,24),-0.35722 # DEPENDENCYPART_ARC
(22,25),-0.446484 # DEPENDENCYPART_ARC
(22,26),-0.957236 # DEPENDENCYPART_ARC
(22,27),-1.05862 # DEPENDENCYPART_ARC
(22,28),-1.12389 # DEPENDENCYPART_ARC
(22,29),-1.57567 # DEPENDENCYPART_ARC
(22,30),-2.10502 # DEPENDENCYPART_ARC
(22,31),-2.06946 # DEPENDENCYPART_ARC
(22,32),-2.18679 # DEPENDENCYPART_ARC
(22,33),-1.23849 # DEPENDENCYPART_ARC
(23,1),-2.49976 # DEPENDENCYPART_ARC
(23,2),-1.19814 # DEPENDENCYPART_ARC
(23,3),-2.66276 # DEPENDENCYPART_ARC
(23,4),-2.56871 # DEPENDENCYPART_ARC
(23,5),-2.37445 # DEPENDENCYPART_ARC
(23,6),-1.75456 # DEPENDENCYPART_ARC
(23,7),-1.94244 # DEPENDENCYPART_ARC
(23,8),-0.820863 # DEPENDENCYPART_ARC
(23,9),-1.53321 # DEPENDENCYPART_ARC
(23,10),-1.61513 # DEPENDENCYPART_ARC
(23,11),-0.556789 # DEPENDENCYPART_ARC
(23,12),-0.581648 # DEPENDENCYPART_ARC
(23,13),-1.06752 # DEPENDENCYPART_ARC
(23,14),-1.01091 # DEPENDENCYPART_ARC
(23,15),-0.868746 # DEPENDENCYPART_ARC
(23,16),-0.0433793 # DEPENDENCYPART_ARC
(23,17),0.0026218 # DEPENDENCYPART_ARC
(23,18),-0.356825 # DEPENDENCYPART_ARC
(23,19),-0.0210854 # DEPENDENCYPART_ARC
(23,20),-0.305773 # DEPENDENCYPART_ARC
(23,21),0.215352 # DEPENDENCYPART_ARC
(23,22),-0.0473862 # DEPENDENCYPART_ARC
(23,24),1.21253 # DEPENDENCYPART_ARC
(23,25),3.54908 # DEPENDENCYPART_ARC
(23,26),-0.0893413 # DEPENDENCYPART_ARC
(23,27),-0.966931 # DEPENDENCYPART_ARC
(23,28),-0.838818 # DEPENDENCYPART_ARC
(23,29),-1.60471 # DEPENDENCYPART_ARC
(23,30),-1.96058 # DEPENDENCYPART_ARC
(23,31),-3.09341 # DEPENDENCYPART_ARC
(23,32),-1.60593 # DEPENDENCYPART_ARC
(23,33),-0.171829 # DEPENDENCYPART_ARC
(24,1),-5.57934 # DEPENDENCYPART_ARC
(24,2),-8.38044 # DEPENDENCYPART_ARC
(24,3),-4.75458 # DEPENDENCYPART_ARC
(24,4),-5.004 # DEPENDENCYPART_ARC
(24,5),-4.24735 # DEPENDENCYPART_ARC
(24,6),-2.78847 # DEPENDENCYPART_ARC
(24,7),-3.3352 # DEPENDENCYPART_ARC
(24,8),-6.71709 # DEPENDENCYPART_ARC
(24,9),-3.9347 # DEPENDENCYPART_ARC
(24,10),-2.33814 # DEPENDENCYPART_ARC
(24,11),-3.61272 # DEPENDENCYPART_ARC
(24,12),-4.5167 # DEPENDENCYPART_ARC
(24,13),-3.5347 # DEPENDENCYPART_ARC
(24,14),-2.06182 # DEPENDENCYPART_ARC
(24,15),-0.733083 # DEPENDENCYPART_ARC
(24,16),-2.32518 # DEPENDENCYPART_ARC
(24,17),-3.05084 # DEPENDENCYPART_ARC
(24,18),-2.46958 # DEPENDENCYPART_ARC
(24,19),-2.11439 # DEPENDENCYPART_ARC
(24,20),-0.85868 # DEPENDENCYPART_ARC
(24,21),-1.98414 # DEPENDENCYPART_ARC
(24,22),0.0102397 # DEPENDENCYPART_ARC
(24,23),-0.285036 # DEPENDENCYPART_ARC
(24,25),0.292766 # DEPENDENCYPART_ARC
(24,26),0.0331193 # DEPENDENCYPART_ARC
(24,27),-0.588601 # DEPENDENCYPART_ARC
(24,28),-0.519355 # DEPENDENCYPART_ARC
(24,29),-1.05239 # DEPENDENCYPART_ARC
(24,30),-1.50706 # DEPENDENCYPART_ARC
(24,31),-1.84007 # DEPENDENCYPART_ARC
(24,32),-2.65907 # DEPENDENCYPART_ARC
(24,33),0.0624055 # DEPENDENCYPART_ARC
(25,1),1.52374 # DEPENDENCYPART_ARC
(25,2),-0.97223 # DEPENDENCYPART_ARC
(25,3),-1.99827 # DEPENDENCYPART_ARC
(25,4),-0.474432 # DEPENDENCYPART_ARC
(25,5),-1.20387 # DEPENDENCYPART_ARC
(25,6),0.345178 # DEPENDENCYPART_ARC
(25,7),-2.7796 # DEPENDENCYPART_ARC
(25,8),1.05806 # DEPENDENCYPART_ARC
(25,9),1.3587 # DEPENDENCYPART_ARC
(25,10),-2.46703 # DEPENDENCYPART_ARC
(25,11),0.836004 # DEPENDENCYPART_ARC
(25,12),1.03617 # DEPENDENCYPART_ARC
(25,13),0.140597 # DEPENDENCYPART_ARC
(25,14),0.925933 # DEPENDENCYPART_ARC
(25,15),-1.18359 # DEPENDENCYPART_ARC
(25,16),0.713194 # DEPENDENCYPART_ARC
(25,17),0.368342 # DEPENDENCYPART_ARC
(25,18),0.680193 # DEPENDENCYPART_ARC
(25,19),0.627739 # DEPENDENCYPART_ARC
(25,20),0.384916 # DEPENDENCYPART_ARC
(25,21),0.89747 # DEPENDENCYPART_ARC
(25,22),0.894102 # DEPENDENCYPART_ARC
(25,23),0.824046 # DEPENDENCYPART_ARC
(25,24),2.7075 # DEPENDENCYPART_ARC
(25,26),3.44257 # DEPENDENCYPART_ARC
(25,27),1.38591 # DEPENDENCYPART_ARC
(25,28),2.29887 # DEPENDENCYPART_ARC
(25,29),-0.910896 # DEPENDENCYPART_ARC
(25,30),-0.397119 # DEPENDENCYPART_ARC
(25,31),-0.385607 # DEPENDENCYPART_ARC
(25,32),0.367306 # DEPENDENCYPART_ARC
(25,33),5.06195 # DEPENDENCYPART_ARC
(26,1),-3.25321 # DEPENDENCYPART_ARC
(26,2),-2.49071 # DEPENDENCYPART_ARC
(26,3),-2.8702 # DEPENDENCYPART_ARC
(26,4),-2.62455 # DEPENDENCYPART_ARC
(26,5),-2.68512 # DEPENDENCYPART_ARC
(26,6),-1.67138 # DEPENDENCYPART_ARC
(26,7),-2.12037 # DEPENDENCYPART_ARC
(26,8),-1.71151 # DEPENDENCYPART_ARC
(26,9),-1.86776 # DEPENDENCYPART_ARC
(26,10),-1.78947 # DEPENDENCYPART_ARC
(26,11),-1.40315 # DEPENDENCYPART_ARC
(26,12),-1.66876 # DEPENDENCYPART_ARC
(26,13),-2.24936 # DEPENDENCYPART_ARC
(26,14),-0.371632 # DEPENDENCYPART_ARC
(26,15),-1.21062 # DEPENDENCYPART_ARC
(26,16),-0.777302 # DEPENDENCYPART_ARC
(26,17),-1.03858 # DEPENDENCYPART_ARC
(26,18),-1.42392 # DEPENDENCYPART_ARC
(26,19),-0.977324 # DEPENDENCYPART_ARC
(26,20),-0.694464 # DEPENDENCYPART_ARC
(26,21),-1.19334 # DEPENDENCYPART_ARC
(26,22),-0.140379 # DEPENDENCYPART_ARC
(26,23),-0.279678 # DEPENDENCYPART_ARC
(26,24),-0.0870137 # DEPENDENCYPART_ARC
(26,25),0.348474 # DEPENDENCYPART_ARC
(26,27),3.49154 # DEPENDENCYPART_ARC
(26,28),-0.231187 # DEPENDENCYPART_ARC
(26,29),-1.12595 # DEPENDENCYPART_ARC
(26,30),-0.300204 # DEPENDENCYPART_ARC
(26,31),-1.16714 # DEPENDENCYPART_ARC
(26,32),0.554221 # DEPENDENCYPART_ARC
(26,33),-0.233369 # DEPENDENCYPART_ARC
(27,1),-6.22406 # DEPENDENCYPART_ARC
(27,2),-11.762 # DEPENDENCYPART_ARC
(27,3),-4.87239 # DEPENDENCYPART_ARC
(27,4),-6.34114 # DEPENDENCYPART_ARC
(27,5),-4.41479 # DEPENDENCYPART_ARC
(27,6),-3.54023 # DEPENDENCYPART_ARC
(27,7),-6.24493 # DEPENDENCYPART_ARC
(27,8),-9.98999 # DEPENDENCYPART_ARC
(27,9),-4.55277 # DEPENDENCYPART_ARC
(27,10),-4.88318 # DEPENDENCYPART_ARC
(27,11),-6.65076 # DEPENDENCYPART_ARC
(27,12),-7.83353 # DEPENDENCYPART_ARC
(27,13),-5.17811 # DEPENDENCYPART_ARC
(27,14),-2.91475 # DEPENDENCYPART_ARC
(27,15),-3.66064 # DEPENDENCYPART_ARC
(27,16),-5.66523 # DEPENDENCYPART_ARC
(27,17),-5.95463 # DEPENDENCYPART_ARC
(27,18),-4.22047 # DEPENDENCYPART_ARC
(27,19),-3.17998 # DEPENDENCYPART_ARC
(27,20),-2.15816 # DEPENDENCYPART_ARC
(27,21),-4.62895 # DEPENDENCYPART_ARC
(27,22),-2.56956 # DEPENDENCYPART_ARC
(27,23),-2.65567 # DEPENDENCYPART_ARC
(27,24),-2.40373 # DEPENDENCYPART_ARC
(27,25),-1.40209 # DEPENDENCYPART_ARC
(27,26),-0.0294828 # DEPENDENCYPART_ARC
(27,28),0.869349 # DEPENDENCYPART_ARC
(27,29),-0.205528 # DEPENDENCYPART_ARC
(27,30),-0.0139689 # DEPENDENCYPART_ARC
(27,31),-0.112206 # DEPENDENCYPART_ARC
(27,32),0.0516545 # DEPENDENCYPART_ARC
(27,33),-0.309639 # DEPENDENCYPART_ARC
(28,1),-3.87992 # DEPENDENCYPART_ARC
(28,2),-3.45475 # DEPENDENCYPART_ARC
(28,3),-3.23147 # DEPENDENCYPART_ARC
(28,4),-3.59484 # DEPENDENCYPART_ARC
(28,5),-3.20871 # DEPENDENCYPART_ARC
(28,6),-2.85788 # DEPENDENCYPART_ARC
(28,7),-2.98177 # DEPENDENCYPART_ARC
(28,8),-2.93773 # DEPENDENCYPART_ARC
(28,9),-2.58924 # DEPENDENCYPART_ARC
(28,10),-2.56641 # DEPENDENCYPART_ARC
(28,11),-2.31485 # DEPENDENCYPART_ARC
(28,12),-2.60134 # DEPENDENCYPART_ARC
(28,13),-2.73959 # DEPENDENCYPART_ARC
(28,14),-1.55129 # DEPENDENCYPART_ARC
(28,15),-1.9555 # DEPENDENCYPART_ARC
(28,16),-1.86743 # DEPENDENCYPART_ARC
(28,17),-2.14437 # DEPENDENCYPART_ARC
(28,18),-1.83712 # DEPENDENCYPART_ARC
(28,19),-1.56883 # DEPENDENCYPART_ARC
(28,20),-1.25285 # DEPENDENCYPART_ARC
(28,21),-1.83164 # DEPENDENCYPART_ARC
(28,22),-1.07269 # DEPENDENCYPART_ARC
(28,23),-0.903965 # DEPENDENCYPART_ARC
(28,24),-0.896211 # DEPENDENCYPART_ARC
(28,25),-0.617675 # DEPENDENCYPART_ARC
(28,26),0.280479 # DEPENDENCYPART_ARC
(28,27),0.177917 # DEPENDENCYPART_ARC
(28,29),0.828034 # DEPENDENCYPART_ARC
(28,30),1.45833 # DEPENDENCYPART_ARC
(28,31),1.25126 # DEPENDENCYPART_ARC
(28,32),3.72791 # DEPENDENCYPART_ARC
(28,33),-0.0143251 # DEPENDENCYPART_ARC
(29,1),-4.02621 # DEPENDENCYPART_ARC
(29,2),-3.94282 # DEPENDENCYPART_ARC
(29,3),-3.97609 # DEPENDENCYPART_ARC
(29,4),-4.06756 # DEPENDENCYPART_ARC
(29,5),-3.83829 # DEPENDENCYPART_ARC
(29,6),-3.21047 # DEPENDENCYPART_ARC
(29,7),-2.00645 # DEPENDENCYPART_ARC
(29,8),-3.52366 # DEPENDENCYPART_ARC
(29,9),-3.10603 # DEPENDENCYPART_ARC
(29,10),-1.84569 # DEPENDENCYPART_ARC
(29,11),-3.12528 # DEPENDENCYPART_ARC
(29,12),-3.16098 # DEPENDENCYPART_ARC
(29,13),-3.75539 # DEPENDENCYPART_ARC
(29,14),-2.29317 # DEPENDENCYPART_ARC
(29,15),-1.80882 # DEPENDENCYPART_ARC
(29,16),-2.82723 # DEPENDENCYPART_ARC
(29,17),-2.86398 # DEPENDENCYPART_ARC
(29,18),-3.2351 # DEPENDENCYPART_ARC
(29,19),-2.58403 # DEPENDENCYPART_ARC
(29,20),-2.19701 # DEPENDENCYPART_ARC
(29,21),-2.79719 # DEPENDENCYPART_ARC
(29,22),-2.25148 # DEPENDENCYPART_ARC
(29,23),-2.60318 # DEPENDENCYPART_ARC
(29,24),-1.99166 # DEPENDENCYPART_ARC
(29,25),-1.89351 # DEPENDENCYPART_ARC
(29,26),-0.414684 # DEPENDENCYPART_ARC
(29,27),-1.37598 # DEPENDENCYPART_ARC
(29,28),0.195937 # DEPENDENCYPART_ARC
(29,30),1.73695 # DEPENDENCYPART_ARC
(29,31),0.312598 # DEPENDENCYPART_ARC
(29,32),0.0606978 # DEPENDENCYPART_ARC
(29,33),-0.949374 # DEPENDENCYPART_ARC
(30,1),-5.32306 # DEPENDENCYPART_ARC
(30,2),-4.11386 # DEPENDENCYPART_ARC
(30,3),-3.86947 # DEPENDENCYPART_ARC
(30,4),-3.84234 # DEPENDENCYPART_ARC
(30,5),-3.77729 # DEPENDENCYPART_ARC
(30,6),-3.44385 # DEPENDENCYPART_ARC
(30,7),-3.84147 # DEPENDENCYPART_ARC
(30,8),-3.62292 # DEPENDENCYPART_ARC
(30,9),-3.88569 # DEPENDENCYPART_ARC
(30,10),-3.29181 # DEPENDENCYPART_ARC
(30,11),-3.09836 # DEPENDENCYPART_ARC
(30,12),-3.03679 # DEPENDENCYPART_ARC
(30,13),-3.43884 # DEPENDENCYPART_ARC
(30,14),-2.43387 # DEPENDENCYPART_ARC
(30,15),-2.4644 # DEPENDENCYPART_ARC
(30,16),-2.55719 # DEPENDENCYPART_ARC
(30,17),-2.48763 # DEPENDENCYPART_ARC
(30,18),-2.88675 # DEPENDENCYPART_ARC
(30,19),-2.39497 # DEPENDENCYPART_ARC
(30,20),-1.49538 # DEPENDENCYPART_ARC
(30,21),-2.42574 # DEPENDENCYPART_ARC
(30,22),-1.85424 # DEPENDENCYPART_ARC
(30,23),-2.56448 # DEPENDENCYPART_ARC
(30,24),-1.36634 # DEPENDENCYPART_ARC
(30,25),-1.52802 # DEPENDENCYPART_ARC
(30,26),-0.524951 # DEPENDENCYPART_ARC
(30,27),-0.31007 # DEPENDENCYPART_ARC
(30,28),-0.170141 # DEPENDENCYPART_ARC
(30,29),1.45939 # DEPENDENCYPART_ARC
(30,31),1.75655 # DEPENDENCYPART_ARC
(30,32),0.462026 # DEPENDENCYPART_ARC
(30,33),0.123586 # DEPENDENCYPART_ARC
(31,1),-4.69807 # DEPENDENCYPART_ARC
(31,2),-14.4847 # DEPENDENCYPART_ARC
(31,3),-8.95939 # DEPENDENCYPART_ARC
(31,4),-5.82718 # DEPENDENCYPART_ARC
(31,5),-7.3406 # DEPENDENCYPART_ARC
(31,6),-4.49077 # DEPENDENCYPART_ARC
(31,7),-11.3985 # DEPENDENCYPART_ARC
(31,8),-11.299 # DEPENDENCYPART_ARC
(31,9),-4.04696 # DEPENDENCYPART_ARC
(31,10),-8.80549 # DEPENDENCYPART_ARC
(31,11),-8.39165 # DEPENDENCYPART_ARC
(31,12),-10.1772 # DEPENDENCYPART_ARC
(31,13),-9.28226 # DEPENDENCYPART_ARC
(31,14),-3.05756 # DEPENDENCYPART_ARC
(31,15),-6.58365 # DEPENDENCYPART_ARC
(31,16),-7.20152 # DEPENDENCYPART_ARC
(31,17),-7.92647 # DEPENDENCYPART_ARC
(31,18),-7.3862 # DEPENDENCYPART_ARC
(31,19),-2.93154 # DEPENDENCYPART_ARC
(31,20),-2.22427 # DEPENDENCYPART_ARC
(31,21),-5.82668 # DEPENDENCYPART_ARC
(31,22),-2.44736 # DEPENDENCYPART_ARC
(31,23),-2.15785 # DEPENDENCYPART_ARC
(31,24),-5.24892 # DEPENDENCYPART_ARC
