# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,3,11,18,21,19,21,22,25,22,3,
(20,9),-1.97454 # DEPENDENCYPART_ARC
(20,10),-2.0684 # DEPENDENCYPART_ARC
(20,11),-2.9416 # DEPENDENCYPART_ARC
(20,12),-1.56542 # DEPENDENCYPART_ARC
(20,13),-1.96973 # DEPENDENCYPART_ARC
(20,14),-2.36025 # DEPENDENCYPART_ARC
(20,15),-1.38997 # DEPENDENCYPART_ARC
(20,16),-2.06281 # DEPENDENCYPART_ARC
(20,17),-1.32085 # DEPENDENCYPART_ARC
(20,18),-0.393803 # DEPENDENCYPART_ARC
(20,19),0.593281 # DEPENDENCYPART_ARC
(20,21),0.776518 # DEPENDENCYPART_ARC
(20,22),-0.142417 # DEPENDENCYPART_ARC
(20,23),-0.47035 # DEPENDENCYPART_ARC
(20,24),-0.979601 # DEPENDENCYPART_ARC
(20,25),-1.24766 # DEPENDENCYPART_ARC
(20,26),-0.930073 # DEPENDENCYPART_ARC
(21,1),-10.9627 # DEPENDENCYPART_ARC
(21,2),-10.8511 # DEPENDENCYPART_ARC
(21,3),-3.45592 # DEPENDENCYPART_ARC
(21,4),-5.65458 # DEPENDENCYPART_ARC
(21,5),-6.68449 # DEPENDENCYPART_ARC
(21,6),-8.2491 # DEPENDENCYPART_ARC
(21,7),-2.3469 # DEPENDENCYPART_ARC
(21,8),-7.75998 # DEPENDENCYPART_ARC
(21,9),-2.51773 # DEPENDENCYPART_ARC
(21,10),-2.34976 # DEPENDENCYPART_ARC
(21,11),-4.87129 # DEPENDENCYPART_ARC
(21,12),-1.49591 # DEPENDENCYPART_ARC
(21,13),-3.3624 # DEPENDENCYPART_ARC
(21,14),-1.72209 # DEPENDENCYPART_ARC
(21,15),-0.155051 # DEPENDENCYPART_ARC
(21,16),-2.6277 # DEPENDENCYPART_ARC
(21,17),-0.603162 # DEPENDENCYPART_ARC
(21,18),0.195868 # DEPENDENCYPART_ARC
(21,19),0.745533 # DEPENDENCYPART_ARC
(21,20),4.62574 # DEPENDENCYPART_ARC
(21,22),3.52691 # DEPENDENCYPART_ARC
(21,23),1.00779 # DEPENDENCYPART_ARC
(21,24),1.9252 # DEPENDENCYPART_ARC
(21,25),0.52752 # DEPENDENCYPART_ARC
(21,26),0.768484 # DEPENDENCYPART_ARC
(22,1),-2.96278 # DEPENDENCYPART_ARC
(22,2),-2.85956 # DEPENDENCYPART_ARC
(22,3),-2.57596 # DEPENDENCYPART_ARC
(22,4),-3.06396 # DEPENDENCYPART_ARC
(22,5),-2.58802 # DEPENDENCYPART_ARC
(22,6),-2.8876 # DEPENDENCYPART_ARC
(22,7),-2.41231 # DEPENDENCYPART_ARC
(22,8),-2.09657 # DEPENDENCYPART_ARC
(22,9),-2.09217 # DEPENDENCYPART_ARC
(22,10),-2.35543 # DEPENDENCYPART_ARC
(22,11),-1.83735 # DEPENDENCYPART_ARC
(22,12),-1.43511 # DEPENDENCYPART_ARC
(22,13),-1.20915 # DEPENDENCYPART_ARC
(22,14),-1.24999 # DEPENDENCYPART_ARC
(22,15),-1.18897 # DEPENDENCYPART_ARC
(22,16),-0.915493 # DEPENDENCYPART_ARC
(22,17),-0.767475 # DEPENDENCYPART_ARC
(22,18),0.0176235 # DEPENDENCYPART_ARC
(22,19),0.0375575 # DEPENDENCYPART_ARC
(22,20),-0.116163 # DEPENDENCYPART_ARC
(22,21),0.814186 # DEPENDENCYPART_ARC
(22,23),3.64173 # DEPENDENCYPART_ARC
(22,24),1.60486 # DEPENDENCYPART_ARC
(22,25),2.25797 # DEPENDENCYPART_ARC
(22,26),-0.38541 # DEPENDENCYPART_ARC
(23,1),-11.675 # DEPENDENCYPART_ARC
(23,2),-12.0357 # DEPENDENCYPART_ARC
(23,3),-3.90306 # DEPENDENCYPART_ARC
(23,4),-7.00965 # DEPENDENCYPART_ARC
(23,5),-7.88854 # DEPENDENCYPART_ARC
(23,6),-9.41102 # DEPENDENCYPART_ARC
(23,7),-2.64539 # DEPENDENCYPART_ARC
(23,8),-8.67094 # DEPENDENCYPART_ARC
(23,9),-3.17896 # DEPENDENCYPART_ARC
(23,10),-3.75387 # DEPENDENCYPART_ARC
(23,11),-6.31515 # DEPENDENCYPART_ARC
(23,12),-1.96475 # DEPENDENCYPART_ARC
(23,13),-3.78802 # DEPENDENCYPART_ARC
(23,14),-2.44833 # DEPENDENCYPART_ARC
(23,15),-1.6912 # DEPENDENCYPART_ARC
(23,16),-4.35213 # DEPENDENCYPART_ARC
(23,17),-1.78938 # DEPENDENCYPART_ARC
(23,18),-0.809193 # DEPENDENCYPART_ARC
(23,19),-0.561431 # DEPENDENCYPART_ARC
(23,20),1.81935 # DEPENDENCYPART_ARC
(23,21),0.16186 # DEPENDENCYPART_ARC
(23,22),0.915448 # DEPENDENCYPART_ARC
(23,24),1.88186 # DEPENDENCYPART_ARC
(23,25),0.723915 # DEPENDENCYPART_ARC
(23,26),-0.0793522 # DEPENDENCYPART_ARC
(24,1),-2.05982 # DEPENDENCYPART_ARC
(24,2),-1.91191 # DEPENDENCYPART_ARC
(24,3),-2.05333 # DEPENDENCYPART_ARC
(24,4),-1.79168 # DEPENDENCYPART_ARC
(24,5),-0.678153 # DEPENDENCYPART_ARC
(24,6),-0.999047 # DEPENDENCYPART_ARC
(24,7),-1.16609 # DEPENDENCYPART_ARC
(24,8),-0.909883 # DEPENDENCYPART_ARC
(24,9),-2.45222 # DEPENDENCYPART_ARC
(24,10),-1.11364 # DEPENDENCYPART_ARC
(24,11),-0.219892 # DEPENDENCYPART_ARC
(24,12),-0.910959 # DEPENDENCYPART_ARC
(24,13),-0.662986 # DEPENDENCYPART_ARC
(24,14),0.0805244 # DEPENDENCYPART_ARC
(24,15),-0.226601 # DEPENDENCYPART_ARC
(24,16),-0.0640173 # DEPENDENCYPART_ARC
(24,17),-0.278179 # DEPENDENCYPART_ARC
(24,18),0.322943 # DEPENDENCYPART_ARC
(24,19),-0.20785 # DEPENDENCYPART_ARC
(24,20),0.790745 # DEPENDENCYPART_ARC
(24,21),1.36463 # DEPENDENCYPART_ARC
(24,22),0.950516 # DEPENDENCYPART_ARC
(24,23),2.17453 # DEPENDENCYPART_ARC
(24,25),2.74738 # DEPENDENCYPART_ARC
(24,26),-0.144685 # DEPENDENCYPART_ARC
(25,1),-6.23105 # DEPENDENCYPART_ARC
(25,2),-6.82447 # DEPENDENCYPART_ARC
(25,3),-1.90045 # DEPENDENCYPART_ARC
(25,4),-7.65641 # DEPENDENCYPART_ARC
(25,5),-4.74106 # DEPENDENCYPART_ARC
(25,6),-6.66858 # DEPENDENCYPART_ARC
(25,7),-1.54454 # DEPENDENCYPART_ARC
(25,8),-4.66825 # DEPENDENCYPART_ARC
(25,9),-1.33396 # DEPENDENCYPART_ARC
(25,10),-4.63981 # DEPENDENCYPART_ARC
(25,11),-4.22135 # DEPENDENCYPART_ARC
(25,12),-0.484371 # DEPENDENCYPART_ARC
(25,13),-2.1658 # DEPENDENCYPART_ARC
(25,14),-2.1438 # DEPENDENCYPART_ARC
(25,15),-2.71856 # DEPENDENCYPART_ARC
(25,16),-2.57765 # DEPENDENCYPART_ARC
(25,17),-0.802235 # DEPENDENCYPART_ARC
(25,18),0.00439807 # DEPENDENCYPART_ARC
(25,19),-0.13237 # DEPENDENCYPART_ARC
(25,20),1.07646 # DEPENDENCYPART_ARC
(25,21),0.287112 # DEPENDENCYPART_ARC
(25,22),0.667334 # DEPENDENCYPART_ARC
(25,23),3.00371 # DEPENDENCYPART_ARC
(25,24),3.23329 # DEPENDENCYPART_ARC
(25,26),0.258293 # DEPENDENCYPART_ARC
(26,1),-3.14135 # DEPENDENCYPART_ARC
(26,2),-3.44758 # DEPENDENCYPART_ARC
(26,3),-3.4672 # DEPENDENCYPART_ARC
(26,4),-2.70373 # DEPENDENCYPART_ARC
(26,5),-2.22749 # DEPENDENCYPART_ARC
(26,6),-1.94402 # DEPENDENCYPART_ARC
(26,7),-3.21044 # DEPENDENCYPART_ARC
(26,8),-2.69201 # DEPENDENCYPART_ARC
(26,9),-3.51675 # DEPENDENCYPART_ARC
(26,10),-2.44666 # DEPENDENCYPART_ARC
(26,11),-1.8446 # DEPENDENCYPART_ARC
(26,12),-2.43053 # DEPENDENCYPART_ARC
(26,13),-2.33259 # DEPENDENCYPART_ARC
(26,14),-1.7075 # DEPENDENCYPART_ARC
(26,15),-1.81461 # DEPENDENCYPART_ARC
(26,16),-1.4308 # DEPENDENCYPART_ARC
(26,17),-0.300935 # DEPENDENCYPART_ARC
(26,18),-1.59993 # DEPENDENCYPART_ARC
(26,19),-1.84084 # DEPENDENCYPART_ARC
(26,20),-1.01193 # DEPENDENCYPART_ARC
(26,21),-1.45405 # DEPENDENCYPART_ARC
(26,22),-1.43656 # DEPENDENCYPART_ARC
(26,23),-0.959278 # DEPENDENCYPART_ARC
(26,24),-1.02705 # DEPENDENCYPART_ARC
(26,25),-1.49842 # DEPENDENCYPART_ARC
