# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,2,6,2,6,7,8,6,12,2,14,12,12,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,12,
(16,11),-0.890237 # DEPENDENCYPART_ARC
(16,12),-0.992301 # DEPENDENCYPART_ARC
(16,13),-0.325085 # DEPENDENCYPART_ARC
(16,14),-0.474722 # DEPENDENCYPART_ARC
(16,15),0.21868 # DEPENDENCYPART_ARC
(16,17),0.755354 # DEPENDENCYPART_ARC
(16,18),2.06204 # DEPENDENCYPART_ARC
(16,19),1.80565 # DEPENDENCYPART_ARC
(16,20),0.224299 # DEPENDENCYPART_ARC
(16,21),0.915997 # DEPENDENCYPART_ARC
(16,22),2.21411 # DEPENDENCYPART_ARC
(16,23),1.05417 # DEPENDENCYPART_ARC
(16,24),0.0389548 # DEPENDENCYPART_ARC
(16,25),-1.16284 # DEPENDENCYPART_ARC
(16,26),-0.490491 # DEPENDENCYPART_ARC
(16,27),-0.823859 # DEPENDENCYPART_ARC
(16,28),-3.152 # DEPENDENCYPART_ARC
(16,29),-1.21844 # DEPENDENCYPART_ARC
(16,30),-1.96289 # DEPENDENCYPART_ARC
(16,31),-1.66796 # DEPENDENCYPART_ARC
(16,32),0.701572 # DEPENDENCYPART_ARC
(17,1),-4.1468 # DEPENDENCYPART_ARC
(17,2),-4.14198 # DEPENDENCYPART_ARC
(17,3),-4.13177 # DEPENDENCYPART_ARC
(17,4),-4.10208 # DEPENDENCYPART_ARC
(17,5),-3.22352 # DEPENDENCYPART_ARC
(17,6),-4.28195 # DEPENDENCYPART_ARC
(17,7),-3.48098 # DEPENDENCYPART_ARC
(17,8),-3.88619 # DEPENDENCYPART_ARC
(17,9),-3.12508 # DEPENDENCYPART_ARC
(17,10),-3.4551 # DEPENDENCYPART_ARC
(17,11),-3.07279 # DEPENDENCYPART_ARC
(17,12),-3.12486 # DEPENDENCYPART_ARC
(17,13),-2.12717 # DEPENDENCYPART_ARC
(17,14),-2.67974 # DEPENDENCYPART_ARC
(17,15),-1.97059 # DEPENDENCYPART_ARC
(17,16),-1.16887 # DEPENDENCYPART_ARC
(17,18),-0.838488 # DEPENDENCYPART_ARC
(17,19),-1.31775 # DEPENDENCYPART_ARC
(17,20),-1.15645 # DEPENDENCYPART_ARC
(17,21),-1.41389 # DEPENDENCYPART_ARC
(17,22),-1.47423 # DEPENDENCYPART_ARC
(17,23),-1.64565 # DEPENDENCYPART_ARC
(17,24),-1.80025 # DEPENDENCYPART_ARC
(17,25),-1.92109 # DEPENDENCYPART_ARC
(17,26),-1.56995 # DEPENDENCYPART_ARC
(17,27),-2.78393 # DEPENDENCYPART_ARC
(17,28),-2.46843 # DEPENDENCYPART_ARC
(17,29),-3.13076 # DEPENDENCYPART_ARC
(17,30),-2.72853 # DEPENDENCYPART_ARC
(17,31),-2.81642 # DEPENDENCYPART_ARC
(17,32),-2.57182 # DEPENDENCYPART_ARC
(18,1),-4.27572 # DEPENDENCYPART_ARC
(18,2),-4.81474 # DEPENDENCYPART_ARC
(18,3),-5.30161 # DEPENDENCYPART_ARC
(18,4),-4.56586 # DEPENDENCYPART_ARC
(18,5),-2.98183 # DEPENDENCYPART_ARC
(18,6),-6.02767 # DEPENDENCYPART_ARC
(18,7),-3.4582 # DEPENDENCYPART_ARC
(18,8),-4.34615 # DEPENDENCYPART_ARC
(18,9),-3.08385 # DEPENDENCYPART_ARC
(18,10),-3.54491 # DEPENDENCYPART_ARC
(18,11),-3.74852 # DEPENDENCYPART_ARC
(18,12),-3.11763 # DEPENDENCYPART_ARC
(18,13),-1.6668 # DEPENDENCYPART_ARC
(18,14),-3.11009 # DEPENDENCYPART_ARC
(18,15),-1.62479 # DEPENDENCYPART_ARC
(18,16),-0.847068 # DEPENDENCYPART_ARC
(18,17),2.2842 # DEPENDENCYPART_ARC
(18,19),1.29036 # DEPENDENCYPART_ARC
(18,20),0.123885 # DEPENDENCYPART_ARC
(18,21),-0.175446 # DEPENDENCYPART_ARC
(18,22),0.291926 # DEPENDENCYPART_ARC
(18,23),-0.180824 # DEPENDENCYPART_ARC
(18,24),-1.05911 # DEPENDENCYPART_ARC
(18,25),-0.850472 # DEPENDENCYPART_ARC
(18,26),-1.67842 # DEPENDENCYPART_ARC
(18,27),-2.10586 # DEPENDENCYPART_ARC
(18,28),-3.4653 # DEPENDENCYPART_ARC
(18,29),-1.16248 # DEPENDENCYPART_ARC
(18,30),-1.78493 # DEPENDENCYPART_ARC
(18,31),-3.64997 # DEPENDENCYPART_ARC
(18,32),-1.4666 # DEPENDENCYPART_ARC
(19,1),-2.9007 # DEPENDENCYPART_ARC
(19,2),-3.94946 # DEPENDENCYPART_ARC
(19,3),-4.19115 # DEPENDENCYPART_ARC
(19,4),-3.20044 # DEPENDENCYPART_ARC
(19,5),-1.72659 # DEPENDENCYPART_ARC
(19,6),-5.55733 # DEPENDENCYPART_ARC
(19,7),-2.08048 # DEPENDENCYPART_ARC
(19,8),-3.89196 # DEPENDENCYPART_ARC
(19,9),-1.94794 # DEPENDENCYPART_ARC
(19,10),-2.11586 # DEPENDENCYPART_ARC
(19,11),-2.34535 # DEPENDENCYPART_ARC
(19,12),-1.99413 # DEPENDENCYPART_ARC
(19,13),-1.00375 # DEPENDENCYPART_ARC
(19,14),-2.68062 # DEPENDENCYPART_ARC
(19,15),-0.857749 # DEPENDENCYPART_ARC
(19,16),-0.00720244 # DEPENDENCYPART_ARC
(19,17),3.3849 # DEPENDENCYPART_ARC
(19,18),2.77245 # DEPENDENCYPART_ARC
(19,20),1.29622 # DEPENDENCYPART_ARC
(19,21),0.969409 # DEPENDENCYPART_ARC
(19,22),0.632712 # DEPENDENCYPART_ARC
(19,23),0.759515 # DEPENDENCYPART_ARC
(19,24),-1.07856 # DEPENDENCYPART_ARC
(19,25),0.0157377 # DEPENDENCYPART_ARC
(19,26),-0.530432 # DEPENDENCYPART_ARC
(19,27),-1.54472 # DEPENDENCYPART_ARC
(19,28),-3.22641 # DEPENDENCYPART_ARC
(19,29),0.223433 # DEPENDENCYPART_ARC
(19,30),-1.42451 # DEPENDENCYPART_ARC
(19,31),-3.78711 # DEPENDENCYPART_ARC
(19,32),-0.841128 # DEPENDENCYPART_ARC
(20,1),-2.58373 # DEPENDENCYPART_ARC
(20,2),-2.5822 # DEPENDENCYPART_ARC
(20,3),-1.4689 # DEPENDENCYPART_ARC
(20,4),-1.77904 # DEPENDENCYPART_ARC
(20,5),-0.68794 # DEPENDENCYPART_ARC
(20,6),-1.58769 # DEPENDENCYPART_ARC
(20,7),-1.73656 # DEPENDENCYPART_ARC
(20,8),-1.5912 # DEPENDENCYPART_ARC
(20,9),-1.15357 # DEPENDENCYPART_ARC
(20,10),-1.39361 # DEPENDENCYPART_ARC
(20,11),-0.75573 # DEPENDENCYPART_ARC
(20,12),-1.41442 # DEPENDENCYPART_ARC
(20,13),0.314741 # DEPENDENCYPART_ARC
(20,14),-0.558795 # DEPENDENCYPART_ARC
(20,15),-0.0314532 # DEPENDENCYPART_ARC
(20,16),0.111073 # DEPENDENCYPART_ARC
(20,17),1.47879 # DEPENDENCYPART_ARC
(20,18),2.28005 # DEPENDENCYPART_ARC
(20,19),1.75103 # DEPENDENCYPART_ARC
(20,21),1.13077 # DEPENDENCYPART_ARC
(20,22),1.04123 # DEPENDENCYPART_ARC
(20,23),0.344763 # DEPENDENCYPART_ARC
(20,24),-0.218184 # DEPENDENCYPART_ARC
(20,25),-0.105809 # DEPENDENCYPART_ARC
(20,26),-0.333781 # DEPENDENCYPART_ARC
(20,27),-1.22341 # DEPENDENCYPART_ARC
(20,28),-0.823396 # DEPENDENCYPART_ARC
(20,29),-0.547029 # DEPENDENCYPART_ARC
(20,30),-0.906045 # DEPENDENCYPART_ARC
(20,31),-0.728613 # DEPENDENCYPART_ARC
(20,32),-0.152353 # DEPENDENCYPART_ARC
(21,1),-3.08962 # DEPENDENCYPART_ARC
(21,2),-3.09039 # DEPENDENCYPART_ARC
(21,3),-1.70449 # DEPENDENCYPART_ARC
(21,4),-2.39108 # DEPENDENCYPART_ARC
(21,5),-1.18651 # DEPENDENCYPART_ARC
(21,6),-2.10767 # DEPENDENCYPART_ARC
(21,7),-2.498 # DEPENDENCYPART_ARC
(21,8),-2.09088 # DEPENDENCYPART_ARC
(21,9),-1.65084 # DEPENDENCYPART_ARC
(21,10),-1.97423 # DEPENDENCYPART_ARC
(21,11),-1.12148 # DEPENDENCYPART_ARC
(21,12),-1.86543 # DEPENDENCYPART_ARC
(21,13),0.524563 # DEPENDENCYPART_ARC
(21,14),-1.12032 # DEPENDENCYPART_ARC
(21,15),-0.769507 # DEPENDENCYPART_ARC
(21,16),-0.813067 # DEPENDENCYPART_ARC
(21,17),1.3901 # DEPENDENCYPART_ARC
(21,18),1.86551 # DEPENDENCYPART_ARC
(21,19),0.472577 # DEPENDENCYPART_ARC
(21,20),1.98402 # DEPENDENCYPART_ARC
(21,22),1.05431 # DEPENDENCYPART_ARC
(21,23),-0.0149874 # DEPENDENCYPART_ARC
(21,24),-0.38954 # DEPENDENCYPART_ARC
(21,25),-0.334882 # DEPENDENCYPART_ARC
(21,26),-0.786986 # DEPENDENCYPART_ARC
(21,27),-1.55611 # DEPENDENCYPART_ARC
(21,28),-1.23277 # DEPENDENCYPART_ARC
(21,29),-0.885344 # DEPENDENCYPART_ARC
(21,30),-1.04111 # DEPENDENCYPART_ARC
(21,31),-1.373 # DEPENDENCYPART_ARC
(21,32),-0.391375 # DEPENDENCYPART_ARC
(22,1),-1.72773 # DEPENDENCYPART_ARC
(22,2),-1.79621 # DEPENDENCYPART_ARC
(22,3),-2.7724 # DEPENDENCYPART_ARC
(22,4),-3.25803 # DEPENDENCYPART_ARC
(22,5),-0.956972 # DEPENDENCYPART_ARC
(22,6),-5.12497 # DEPENDENCYPART_ARC
(22,7),-1.57484 # DEPENDENCYPART_ARC
(22,8),-2.91536 # DEPENDENCYPART_ARC
(22,9),-1.94538 # DEPENDENCYPART_ARC
(22,10),-1.52167 # DEPENDENCYPART_ARC
(22,11),-1.4109 # DEPENDENCYPART_ARC
(22,12),-0.727241 # DEPENDENCYPART_ARC
(22,13),0.624761 # DEPENDENCYPART_ARC
(22,14),-2.11531 # DEPENDENCYPART_ARC
(22,15),-0.206001 # DEPENDENCYPART_ARC
(22,16),-0.0164143 # DEPENDENCYPART_ARC
(22,17),3.87308 # DEPENDENCYPART_ARC
(22,18),3.8337 # DEPENDENCYPART_ARC
(22,19),2.98671 # DEPENDENCYPART_ARC
(22,20),3.57614 # DEPENDENCYPART_ARC
(22,21),4.02265 # DEPENDENCYPART_ARC
(22,23),1.58266 # DEPENDENCYPART_ARC
(22,24),0.700906 # DEPENDENCYPART_ARC
(22,25),1.29155 # DEPENDENCYPART_ARC
(22,26),0.247508 # DEPENDENCYPART_ARC
(22,27),-0.798606 # DEPENDENCYPART_ARC
(22,28),-0.880396 # DEPENDENCYPART_ARC
(22,29),0.52082 # DEPENDENCYPART_ARC
(22,30),-0.116053 # DEPENDENCYPART_ARC
(22,31),-0.43211 # DEPENDENCYPART_ARC
(22,32),0.459361 # DEPENDENCYPART_ARC
(23,1),-3.20649 # DEPENDENCYPART_ARC
(23,2),-2.75955 # DEPENDENCYPART_ARC
(23,3),-3.02088 # DEPENDENCYPART_ARC
(23,4),-3.31234 # DEPENDENCYPART_ARC
(23,5),-0.632715 # DEPENDENCYPART_ARC
(23,6),-1.96289 # DEPENDENCYPART_ARC
(23,7),-2.50655 # DEPENDENCYPART_ARC
(23,8),-1.83256 # DEPENDENCYPART_ARC
(23,9),-2.36914 # DEPENDENCYPART_ARC
(23,10),-2.32319 # DEPENDENCYPART_ARC
(23,11),-0.343706 # DEPENDENCYPART_ARC
(23,12),-1.66271 # DEPENDENCYPART_ARC
(23,13),-1.41199 # DEPENDENCYPART_ARC
(23,14),-1.54769 # DEPENDENCYPART_ARC
(23,15),-1.54035 # DEPENDENCYPART_ARC
(23,16),-1.47721 # DEPENDENCYPART_ARC
(23,17),-0.958843 # DEPENDENCYPART_ARC
(23,18),-1.71772 # DEPENDENCYPART_ARC
(23,19),-1.49981 # DEPENDENCYPART_ARC
(23,20),-0.847868 # DEPENDENCYPART_ARC
(23,21),-1.02297 # DEPENDENCYPART_ARC
(23,22),-0.700932 # DEPENDENCYPART_ARC
(23,24),-0.227381 # DEPENDENCYPART_ARC
(23,25),-0.112562 # DEPENDENCYPART_ARC
(23,26),-0.726624 # DEPENDENCYPART_ARC
(23,27),-1.56711 # DEPENDENCYPART_ARC
(23,28),-1.46832 # DEPENDENCYPART_ARC
(23,29),-1.55212 # DEPENDENCYPART_ARC
(23,30),-1.7407 # DEPENDENCYPART_ARC
(23,31),-2.0866 # DEPENDENCYPART_ARC
(23,32),-1.29743 # DEPENDENCYPART_ARC
(24,1),-2.92221 # DEPENDENCYPART_ARC
(24,2),-1.60971 # DEPENDENCYPART_ARC
(24,3),-2.66049 # DEPENDENCYPART_ARC
(24,4),-2.91204 # DEPENDENCYPART_ARC
(24,5),-2.11188 # DEPENDENCYPART_ARC
(24,6),-2.09436 # DEPENDENCYPART_ARC
(24,7),-1.7378 # DEPENDENCYPART_ARC
(24,8),-1.842 # DEPENDENCYPART_ARC
(24,9),-2.09535 # DEPENDENCYPART_ARC
(24,10),-2.05057 # DEPENDENCYPART_ARC
(24,11),-1.88093 # DEPENDENCYPART_ARC
(24,12),-0.626769 # DEPENDENCYPART_ARC
(24,13),-1.4057 # DEPENDENCYPART_ARC
(24,14),-1.21214 # DEPENDENCYPART_ARC
(24,15),-0.851394 # DEPENDENCYPART_ARC
(24,16),-0.962079 # DEPENDENCYPART_ARC
(24,17),-0.717587 # DEPENDENCYPART_ARC
(24,18),-0.246517 # DEPENDENCYPART_ARC
(24,19),-0.32631 # DEPENDENCYPART_ARC
(24,20),-0.553389 # DEPENDENCYPART_ARC
(24,21),-0.209484 # DEPENDENCYPART_ARC
(24,22),0.228156 # DEPENDENCYPART_ARC
(24,23),-0.0123983 # DEPENDENCYPART_ARC
(24,25),3.86799 # DEPENDENCYPART_ARC
(24,26),0.734379 # DEPENDENCYPART_ARC
(24,27),-0.71459 # DEPENDENCYPART_ARC
(24,28),-0.958968 # DEPENDENCYPART_ARC
(24,29),-0.628766 # DEPENDENCYPART_ARC
(24,30),-0.911862 # DEPENDENCYPART_ARC
(24,31),-0.781776 # DEPENDENCYPART_ARC
(24,32),-0.165561 # DEPENDENCYPART_ARC
(25,1),-1.30952 # DEPENDENCYPART_ARC
(25,2),-2.37197 # DEPENDENCYPART_ARC
(25,3),-2.0603 # DEPENDENCYPART_ARC
(25,4),-1.67477 # DEPENDENCYPART_ARC
(25,5),-1.08988 # DEPENDENCYPART_ARC
(25,6),-1.83832 # DEPENDENCYPART_ARC
(25,7),-1.2014 # DEPENDENCYPART_ARC
(25,8),-1.07109 # DEPENDENCYPART_ARC
(25,9),-1.67957 # DEPENDENCYPART_ARC
(25,10),-2.47169 # DEPENDENCYPART_ARC
(25,11),-1.25626 # DEPENDENCYPART_ARC
(25,12),-0.920114 # DEPENDENCYPART_ARC
(25,13),-1.64713 # DEPENDENCYPART_ARC
(25,14),-0.440055 # DEPENDENCYPART_ARC
(25,15),-0.350002 # DEPENDENCYPART_ARC
(25,16),0.529182 # DEPENDENCYPART_ARC
(25,17),-1.86037 # DEPENDENCYPART_ARC
(25,18),-0.105935 # DEPENDENCYPART_ARC
(25,19),0.207537 # DEPENDENCYPART_ARC
(25,20),-0.735656 # DEPENDENCYPART_ARC
(25,21),-0.666668 # DEPENDENCYPART_ARC
(25,22),0.0146042 # DEPENDENCYPART_ARC
(25,23),-0.362072 # DEPENDENCYPART_ARC
(25,24),0.318945 # DEPENDENCYPART_ARC
(25,26),3.22112 # DEPENDENCYPART_ARC
(25,27),0.293933 # DEPENDENCYPART_ARC
(25,28),0.62081 # DEPENDENCYPART_ARC
(25,29),0.213736 # DEPENDENCYPART_ARC
(25,30),0.20252 # DEPENDENCYPART_ARC
(25,31),0.617619 # DEPENDENCYPART_ARC
(25,32),2.07013 # DEPENDENCYPART_ARC
(26,1),-3.52707 # DEPENDENCYPART_ARC
(26,2),-3.25142 # DEPENDENCYPART_ARC
(26,3),-3.14 # DEPENDENCYPART_ARC
(26,4),-2.88066 # DEPENDENCYPART_ARC
(26,5),-0.118039 # DEPENDENCYPART_ARC
(26,6),-3.54096 # DEPENDENCYPART_ARC
(26,7),-2.2515 # DEPENDENCYPART_ARC
(26,8),-3.53609 # DEPENDENCYPART_ARC
(26,9),-2.27647 # DEPENDENCYPART_ARC
(26,10),-2.56439 # DEPENDENCYPART_ARC
(26,11),-1.82126 # DEPENDENCYPART_ARC
(26,12),-2.14783 # DEPENDENCYPART_ARC
(26,13),-1.65654 # DEPENDENCYPART_ARC
(26,14),-2.33631 # DEPENDENCYPART_ARC
(26,15),-1.3526 # DEPENDENCYPART_ARC
(26,16),-0.922844 # DEPENDENCYPART_ARC
(26,17),-0.592773 # DEPENDENCYPART_ARC
(26,18),-1.33958 # DEPENDENCYPART_ARC
(26,19),-1.42533 # DEPENDENCYPART_ARC
(26,20),-0.89167 # DEPENDENCYPART_ARC
(26,21),-0.848108 # DEPENDENCYPART_ARC
(26,22),-1.44345 # DEPENDENCYPART_ARC
(26,23),0.294691 # DEPENDENCYPART_ARC
(26,24),0.0539243 # DEPENDENCYPART_ARC
(26,25),0.251924 # DEPENDENCYPART_ARC
(26,27),1.23357 # DEPENDENCYPART_ARC
(26,28),2.44038 # DEPENDENCYPART_ARC
(26,29),-0.0106472 # DEPENDENCYPART_ARC
(26,30),0.234948 # DEPENDENCYPART_ARC
(26,31),2.65943 # DEPENDENCYPART_ARC
(26,32),-0.403543 # DEPENDENCYPART_ARC
(27,1),-4.78043 # DEPENDENCYPART_ARC
(27,2),-4.43848 # DEPENDENCYPART_ARC
(27,3),-4.45982 # DEPENDENCYPART_ARC
(27,4),-4.72004 # DEPENDENCYPART_ARC
(27,5),-3.89175 # DEPENDENCYPART_ARC
(27,6),-4.46014 # DEPENDENCYPART_ARC
(27,7),-3.87175 # DEPENDENCYPART_ARC
(27,8),-4.116 # DEPENDENCYPART_ARC
(27,9),-3.75887 # DEPENDENCYPART_ARC
(27,10),-3.97839 # DEPENDENCYPART_ARC
(27,11),-3.3552 # DEPENDENCYPART_ARC
(27,12),-3.50948 # DEPENDENCYPART_ARC
(27,13),-3.18981 # DEPENDENCYPART_ARC
(27,14),-3.47885 # DEPENDENCYPART_ARC
(27,15),-3.00834 # DEPENDENCYPART_ARC
(27,16),-2.90487 # DEPENDENCYPART_ARC
(27,17),-2.48372 # DEPENDENCYPART_ARC
(27,18),-2.75199 # DEPENDENCYPART_ARC
(27,19),-2.67687 # DEPENDENCYPART_ARC
(27,20),-2.45482 # DEPENDENCYPART_ARC
(27,21),-2.31354 # DEPENDENCYPART_ARC
(27,22),-2.30423 # DEPENDENCYPART_ARC
(27,23),-1.82422 # DEPENDENCYPART_ARC
(27,24),-2.12398 # DEPENDENCYPART_ARC
(27,25),-1.85449 # DEPENDENCYPART_ARC
(27,26),-0.836734 # DEPENDENCYPART_ARC
(27,28),0.25625 # DEPENDENCYPART_ARC
(27,29),-0.115271 # DEPENDENCYPART_ARC
(27,30),-0.898328 # DEPENDENCYPART_ARC
(27,31),-1.15671 # DEPENDENCYPART_ARC
(27,32),-1.18439 # DEPENDENCYPART_ARC
(28,1),-3.5769 # DEPENDENCYPART_ARC
(28,2),-3.62098 # DEPENDENCYPART_ARC
(28,3),-5.43159 # DEPENDENCYPART_ARC
(28,4),-6.63418 # DEPENDENCYPART_ARC
(28,5),-2.65871 # DEPENDENCYPART_ARC
(28,6),-7.96227 # DEPENDENCYPART_ARC
(28,7),-3.75256 # DEPENDENCYPART_ARC
(28,8),-6.24661 # DEPENDENCYPART_ARC
(28,9),-4.7507 # DEPENDENCYPART_ARC
(28,10),-3.24204 # DEPENDENCYPART_ARC
(28,11),-3.26885 # DEPENDENCYPART_ARC
(28,12),-2.7479 # DEPENDENCYPART_ARC
(28,13),-3.22178 # DEPENDENCYPART_ARC
(28,14),-5.152 # DEPENDENCYPART_ARC
(28,15),-2.46101 # DEPENDENCYPART_ARC
(28,16),-2.34801 # DEPENDENCYPART_ARC
(28,17),-1.26565 # DEPENDENCYPART_ARC
(28,18),-1.45055 # DEPENDENCYPART_ARC
(28,19),-2.56526 # DEPENDENCYPART_ARC
(28,20),-0.721154 # DEPENDENCYPART_ARC
(28,21),-0.729605 # DEPENDENCYPART_ARC
(28,22),-2.24563 # DEPENDENCYPART_ARC
(28,23),-0.85622 # DEPENDENCYPART_ARC
(28,24),-1.10129 # DEPENDENCYPART_ARC
(28,25),-0.418294 # DEPENDENCYPART_ARC
(28,26),0.467348 # DEPENDENCYPART_ARC
(28,27),4.5053 # DEPENDENCYPART_ARC
(28,29),4.16173 # DEPENDENCYPART_ARC
(28,30),1.16524 # DEPENDENCYPART_ARC
(28,31),0.653175 # DEPENDENCYPART_ARC
(28,32),-0.136089 # DEPENDENCYPART_ARC
(29,1),-2.85483 # DEPENDENCYPART_ARC
(29,2),-3.29924 # DEPENDENCYPART_ARC
(29,3),-2.89677 # DEPENDENCYPART_ARC
(29,4),-3.30913 # DEPENDENCYPART_ARC
(29,5),-2.01054 # DEPENDENCYPART_ARC
(29,6),-4.15078 # DEPENDENCYPART_ARC
(29,7),-3.23196 # DEPENDENCYPART_ARC
(29,8),-3.73575 # DEPENDENCYPART_ARC
(29,9),-2.40677 # DEPENDENCYPART_ARC
(29,10),-2.20177 # DEPENDENCYPART_ARC
(29,11),-2.26243 # DEPENDENCYPART_ARC
(29,12),-2.05644 # DEPENDENCYPART_ARC
(29,13),-1.6585 # DEPENDENCYPART_ARC
(29,14),-2.85846 # DEPENDENCYPART_ARC
(29,15),-2.22767 # DEPENDENCYPART_ARC
(29,16),-1.74281 # DEPENDENCYPART_ARC
(29,17),-0.753649 # DEPENDENCYPART_ARC
(29,18),-1.11282 # DEPENDENCYPART_ARC
(29,19),-0.595621 # DEPENDENCYPART_ARC
(29,20),-0.892955 # DEPENDENCYPART_ARC
(29,21),-0.803572 # DEPENDENCYPART_ARC
(29,22),-1.31782 # DEPENDENCYPART_ARC
(29,23),-0.614677 # DEPENDENCYPART_ARC
(29,24),-0.750368 # DEPENDENCYPART_ARC
(29,25),-0.357479 # DEPENDENCYPART_ARC
(29,26),0.0555014 # DEPENDENCYPART_ARC
(29,27),1.24166 # DEPENDENCYPART_ARC
(29,28),0.686133 # DEPENDENCYPART_ARC
(29,30),0.157618 # DEPENDENCYPART_ARC
(29,31),-0.747775 # DEPENDENCYPART_ARC
(29,32),-0.804857 # DEPENDENCYPART_ARC
(30,1),-3.74671 # DEPENDENCYPART_ARC
(30,2),-3.87091 # DEPENDENCYPART_ARC
(30,3),-2.84777 # DEPENDENCYPART_ARC
(30,4),-3.58251 # DEPENDENCYPART_ARC
(30,5),-1.7885 # DEPENDENCYPART_ARC
(30,6),-2.74118 # DEPENDENCYPART_ARC
(30,7),-3.96969 # DEPENDENCYPART_ARC
(30,8),-2.69549 # DEPENDENCYPART_ARC
(30,9),-2.56212 # DEPENDENCYPART_ARC
(30,10),-2.84843 # DEPENDENCYPART_ARC
(30,11),-1.91046 # DEPENDENCYPART_ARC
(30,12),-2.73864 # DEPENDENCYPART_ARC
(30,13),-0.548999 # DEPENDENCYPART_ARC
(30,14),-1.78353 # DEPENDENCYPART_ARC
(30,15),-2.21458 # DEPENDENCYPART_ARC
(30,16),-2.38048 # DEPENDENCYPART_ARC
(30,17),-1.04384 # DEPENDENCYPART_ARC
(30,18),0.115785 # DEPENDENCYPART_ARC
(30,19),-2.04568 # DEPENDENCYPART_ARC
(30,20),-0.727529 # DEPENDENCYPART_ARC
(30,21),-0.77776 # DEPENDENCYPART_ARC
(30,22),-1.24674 # DEPENDENCYPART_ARC
(30,23),-0.872999 # DEPENDENCYPART_ARC
(30,24),-1.36729 # DEPENDENCYPART_ARC
(30,25),-1.24356 # DEPENDENCYPART_ARC
(30,26),-0.305022 # DEPENDENCYPART_ARC
(30,27),0.945417 # DEPENDENCYPART_ARC
(30,28),0.379849 # DEPENDENCYPART_ARC
(30,29),0.888377 # DEPENDENCYPART_ARC
(30,31),1.24302 # DEPENDENCYPART_ARC
(30,32),-0.290654 # DEPENDENCYPART_ARC
(31,1),-2.42551 # DEPENDENCYPART_ARC
(31,2),-2.45873 # DEPENDENCYPART_ARC
(31,3),-5.04262 # DEPENDENCYPART_ARC
(31,4),-5.29049 # DEPENDENCYPART_ARC
(31,5),-1.29004 # DEPENDENCYPART_ARC
(31,6),-6.99396 # DEPENDENCYPART_ARC
(31,7),-3.29673 # DEPENDENCYPART_ARC
(31,8),-5.25174 # DEPENDENCYPART_ARC
(31,9),-3.94959 # DEPENDENCYPART_ARC
(31,10),-2.37881 # DEPENDENCYPART_ARC
(31,11),-2.30596 # DEPENDENCYPART_ARC
(31,12),-1.77881 # DEPENDENCYPART_ARC
(31,13),-3.22929 # DEPENDENCYPART_ARC
(31,14),-4.06035 # DEPENDENCYPART_ARC
(31,15),-1.91287 # DEPENDENCYPART_ARC
(31,16),-1.57768 # DEPENDENCYPART_ARC
(31,17),-1.63353 # DEPENDENCYPART_ARC
(31,18),-0.793995 # DEPENDENCYPART_ARC
(31,19),-1.89029 # DEPENDENCYPART_ARC
(31,20),-0.265557 # DEPENDENCYPART_ARC
(31,21),-0.354088 # DEPENDENCYPART_ARC
(31,22),-0.914331 # DEPENDENCYPART_ARC
(31,23),-0.54606 # DEPENDENCYPART_ARC
(31,24),-0.781534 # DEPENDENCYPART_ARC
(31,25),-0.0346498 # DEPENDENCYPART_ARC
(31,26),0.606575 # DEPENDENCYPART_ARC
(31,27),2.83614 # DEPENDENCYPART_ARC
(31,28),4.57445 # DEPENDENCYPART_ARC
(31,29),1.70663 # DEPENDENCYPART_ARC
(31,30),4.28489 # DEPENDENCYPART_ARC
(31,32),0.454694 # DEPENDENCYPART_ARC
(32,1),-2.82524 # DEPENDENCYPART_ARC
(32,2),-2.7971 # DEPENDENCYPART_ARC
(32,3),-3.81349 # DEPENDENCYPART_ARC
(32,4),-3.14916 # DEPENDENCYPART_ARC
(32,5),-2.81364 # DEPENDENCYPART_ARC
(32,6),-3.22982 # DEPENDENCYPART_ARC
(32,7),-3.92629 # DEPENDENCYPART_ARC
(32,8),-3.3304 # DEPENDENCYPART_ARC
(32,9),-3.38484 # DEPENDENCYPART_ARC
(32,10),-2.9213 # DEPENDENCYPART_ARC
(32,11),-1.46093 # DEPENDENCYPART_ARC
(32,12),-1.89917 # DEPENDENCYPART_ARC
(32,13),-2.70664 # DEPENDENCYPART_ARC
(32,14),-2.6789 # DEPENDENCYPART_ARC
(32,15),-2.39754 # DEPENDENCYPART_ARC
(32,16),-2.52746 # DEPENDENCYPART_ARC
(32,17),-1.96598 # DEPENDENCYPART_ARC
(32,18),-2.3258 # DEPENDENCYPART_ARC
(32,19),-2.31183 # DEPENDENCYPART_ARC
(32,20),-2.08886 # DEPENDENCYPART_ARC
(32,21),-1.97803 # DEPENDENCYPART_ARC
(32,22),-1.75718 # DEPENDENCYPART_ARC
(32,23),-0.405726 # DEPENDENCYPART_ARC
(32,24),-1.53669 # DEPENDENCYPART_ARC
(32,25),-0.87497 # DEPENDENCYPART_ARC
(32,26),-1.4146 # DEPENDENCYPART_ARC
(32,27),-0.854971 # DEPENDENCYPART_ARC
(32,28),-1.3529 # DEPENDENCYPART_ARC
