# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,16,0,18,16,18,19,22,23,20,16,
(22,5),-0.999397 # DEPENDENCYPART_ARC
(22,6),-2.03307 # DEPENDENCYPART_ARC
(22,7),-1.415 # DEPENDENCYPART_ARC
(22,8),-1.66652 # DEPENDENCYPART_ARC
(22,9),-2.15408 # DEPENDENCYPART_ARC
(22,10),-1.50761 # DEPENDENCYPART_ARC
(22,11),0.500052 # DEPENDENCYPART_ARC
(22,12),0.0430322 # DEPENDENCYPART_ARC
(22,13),-0.481214 # DEPENDENCYPART_ARC
(22,14),-0.552015 # DEPENDENCYPART_ARC
(22,15),-0.283426 # DEPENDENCYPART_ARC
(22,16),-0.855746 # DEPENDENCYPART_ARC
(22,17),0.685866 # DEPENDENCYPART_ARC
(22,18),0.470515 # DEPENDENCYPART_ARC
(22,19),1.27632 # DEPENDENCYPART_ARC
(22,20),1.4352 # DEPENDENCYPART_ARC
(22,21),3.58333 # DEPENDENCYPART_ARC
(22,23),0.229719 # DEPENDENCYPART_ARC
(22,24),-0.400097 # DEPENDENCYPART_ARC
(23,1),-2.92253 # DEPENDENCYPART_ARC
(23,2),-2.61297 # DEPENDENCYPART_ARC
(23,3),-3.86502 # DEPENDENCYPART_ARC
(23,4),1.09689 # DEPENDENCYPART_ARC
(23,5),-2.00642 # DEPENDENCYPART_ARC
(23,6),-0.834013 # DEPENDENCYPART_ARC
(23,7),-1.87756 # DEPENDENCYPART_ARC
(23,8),-2.21978 # DEPENDENCYPART_ARC
(23,9),-3.13758 # DEPENDENCYPART_ARC
(23,10),-1.32667 # DEPENDENCYPART_ARC
(23,11),-0.594064 # DEPENDENCYPART_ARC
(23,12),0.586106 # DEPENDENCYPART_ARC
(23,13),0.86581 # DEPENDENCYPART_ARC
(23,14),-1.18965 # DEPENDENCYPART_ARC
(23,15),0.790451 # DEPENDENCYPART_ARC
(23,16),0.0939534 # DEPENDENCYPART_ARC
(23,17),1.28832 # DEPENDENCYPART_ARC
(23,18),1.28153 # DEPENDENCYPART_ARC
(23,19),0.60762 # DEPENDENCYPART_ARC
(23,20),1.05098 # DEPENDENCYPART_ARC
(23,21),2.58958 # DEPENDENCYPART_ARC
(23,22),3.8933 # DEPENDENCYPART_ARC
(23,24),0.675759 # DEPENDENCYPART_ARC
(24,1),-3.4311 # DEPENDENCYPART_ARC
(24,2),-2.69467 # DEPENDENCYPART_ARC
(24,3),-3.17459 # DEPENDENCYPART_ARC
(24,4),-1.64149 # DEPENDENCYPART_ARC
(24,5),-2.04058 # DEPENDENCYPART_ARC
(24,6),-1.59013 # DEPENDENCYPART_ARC
(24,7),-2.32594 # DEPENDENCYPART_ARC
(24,8),-2.33577 # DEPENDENCYPART_ARC
(24,9),-2.39632 # DEPENDENCYPART_ARC
(24,10),-2.92201 # DEPENDENCYPART_ARC
(24,11),-2.0379 # DEPENDENCYPART_ARC
(24,12),-2.13889 # DEPENDENCYPART_ARC
(24,13),-1.66336 # DEPENDENCYPART_ARC
(24,14),-1.65604 # DEPENDENCYPART_ARC
(24,15),-0.471694 # DEPENDENCYPART_ARC
(24,16),-0.93759 # DEPENDENCYPART_ARC
(24,17),-0.998486 # DEPENDENCYPART_ARC
(24,18),-1.5103 # DEPENDENCYPART_ARC
(24,19),-1.63527 # DEPENDENCYPART_ARC
(24,20),-1.24105 # DEPENDENCYPART_ARC
(24,21),-0.806259 # DEPENDENCYPART_ARC
(24,22),-1.4965 # DEPENDENCYPART_ARC
(24,23),-1.55629 # DEPENDENCYPART_ARC
