# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,2,11,7,10,11,6,17,16,16,16,17,4,17,18,18,22,17,17,17,30,27,25,27,30,17,30,30,2,
(15,27),-0.983309 # DEPENDENCYPART_ARC
(15,28),-2.4912 # DEPENDENCYPART_ARC
(15,29),-2.36716 # DEPENDENCYPART_ARC
(15,30),-2.55786 # DEPENDENCYPART_ARC
(15,31),-2.81294 # DEPENDENCYPART_ARC
(15,32),-2.42436 # DEPENDENCYPART_ARC
(15,33),-0.612891 # DEPENDENCYPART_ARC
(16,1),-0.920001 # DEPENDENCYPART_ARC
(16,2),-1.26278 # DEPENDENCYPART_ARC
(16,3),-0.61028 # DEPENDENCYPART_ARC
(16,4),-1.33837 # DEPENDENCYPART_ARC
(16,5),-1.1475 # DEPENDENCYPART_ARC
(16,6),-0.190119 # DEPENDENCYPART_ARC
(16,7),2.37052 # DEPENDENCYPART_ARC
(16,8),0.113533 # DEPENDENCYPART_ARC
(16,9),0.974172 # DEPENDENCYPART_ARC
(16,10),0.619057 # DEPENDENCYPART_ARC
(16,11),-0.293949 # DEPENDENCYPART_ARC
(16,12),0.680271 # DEPENDENCYPART_ARC
(16,13),4.97755 # DEPENDENCYPART_ARC
(16,14),5.1334 # DEPENDENCYPART_ARC
(16,15),4.83305 # DEPENDENCYPART_ARC
(16,17),0.493556 # DEPENDENCYPART_ARC
(16,18),-0.171847 # DEPENDENCYPART_ARC
(16,19),-0.15281 # DEPENDENCYPART_ARC
(16,20),-0.705891 # DEPENDENCYPART_ARC
(16,21),-1.17002 # DEPENDENCYPART_ARC
(16,22),-0.742524 # DEPENDENCYPART_ARC
(16,23),-0.73747 # DEPENDENCYPART_ARC
(16,24),-1.35168 # DEPENDENCYPART_ARC
(16,25),-1.75857 # DEPENDENCYPART_ARC
(16,26),-2.52662 # DEPENDENCYPART_ARC
(16,27),0.234569 # DEPENDENCYPART_ARC
(16,28),-1.49066 # DEPENDENCYPART_ARC
(16,29),-1.6002 # DEPENDENCYPART_ARC
(16,30),-1.54052 # DEPENDENCYPART_ARC
(16,31),-2.24156 # DEPENDENCYPART_ARC
(16,32),-1.95866 # DEPENDENCYPART_ARC
(16,33),1.02924 # DEPENDENCYPART_ARC
(17,1),-1.1865 # DEPENDENCYPART_ARC
(17,2),-0.684443 # DEPENDENCYPART_ARC
(17,3),-0.521094 # DEPENDENCYPART_ARC
(17,4),0.668448 # DEPENDENCYPART_ARC
(17,5),0.12537 # DEPENDENCYPART_ARC
(17,6),1.39959 # DEPENDENCYPART_ARC
(17,7),0.992861 # DEPENDENCYPART_ARC
(17,8),-0.552483 # DEPENDENCYPART_ARC
(17,9),-0.569162 # DEPENDENCYPART_ARC
(17,10),0.577629 # DEPENDENCYPART_ARC
(17,11),0.706116 # DEPENDENCYPART_ARC
(17,12),3.37743 # DEPENDENCYPART_ARC
(17,13),0.142518 # DEPENDENCYPART_ARC
(17,14),1.58049 # DEPENDENCYPART_ARC
(17,15),1.12509 # DEPENDENCYPART_ARC
(17,16),2.61961 # DEPENDENCYPART_ARC
(17,18),2.66408 # DEPENDENCYPART_ARC
(17,19),2.39184 # DEPENDENCYPART_ARC
(17,20),1.92902 # DEPENDENCYPART_ARC
(17,21),1.24299 # DEPENDENCYPART_ARC
(17,22),2.13031 # DEPENDENCYPART_ARC
(17,23),2.34274 # DEPENDENCYPART_ARC
(17,24),3.10737 # DEPENDENCYPART_ARC
(17,25),-0.463249 # DEPENDENCYPART_ARC
(17,26),-0.633735 # DEPENDENCYPART_ARC
(17,27),0.824859 # DEPENDENCYPART_ARC
(17,28),0.630474 # DEPENDENCYPART_ARC
(17,29),-0.0626517 # DEPENDENCYPART_ARC
(17,30),1.03915 # DEPENDENCYPART_ARC
(17,31),0.821624 # DEPENDENCYPART_ARC
(17,32),-0.222107 # DEPENDENCYPART_ARC
(17,33),5.97783 # DEPENDENCYPART_ARC
(18,1),-2.98761 # DEPENDENCYPART_ARC
(18,2),-2.57707 # DEPENDENCYPART_ARC
(18,3),-2.19894 # DEPENDENCYPART_ARC
(18,4),-1.92592 # DEPENDENCYPART_ARC
(18,5),-1.15312 # DEPENDENCYPART_ARC
(18,6),-2.28355 # DEPENDENCYPART_ARC
(18,7),-2.23634 # DEPENDENCYPART_ARC
(18,8),-1.82236 # DEPENDENCYPART_ARC
(18,9),-1.57093 # DEPENDENCYPART_ARC
(18,10),-1.52866 # DEPENDENCYPART_ARC
(18,11),-1.93361 # DEPENDENCYPART_ARC
(18,12),-1.1781 # DEPENDENCYPART_ARC
(18,13),-0.424081 # DEPENDENCYPART_ARC
(18,14),-1.30205 # DEPENDENCYPART_ARC
(18,15),-0.948413 # DEPENDENCYPART_ARC
(18,16),-0.854713 # DEPENDENCYPART_ARC
(18,17),-0.216216 # DEPENDENCYPART_ARC
(18,19),3.07147 # DEPENDENCYPART_ARC
(18,20),3.13312 # DEPENDENCYPART_ARC
(18,21),0.466732 # DEPENDENCYPART_ARC
(18,22),1.13711 # DEPENDENCYPART_ARC
(18,23),0.658434 # DEPENDENCYPART_ARC
(18,24),0.753343 # DEPENDENCYPART_ARC
(18,25),-0.74996 # DEPENDENCYPART_ARC
(18,26),-0.49221 # DEPENDENCYPART_ARC
(18,27),-0.222212 # DEPENDENCYPART_ARC
(18,28),0.156413 # DEPENDENCYPART_ARC
(18,29),-1.01068 # DEPENDENCYPART_ARC
(18,30),-0.486034 # DEPENDENCYPART_ARC
(18,31),-1.30291 # DEPENDENCYPART_ARC
(18,32),-1.33214 # DEPENDENCYPART_ARC
(18,33),1.69515 # DEPENDENCYPART_ARC
(19,1),-3.97835 # DEPENDENCYPART_ARC
(19,2),-3.72504 # DEPENDENCYPART_ARC
(19,3),-2.74823 # DEPENDENCYPART_ARC
(19,4),-3.78395 # DEPENDENCYPART_ARC
(19,5),-2.99351 # DEPENDENCYPART_ARC
(19,6),-3.12232 # DEPENDENCYPART_ARC
(19,7),-2.74152 # DEPENDENCYPART_ARC
(19,8),-3.25295 # DEPENDENCYPART_ARC
(19,9),-2.48837 # DEPENDENCYPART_ARC
(19,10),-3.09719 # DEPENDENCYPART_ARC
(19,11),-3.05028 # DEPENDENCYPART_ARC
(19,12),-2.52318 # DEPENDENCYPART_ARC
(19,13),-1.33959 # DEPENDENCYPART_ARC
(19,14),-1.62856 # DEPENDENCYPART_ARC
(19,15),-1.43029 # DEPENDENCYPART_ARC
(19,16),-1.57222 # DEPENDENCYPART_ARC
(19,17),-1.34054 # DEPENDENCYPART_ARC
(19,18),0.0434137 # DEPENDENCYPART_ARC
(19,20),0.772003 # DEPENDENCYPART_ARC
(19,21),-0.561208 # DEPENDENCYPART_ARC
(19,22),-0.555651 # DEPENDENCYPART_ARC
(19,23),0.216522 # DEPENDENCYPART_ARC
(19,24),-1.14752 # DEPENDENCYPART_ARC
(19,25),-1.08833 # DEPENDENCYPART_ARC
(19,26),-1.79579 # DEPENDENCYPART_ARC
(19,27),-0.494627 # DEPENDENCYPART_ARC
(19,28),-1.33649 # DEPENDENCYPART_ARC
(19,29),-1.31721 # DEPENDENCYPART_ARC
(19,30),-1.12592 # DEPENDENCYPART_ARC
(19,31),-1.50563 # DEPENDENCYPART_ARC
(19,32),-1.59926 # DEPENDENCYPART_ARC
(19,33),-0.785886 # DEPENDENCYPART_ARC
(20,1),-2.54297 # DEPENDENCYPART_ARC
(20,2),-3.04085 # DEPENDENCYPART_ARC
(20,3),-2.37543 # DEPENDENCYPART_ARC
(20,4),-3.09886 # DEPENDENCYPART_ARC
(20,5),-2.41813 # DEPENDENCYPART_ARC
(20,6),-1.49775 # DEPENDENCYPART_ARC
(20,7),-2.69106 # DEPENDENCYPART_ARC
(20,8),-1.69195 # DEPENDENCYPART_ARC
(20,9),0.442318 # DEPENDENCYPART_ARC
(20,10),-1.95453 # DEPENDENCYPART_ARC
(20,11),-4.02187 # DEPENDENCYPART_ARC
(20,12),-1.39048 # DEPENDENCYPART_ARC
(20,13),0.141424 # DEPENDENCYPART_ARC
(20,14),-0.339556 # DEPENDENCYPART_ARC
(20,15),-0.0748518 # DEPENDENCYPART_ARC
(20,16),-0.184611 # DEPENDENCYPART_ARC
(20,17),-0.339451 # DEPENDENCYPART_ARC
(20,18),1.28262 # DEPENDENCYPART_ARC
(20,19),3.03706 # DEPENDENCYPART_ARC
(20,21),0.807304 # DEPENDENCYPART_ARC
(20,22),1.68579 # DEPENDENCYPART_ARC
(20,23),1.00931 # DEPENDENCYPART_ARC
(20,24),-0.252253 # DEPENDENCYPART_ARC
(20,25),-0.25326 # DEPENDENCYPART_ARC
(20,26),-1.18156 # DEPENDENCYPART_ARC
(20,27),1.30259 # DEPENDENCYPART_ARC
(20,28),-0.207224 # DEPENDENCYPART_ARC
(20,29),-0.174745 # DEPENDENCYPART_ARC
(20,30),-0.417476 # DEPENDENCYPART_ARC
(20,31),-1.03165 # DEPENDENCYPART_ARC
(20,32),-0.786693 # DEPENDENCYPART_ARC
(20,33),1.39451 # DEPENDENCYPART_ARC
(21,1),-2.91242 # DEPENDENCYPART_ARC
(21,2),-2.83925 # DEPENDENCYPART_ARC
(21,3),-2.77177 # DEPENDENCYPART_ARC
(21,4),-2.38495 # DEPENDENCYPART_ARC
(21,5),-2.52583 # DEPENDENCYPART_ARC
(21,6),-2.24881 # DEPENDENCYPART_ARC
(21,7),-2.5985 # DEPENDENCYPART_ARC
(21,8),-2.26362 # DEPENDENCYPART_ARC
(21,9),-2.07549 # DEPENDENCYPART_ARC
(21,10),-2.63201 # DEPENDENCYPART_ARC
(21,11),-2.39199 # DEPENDENCYPART_ARC
(21,12),-1.77968 # DEPENDENCYPART_ARC
(21,13),-0.950342 # DEPENDENCYPART_ARC
(21,14),-1.67808 # DEPENDENCYPART_ARC
(21,15),-1.55546 # DEPENDENCYPART_ARC
(21,16),-1.62085 # DEPENDENCYPART_ARC
(21,17),-1.21844 # DEPENDENCYPART_ARC
(21,18),-0.436955 # DEPENDENCYPART_ARC
(21,19),-0.303884 # DEPENDENCYPART_ARC
(21,20),-0.420719 # DEPENDENCYPART_ARC
(21,22),0.172081 # DEPENDENCYPART_ARC
(21,23),-0.811171 # DEPENDENCYPART_ARC
(21,24),-0.977558 # DEPENDENCYPART_ARC
(21,25),-1.08608 # DEPENDENCYPART_ARC
(21,26),-2.3418 # DEPENDENCYPART_ARC
(21,27),-0.830338 # DEPENDENCYPART_ARC
(21,28),-1.4898 # DEPENDENCYPART_ARC
(21,29),-1.58091 # DEPENDENCYPART_ARC
(21,30),-1.59413 # DEPENDENCYPART_ARC
(21,31),-1.79835 # DEPENDENCYPART_ARC
(21,32),-2.12093 # DEPENDENCYPART_ARC
(21,33),-0.704872 # DEPENDENCYPART_ARC
(22,1),-2.8426 # DEPENDENCYPART_ARC
(22,2),-3.20901 # DEPENDENCYPART_ARC
(22,3),-2.74621 # DEPENDENCYPART_ARC
(22,4),-3.53819 # DEPENDENCYPART_ARC
(22,5),-2.48736 # DEPENDENCYPART_ARC
(22,6),-1.49104 # DEPENDENCYPART_ARC
(22,7),-2.89872 # DEPENDENCYPART_ARC
(22,8),-2.14037 # DEPENDENCYPART_ARC
(22,9),-1.62045 # DEPENDENCYPART_ARC
(22,10),-3.16857 # DEPENDENCYPART_ARC
(22,11),-4.73369 # DEPENDENCYPART_ARC
(22,12),-1.6884 # DEPENDENCYPART_ARC
(22,13),-0.983092 # DEPENDENCYPART_ARC
(22,14),-1.50693 # DEPENDENCYPART_ARC
(22,15),-0.907348 # DEPENDENCYPART_ARC
(22,16),-1.88252 # DEPENDENCYPART_ARC
(22,17),-0.909241 # DEPENDENCYPART_ARC
(22,18),0.0599249 # DEPENDENCYPART_ARC
(22,19),0.657927 # DEPENDENCYPART_ARC
(22,20),-0.00427873 # DEPENDENCYPART_ARC
(22,21),3.929 # DEPENDENCYPART_ARC
(22,23),0.269537 # DEPENDENCYPART_ARC
(22,24),0.0565842 # DEPENDENCYPART_ARC
(22,25),-0.551041 # DEPENDENCYPART_ARC
(22,26),-1.58881 # DEPENDENCYPART_ARC
(22,27),1.291 # DEPENDENCYPART_ARC
(22,28),-0.535625 # DEPENDENCYPART_ARC
(22,29),-0.782212 # DEPENDENCYPART_ARC
(22,30),-0.789364 # DEPENDENCYPART_ARC
(22,31),-1.21081 # DEPENDENCYPART_ARC
(22,32),-1.10627 # DEPENDENCYPART_ARC
(22,33),0.799262 # DEPENDENCYPART_ARC
(23,1),-3.78322 # DEPENDENCYPART_ARC
(23,2),-3.5142 # DEPENDENCYPART_ARC
(23,3),-3.54116 # DEPENDENCYPART_ARC
(23,4),-3.30996 # DEPENDENCYPART_ARC
(23,5),-3.75704 # DEPENDENCYPART_ARC
(23,6),-3.08297 # DEPENDENCYPART_ARC
(23,7),-3.3946 # DEPENDENCYPART_ARC
(23,8),-2.98728 # DEPENDENCYPART_ARC
(23,9),-2.96535 # DEPENDENCYPART_ARC
(23,10),-1.76914 # DEPENDENCYPART_ARC
(23,11),-2.60362 # DEPENDENCYPART_ARC
(23,12),-0.692626 # DEPENDENCYPART_ARC
(23,13),-1.99543 # DEPENDENCYPART_ARC
(23,14),-2.5921 # DEPENDENCYPART_ARC
(23,15),-2.51104 # DEPENDENCYPART_ARC
(23,16),-2.09588 # DEPENDENCYPART_ARC
(23,17),-1.9519 # DEPENDENCYPART_ARC
(23,18),-2.40368 # DEPENDENCYPART_ARC
(23,19),-1.7461 # DEPENDENCYPART_ARC
(23,20),-1.15787 # DEPENDENCYPART_ARC
(23,21),-0.97552 # DEPENDENCYPART_ARC
(23,22),-1.49283 # DEPENDENCYPART_ARC
(23,24),-1.00105 # DEPENDENCYPART_ARC
(23,25),-1.28202 # DEPENDENCYPART_ARC
(23,26),-2.31291 # DEPENDENCYPART_ARC
(23,27),-1.48108 # DEPENDENCYPART_ARC
(23,28),-1.91264 # DEPENDENCYPART_ARC
(23,29),-2.14719 # DEPENDENCYPART_ARC
(23,30),-1.87688 # DEPENDENCYPART_ARC
(23,31),-2.40587 # DEPENDENCYPART_ARC
(23,32),-2.50067 # DEPENDENCYPART_ARC
(23,33),-1.99504 # DEPENDENCYPART_ARC
(24,1),-3.34336 # DEPENDENCYPART_ARC
(24,2),-3.03234 # DEPENDENCYPART_ARC
(24,3),-2.54275 # DEPENDENCYPART_ARC
(24,4),-2.56286 # DEPENDENCYPART_ARC
(24,5),-2.34519 # DEPENDENCYPART_ARC
(24,6),-2.80663 # DEPENDENCYPART_ARC
(24,7),-2.69246 # DEPENDENCYPART_ARC
(24,8),-2.03897 # DEPENDENCYPART_ARC
(24,9),-2.102 # DEPENDENCYPART_ARC
(24,10),-3.19489 # DEPENDENCYPART_ARC
(24,11),-3.34872 # DEPENDENCYPART_ARC
(24,12),-2.04535 # DEPENDENCYPART_ARC
(24,13),-1.55226 # DEPENDENCYPART_ARC
(24,14),-1.59751 # DEPENDENCYPART_ARC
(24,15),-1.85637 # DEPENDENCYPART_ARC
(24,16),-1.87172 # DEPENDENCYPART_ARC
(24,17),-1.01002 # DEPENDENCYPART_ARC
(24,18),-1.10866 # DEPENDENCYPART_ARC
(24,19),-0.824793 # DEPENDENCYPART_ARC
(24,20),-1.20786 # DEPENDENCYPART_ARC
(24,21),-0.238445 # DEPENDENCYPART_ARC
(24,22),-0.51122 # DEPENDENCYPART_ARC
(24,23),0.419423 # DEPENDENCYPART_ARC
(24,25),0.800631 # DEPENDENCYPART_ARC
(24,26),0.166518 # DEPENDENCYPART_ARC
(24,27),1.45184 # DEPENDENCYPART_ARC
(24,28),-0.151708 # DEPENDENCYPART_ARC
(24,29),-0.422216 # DEPENDENCYPART_ARC
(24,30),0.725835 # DEPENDENCYPART_ARC
(24,31),-0.637833 # DEPENDENCYPART_ARC
(24,32),-0.764511 # DEPENDENCYPART_ARC
(24,33),2.73085 # DEPENDENCYPART_ARC
(25,1),-3.81341 # DEPENDENCYPART_ARC
(25,2),-3.30702 # DEPENDENCYPART_ARC
(25,3),-3.594 # DEPENDENCYPART_ARC
(25,4),-4.18763 # DEPENDENCYPART_ARC
(25,5),-2.63407 # DEPENDENCYPART_ARC
(25,6),-2.04969 # DEPENDENCYPART_ARC
(25,7),-2.01444 # DEPENDENCYPART_ARC
(25,8),-2.3224 # DEPENDENCYPART_ARC
(25,9),-3.70454 # DEPENDENCYPART_ARC
(25,10),-2.80162 # DEPENDENCYPART_ARC
(25,11),-4.31661 # DEPENDENCYPART_ARC
(25,12),-1.04297 # DEPENDENCYPART_ARC
(25,13),-2.66845 # DEPENDENCYPART_ARC
(25,14),-1.99627 # DEPENDENCYPART_ARC
(25,15),-1.45216 # DEPENDENCYPART_ARC
(25,16),-2.44508 # DEPENDENCYPART_ARC
(25,17),-1.55573 # DEPENDENCYPART_ARC
(25,18),-1.09654 # DEPENDENCYPART_ARC
(25,19),-1.12297 # DEPENDENCYPART_ARC
(25,20),-1.4608 # DEPENDENCYPART_ARC
(25,21),-0.282539 # DEPENDENCYPART_ARC
(25,22),-1.0617 # DEPENDENCYPART_ARC
(25,23),-0.0568909 # DEPENDENCYPART_ARC
(25,24),0.791111 # DEPENDENCYPART_ARC
(25,26),-0.476306 # DEPENDENCYPART_ARC
(25,27),2.92236 # DEPENDENCYPART_ARC
(25,28),-0.034381 # DEPENDENCYPART_ARC
(25,29),-0.16952 # DEPENDENCYPART_ARC
(25,30),1.21843 # DEPENDENCYPART_ARC
(25,31),-0.831743 # DEPENDENCYPART_ARC
(25,32),-0.179371 # DEPENDENCYPART_ARC
(25,33),0.310935 # DEPENDENCYPART_ARC
(26,1),-3.61878 # DEPENDENCYPART_ARC
(26,2),-3.44436 # DEPENDENCYPART_ARC
(26,3),-3.44571 # DEPENDENCYPART_ARC
(26,4),-2.95792 # DEPENDENCYPART_ARC
(26,5),-2.99214 # DEPENDENCYPART_ARC
(26,6),-2.79755 # DEPENDENCYPART_ARC
(26,7),-3.0583 # DEPENDENCYPART_ARC
(26,8),-2.86729 # DEPENDENCYPART_ARC
(26,9),-2.66415 # DEPENDENCYPART_ARC
(26,10),-2.88424 # DEPENDENCYPART_ARC
(26,11),-2.79226 # DEPENDENCYPART_ARC
(26,12),-2.18952 # DEPENDENCYPART_ARC
(26,13),-2.1734 # DEPENDENCYPART_ARC
(26,14),-2.328 # DEPENDENCYPART_ARC
(26,15),-2.24953 # DEPENDENCYPART_ARC
(26,16),-2.09414 # DEPENDENCYPART_ARC
(26,17),-1.88677 # DEPENDENCYPART_ARC
(26,18),-1.65071 # DEPENDENCYPART_ARC
(26,19),-1.53738 # DEPENDENCYPART_ARC
(26,20),-1.62201 # DEPENDENCYPART_ARC
(26,21),-0.949997 # DEPENDENCYPART_ARC
(26,22),-1.15402 # DEPENDENCYPART_ARC
(26,23),-0.501633 # DEPENDENCYPART_ARC
(26,24),-0.4517 # DEPENDENCYPART_ARC
(26,25),-0.190384 # DEPENDENCYPART_ARC
(26,27),0.582763 # DEPENDENCYPART_ARC
(26,28),0.0203711 # DEPENDENCYPART_ARC
(26,29),-0.420464 # DEPENDENCYPART_ARC
(26,30),-0.659688 # DEPENDENCYPART_ARC
(26,31),-0.808075 # DEPENDENCYPART_ARC
(26,32),-0.776213 # DEPENDENCYPART_ARC
(26,33),0.158546 # DEPENDENCYPART_ARC
(27,1),-2.50989 # DEPENDENCYPART_ARC
(27,2),-1.63082 # DEPENDENCYPART_ARC
(27,3),-3.66345 # DEPENDENCYPART_ARC
(27,4),-2.94369 # DEPENDENCYPART_ARC
(27,5),-2.73588 # DEPENDENCYPART_ARC
(27,6),0.0293585 # DEPENDENCYPART_ARC
(27,7),-0.31749 # DEPENDENCYPART_ARC
(27,8),-2.87961 # DEPENDENCYPART_ARC
(27,9),-2.50588 # DEPENDENCYPART_ARC
(27,10),-2.17161 # DEPENDENCYPART_ARC
(27,11),-2.18335 # DEPENDENCYPART_ARC
(27,12),-0.214835 # DEPENDENCYPART_ARC
(27,13),-2.58251 # DEPENDENCYPART_ARC
(27,14),-0.724156 # DEPENDENCYPART_ARC
(27,15),-0.827917 # DEPENDENCYPART_ARC
(27,16),-0.966104 # DEPENDENCYPART_ARC
(27,17),-1.03741 # DEPENDENCYPART_ARC
(27,18),-0.925513 # DEPENDENCYPART_ARC
(27,19),-1.13685 # DEPENDENCYPART_ARC
(27,20),-0.579281 # DEPENDENCYPART_ARC
(27,21),-0.742766 # DEPENDENCYPART_ARC
(27,22),-0.579354 # DEPENDENCYPART_ARC
(27,23),0.357471 # DEPENDENCYPART_ARC
(27,24),0.402752 # DEPENDENCYPART_ARC
(27,25),1.10905 # DEPENDENCYPART_ARC
(27,26),3.92524 # DEPENDENCYPART_ARC
(27,28),3.2832 # DEPENDENCYPART_ARC
(27,29),2.2226 # DEPENDENCYPART_ARC
(27,30),1.52901 # DEPENDENCYPART_ARC
(27,31),1.46701 # DEPENDENCYPART_ARC
(27,32),1.08332 # DEPENDENCYPART_ARC
(27,33),2.29175 # DEPENDENCYPART_ARC
(28,1),-3.34511 # DEPENDENCYPART_ARC
(28,2),-2.97718 # DEPENDENCYPART_ARC
(28,3),-2.84829 # DEPENDENCYPART_ARC
(28,4),-1.21185 # DEPENDENCYPART_ARC
(28,5),-2.91343 # DEPENDENCYPART_ARC
(28,6),-1.89725 # DEPENDENCYPART_ARC
(28,7),-2.55715 # DEPENDENCYPART_ARC
(28,8),-2.4313 # DEPENDENCYPART_ARC
(28,9),-2.16533 # DEPENDENCYPART_ARC
(28,10),-2.32811 # DEPENDENCYPART_ARC
(28,11),-2.27102 # DEPENDENCYPART_ARC
(28,12),-1.65039 # DEPENDENCYPART_ARC
(28,13),-1.10413 # DEPENDENCYPART_ARC
(28,14),-1.71552 # DEPENDENCYPART_ARC
(28,15),-1.55718 # DEPENDENCYPART_ARC
(28,16),-1.74909 # DEPENDENCYPART_ARC
(28,17),-1.46359 # DEPENDENCYPART_ARC
(28,18),-1.46264 # DEPENDENCYPART_ARC
(28,19),-1.04684 # DEPENDENCYPART_ARC
(28,20),-1.17311 # DEPENDENCYPART_ARC
(28,21),-0.0939885 # DEPENDENCYPART_ARC
(28,22),-0.909497 # DEPENDENCYPART_ARC
(28,23),-0.370292 # DEPENDENCYPART_ARC
(28,24),0.274471 # DEPENDENCYPART_ARC
(28,25),-0.165373 # DEPENDENCYPART_ARC
(28,26),0.924128 # DEPENDENCYPART_ARC
(28,27),0.426696 # DEPENDENCYPART_ARC
(28,29),0.461577 # DEPENDENCYPART_ARC
(28,30),0.624567 # DEPENDENCYPART_ARC
(28,31),-0.322193 # DEPENDENCYPART_ARC
(28,32),-0.473713 # DEPENDENCYPART_ARC
(28,33),-0.382178 # DEPENDENCYPART_ARC
(29,1),-3.72471 # DEPENDENCYPART_ARC
(29,2),-3.24973 # DEPENDENCYPART_ARC
(29,3),-2.9242 # DEPENDENCYPART_ARC
(29,4),-2.45466 # DEPENDENCYPART_ARC
(29,5),-2.54861 # DEPENDENCYPART_ARC
(29,6),-3.33844 # DEPENDENCYPART_ARC
(29,7),-3.13756 # DEPENDENCYPART_ARC
(29,8),-2.70171 # DEPENDENCYPART_ARC
(29,9),-2.58476 # DEPENDENCYPART_ARC
(29,10),-2.49558 # DEPENDENCYPART_ARC
(29,11),-3.16269 # DEPENDENCYPART_ARC
(29,12),-1.95515 # DEPENDENCYPART_ARC
(29,13),-1.32758 # DEPENDENCYPART_ARC
(29,14),-2.387 # DEPENDENCYPART_ARC
(29,15),-2.27098 # DEPENDENCYPART_ARC
(29,16),-2.57094 # DEPENDENCYPART_ARC
(29,17),-2.02402 # DEPENDENCYPART_ARC
(29,18),-1.10624 # DEPENDENCYPART_ARC
(29,19),-1.36759 # DEPENDENCYPART_ARC
(29,20),-1.54627 # DEPENDENCYPART_ARC
(29,21),-0.450391 # DEPENDENCYPART_ARC
(29,22),-0.846216 # DEPENDENCYPART_ARC
(29,23),-0.925342 # DEPENDENCYPART_ARC
(29,24),-0.427597 # DEPENDENCYPART_ARC
(29,25),-1.0117 # DEPENDENCYPART_ARC
(29,26),0.821661 # DEPENDENCYPART_ARC
(29,27),-0.401439 # DEPENDENCYPART_ARC
(29,28),1.10719 # DEPENDENCYPART_ARC
(29,30),0.768451 # DEPENDENCYPART_ARC
(29,31),0.0452824 # DEPENDENCYPART_ARC
(29,32),-0.045448 # DEPENDENCYPART_ARC
(29,33),0.0964346 # DEPENDENCYPART_ARC
(30,1),-1.05328 # DEPENDENCYPART_ARC
(30,2),-1.15811 # DEPENDENCYPART_ARC
(30,3),-2.53493 # DEPENDENCYPART_ARC
(30,4),-1.63554 # DEPENDENCYPART_ARC
(30,5),-1.89139 # DEPENDENCYPART_ARC
(30,6),0.238814 # DEPENDENCYPART_ARC
(30,7),-0.0145238 # DEPENDENCYPART_ARC
(30,8),-1.71823 # DEPENDENCYPART_ARC
(30,9),-1.85455 # DEPENDENCYPART_ARC
(30,10),-1.60528 # DEPENDENCYPART_ARC
(30,11),-0.7227 # DEPENDENCYPART_ARC
(30,12),1.06271 # DEPENDENCYPART_ARC
(30,13),-1.48338 # DEPENDENCYPART_ARC
(30,14),-0.0106671 # DEPENDENCYPART_ARC
(30,15),0.18616 # DEPENDENCYPART_ARC
(30,16),0.0558713 # DEPENDENCYPART_ARC
(30,17),0.140125 # DEPENDENCYPART_ARC
(30,18),0.113717 # DEPENDENCYPART_ARC
(30,19),-0.222839 # DEPENDENCYPART_ARC
(30,20),0.166545 # DEPENDENCYPART_ARC
(30,21),0.217326 # DEPENDENCYPART_ARC
(30,22),0.977912 # DEPENDENCYPART_ARC
(30,23),1.02995 # DEPENDENCYPART_ARC
(30,24),1.67391 # DEPENDENCYPART_ARC
(30,25),1.94026 # DEPENDENCYPART_ARC
(30,26),2.70885 # DEPENDENCYPART_ARC
(30,27),1.179 # DEPENDENCYPART_ARC
(30,28),0.816779 # DEPENDENCYPART_ARC
(30,29),2.89626 # DEPENDENCYPART_ARC
(30,31),2.90904 # DEPENDENCYPART_ARC
(30,32),2.18001 # DEPENDENCYPART_ARC
(30,33),3.01304 # DEPENDENCYPART_ARC
(31,1),-3.80987 # DEPENDENCYPART_ARC
(31,2),-3.52015 # DEPENDENCYPART_ARC
(31,3),-3.16337 # DEPENDENCYPART_ARC
(31,4),-2.86569 # DEPENDENCYPART_ARC
(31,5),-2.78712 # DEPENDENCYPART_ARC
(31,6),-3.61038 # DEPENDENCYPART_ARC
(31,7),-3.47585 # DEPENDENCYPART_ARC
(31,8),-2.9902 # DEPENDENCYPART_ARC
(31,9),-2.69683 # DEPENDENCYPART_ARC
(31,10),-2.98689 # DEPENDENCYPART_ARC
(31,11),-3.60518 # DEPENDENCYPART_ARC
(31,12),-2.28549 # DEPENDENCYPART_ARC
(31,13),-1.61074 # DEPENDENCYPART_ARC
(31,14),-2.59851 # DEPENDENCYPART_ARC
(31,15),-2.41857 # DEPENDENCYPART_ARC
(31,16),-2.98595 # DEPENDENCYPART_ARC
(31,17),-2.29346 # DEPENDENCYPART_ARC
(31,18),-1.29134 # DEPENDENCYPART_ARC
(31,19),-1.69681 # DEPENDENCYPART_ARC
(31,20),-2.08389 # DEPENDENCYPART_ARC
(31,21),-0.855466 # DEPENDENCYPART_ARC
(31,22),-1.3038 # DEPENDENCYPART_ARC
(31,23),-1.32729 # DEPENDENCYPART_ARC
(31,24),-0.661954 # DEPENDENCYPART_ARC
(31,25),-1.28897 # DEPENDENCYPART_ARC
(31,26),0.169909 # DEPENDENCYPART_ARC
(31,27),-1.04484 # DEPENDENCYPART_ARC
