# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,4,5,19,19,16,19,20,16,22,4,
(22,5),-2.19082 # DEPENDENCYPART_ARC
(22,6),-0.872617 # DEPENDENCYPART_ARC
(22,7),-1.79273 # DEPENDENCYPART_ARC
(22,8),-2.13976 # DEPENDENCYPART_ARC
(22,9),-0.721135 # DEPENDENCYPART_ARC
(22,10),-1.07695 # DEPENDENCYPART_ARC
(22,11),-0.58184 # DEPENDENCYPART_ARC
(22,12),-0.412281 # DEPENDENCYPART_ARC
(22,13),-1.11372 # DEPENDENCYPART_ARC
(22,14),-0.518687 # DEPENDENCYPART_ARC
(22,15),-0.281942 # DEPENDENCYPART_ARC
(22,16),-0.820406 # DEPENDENCYPART_ARC
(22,17),0.132225 # DEPENDENCYPART_ARC
(22,18),0.374628 # DEPENDENCYPART_ARC
(22,19),0.0582766 # DEPENDENCYPART_ARC
(22,20),0.317025 # DEPENDENCYPART_ARC
(22,21),0.942699 # DEPENDENCYPART_ARC
(22,23),2.88664 # DEPENDENCYPART_ARC
(22,24),-0.278294 # DEPENDENCYPART_ARC
(23,1),-6.71529 # DEPENDENCYPART_ARC
(23,2),-4.08556 # DEPENDENCYPART_ARC
(23,3),-5.51135 # DEPENDENCYPART_ARC
(23,4),-2.53349 # DEPENDENCYPART_ARC
(23,5),-2.58913 # DEPENDENCYPART_ARC
(23,6),-3.9893 # DEPENDENCYPART_ARC
(23,7),-2.77396 # DEPENDENCYPART_ARC
(23,8),-1.79724 # DEPENDENCYPART_ARC
(23,9),-3.72096 # DEPENDENCYPART_ARC
(23,10),-2.24234 # DEPENDENCYPART_ARC
(23,11),-1.45178 # DEPENDENCYPART_ARC
(23,12),-3.11956 # DEPENDENCYPART_ARC
(23,13),-1.8875 # DEPENDENCYPART_ARC
(23,14),-1.81121 # DEPENDENCYPART_ARC
(23,15),-2.0037 # DEPENDENCYPART_ARC
(23,16),-1.45862 # DEPENDENCYPART_ARC
(23,17),0.276015 # DEPENDENCYPART_ARC
(23,18),0.445926 # DEPENDENCYPART_ARC
(23,19),-0.272104 # DEPENDENCYPART_ARC
(23,20),-0.808213 # DEPENDENCYPART_ARC
(23,21),0.0639459 # DEPENDENCYPART_ARC
(23,22),1.1136 # DEPENDENCYPART_ARC
(23,24),0.360754 # DEPENDENCYPART_ARC
(24,1),-2.19602 # DEPENDENCYPART_ARC
(24,2),-1.32884 # DEPENDENCYPART_ARC
(24,3),-3.49273 # DEPENDENCYPART_ARC
(24,4),-3.26832 # DEPENDENCYPART_ARC
(24,5),-1.50546 # DEPENDENCYPART_ARC
(24,6),-2.31623 # DEPENDENCYPART_ARC
(24,7),-2.78912 # DEPENDENCYPART_ARC
(24,8),-2.41997 # DEPENDENCYPART_ARC
(24,9),-2.2918 # DEPENDENCYPART_ARC
(24,10),-2.2924 # DEPENDENCYPART_ARC
(24,11),-2.30557 # DEPENDENCYPART_ARC
(24,12),-2.20458 # DEPENDENCYPART_ARC
(24,13),-1.9651 # DEPENDENCYPART_ARC
(24,14),-1.93455 # DEPENDENCYPART_ARC
(24,15),-0.68854 # DEPENDENCYPART_ARC
(24,16),-1.10285 # DEPENDENCYPART_ARC
(24,17),-1.6669 # DEPENDENCYPART_ARC
(24,18),-1.53326 # DEPENDENCYPART_ARC
(24,19),-1.46177 # DEPENDENCYPART_ARC
(24,20),-1.5226 # DEPENDENCYPART_ARC
(24,21),-0.978732 # DEPENDENCYPART_ARC
(24,22),-1.25511 # DEPENDENCYPART_ARC
(24,23),-1.51776 # DEPENDENCYPART_ARC
