# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,17,17,10,19,17,17,17,21,22,27,26,27,23,17,6,
(18,5),-3.69613 # DEPENDENCYPART_ARC
(18,6),-3.09831 # DEPENDENCYPART_ARC
(18,7),-3.52558 # DEPENDENCYPART_ARC
(18,8),-2.81811 # DEPENDENCYPART_ARC
(18,9),-2.58444 # DEPENDENCYPART_ARC
(18,10),-2.76908 # DEPENDENCYPART_ARC
(18,11),-2.61278 # DEPENDENCYPART_ARC
(18,12),-2.48457 # DEPENDENCYPART_ARC
(18,13),-2.50718 # DEPENDENCYPART_ARC
(18,14),-1.87319 # DEPENDENCYPART_ARC
(18,15),-1.81648 # DEPENDENCYPART_ARC
(18,16),-0.753751 # DEPENDENCYPART_ARC
(18,17),-1.17651 # DEPENDENCYPART_ARC
(18,19),-0.0845886 # DEPENDENCYPART_ARC
(18,20),-1.10207 # DEPENDENCYPART_ARC
(18,21),-1.34699 # DEPENDENCYPART_ARC
(18,22),-1.45548 # DEPENDENCYPART_ARC
(18,23),-1.88571 # DEPENDENCYPART_ARC
(18,24),-2.32661 # DEPENDENCYPART_ARC
(18,25),-1.71478 # DEPENDENCYPART_ARC
(18,26),-2.07586 # DEPENDENCYPART_ARC
(18,27),-2.1614 # DEPENDENCYPART_ARC
(18,28),-1.37162 # DEPENDENCYPART_ARC
(18,29),-1.64571 # DEPENDENCYPART_ARC
(19,1),-3.20776 # DEPENDENCYPART_ARC
(19,2),-3.52869 # DEPENDENCYPART_ARC
(19,3),-2.4461 # DEPENDENCYPART_ARC
(19,4),-0.778482 # DEPENDENCYPART_ARC
(19,5),-3.63422 # DEPENDENCYPART_ARC
(19,6),-2.3795 # DEPENDENCYPART_ARC
(19,7),-2.77522 # DEPENDENCYPART_ARC
(19,8),-1.31598 # DEPENDENCYPART_ARC
(19,9),-1.02835 # DEPENDENCYPART_ARC
(19,10),-1.39096 # DEPENDENCYPART_ARC
(19,11),-1.09086 # DEPENDENCYPART_ARC
(19,12),-1.15289 # DEPENDENCYPART_ARC
(19,13),-1.82933 # DEPENDENCYPART_ARC
(19,14),-0.0854047 # DEPENDENCYPART_ARC
(19,15),-0.0512341 # DEPENDENCYPART_ARC
(19,16),0.213425 # DEPENDENCYPART_ARC
(19,17),-0.0799311 # DEPENDENCYPART_ARC
(19,18),4.96831 # DEPENDENCYPART_ARC
(19,20),1.82087 # DEPENDENCYPART_ARC
(19,21),0.878193 # DEPENDENCYPART_ARC
(19,22),0.790463 # DEPENDENCYPART_ARC
(19,23),0.622618 # DEPENDENCYPART_ARC
(19,24),-0.186589 # DEPENDENCYPART_ARC
(19,25),-0.10958 # DEPENDENCYPART_ARC
(19,26),0.201523 # DEPENDENCYPART_ARC
(19,27),0.0621175 # DEPENDENCYPART_ARC
(19,28),0.282673 # DEPENDENCYPART_ARC
(19,29),1.49675 # DEPENDENCYPART_ARC
(20,1),-1.89272 # DEPENDENCYPART_ARC
(20,2),-1.07777 # DEPENDENCYPART_ARC
(20,3),-1.48178 # DEPENDENCYPART_ARC
(20,4),-0.894387 # DEPENDENCYPART_ARC
(20,5),-1.82585 # DEPENDENCYPART_ARC
(20,6),-1.48419 # DEPENDENCYPART_ARC
(20,7),-1.80491 # DEPENDENCYPART_ARC
(20,8),-0.982912 # DEPENDENCYPART_ARC
(20,9),-1.64152 # DEPENDENCYPART_ARC
(20,10),-1.22561 # DEPENDENCYPART_ARC
(20,11),-1.03383 # DEPENDENCYPART_ARC
(20,12),-1.0358 # DEPENDENCYPART_ARC
(20,13),-1.17165 # DEPENDENCYPART_ARC
(20,14),-0.318835 # DEPENDENCYPART_ARC
(20,15),-0.535849 # DEPENDENCYPART_ARC
(20,16),-0.570755 # DEPENDENCYPART_ARC
(20,17),-0.362265 # DEPENDENCYPART_ARC
(20,18),1.24648 # DEPENDENCYPART_ARC
(20,19),1.1828 # DEPENDENCYPART_ARC
(20,21),1.06497 # DEPENDENCYPART_ARC
(20,22),0.881575 # DEPENDENCYPART_ARC
(20,23),0.0802195 # DEPENDENCYPART_ARC
(20,24),0.363132 # DEPENDENCYPART_ARC
(20,25),-0.764978 # DEPENDENCYPART_ARC
(20,26),-0.405336 # DEPENDENCYPART_ARC
(20,27),-0.789915 # DEPENDENCYPART_ARC
(20,28),0.365065 # DEPENDENCYPART_ARC
(20,29),-0.837773 # DEPENDENCYPART_ARC
(21,1),-2.34617 # DEPENDENCYPART_ARC
(21,2),-1.08419 # DEPENDENCYPART_ARC
(21,3),-2.74199 # DEPENDENCYPART_ARC
(21,4),-2.31816 # DEPENDENCYPART_ARC
(21,5),-2.79708 # DEPENDENCYPART_ARC
(21,6),-2.18344 # DEPENDENCYPART_ARC
(21,7),-3.08247 # DEPENDENCYPART_ARC
(21,8),-1.37766 # DEPENDENCYPART_ARC
(21,9),-1.88003 # DEPENDENCYPART_ARC
(21,10),-1.61004 # DEPENDENCYPART_ARC
(21,11),-1.32621 # DEPENDENCYPART_ARC
(21,12),-1.42756 # DEPENDENCYPART_ARC
(21,13),-2.0827 # DEPENDENCYPART_ARC
(21,14),-0.573792 # DEPENDENCYPART_ARC
(21,15),-0.315316 # DEPENDENCYPART_ARC
(21,16),-0.969391 # DEPENDENCYPART_ARC
(21,17),-1.00347 # DEPENDENCYPART_ARC
(21,18),0.121829 # DEPENDENCYPART_ARC
(21,19),-0.273367 # DEPENDENCYPART_ARC
(21,20),1.33336 # DEPENDENCYPART_ARC
(21,22),3.09671 # DEPENDENCYPART_ARC
(21,23),0.741423 # DEPENDENCYPART_ARC
(21,24),-0.935736 # DEPENDENCYPART_ARC
(21,25),-0.118677 # DEPENDENCYPART_ARC
(21,26),0.0268602 # DEPENDENCYPART_ARC
(21,27),-0.6147 # DEPENDENCYPART_ARC
(21,28),1.03649 # DEPENDENCYPART_ARC
(21,29),1.40087 # DEPENDENCYPART_ARC
(22,1),-2.39319 # DEPENDENCYPART_ARC
(22,2),-3.2507 # DEPENDENCYPART_ARC
(22,3),-2.94938 # DEPENDENCYPART_ARC
(22,4),-1.39764 # DEPENDENCYPART_ARC
(22,5),-2.34712 # DEPENDENCYPART_ARC
(22,6),-1.91283 # DEPENDENCYPART_ARC
(22,7),-2.23248 # DEPENDENCYPART_ARC
(22,8),-1.72397 # DEPENDENCYPART_ARC
(22,9),-1.23441 # DEPENDENCYPART_ARC
(22,10),-1.84485 # DEPENDENCYPART_ARC
(22,11),-1.39208 # DEPENDENCYPART_ARC
(22,12),-1.25807 # DEPENDENCYPART_ARC
(22,13),-1.19963 # DEPENDENCYPART_ARC
(22,14),-1.24397 # DEPENDENCYPART_ARC
(22,15),-1.33569 # DEPENDENCYPART_ARC
(22,16),-0.711148 # DEPENDENCYPART_ARC
(22,17),-0.859881 # DEPENDENCYPART_ARC
(22,18),0.649446 # DEPENDENCYPART_ARC
(22,19),0.662783 # DEPENDENCYPART_ARC
(22,20),0.0941405 # DEPENDENCYPART_ARC
(22,21),-0.188525 # DEPENDENCYPART_ARC
(22,23),3.99481 # DEPENDENCYPART_ARC
(22,24),0.642825 # DEPENDENCYPART_ARC
(22,25),1.64089 # DEPENDENCYPART_ARC
(22,26),0.335767 # DEPENDENCYPART_ARC
(22,27),1.09807 # DEPENDENCYPART_ARC
(22,28),1.01662 # DEPENDENCYPART_ARC
(22,29),0.382411 # DEPENDENCYPART_ARC
(23,1),-2.44082 # DEPENDENCYPART_ARC
(23,2),-2.11025 # DEPENDENCYPART_ARC
(23,3),-2.25438 # DEPENDENCYPART_ARC
(23,4),-2.44367 # DEPENDENCYPART_ARC
(23,5),-2.63899 # DEPENDENCYPART_ARC
(23,6),-2.29109 # DEPENDENCYPART_ARC
(23,7),-3.08054 # DEPENDENCYPART_ARC
(23,8),-1.82769 # DEPENDENCYPART_ARC
(23,9),-2.11751 # DEPENDENCYPART_ARC
(23,10),-1.65257 # DEPENDENCYPART_ARC
(23,11),-1.84638 # DEPENDENCYPART_ARC
(23,12),-1.89432 # DEPENDENCYPART_ARC
(23,13),-2.15154 # DEPENDENCYPART_ARC
(23,14),-1.03125 # DEPENDENCYPART_ARC
(23,15),-0.460872 # DEPENDENCYPART_ARC
(23,16),-1.22949 # DEPENDENCYPART_ARC
(23,17),-1.06528 # DEPENDENCYPART_ARC
(23,18),-0.431095 # DEPENDENCYPART_ARC
(23,19),-0.354017 # DEPENDENCYPART_ARC
(23,20),-0.101311 # DEPENDENCYPART_ARC
(23,21),0.322201 # DEPENDENCYPART_ARC
(23,22),0.0425569 # DEPENDENCYPART_ARC
(23,24),1.19429 # DEPENDENCYPART_ARC
(23,25),0.682444 # DEPENDENCYPART_ARC
(23,26),0.891124 # DEPENDENCYPART_ARC
(23,27),3.35223 # DEPENDENCYPART_ARC
(23,28),0.917142 # DEPENDENCYPART_ARC
(23,29),0.935026 # DEPENDENCYPART_ARC
(24,1),-3.68441 # DEPENDENCYPART_ARC
(24,2),-3.7865 # DEPENDENCYPART_ARC
(24,3),-3.39123 # DEPENDENCYPART_ARC
(24,4),-2.26626 # DEPENDENCYPART_ARC
(24,5),-3.67045 # DEPENDENCYPART_ARC
(24,6),-3.00223 # DEPENDENCYPART_ARC
(24,7),-3.45275 # DEPENDENCYPART_ARC
(24,8),-2.80858 # DEPENDENCYPART_ARC
(24,9),-2.63773 # DEPENDENCYPART_ARC
(24,10),-2.76246 # DEPENDENCYPART_ARC
(24,11),-2.54134 # DEPENDENCYPART_ARC
(24,12),-2.57809 # DEPENDENCYPART_ARC
(24,13),-2.844 # DEPENDENCYPART_ARC
(24,14),-2.19241 # DEPENDENCYPART_ARC
(24,15),-2.25279 # DEPENDENCYPART_ARC
(24,16),-1.88053 # DEPENDENCYPART_ARC
(24,17),-2.07548 # DEPENDENCYPART_ARC
(24,18),-1.07298 # DEPENDENCYPART_ARC
(24,19),-1.81444 # DEPENDENCYPART_ARC
(24,20),-1.4913 # DEPENDENCYPART_ARC
(24,21),-0.566683 # DEPENDENCYPART_ARC
(24,22),-0.751703 # DEPENDENCYPART_ARC
(24,23),0.464277 # DEPENDENCYPART_ARC
(24,25),-0.156264 # DEPENDENCYPART_ARC
(24,26),-0.185165 # DEPENDENCYPART_ARC
(24,27),-0.357629 # DEPENDENCYPART_ARC
(24,28),-0.518003 # DEPENDENCYPART_ARC
(24,29),-1.37442 # DEPENDENCYPART_ARC
(25,1),-2.81652 # DEPENDENCYPART_ARC
(25,2),-1.64934 # DEPENDENCYPART_ARC
(25,3),-2.56905 # DEPENDENCYPART_ARC
(25,4),-1.89966 # DEPENDENCYPART_ARC
(25,5),-3.20166 # DEPENDENCYPART_ARC
(25,6),-2.5759 # DEPENDENCYPART_ARC
(25,7),-2.95238 # DEPENDENCYPART_ARC
(25,8),-2.17981 # DEPENDENCYPART_ARC
(25,9),-2.69722 # DEPENDENCYPART_ARC
(25,10),-2.40316 # DEPENDENCYPART_ARC
(25,11),-2.34563 # DEPENDENCYPART_ARC
(25,12),-2.28495 # DEPENDENCYPART_ARC
(25,13),-2.48644 # DEPENDENCYPART_ARC
(25,14),-1.59879 # DEPENDENCYPART_ARC
(25,15),-1.55186 # DEPENDENCYPART_ARC
(25,16),-1.82676 # DEPENDENCYPART_ARC
(25,17),-1.62765 # DEPENDENCYPART_ARC
(25,18),-0.185291 # DEPENDENCYPART_ARC
(25,19),-1.47266 # DEPENDENCYPART_ARC
(25,20),-0.397811 # DEPENDENCYPART_ARC
(25,21),-0.128301 # DEPENDENCYPART_ARC
(25,22),-0.76486 # DEPENDENCYPART_ARC
(25,23),0.272048 # DEPENDENCYPART_ARC
(25,24),1.63311 # DEPENDENCYPART_ARC
(25,26),1.95136 # DEPENDENCYPART_ARC
(25,27),0.952159 # DEPENDENCYPART_ARC
(25,28),0.948334 # DEPENDENCYPART_ARC
(25,29),0.0151534 # DEPENDENCYPART_ARC
(26,1),-2.84468 # DEPENDENCYPART_ARC
(26,2),-2.53665 # DEPENDENCYPART_ARC
(26,3),-3.15139 # DEPENDENCYPART_ARC
(26,4),-1.95842 # DEPENDENCYPART_ARC
(26,5),-2.03896 # DEPENDENCYPART_ARC
(26,6),-2.81828 # DEPENDENCYPART_ARC
(26,7),-2.54301 # DEPENDENCYPART_ARC
(26,8),-1.30882 # DEPENDENCYPART_ARC
(26,9),-2.44699 # DEPENDENCYPART_ARC
(26,10),-2.10237 # DEPENDENCYPART_ARC
(26,11),-1.68287 # DEPENDENCYPART_ARC
(26,12),-2.35315 # DEPENDENCYPART_ARC
(26,13),-1.80629 # DEPENDENCYPART_ARC
(26,14),-1.00295 # DEPENDENCYPART_ARC
(26,15),-1.13514 # DEPENDENCYPART_ARC
(26,16),-1.47576 # DEPENDENCYPART_ARC
(26,17),-1.48601 # DEPENDENCYPART_ARC
(26,18),-0.236877 # DEPENDENCYPART_ARC
(26,19),-0.359992 # DEPENDENCYPART_ARC
(26,20),-0.428464 # DEPENDENCYPART_ARC
(26,21),0.253411 # DEPENDENCYPART_ARC
(26,22),-0.228936 # DEPENDENCYPART_ARC
(26,23),0.65486 # DEPENDENCYPART_ARC
(26,24),1.49336 # DEPENDENCYPART_ARC
(26,25),3.79955 # DEPENDENCYPART_ARC
(26,27),0.19222 # DEPENDENCYPART_ARC
(26,28),-0.533925 # DEPENDENCYPART_ARC
(26,29),-0.89954 # DEPENDENCYPART_ARC
(27,1),-3.84823 # DEPENDENCYPART_ARC
(27,2),-3.51932 # DEPENDENCYPART_ARC
(27,3),-2.80058 # DEPENDENCYPART_ARC
(27,4),-4.6613 # DEPENDENCYPART_ARC
(27,5),-6.03945 # DEPENDENCYPART_ARC
(27,6),-2.41328 # DEPENDENCYPART_ARC
(27,7),-4.97711 # DEPENDENCYPART_ARC
(27,8),-2.05236 # DEPENDENCYPART_ARC
(27,9),-1.29522 # DEPENDENCYPART_ARC
(27,10),-1.39083 # DEPENDENCYPART_ARC
(27,11),-4.19723 # DEPENDENCYPART_ARC
(27,12),-4.39038 # DEPENDENCYPART_ARC
(27,13),-4.19252 # DEPENDENCYPART_ARC
(27,14),-1.48372 # DEPENDENCYPART_ARC
(27,15),-0.49771 # DEPENDENCYPART_ARC
(27,16),-0.903431 # DEPENDENCYPART_ARC
(27,17),-0.712121 # DEPENDENCYPART_ARC
(27,18),-0.302122 # DEPENDENCYPART_ARC
(27,19),-1.66767 # DEPENDENCYPART_ARC
(27,20),-0.985388 # DEPENDENCYPART_ARC
(27,21),0.112716 # DEPENDENCYPART_ARC
(27,22),1.25613 # DEPENDENCYPART_ARC
(27,23),0.980419 # DEPENDENCYPART_ARC
(27,24),4.5837 # DEPENDENCYPART_ARC
(27,25),2.61426 # DEPENDENCYPART_ARC
(27,26),3.93613 # DEPENDENCYPART_ARC
(27,28),1.34573 # DEPENDENCYPART_ARC
(27,29),1.73069 # DEPENDENCYPART_ARC
(28,1),-3.15548 # DEPENDENCYPART_ARC
(28,2),-3.24582 # DEPENDENCYPART_ARC
(28,3),-2.26664 # DEPENDENCYPART_ARC
(28,4),-2.77666 # DEPENDENCYPART_ARC
(28,5),-3.6232 # DEPENDENCYPART_ARC
(28,6),-2.57721 # DEPENDENCYPART_ARC
(28,7),-3.36217 # DEPENDENCYPART_ARC
(28,8),-1.48167 # DEPENDENCYPART_ARC
(28,9),-2.62636 # DEPENDENCYPART_ARC
(28,10),-2.2812 # DEPENDENCYPART_ARC
(28,11),-1.50353 # DEPENDENCYPART_ARC
(28,12),-1.45882 # DEPENDENCYPART_ARC
(28,13),-2.6176 # DEPENDENCYPART_ARC
(28,14),-0.816782 # DEPENDENCYPART_ARC
(28,15),-1.24148 # DEPENDENCYPART_ARC
(28,16),-1.89596 # DEPENDENCYPART_ARC
(28,17),-1.56964 # DEPENDENCYPART_ARC
(28,18),-1.07781 # DEPENDENCYPART_ARC
(28,19),-1.92592 # DEPENDENCYPART_ARC
(28,20),-1.47885 # DEPENDENCYPART_ARC
(28,21),-0.730632 # DEPENDENCYPART_ARC
(28,22),-0.92559 # DEPENDENCYPART_ARC
(28,23),-0.742938 # DEPENDENCYPART_ARC
(28,24),-0.260289 # DEPENDENCYPART_ARC
(28,25),-0.413532 # DEPENDENCYPART_ARC
(28,26),-0.394748 # DEPENDENCYPART_ARC
(28,27),-0.407616 # DEPENDENCYPART_ARC
(28,29),-0.717449 # DEPENDENCYPART_ARC
(29,1),-3.10498 # DEPENDENCYPART_ARC
(29,2),-2.65979 # DEPENDENCYPART_ARC
(29,3),-3.15587 # DEPENDENCYPART_ARC
(29,4),-2.92083 # DEPENDENCYPART_ARC
(29,5),-2.61802 # DEPENDENCYPART_ARC
(29,6),-2.05459 # DEPENDENCYPART_ARC
(29,7),-2.12288 # DEPENDENCYPART_ARC
(29,8),-1.18693 # DEPENDENCYPART_ARC
(29,9),-1.12769 # DEPENDENCYPART_ARC
(29,10),-2.22101 # DEPENDENCYPART_ARC
(29,11),-2.43302 # DEPENDENCYPART_ARC
(29,12),-2.4212 # DEPENDENCYPART_ARC
(29,13),-1.5629 # DEPENDENCYPART_ARC
(29,14),-0.509826 # DEPENDENCYPART_ARC
(29,15),-1.73036 # DEPENDENCYPART_ARC
(29,16),-1.1597 # DEPENDENCYPART_ARC
(29,17),-1.32499 # DEPENDENCYPART_ARC
(29,18),-1.49377 # DEPENDENCYPART_ARC
(29,19),-1.1759 # DEPENDENCYPART_ARC
(29,20),-1.49688 # DEPENDENCYPART_ARC
(29,21),-1.25907 # DEPENDENCYPART_ARC
(29,22),-0.802947 # DEPENDENCYPART_ARC
(29,23),-1.27278 # DEPENDENCYPART_ARC
(29,24),-1.05826 # DEPENDENCYPART_ARC
(29,25),-1.25161 # DEPENDENCYPART_ARC
(29,26),-0.928579 # DEPENDENCYPART_ARC
(29,27),-1.54755 # DEPENDENCYPART_ARC
(29,28),0.444843 # DEPENDENCYPART_ARC
