# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,9,21,18,21,22,22,24,27,25,27,28,9,
(17,14),-0.527403 # DEPENDENCYPART_ARC
(17,15),-0.676537 # DEPENDENCYPART_ARC
(17,16),-0.269116 # DEPENDENCYPART_ARC
(17,18),-0.138177 # DEPENDENCYPART_ARC
(17,19),-0.962551 # DEPENDENCYPART_ARC
(17,20),-1.24582 # DEPENDENCYPART_ARC
(17,21),-1.01403 # DEPENDENCYPART_ARC
(17,22),-1.49511 # DEPENDENCYPART_ARC
(17,23),-1.69625 # DEPENDENCYPART_ARC
(17,24),-1.80312 # DEPENDENCYPART_ARC
(17,25),-1.53939 # DEPENDENCYPART_ARC
(17,26),-2.06101 # DEPENDENCYPART_ARC
(17,27),-2.52407 # DEPENDENCYPART_ARC
(17,28),-1.69018 # DEPENDENCYPART_ARC
(17,29),-2.67654 # DEPENDENCYPART_ARC
(17,30),-1.71833 # DEPENDENCYPART_ARC
(18,1),-2.27358 # DEPENDENCYPART_ARC
(18,2),-2.05336 # DEPENDENCYPART_ARC
(18,3),-2.46084 # DEPENDENCYPART_ARC
(18,4),-0.903778 # DEPENDENCYPART_ARC
(18,5),-2.31642 # DEPENDENCYPART_ARC
(18,6),-1.55457 # DEPENDENCYPART_ARC
(18,7),-1.53584 # DEPENDENCYPART_ARC
(18,8),-1.30108 # DEPENDENCYPART_ARC
(18,9),-0.488647 # DEPENDENCYPART_ARC
(18,10),-1.88347 # DEPENDENCYPART_ARC
(18,11),-1.36693 # DEPENDENCYPART_ARC
(18,12),-0.923592 # DEPENDENCYPART_ARC
(18,13),-1.22943 # DEPENDENCYPART_ARC
(18,14),-0.601238 # DEPENDENCYPART_ARC
(18,15),-0.622914 # DEPENDENCYPART_ARC
(18,16),-0.480211 # DEPENDENCYPART_ARC
(18,17),-0.490126 # DEPENDENCYPART_ARC
(18,19),1.07621 # DEPENDENCYPART_ARC
(18,20),0.621084 # DEPENDENCYPART_ARC
(18,21),2.74249 # DEPENDENCYPART_ARC
(18,22),1.10653 # DEPENDENCYPART_ARC
(18,23),-0.034281 # DEPENDENCYPART_ARC
(18,24),-0.759474 # DEPENDENCYPART_ARC
(18,25),0.0151389 # DEPENDENCYPART_ARC
(18,26),-1.54826 # DEPENDENCYPART_ARC
(18,27),-0.975419 # DEPENDENCYPART_ARC
(18,28),0.203568 # DEPENDENCYPART_ARC
(18,29),-1.57557 # DEPENDENCYPART_ARC
(18,30),0.348963 # DEPENDENCYPART_ARC
(19,1),-2.62569 # DEPENDENCYPART_ARC
(19,2),-2.94615 # DEPENDENCYPART_ARC
(19,3),-2.74437 # DEPENDENCYPART_ARC
(19,4),-2.37882 # DEPENDENCYPART_ARC
(19,5),-1.82813 # DEPENDENCYPART_ARC
(19,6),-2.55054 # DEPENDENCYPART_ARC
(19,7),-2.53565 # DEPENDENCYPART_ARC
(19,8),-2.42734 # DEPENDENCYPART_ARC
(19,9),-2.00947 # DEPENDENCYPART_ARC
(19,10),-1.41946 # DEPENDENCYPART_ARC
(19,11),-1.79294 # DEPENDENCYPART_ARC
(19,12),-0.705808 # DEPENDENCYPART_ARC
(19,13),-1.32148 # DEPENDENCYPART_ARC
(19,14),-1.55572 # DEPENDENCYPART_ARC
(19,15),-1.08241 # DEPENDENCYPART_ARC
(19,16),-0.602809 # DEPENDENCYPART_ARC
(19,17),0.440802 # DEPENDENCYPART_ARC
(19,18),0.294512 # DEPENDENCYPART_ARC
(19,20),1.84255 # DEPENDENCYPART_ARC
(19,21),2.12157 # DEPENDENCYPART_ARC
(19,22),0.729501 # DEPENDENCYPART_ARC
(19,23),0.0249902 # DEPENDENCYPART_ARC
(19,24),-0.024831 # DEPENDENCYPART_ARC
(19,25),0.268731 # DEPENDENCYPART_ARC
(19,26),-0.494443 # DEPENDENCYPART_ARC
(19,27),-0.706553 # DEPENDENCYPART_ARC
(19,28),-0.936512 # DEPENDENCYPART_ARC
(19,29),-0.937488 # DEPENDENCYPART_ARC
(19,30),0.787729 # DEPENDENCYPART_ARC
(20,1),-3.54258 # DEPENDENCYPART_ARC
(20,2),-3.76547 # DEPENDENCYPART_ARC
(20,3),-3.47088 # DEPENDENCYPART_ARC
(20,4),-3.61097 # DEPENDENCYPART_ARC
(20,5),-2.18853 # DEPENDENCYPART_ARC
(20,6),-3.3983 # DEPENDENCYPART_ARC
(20,7),-3.30988 # DEPENDENCYPART_ARC
(20,8),-3.23906 # DEPENDENCYPART_ARC
(20,9),-2.60446 # DEPENDENCYPART_ARC
(20,10),-3.19816 # DEPENDENCYPART_ARC
(20,11),-2.71294 # DEPENDENCYPART_ARC
(20,12),-1.83969 # DEPENDENCYPART_ARC
(20,13),-2.88444 # DEPENDENCYPART_ARC
(20,14),-1.99917 # DEPENDENCYPART_ARC
(20,15),-1.95247 # DEPENDENCYPART_ARC
(20,16),-2.25845 # DEPENDENCYPART_ARC
(20,17),-0.434633 # DEPENDENCYPART_ARC
(20,18),-1.10232 # DEPENDENCYPART_ARC
(20,19),-0.834548 # DEPENDENCYPART_ARC
(20,21),0.717658 # DEPENDENCYPART_ARC
(20,22),-0.335881 # DEPENDENCYPART_ARC
(20,23),-0.546278 # DEPENDENCYPART_ARC
(20,24),-0.87768 # DEPENDENCYPART_ARC
(20,25),-0.515627 # DEPENDENCYPART_ARC
(20,26),-0.792093 # DEPENDENCYPART_ARC
(20,27),-1.21172 # DEPENDENCYPART_ARC
(20,28),-1.06644 # DEPENDENCYPART_ARC
(20,29),-1.29056 # DEPENDENCYPART_ARC
(20,30),-0.827402 # DEPENDENCYPART_ARC
(21,1),-0.196849 # DEPENDENCYPART_ARC
(21,2),-0.893002 # DEPENDENCYPART_ARC
(21,3),-1.38221 # DEPENDENCYPART_ARC
(21,4),-2.64137 # DEPENDENCYPART_ARC
(21,5),0.678185 # DEPENDENCYPART_ARC
(21,6),-1.56386 # DEPENDENCYPART_ARC
(21,7),-1.60728 # DEPENDENCYPART_ARC
(21,8),-1.13958 # DEPENDENCYPART_ARC
(21,9),-0.137662 # DEPENDENCYPART_ARC
(21,10),-0.473428 # DEPENDENCYPART_ARC
(21,11),-0.479693 # DEPENDENCYPART_ARC
(21,12),-0.839552 # DEPENDENCYPART_ARC
(21,13),0.300792 # DEPENDENCYPART_ARC
(21,14),0.865081 # DEPENDENCYPART_ARC
(21,15),-0.0209087 # DEPENDENCYPART_ARC
(21,16),-0.180115 # DEPENDENCYPART_ARC
(21,17),0.0452713 # DEPENDENCYPART_ARC
(21,18),-0.0284186 # DEPENDENCYPART_ARC
(21,19),1.8263 # DEPENDENCYPART_ARC
(21,20),4.03624 # DEPENDENCYPART_ARC
(21,22),5.09755 # DEPENDENCYPART_ARC
(21,23),1.44339 # DEPENDENCYPART_ARC
(21,24),0.818608 # DEPENDENCYPART_ARC
(21,25),-0.605551 # DEPENDENCYPART_ARC
(21,26),-1.08709 # DEPENDENCYPART_ARC
(21,27),-0.170919 # DEPENDENCYPART_ARC
(21,28),0.414582 # DEPENDENCYPART_ARC
(21,29),-1.79862 # DEPENDENCYPART_ARC
(21,30),4.2777 # DEPENDENCYPART_ARC
(22,1),-2.29579 # DEPENDENCYPART_ARC
(22,2),-1.71852 # DEPENDENCYPART_ARC
(22,3),-1.85448 # DEPENDENCYPART_ARC
(22,4),-1.68324 # DEPENDENCYPART_ARC
(22,5),-0.544288 # DEPENDENCYPART_ARC
(22,6),-1.51411 # DEPENDENCYPART_ARC
(22,7),-1.68064 # DEPENDENCYPART_ARC
(22,8),-1.60394 # DEPENDENCYPART_ARC
(22,9),-1.42199 # DEPENDENCYPART_ARC
(22,10),-2.14083 # DEPENDENCYPART_ARC
(22,11),-1.4107 # DEPENDENCYPART_ARC
(22,12),-0.565731 # DEPENDENCYPART_ARC
(22,13),-0.787615 # DEPENDENCYPART_ARC
(22,14),-0.00283927 # DEPENDENCYPART_ARC
(22,15),-0.811965 # DEPENDENCYPART_ARC
(22,16),-0.874704 # DEPENDENCYPART_ARC
(22,17),-0.224317 # DEPENDENCYPART_ARC
(22,18),-0.74552 # DEPENDENCYPART_ARC
(22,19),-0.703786 # DEPENDENCYPART_ARC
(22,20),1.05879 # DEPENDENCYPART_ARC
(22,21),0.74634 # DEPENDENCYPART_ARC
(22,23),2.74504 # DEPENDENCYPART_ARC
(22,24),2.0605 # DEPENDENCYPART_ARC
(22,25),2.09699 # DEPENDENCYPART_ARC
(22,26),0.154512 # DEPENDENCYPART_ARC
(22,27),1.46785 # DEPENDENCYPART_ARC
(22,28),1.3886 # DEPENDENCYPART_ARC
(22,29),0.101455 # DEPENDENCYPART_ARC
(22,30),1.55398 # DEPENDENCYPART_ARC
(23,1),-2.50636 # DEPENDENCYPART_ARC
(23,2),-3.00673 # DEPENDENCYPART_ARC
(23,3),-2.40471 # DEPENDENCYPART_ARC
(23,4),-2.26863 # DEPENDENCYPART_ARC
(23,5),-2.0056 # DEPENDENCYPART_ARC
(23,6),-2.46625 # DEPENDENCYPART_ARC
(23,7),-2.42806 # DEPENDENCYPART_ARC
(23,8),-2.32312 # DEPENDENCYPART_ARC
(23,9),-2.0406 # DEPENDENCYPART_ARC
(23,10),-1.22464 # DEPENDENCYPART_ARC
(23,11),-1.71669 # DEPENDENCYPART_ARC
(23,12),-0.983556 # DEPENDENCYPART_ARC
(23,13),-1.58018 # DEPENDENCYPART_ARC
(23,14),-1.17147 # DEPENDENCYPART_ARC
(23,15),-1.13867 # DEPENDENCYPART_ARC
(23,16),-1.3022 # DEPENDENCYPART_ARC
(23,17),-0.50353 # DEPENDENCYPART_ARC
(23,18),-0.55323 # DEPENDENCYPART_ARC
(23,19),-0.140236 # DEPENDENCYPART_ARC
(23,20),-0.583383 # DEPENDENCYPART_ARC
(23,21),-0.34687 # DEPENDENCYPART_ARC
(23,22),0.81314 # DEPENDENCYPART_ARC
(23,24),1.40434 # DEPENDENCYPART_ARC
(23,25),2.40523 # DEPENDENCYPART_ARC
(23,26),0.477524 # DEPENDENCYPART_ARC
(23,27),0.777064 # DEPENDENCYPART_ARC
(23,28),0.398943 # DEPENDENCYPART_ARC
(23,29),-0.422086 # DEPENDENCYPART_ARC
(23,30),-0.0252809 # DEPENDENCYPART_ARC
(24,1),-2.37335 # DEPENDENCYPART_ARC
(24,2),-3.24652 # DEPENDENCYPART_ARC
(24,3),-3.40366 # DEPENDENCYPART_ARC
(24,4),-3.00788 # DEPENDENCYPART_ARC
(24,5),-2.58175 # DEPENDENCYPART_ARC
(24,6),-2.7218 # DEPENDENCYPART_ARC
(24,7),-2.64993 # DEPENDENCYPART_ARC
(24,8),-2.556 # DEPENDENCYPART_ARC
(24,9),-2.59346 # DEPENDENCYPART_ARC
(24,10),-2.7164 # DEPENDENCYPART_ARC
(24,11),-2.38448 # DEPENDENCYPART_ARC
(24,12),-1.86231 # DEPENDENCYPART_ARC
(24,13),-2.44039 # DEPENDENCYPART_ARC
(24,14),-1.13719 # DEPENDENCYPART_ARC
(24,15),-1.91949 # DEPENDENCYPART_ARC
(24,16),-1.97317 # DEPENDENCYPART_ARC
(24,17),-1.34764 # DEPENDENCYPART_ARC
(24,18),-1.94384 # DEPENDENCYPART_ARC
(24,19),-1.4426 # DEPENDENCYPART_ARC
(24,20),-1.23475 # DEPENDENCYPART_ARC
(24,21),-1.06421 # DEPENDENCYPART_ARC
(24,22),-0.620772 # DEPENDENCYPART_ARC
(24,23),0.266909 # DEPENDENCYPART_ARC
(24,25),2.61341 # DEPENDENCYPART_ARC
(24,26),0.663118 # DEPENDENCYPART_ARC
(24,27),0.880434 # DEPENDENCYPART_ARC
(24,28),0.826452 # DEPENDENCYPART_ARC
(24,29),0.455872 # DEPENDENCYPART_ARC
(24,30),0.769543 # DEPENDENCYPART_ARC
(25,1),-3.67904 # DEPENDENCYPART_ARC
(25,2),-2.63528 # DEPENDENCYPART_ARC
(25,3),-2.64365 # DEPENDENCYPART_ARC
(25,4),-2.73977 # DEPENDENCYPART_ARC
(25,5),-2.65744 # DEPENDENCYPART_ARC
(25,6),-2.22738 # DEPENDENCYPART_ARC
(25,7),-2.19915 # DEPENDENCYPART_ARC
(25,8),-2.22925 # DEPENDENCYPART_ARC
(25,9),-2.15913 # DEPENDENCYPART_ARC
(25,10),-2.07452 # DEPENDENCYPART_ARC
(25,11),-1.73102 # DEPENDENCYPART_ARC
(25,12),-2.13375 # DEPENDENCYPART_ARC
(25,13),-1.69475 # DEPENDENCYPART_ARC
(25,14),-1.0417 # DEPENDENCYPART_ARC
(25,15),-1.18086 # DEPENDENCYPART_ARC
(25,16),-1.65645 # DEPENDENCYPART_ARC
(25,17),-1.02847 # DEPENDENCYPART_ARC
(25,18),-0.2307 # DEPENDENCYPART_ARC
(25,19),-0.685383 # DEPENDENCYPART_ARC
(25,20),-1.00017 # DEPENDENCYPART_ARC
(25,21),-0.374873 # DEPENDENCYPART_ARC
(25,22),-0.281 # DEPENDENCYPART_ARC
(25,23),0.406246 # DEPENDENCYPART_ARC
(25,24),0.29994 # DEPENDENCYPART_ARC
(25,26),0.840353 # DEPENDENCYPART_ARC
(25,27),3.40886 # DEPENDENCYPART_ARC
(25,28),0.627333 # DEPENDENCYPART_ARC
(25,29),1.63955 # DEPENDENCYPART_ARC
(25,30),-0.0962396 # DEPENDENCYPART_ARC
(26,1),-4.43203 # DEPENDENCYPART_ARC
(26,2),-4.85422 # DEPENDENCYPART_ARC
(26,3),-4.7567 # DEPENDENCYPART_ARC
(26,4),-4.52902 # DEPENDENCYPART_ARC
(26,5),-4.05058 # DEPENDENCYPART_ARC
(26,6),-4.30139 # DEPENDENCYPART_ARC
(26,7),-4.15355 # DEPENDENCYPART_ARC
(26,8),-4.01104 # DEPENDENCYPART_ARC
(26,9),-3.71138 # DEPENDENCYPART_ARC
(26,10),-3.57736 # DEPENDENCYPART_ARC
(26,11),-3.351 # DEPENDENCYPART_ARC
(26,12),-3.25022 # DEPENDENCYPART_ARC
(26,13),-3.85996 # DEPENDENCYPART_ARC
(26,14),-2.77446 # DEPENDENCYPART_ARC
(26,15),-2.85453 # DEPENDENCYPART_ARC
(26,16),-3.3803 # DEPENDENCYPART_ARC
(26,17),-2.85876 # DEPENDENCYPART_ARC
(26,18),-3.38778 # DEPENDENCYPART_ARC
(26,19),-2.68378 # DEPENDENCYPART_ARC
(26,20),-2.37258 # DEPENDENCYPART_ARC
(26,21),-2.5099 # DEPENDENCYPART_ARC
(26,22),-2.24789 # DEPENDENCYPART_ARC
(26,23),-1.70425 # DEPENDENCYPART_ARC
(26,24),-1.19053 # DEPENDENCYPART_ARC
(26,25),-0.502708 # DEPENDENCYPART_ARC
(26,27),-0.205165 # DEPENDENCYPART_ARC
(26,28),-1.93618 # DEPENDENCYPART_ARC
(26,29),-1.53333 # DEPENDENCYPART_ARC
(26,30),-2.29843 # DEPENDENCYPART_ARC
(27,1),-5.62464 # DEPENDENCYPART_ARC
(27,2),-11.1877 # DEPENDENCYPART_ARC
(27,3),-3.25661 # DEPENDENCYPART_ARC
(27,4),-10.9485 # DEPENDENCYPART_ARC
(27,5),-4.73001 # DEPENDENCYPART_ARC
(27,6),-9.52109 # DEPENDENCYPART_ARC
(27,7),-9.5358 # DEPENDENCYPART_ARC
(27,8),-9.75497 # DEPENDENCYPART_ARC
(27,9),-3.17661 # DEPENDENCYPART_ARC
(27,10),-5.83831 # DEPENDENCYPART_ARC
(27,11),-3.95611 # DEPENDENCYPART_ARC
(27,12),-3.8455 # DEPENDENCYPART_ARC
(27,13),-5.27155 # DEPENDENCYPART_ARC
(27,14),-2.58621 # DEPENDENCYPART_ARC
(27,15),-3.21777 # DEPENDENCYPART_ARC
(27,16),-5.0306 # DEPENDENCYPART_ARC
(27,17),-2.36493 # DEPENDENCYPART_ARC
(27,18),-2.36224 # DEPENDENCYPART_ARC
(27,19),-2.48625 # DEPENDENCYPART_ARC
(27,20),-2.15913 # DEPENDENCYPART_ARC
(27,21),-1.83051 # DEPENDENCYPART_ARC
(27,22),-1.70241 # DEPENDENCYPART_ARC
(27,23),-1.57462 # DEPENDENCYPART_ARC
(27,24),-0.434387 # DEPENDENCYPART_ARC
(27,25),0.0286382 # DEPENDENCYPART_ARC
(27,26),3.73595 # DEPENDENCYPART_ARC
(27,28),1.60525 # DEPENDENCYPART_ARC
(27,29),0.397832 # DEPENDENCYPART_ARC
(27,30),0.0936364 # DEPENDENCYPART_ARC
(28,1),-3.17626 # DEPENDENCYPART_ARC
(28,2),-3.29013 # DEPENDENCYPART_ARC
(28,3),-2.81647 # DEPENDENCYPART_ARC
(28,4),-3.39934 # DEPENDENCYPART_ARC
(28,5),-1.8188 # DEPENDENCYPART_ARC
(28,6),-2.97334 # DEPENDENCYPART_ARC
(28,7),-3.09457 # DEPENDENCYPART_ARC
(28,8),-2.90933 # DEPENDENCYPART_ARC
(28,9),-2.39612 # DEPENDENCYPART_ARC
(28,10),-2.36586 # DEPENDENCYPART_ARC
(28,11),-2.06955 # DEPENDENCYPART_ARC
(28,12),-2.2359 # DEPENDENCYPART_ARC
(28,13),-2.18221 # DEPENDENCYPART_ARC
(28,14),-1.17791 # DEPENDENCYPART_ARC
(28,15),-1.57667 # DEPENDENCYPART_ARC
(28,16),-2.48978 # DEPENDENCYPART_ARC
(28,17),-0.626905 # DEPENDENCYPART_ARC
(28,18),-0.382799 # DEPENDENCYPART_ARC
(28,19),-0.990294 # DEPENDENCYPART_ARC
(28,20),-1.30955 # DEPENDENCYPART_ARC
(28,21),-0.585456 # DEPENDENCYPART_ARC
(28,22),-0.557527 # DEPENDENCYPART_ARC
(28,23),-0.360611 # DEPENDENCYPART_ARC
(28,24),-0.533606 # DEPENDENCYPART_ARC
(28,25),0.205067 # DEPENDENCYPART_ARC
(28,26),0.3057 # DEPENDENCYPART_ARC
(28,27),0.637955 # DEPENDENCYPART_ARC
(28,29),4.42193 # DEPENDENCYPART_ARC
(28,30),-0.0722162 # DEPENDENCYPART_ARC
(29,1),-5.66583 # DEPENDENCYPART_ARC
(29,2),-11.0883 # DEPENDENCYPART_ARC
(29,3),-3.37417 # DEPENDENCYPART_ARC
(29,4),-10.5425 # DEPENDENCYPART_ARC
(29,5),-4.95559 # DEPENDENCYPART_ARC
(29,6),-9.62372 # DEPENDENCYPART_ARC
(29,7),-10.2601 # DEPENDENCYPART_ARC
(29,8),-10.711 # DEPENDENCYPART_ARC
(29,9),-3.55166 # DEPENDENCYPART_ARC
(29,10),-6.11335 # DEPENDENCYPART_ARC
(29,11),-4.06226 # DEPENDENCYPART_ARC
(29,12),-4.65836 # DEPENDENCYPART_ARC
(29,13),-5.92029 # DEPENDENCYPART_ARC
(29,14),-2.80906 # DEPENDENCYPART_ARC
(29,15),-3.88015 # DEPENDENCYPART_ARC
(29,16),-5.4014 # DEPENDENCYPART_ARC
(29,17),-2.8465 # DEPENDENCYPART_ARC
(29,18),-2.46349 # DEPENDENCYPART_ARC
(29,19),-3.33051 # DEPENDENCYPART_ARC
(29,20),-2.47267 # DEPENDENCYPART_ARC
(29,21),-2.40397 # DEPENDENCYPART_ARC
(29,22),-2.52964 # DEPENDENCYPART_ARC
(29,23),-3.00434 # DEPENDENCYPART_ARC
(29,24),-1.04922 # DEPENDENCYPART_ARC
(29,25),-0.877018 # DEPENDENCYPART_ARC
(29,26),1.34852 # DEPENDENCYPART_ARC
(29,27),-0.297252 # DEPENDENCYPART_ARC
(29,28),0.952575 # DEPENDENCYPART_ARC
(29,30),-0.798285 # DEPENDENCYPART_ARC
(30,1),-3.79872 # DEPENDENCYPART_ARC
(30,2),-3.36326 # DEPENDENCYPART_ARC
(30,3),-2.91044 # DEPENDENCYPART_ARC
(30,4),-3.2536 # DEPENDENCYPART_ARC
(30,5),-2.21831 # DEPENDENCYPART_ARC
(30,6),-3.12882 # DEPENDENCYPART_ARC
(30,7),-3.02477 # DEPENDENCYPART_ARC
(30,8),-2.93272 # DEPENDENCYPART_ARC
(30,9),-1.48225 # DEPENDENCYPART_ARC
(30,10),-2.37241 # DEPENDENCYPART_ARC
(30,11),-2.35045 # DEPENDENCYPART_ARC
(30,12),-1.97994 # DEPENDENCYPART_ARC
(30,13),-1.93248 # DEPENDENCYPART_ARC
(30,14),-2.28444 # DEPENDENCYPART_ARC
(30,15),-2.31247 # DEPENDENCYPART_ARC
(30,16),-1.35408 # DEPENDENCYPART_ARC
(30,17),-0.583391 # DEPENDENCYPART_ARC
(30,18),-1.48767 # DEPENDENCYPART_ARC
(30,19),-1.31135 # DEPENDENCYPART_ARC
(30,20),-0.876353 # DEPENDENCYPART_ARC
(30,21),-0.771022 # DEPENDENCYPART_ARC
(30,22),-1.04952 # DEPENDENCYPART_ARC
(30,23),-1.14825 # DEPENDENCYPART_ARC
(30,24),-0.708768 # DEPENDENCYPART_ARC
(30,25),-1.47801 # DEPENDENCYPART_ARC
(30,26),-0.522706 # DEPENDENCYPART_ARC
(30,27),-0.921697 # DEPENDENCYPART_ARC
(30,28),-1.25745 # DEPENDENCYPART_ARC
(30,29),-1.30706 # DEPENDENCYPART_ARC
