# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(22,5),-1.36563 # DEPENDENCYPART_ARC
(22,6),-1.64531 # DEPENDENCYPART_ARC
(22,7),-1.30314 # DEPENDENCYPART_ARC
(22,8),-1.4561 # DEPENDENCYPART_ARC
(22,9),-1.05532 # DEPENDENCYPART_ARC
(22,10),-1.14991 # DEPENDENCYPART_ARC
(22,11),-0.883081 # DEPENDENCYPART_ARC
(22,12),-0.256795 # DEPENDENCYPART_ARC
(22,13),-0.669211 # DEPENDENCYPART_ARC
(22,14),-0.643013 # DEPENDENCYPART_ARC
(22,15),-0.580497 # DEPENDENCYPART_ARC
(22,16),-0.572844 # DEPENDENCYPART_ARC
(22,17),-0.279533 # DEPENDENCYPART_ARC
(22,18),-0.254803 # DEPENDENCYPART_ARC
(22,19),0.434081 # DEPENDENCYPART_ARC
(22,20),1.17288 # DEPENDENCYPART_ARC
(22,21),1.11712 # DEPENDENCYPART_ARC
(22,23),1.31029 # DEPENDENCYPART_ARC
(22,24),0.602641 # DEPENDENCYPART_ARC
(23,1),-1.18896 # DEPENDENCYPART_ARC
(23,2),-1.10636 # DEPENDENCYPART_ARC
(23,3),-1.33194 # DEPENDENCYPART_ARC
(23,4),-0.849485 # DEPENDENCYPART_ARC
(23,5),-0.390912 # DEPENDENCYPART_ARC
(23,6),-0.82165 # DEPENDENCYPART_ARC
(23,7),-0.537249 # DEPENDENCYPART_ARC
(23,8),-0.670548 # DEPENDENCYPART_ARC
(23,9),-0.350036 # DEPENDENCYPART_ARC
(23,10),-0.352862 # DEPENDENCYPART_ARC
(23,11),-0.120744 # DEPENDENCYPART_ARC
(23,12),0.543249 # DEPENDENCYPART_ARC
(23,13),0.168245 # DEPENDENCYPART_ARC
(23,14),0.203408 # DEPENDENCYPART_ARC
(23,15),0.142673 # DEPENDENCYPART_ARC
(23,16),0.0768962 # DEPENDENCYPART_ARC
(23,17),0.431859 # DEPENDENCYPART_ARC
(23,18),0.381553 # DEPENDENCYPART_ARC
(23,19),0.955986 # DEPENDENCYPART_ARC
(23,20),2.1992 # DEPENDENCYPART_ARC
(23,21),1.30939 # DEPENDENCYPART_ARC
(23,22),2.18507 # DEPENDENCYPART_ARC
(23,24),0.854414 # DEPENDENCYPART_ARC
(24,1),-3.65807 # DEPENDENCYPART_ARC
(24,2),-3.05609 # DEPENDENCYPART_ARC
(24,3),-1.00883 # DEPENDENCYPART_ARC
(24,4),-2.9682 # DEPENDENCYPART_ARC
(24,5),-2.58939 # DEPENDENCYPART_ARC
(24,6),-2.16638 # DEPENDENCYPART_ARC
(24,7),-2.43998 # DEPENDENCYPART_ARC
(24,8),-1.70918 # DEPENDENCYPART_ARC
(24,9),-2.26299 # DEPENDENCYPART_ARC
(24,10),-2.01011 # DEPENDENCYPART_ARC
(24,11),-2.06088 # DEPENDENCYPART_ARC
(24,12),-1.53372 # DEPENDENCYPART_ARC
(24,13),-1.87598 # DEPENDENCYPART_ARC
(24,14),-1.57683 # DEPENDENCYPART_ARC
(24,15),-1.49831 # DEPENDENCYPART_ARC
(24,16),-0.323811 # DEPENDENCYPART_ARC
(24,17),-1.30637 # DEPENDENCYPART_ARC
(24,18),-0.672801 # DEPENDENCYPART_ARC
(24,19),-1.51245 # DEPENDENCYPART_ARC
(24,20),-0.655233 # DEPENDENCYPART_ARC
(24,21),-1.09014 # DEPENDENCYPART_ARC
(24,22),-0.587473 # DEPENDENCYPART_ARC
(24,23),0.195797 # DEPENDENCYPART_ARC
