# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,31,29,34,34,31,3,
(14,31),-0.872018 # DEPENDENCYPART_ARC
(14,32),-2.74358 # DEPENDENCYPART_ARC
(14,33),-5.88682 # DEPENDENCYPART_ARC
(14,34),-7.8561 # DEPENDENCYPART_ARC
(14,35),-0.967587 # DEPENDENCYPART_ARC
(15,1),-3.74715 # DEPENDENCYPART_ARC
(15,2),-4.81391 # DEPENDENCYPART_ARC
(15,3),-2.60156 # DEPENDENCYPART_ARC
(15,4),-1.89166 # DEPENDENCYPART_ARC
(15,5),-1.62383 # DEPENDENCYPART_ARC
(15,6),-1.84764 # DEPENDENCYPART_ARC
(15,7),-1.80569 # DEPENDENCYPART_ARC
(15,8),-1.68542 # DEPENDENCYPART_ARC
(15,9),-1.60718 # DEPENDENCYPART_ARC
(15,10),-0.874869 # DEPENDENCYPART_ARC
(15,11),1.20904 # DEPENDENCYPART_ARC
(15,12),-0.396509 # DEPENDENCYPART_ARC
(15,13),-0.520147 # DEPENDENCYPART_ARC
(15,14),0.659928 # DEPENDENCYPART_ARC
(15,16),2.15546 # DEPENDENCYPART_ARC
(15,17),-0.0483048 # DEPENDENCYPART_ARC
(15,18),0.462569 # DEPENDENCYPART_ARC
(15,19),1.55267 # DEPENDENCYPART_ARC
(15,20),0.646316 # DEPENDENCYPART_ARC
(15,21),0.39017 # DEPENDENCYPART_ARC
(15,22),0.778511 # DEPENDENCYPART_ARC
(15,23),-0.608368 # DEPENDENCYPART_ARC
(15,24),-0.196018 # DEPENDENCYPART_ARC
(15,25),0.576185 # DEPENDENCYPART_ARC
(15,26),-1.23667 # DEPENDENCYPART_ARC
(15,27),-0.470489 # DEPENDENCYPART_ARC
(15,28),-0.356926 # DEPENDENCYPART_ARC
(15,29),-0.0367336 # DEPENDENCYPART_ARC
(15,30),1.00743 # DEPENDENCYPART_ARC
(15,31),-0.287775 # DEPENDENCYPART_ARC
(15,32),-0.99029 # DEPENDENCYPART_ARC
(15,33),-0.352653 # DEPENDENCYPART_ARC
(15,34),-0.717425 # DEPENDENCYPART_ARC
(15,35),2.17815 # DEPENDENCYPART_ARC
(16,1),-2.80003 # DEPENDENCYPART_ARC
(16,2),-2.72092 # DEPENDENCYPART_ARC
(16,3),-1.98062 # DEPENDENCYPART_ARC
(16,4),-1.87215 # DEPENDENCYPART_ARC
(16,5),-1.76868 # DEPENDENCYPART_ARC
(16,6),-1.32792 # DEPENDENCYPART_ARC
(16,7),-2.20113 # DEPENDENCYPART_ARC
(16,8),-1.41749 # DEPENDENCYPART_ARC
(16,9),-1.35736 # DEPENDENCYPART_ARC
(16,10),-0.771506 # DEPENDENCYPART_ARC
(16,11),-0.618204 # DEPENDENCYPART_ARC
(16,12),-1.56142 # DEPENDENCYPART_ARC
(16,13),-0.140236 # DEPENDENCYPART_ARC
(16,14),-0.349815 # DEPENDENCYPART_ARC
(16,15),-0.669526 # DEPENDENCYPART_ARC
(16,17),0.623083 # DEPENDENCYPART_ARC
(16,18),0.164668 # DEPENDENCYPART_ARC
(16,19),0.203681 # DEPENDENCYPART_ARC
(16,20),0.13069 # DEPENDENCYPART_ARC
(16,21),-0.298765 # DEPENDENCYPART_ARC
(16,22),0.305592 # DEPENDENCYPART_ARC
(16,23),-0.547685 # DEPENDENCYPART_ARC
(16,24),-1.061 # DEPENDENCYPART_ARC
(16,25),-1.20274 # DEPENDENCYPART_ARC
(16,26),-0.873666 # DEPENDENCYPART_ARC
(16,27),-1.37706 # DEPENDENCYPART_ARC
(16,28),-1.31249 # DEPENDENCYPART_ARC
(16,29),-1.59914 # DEPENDENCYPART_ARC
(16,30),1.39793 # DEPENDENCYPART_ARC
(16,31),-1.31661 # DEPENDENCYPART_ARC
(16,32),-1.47986 # DEPENDENCYPART_ARC
(16,33),-1.2983 # DEPENDENCYPART_ARC
(16,34),-2.13152 # DEPENDENCYPART_ARC
(16,35),-1.06683 # DEPENDENCYPART_ARC
(17,1),-3.1833 # DEPENDENCYPART_ARC
(17,2),-3.08338 # DEPENDENCYPART_ARC
(17,3),-2.78338 # DEPENDENCYPART_ARC
(17,4),-2.54752 # DEPENDENCYPART_ARC
(17,5),-2.47669 # DEPENDENCYPART_ARC
(17,6),-2.16031 # DEPENDENCYPART_ARC
(17,7),-2.42017 # DEPENDENCYPART_ARC
(17,8),-2.06236 # DEPENDENCYPART_ARC
(17,9),-2.05754 # DEPENDENCYPART_ARC
(17,10),-1.96713 # DEPENDENCYPART_ARC
(17,11),-1.29082 # DEPENDENCYPART_ARC
(17,12),-1.83557 # DEPENDENCYPART_ARC
(17,13),-1.16485 # DEPENDENCYPART_ARC
(17,14),-1.63973 # DEPENDENCYPART_ARC
(17,15),-1.14405 # DEPENDENCYPART_ARC
(17,16),0.00040028 # DEPENDENCYPART_ARC
(17,18),0.603377 # DEPENDENCYPART_ARC
(17,19),0.321474 # DEPENDENCYPART_ARC
(17,20),0.0954171 # DEPENDENCYPART_ARC
(17,21),-0.336206 # DEPENDENCYPART_ARC
(17,22),-0.0967709 # DEPENDENCYPART_ARC
(17,23),-0.10137 # DEPENDENCYPART_ARC
(17,24),-0.901466 # DEPENDENCYPART_ARC
(17,25),-0.886045 # DEPENDENCYPART_ARC
(17,26),-0.435054 # DEPENDENCYPART_ARC
(17,27),-1.21053 # DEPENDENCYPART_ARC
(17,28),-1.25858 # DEPENDENCYPART_ARC
(17,29),-1.32431 # DEPENDENCYPART_ARC
(17,30),-0.26461 # DEPENDENCYPART_ARC
(17,31),-1.41437 # DEPENDENCYPART_ARC
(17,32),-1.48323 # DEPENDENCYPART_ARC
(17,33),-0.843138 # DEPENDENCYPART_ARC
(17,34),-1.79208 # DEPENDENCYPART_ARC
(17,35),-0.229683 # DEPENDENCYPART_ARC
(18,1),-4.58536 # DEPENDENCYPART_ARC
(18,2),-4.49537 # DEPENDENCYPART_ARC
(18,3),-3.9236 # DEPENDENCYPART_ARC
(18,4),-3.72566 # DEPENDENCYPART_ARC
(18,5),-3.5672 # DEPENDENCYPART_ARC
(18,6),-3.32277 # DEPENDENCYPART_ARC
(18,7),-3.7854 # DEPENDENCYPART_ARC
(18,8),-3.21959 # DEPENDENCYPART_ARC
(18,9),-3.28909 # DEPENDENCYPART_ARC
(18,10),-3.2172 # DEPENDENCYPART_ARC
(18,11),-2.48733 # DEPENDENCYPART_ARC
(18,12),-3.13102 # DEPENDENCYPART_ARC
(18,13),-1.94046 # DEPENDENCYPART_ARC
(18,14),-2.62177 # DEPENDENCYPART_ARC
(18,15),-2.38266 # DEPENDENCYPART_ARC
(18,16),-1.77036 # DEPENDENCYPART_ARC
(18,17),-0.416383 # DEPENDENCYPART_ARC
(18,19),0.535363 # DEPENDENCYPART_ARC
(18,20),-0.142798 # DEPENDENCYPART_ARC
(18,21),-1.11736 # DEPENDENCYPART_ARC
(18,22),-0.207629 # DEPENDENCYPART_ARC
(18,23),-0.434862 # DEPENDENCYPART_ARC
(18,24),-0.972106 # DEPENDENCYPART_ARC
(18,25),-1.31401 # DEPENDENCYPART_ARC
(18,26),-0.716923 # DEPENDENCYPART_ARC
(18,27),-1.35358 # DEPENDENCYPART_ARC
(18,28),-2.01803 # DEPENDENCYPART_ARC
(18,29),-1.75807 # DEPENDENCYPART_ARC
(18,30),-0.687023 # DEPENDENCYPART_ARC
(18,31),-2.47865 # DEPENDENCYPART_ARC
(18,32),-2.32793 # DEPENDENCYPART_ARC
(18,33),-1.69788 # DEPENDENCYPART_ARC
(18,34),-2.30973 # DEPENDENCYPART_ARC
(18,35),-1.54535 # DEPENDENCYPART_ARC
(19,1),-1.2848 # DEPENDENCYPART_ARC
(19,2),-1.75732 # DEPENDENCYPART_ARC
(19,3),-0.744926 # DEPENDENCYPART_ARC
(19,4),-0.524839 # DEPENDENCYPART_ARC
(19,5),-0.293687 # DEPENDENCYPART_ARC
(19,6),-0.345578 # DEPENDENCYPART_ARC
(19,7),-0.322963 # DEPENDENCYPART_ARC
(19,8),-0.0798192 # DEPENDENCYPART_ARC
(19,9),-0.237894 # DEPENDENCYPART_ARC
(19,10),-1.02583 # DEPENDENCYPART_ARC
(19,11),-0.0856915 # DEPENDENCYPART_ARC
(19,12),-0.287986 # DEPENDENCYPART_ARC
(19,13),-0.23765 # DEPENDENCYPART_ARC
(19,14),-0.584836 # DEPENDENCYPART_ARC
(19,15),0.625029 # DEPENDENCYPART_ARC
(19,16),1.45607 # DEPENDENCYPART_ARC
(19,17),2.86217 # DEPENDENCYPART_ARC
(19,18),3.35697 # DEPENDENCYPART_ARC
(19,20),2.4091 # DEPENDENCYPART_ARC
(19,21),0.609866 # DEPENDENCYPART_ARC
(19,22),0.322027 # DEPENDENCYPART_ARC
(19,23),0.0907022 # DEPENDENCYPART_ARC
(19,24),-2.25533 # DEPENDENCYPART_ARC
(19,25),-1.8257 # DEPENDENCYPART_ARC
(19,26),-1.1998 # DEPENDENCYPART_ARC
(19,27),-2.21144 # DEPENDENCYPART_ARC
(19,28),-2.29424 # DEPENDENCYPART_ARC
(19,29),-2.72003 # DEPENDENCYPART_ARC
(19,30),0.436426 # DEPENDENCYPART_ARC
(19,31),-0.835604 # DEPENDENCYPART_ARC
(19,32),-2.47057 # DEPENDENCYPART_ARC
(19,33),-3.96733 # DEPENDENCYPART_ARC
(19,34),-3.79393 # DEPENDENCYPART_ARC
(19,35),3.71523 # DEPENDENCYPART_ARC
(20,1),-0.137168 # DEPENDENCYPART_ARC
(20,2),-0.525068 # DEPENDENCYPART_ARC
(20,3),-1.03935 # DEPENDENCYPART_ARC
(20,4),-0.155668 # DEPENDENCYPART_ARC
(20,5),-0.176388 # DEPENDENCYPART_ARC
(20,6),-0.381434 # DEPENDENCYPART_ARC
(20,7),0.925972 # DEPENDENCYPART_ARC
(20,8),0.44062 # DEPENDENCYPART_ARC
(20,9),0.736895 # DEPENDENCYPART_ARC
(20,10),-0.347803 # DEPENDENCYPART_ARC
(20,11),0.444989 # DEPENDENCYPART_ARC
(20,12),0.379913 # DEPENDENCYPART_ARC
(20,13),-0.125005 # DEPENDENCYPART_ARC
(20,14),-0.286175 # DEPENDENCYPART_ARC
(20,15),1.3497 # DEPENDENCYPART_ARC
(20,16),1.24788 # DEPENDENCYPART_ARC
(20,17),2.29891 # DEPENDENCYPART_ARC
(20,18),1.49723 # DEPENDENCYPART_ARC
(20,19),1.06527 # DEPENDENCYPART_ARC
(20,21),3.88018 # DEPENDENCYPART_ARC
(20,22),0.863088 # DEPENDENCYPART_ARC
(20,23),0.729104 # DEPENDENCYPART_ARC
(20,24),-0.444822 # DEPENDENCYPART_ARC
(20,25),0.167391 # DEPENDENCYPART_ARC
(20,26),0.177186 # DEPENDENCYPART_ARC
(20,27),-0.749007 # DEPENDENCYPART_ARC
(20,28),-0.936637 # DEPENDENCYPART_ARC
(20,29),-0.568929 # DEPENDENCYPART_ARC
(20,30),0.741037 # DEPENDENCYPART_ARC
(20,31),0.45261 # DEPENDENCYPART_ARC
(20,32),-1.5209 # DEPENDENCYPART_ARC
(20,33),-1.04305 # DEPENDENCYPART_ARC
(20,34),-1.34104 # DEPENDENCYPART_ARC
(20,35),4.58863 # DEPENDENCYPART_ARC
(21,1),-1.58787 # DEPENDENCYPART_ARC
(21,2),-1.50861 # DEPENDENCYPART_ARC
(21,3),-1.43556 # DEPENDENCYPART_ARC
(21,4),-1.50256 # DEPENDENCYPART_ARC
(21,5),-1.42508 # DEPENDENCYPART_ARC
(21,6),-0.939496 # DEPENDENCYPART_ARC
(21,7),-1.19611 # DEPENDENCYPART_ARC
(21,8),-0.806894 # DEPENDENCYPART_ARC
(21,9),-0.856114 # DEPENDENCYPART_ARC
(21,10),-0.586816 # DEPENDENCYPART_ARC
(21,11),-0.0944157 # DEPENDENCYPART_ARC
(21,12),-0.610274 # DEPENDENCYPART_ARC
(21,13),-0.637317 # DEPENDENCYPART_ARC
(21,14),-0.985399 # DEPENDENCYPART_ARC
(21,15),0.102654 # DEPENDENCYPART_ARC
(21,16),-0.116539 # DEPENDENCYPART_ARC
(21,17),1.85743 # DEPENDENCYPART_ARC
(21,18),0.700029 # DEPENDENCYPART_ARC
(21,19),0.347814 # DEPENDENCYPART_ARC
(21,20),1.03283 # DEPENDENCYPART_ARC
(21,22),2.23308 # DEPENDENCYPART_ARC
(21,23),1.92932 # DEPENDENCYPART_ARC
(21,24),-0.333108 # DEPENDENCYPART_ARC
(21,25),0.418959 # DEPENDENCYPART_ARC
(21,26),0.597831 # DEPENDENCYPART_ARC
(21,27),-0.450526 # DEPENDENCYPART_ARC
(21,28),-0.488066 # DEPENDENCYPART_ARC
(21,29),-1.48681 # DEPENDENCYPART_ARC
(21,30),1.3164 # DEPENDENCYPART_ARC
(21,31),0.412728 # DEPENDENCYPART_ARC
(21,32),-1.28777 # DEPENDENCYPART_ARC
(21,33),-1.57566 # DEPENDENCYPART_ARC
(21,34),-2.32962 # DEPENDENCYPART_ARC
(21,35),0.852612 # DEPENDENCYPART_ARC
(22,1),-3.31778 # DEPENDENCYPART_ARC
(22,2),-3.21321 # DEPENDENCYPART_ARC
(22,3),-3.17458 # DEPENDENCYPART_ARC
(22,4),-2.70456 # DEPENDENCYPART_ARC
(22,5),-2.59443 # DEPENDENCYPART_ARC
(22,6),-2.73194 # DEPENDENCYPART_ARC
(22,7),-3.23946 # DEPENDENCYPART_ARC
(22,8),-2.42556 # DEPENDENCYPART_ARC
(22,9),-1.92103 # DEPENDENCYPART_ARC
(22,10),-2.49627 # DEPENDENCYPART_ARC
(22,11),-1.87781 # DEPENDENCYPART_ARC
(22,12),-2.73661 # DEPENDENCYPART_ARC
(22,13),-1.07094 # DEPENDENCYPART_ARC
(22,14),-2.35359 # DEPENDENCYPART_ARC
(22,15),-2.29919 # DEPENDENCYPART_ARC
(22,16),-1.42209 # DEPENDENCYPART_ARC
(22,17),-0.990182 # DEPENDENCYPART_ARC
(22,18),-1.72442 # DEPENDENCYPART_ARC
(22,19),-1.68778 # DEPENDENCYPART_ARC
(22,20),-1.49461 # DEPENDENCYPART_ARC
(22,21),-0.616175 # DEPENDENCYPART_ARC
(22,23),-1.08504 # DEPENDENCYPART_ARC
(22,24),-1.60255 # DEPENDENCYPART_ARC
(22,25),-1.81757 # DEPENDENCYPART_ARC
(22,26),-1.83924 # DEPENDENCYPART_ARC
(22,27),-2.38313 # DEPENDENCYPART_ARC
(22,28),-2.42987 # DEPENDENCYPART_ARC
(22,29),-2.7381 # DEPENDENCYPART_ARC
(22,30),-1.59455 # DEPENDENCYPART_ARC
(22,31),-2.31476 # DEPENDENCYPART_ARC
(22,32),-2.70363 # DEPENDENCYPART_ARC
(22,33),-3.25003 # DEPENDENCYPART_ARC
(22,34),-3.29712 # DEPENDENCYPART_ARC
(22,35),-2.2838 # DEPENDENCYPART_ARC
(23,1),-4.12211 # DEPENDENCYPART_ARC
(23,2),-4.36504 # DEPENDENCYPART_ARC
(23,3),-2.78373 # DEPENDENCYPART_ARC
(23,4),-2.49741 # DEPENDENCYPART_ARC
(23,5),-2.37804 # DEPENDENCYPART_ARC
(23,6),-2.23526 # DEPENDENCYPART_ARC
(23,7),-2.31116 # DEPENDENCYPART_ARC
(23,8),-2.77487 # DEPENDENCYPART_ARC
(23,9),-2.21684 # DEPENDENCYPART_ARC
(23,10),-2.11111 # DEPENDENCYPART_ARC
(23,11),-1.54558 # DEPENDENCYPART_ARC
(23,12),-2.2081 # DEPENDENCYPART_ARC
(23,13),-1.58131 # DEPENDENCYPART_ARC
(23,14),-1.51996 # DEPENDENCYPART_ARC
(23,15),-1.51591 # DEPENDENCYPART_ARC
(23,16),-0.167742 # DEPENDENCYPART_ARC
(23,17),0.292062 # DEPENDENCYPART_ARC
(23,18),-1.41012 # DEPENDENCYPART_ARC
(23,19),-1.31579 # DEPENDENCYPART_ARC
(23,20),-1.13687 # DEPENDENCYPART_ARC
(23,21),-0.485355 # DEPENDENCYPART_ARC
(23,22),0.650847 # DEPENDENCYPART_ARC
(23,24),0.342454 # DEPENDENCYPART_ARC
(23,25),2.734 # DEPENDENCYPART_ARC
(23,26),0.913091 # DEPENDENCYPART_ARC
(23,27),-0.872191 # DEPENDENCYPART_ARC
(23,28),0.190917 # DEPENDENCYPART_ARC
(23,29),-0.189446 # DEPENDENCYPART_ARC
(23,30),0.914261 # DEPENDENCYPART_ARC
(23,31),-0.212175 # DEPENDENCYPART_ARC
(23,32),-0.542267 # DEPENDENCYPART_ARC
(23,33),-2.65588 # DEPENDENCYPART_ARC
(23,34),-1.91525 # DEPENDENCYPART_ARC
(23,35),0.392962 # DEPENDENCYPART_ARC
(24,1),-4.97567 # DEPENDENCYPART_ARC
(24,2),-4.777 # DEPENDENCYPART_ARC
(24,3),-4.11436 # DEPENDENCYPART_ARC
(24,4),-3.99556 # DEPENDENCYPART_ARC
(24,5),-3.84852 # DEPENDENCYPART_ARC
(24,6),-3.58537 # DEPENDENCYPART_ARC
(24,7),-3.91071 # DEPENDENCYPART_ARC
(24,8),-3.54738 # DEPENDENCYPART_ARC
(24,9),-3.40426 # DEPENDENCYPART_ARC
(24,10),-3.20201 # DEPENDENCYPART_ARC
(24,11),-2.72564 # DEPENDENCYPART_ARC
(24,12),-3.41784 # DEPENDENCYPART_ARC
(24,13),-2.93308 # DEPENDENCYPART_ARC
(24,14),-3.34549 # DEPENDENCYPART_ARC
(24,15),-2.98164 # DEPENDENCYPART_ARC
(24,16),-2.05416 # DEPENDENCYPART_ARC
(24,17),-1.77705 # DEPENDENCYPART_ARC
(24,18),-2.26547 # DEPENDENCYPART_ARC
(24,19),-2.59321 # DEPENDENCYPART_ARC
(24,20),-2.28853 # DEPENDENCYPART_ARC
(24,21),-1.50235 # DEPENDENCYPART_ARC
(24,22),-1.41086 # DEPENDENCYPART_ARC
(24,23),-0.79396 # DEPENDENCYPART_ARC
(24,25),-0.764345 # DEPENDENCYPART_ARC
(24,26),-1.35449 # DEPENDENCYPART_ARC
(24,27),-2.57965 # DEPENDENCYPART_ARC
(24,28),-1.96302 # DEPENDENCYPART_ARC
(24,29),-2.22097 # DEPENDENCYPART_ARC
(24,30),-1.43975 # DEPENDENCYPART_ARC
(24,31),-3.04884 # DEPENDENCYPART_ARC
(24,32),-3.11481 # DEPENDENCYPART_ARC
(24,33),-2.39405 # DEPENDENCYPART_ARC
(24,34),-2.83281 # DEPENDENCYPART_ARC
(24,35),-1.53135 # DEPENDENCYPART_ARC
(25,1),-6.47554 # DEPENDENCYPART_ARC
(25,2),-7.77668 # DEPENDENCYPART_ARC
(25,3),-3.04028 # DEPENDENCYPART_ARC
(25,4),-3.44756 # DEPENDENCYPART_ARC
(25,5),-3.34031 # DEPENDENCYPART_ARC
(25,6),-2.22012 # DEPENDENCYPART_ARC
(25,7),-3.99483 # DEPENDENCYPART_ARC
(25,8),-3.24965 # DEPENDENCYPART_ARC
(25,9),-2.81825 # DEPENDENCYPART_ARC
(25,10),-2.23196 # DEPENDENCYPART_ARC
(25,11),-1.19086 # DEPENDENCYPART_ARC
(25,12),-3.3628 # DEPENDENCYPART_ARC
(25,13),-2.54423 # DEPENDENCYPART_ARC
(25,14),-2.03373 # DEPENDENCYPART_ARC
(25,15),-2.17279 # DEPENDENCYPART_ARC
(25,16),-0.875082 # DEPENDENCYPART_ARC
(25,17),-0.881403 # DEPENDENCYPART_ARC
(25,18),-1.46991 # DEPENDENCYPART_ARC
(25,19),-1.58048 # DEPENDENCYPART_ARC
(25,20),-0.906816 # DEPENDENCYPART_ARC
(25,21),-0.441411 # DEPENDENCYPART_ARC
(25,22),-0.107305 # DEPENDENCYPART_ARC
(25,23),0.430526 # DEPENDENCYPART_ARC
(25,24),4.58247 # DEPENDENCYPART_ARC
(25,26),3.29484 # DEPENDENCYPART_ARC
(25,27),0.558626 # DEPENDENCYPART_ARC
(25,28),0.988475 # DEPENDENCYPART_ARC
(25,29),0.976591 # DEPENDENCYPART_ARC
(25,30),1.25695 # DEPENDENCYPART_ARC
(25,31),0.734284 # DEPENDENCYPART_ARC
(25,32),0.281882 # DEPENDENCYPART_ARC
(25,33),0.792914 # DEPENDENCYPART_ARC
(25,34),0.16163 # DEPENDENCYPART_ARC
(25,35),1.42487 # DEPENDENCYPART_ARC
(26,1),-4.73591 # DEPENDENCYPART_ARC
(26,2),-5.0662 # DEPENDENCYPART_ARC
(26,3),-3.47958 # DEPENDENCYPART_ARC
(26,4),-2.92757 # DEPENDENCYPART_ARC
(26,5),-2.86528 # DEPENDENCYPART_ARC
(26,6),-3.06251 # DEPENDENCYPART_ARC
(26,7),-2.7783 # DEPENDENCYPART_ARC
(26,8),-3.28676 # DEPENDENCYPART_ARC
(26,9),-2.78549 # DEPENDENCYPART_ARC
(26,10),-2.62448 # DEPENDENCYPART_ARC
(26,11),-2.11653 # DEPENDENCYPART_ARC
(26,12),-2.81695 # DEPENDENCYPART_ARC
(26,13),-2.34776 # DEPENDENCYPART_ARC
(26,14),-2.49915 # DEPENDENCYPART_ARC
(26,15),-2.23468 # DEPENDENCYPART_ARC
(26,16),-1.04002 # DEPENDENCYPART_ARC
(26,17),-0.260087 # DEPENDENCYPART_ARC
(26,18),-2.07471 # DEPENDENCYPART_ARC
(26,19),-1.84942 # DEPENDENCYPART_ARC
(26,20),-1.97085 # DEPENDENCYPART_ARC
(26,21),-1.33356 # DEPENDENCYPART_ARC
(26,22),-1.00745 # DEPENDENCYPART_ARC
(26,23),-0.681324 # DEPENDENCYPART_ARC
(26,24),-0.620002 # DEPENDENCYPART_ARC
(26,25),-0.447908 # DEPENDENCYPART_ARC
(26,27),1.31305 # DEPENDENCYPART_ARC
(26,28),1.76916 # DEPENDENCYPART_ARC
(26,29),3.93422 # DEPENDENCYPART_ARC
(26,30),0.733029 # DEPENDENCYPART_ARC
(26,31),0.0634867 # DEPENDENCYPART_ARC
(26,32),-0.106283 # DEPENDENCYPART_ARC
(26,33),-0.551127 # DEPENDENCYPART_ARC
(26,34),0.965919 # DEPENDENCYPART_ARC
(26,35),-0.303683 # DEPENDENCYPART_ARC
(27,1),-4.64913 # DEPENDENCYPART_ARC
(27,2),-4.50922 # DEPENDENCYPART_ARC
(27,3),-3.87772 # DEPENDENCYPART_ARC
(27,4),-3.77374 # DEPENDENCYPART_ARC
(27,5),-3.54152 # DEPENDENCYPART_ARC
(27,6),-3.26037 # DEPENDENCYPART_ARC
(27,7),-3.64287 # DEPENDENCYPART_ARC
(27,8),-3.26918 # DEPENDENCYPART_ARC
(27,9),-3.0755 # DEPENDENCYPART_ARC
(27,10),-2.81803 # DEPENDENCYPART_ARC
(27,11),-2.47757 # DEPENDENCYPART_ARC
(27,12),-3.09966 # DEPENDENCYPART_ARC
(27,13),-2.69237 # DEPENDENCYPART_ARC
(27,14),-2.93142 # DEPENDENCYPART_ARC
(27,15),-2.76159 # DEPENDENCYPART_ARC
(27,16),-1.63947 # DEPENDENCYPART_ARC
(27,17),-1.50901 # DEPENDENCYPART_ARC
(27,18),-2.07036 # DEPENDENCYPART_ARC
(27,19),-2.28302 # DEPENDENCYPART_ARC
(27,20),-2.23262 # DEPENDENCYPART_ARC
(27,21),-1.54296 # DEPENDENCYPART_ARC
(27,22),-1.54502 # DEPENDENCYPART_ARC
(27,23),-1.36007 # DEPENDENCYPART_ARC
(27,24),-0.313974 # DEPENDENCYPART_ARC
(27,25),-1.11474 # DEPENDENCYPART_ARC
(27,26),-0.107388 # DEPENDENCYPART_ARC
(27,28),1.3182 # DEPENDENCYPART_ARC
(27,29),0.532245 # DEPENDENCYPART_ARC
(27,30),0.586735 # DEPENDENCYPART_ARC
(27,31),-0.232342 # DEPENDENCYPART_ARC
(27,32),-0.637868 # DEPENDENCYPART_ARC
(27,33),-0.152996 # DEPENDENCYPART_ARC
(27,34),-0.467993 # DEPENDENCYPART_ARC
(27,35),0.626853 # DEPENDENCYPART_ARC
(28,1),-3.93639 # DEPENDENCYPART_ARC
(28,2),-4.05909 # DEPENDENCYPART_ARC
(28,3),-3.62744 # DEPENDENCYPART_ARC
(28,4),-3.63718 # DEPENDENCYPART_ARC
(28,5),-3.52177 # DEPENDENCYPART_ARC
(28,6),-2.18099 # DEPENDENCYPART_ARC
(28,7),-3.23809 # DEPENDENCYPART_ARC
(28,8),-3.12497 # DEPENDENCYPART_ARC
(28,9),-1.66506 # DEPENDENCYPART_ARC
(28,10),-2.65667 # DEPENDENCYPART_ARC
(28,11),-1.75672 # DEPENDENCYPART_ARC
(28,12),-2.69354 # DEPENDENCYPART_ARC
(28,13),-2.32351 # DEPENDENCYPART_ARC
(28,14),-2.97511 # DEPENDENCYPART_ARC
(28,15),-2.22617 # DEPENDENCYPART_ARC
(28,16),-1.61963 # DEPENDENCYPART_ARC
(28,17),-0.937771 # DEPENDENCYPART_ARC
(28,18),-2.18485 # DEPENDENCYPART_ARC
(28,19),-2.06069 # DEPENDENCYPART_ARC
(28,20),-2.07814 # DEPENDENCYPART_ARC
(28,21),-1.47295 # DEPENDENCYPART_ARC
(28,22),-1.19799 # DEPENDENCYPART_ARC
(28,23),-0.567658 # DEPENDENCYPART_ARC
(28,24),0.353457 # DEPENDENCYPART_ARC
(28,25),-0.444632 # DEPENDENCYPART_ARC
(28,26),0.376543 # DEPENDENCYPART_ARC
(28,27),1.69741 # DEPENDENCYPART_ARC
(28,29),0.722508 # DEPENDENCYPART_ARC
(28,30),-0.183135 # DEPENDENCYPART_ARC
(28,31),-0.427768 # DEPENDENCYPART_ARC
(28,32),-0.352045 # DEPENDENCYPART_ARC
(28,33),-0.708182 # DEPENDENCYPART_ARC
(28,34),-0.907783 # DEPENDENCYPART_ARC
(28,35),-0.374824 # DEPENDENCYPART_ARC
(29,1),-6.43591 # DEPENDENCYPART_ARC
(29,2),-7.90738 # DEPENDENCYPART_ARC
(29,3),-2.46275 # DEPENDENCYPART_ARC
(29,4),-3.17657 # DEPENDENCYPART_ARC
(29,5),-3.30193 # DEPENDENCYPART_ARC
(29,6),-2.27211 # DEPENDENCYPART_ARC
(29,7),-4.14763 # DEPENDENCYPART_ARC
(29,8),-3.00184 # DEPENDENCYPART_ARC
(29,9),-2.31265 # DEPENDENCYPART_ARC
(29,10),-1.84907 # DEPENDENCYPART_ARC
(29,11),-1.36735 # DEPENDENCYPART_ARC
(29,12),-3.3986 # DEPENDENCYPART_ARC
(29,13),-2.19952 # DEPENDENCYPART_ARC
(29,14),-1.18096 # DEPENDENCYPART_ARC
(29,15),-2.52812 # DEPENDENCYPART_ARC
(29,16),-0.0715361 # DEPENDENCYPART_ARC
(29,17),-0.887111 # DEPENDENCYPART_ARC
(29,18),-1.3373 # DEPENDENCYPART_ARC
(29,19),-1.14497 # DEPENDENCYPART_ARC
(29,20),-0.609668 # DEPENDENCYPART_ARC
(29,21),-0.56899 # DEPENDENCYPART_ARC
(29,22),-0.507689 # DEPENDENCYPART_ARC
(29,23),-0.0358177 # DEPENDENCYPART_ARC
(29,24),1.08735 # DEPENDENCYPART_ARC
(29,25),0.235659 # DEPENDENCYPART_ARC
(29,26),0.723645 # DEPENDENCYPART_ARC
(29,27),4.18576 # DEPENDENCYPART_ARC
(29,28),4.07446 # DEPENDENCYPART_ARC
(29,30),1.45101 # DEPENDENCYPART_ARC
(29,31),0.836677 # DEPENDENCYPART_ARC
(29,32),0.688488 # DEPENDENCYPART_ARC
(29,33),0.868279 # DEPENDENCYPART_ARC
