# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=10,5,5,5,1,5,9,9,11,0,13,11,10,13,14,10,19,19,10,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,10,
(13,9),1.71297 # DEPENDENCYPART_ARC
(13,10),0.0652794 # DEPENDENCYPART_ARC
(13,11),3.84241 # DEPENDENCYPART_ARC
(13,12),0.943698 # DEPENDENCYPART_ARC
(13,14),2.66857 # DEPENDENCYPART_ARC
(13,15),1.57294 # DEPENDENCYPART_ARC
(13,16),1.73 # DEPENDENCYPART_ARC
(13,17),1.00316 # DEPENDENCYPART_ARC
(13,18),0.194194 # DEPENDENCYPART_ARC
(13,19),0.50637 # DEPENDENCYPART_ARC
(13,20),0.390711 # DEPENDENCYPART_ARC
(13,21),0.205416 # DEPENDENCYPART_ARC
(13,22),0.0171484 # DEPENDENCYPART_ARC
(13,23),-0.0362927 # DEPENDENCYPART_ARC
(13,24),-0.280207 # DEPENDENCYPART_ARC
(13,25),-0.795149 # DEPENDENCYPART_ARC
(13,26),-0.212662 # DEPENDENCYPART_ARC
(13,27),-0.914074 # DEPENDENCYPART_ARC
(13,28),-1.77989 # DEPENDENCYPART_ARC
(13,29),-1.47647 # DEPENDENCYPART_ARC
(13,30),-1.49624 # DEPENDENCYPART_ARC
(13,31),0.332147 # DEPENDENCYPART_ARC
(13,32),-1.5662 # DEPENDENCYPART_ARC
(13,33),-0.954995 # DEPENDENCYPART_ARC
(13,34),-4.04007 # DEPENDENCYPART_ARC
(13,35),-2.3043 # DEPENDENCYPART_ARC
(13,36),-2.61422 # DEPENDENCYPART_ARC
(13,37),-1.11233 # DEPENDENCYPART_ARC
(13,38),-1.76435 # DEPENDENCYPART_ARC
(13,39),0.537937 # DEPENDENCYPART_ARC
(14,1),-2.01871 # DEPENDENCYPART_ARC
(14,2),-1.30707 # DEPENDENCYPART_ARC
(14,3),-1.13986 # DEPENDENCYPART_ARC
(14,4),-1.44734 # DEPENDENCYPART_ARC
(14,5),-1.362 # DEPENDENCYPART_ARC
(14,6),-1.04508 # DEPENDENCYPART_ARC
(14,7),-0.585763 # DEPENDENCYPART_ARC
(14,8),-0.236775 # DEPENDENCYPART_ARC
(14,9),-0.429161 # DEPENDENCYPART_ARC
(14,10),-0.713348 # DEPENDENCYPART_ARC
(14,11),0.115605 # DEPENDENCYPART_ARC
(14,12),0.203897 # DEPENDENCYPART_ARC
(14,13),0.417966 # DEPENDENCYPART_ARC
(14,15),3.81052 # DEPENDENCYPART_ARC
(14,16),0.584168 # DEPENDENCYPART_ARC
(14,17),0.355782 # DEPENDENCYPART_ARC
(14,18),-0.00370619 # DEPENDENCYPART_ARC
(14,19),-0.182219 # DEPENDENCYPART_ARC
(14,20),-0.567446 # DEPENDENCYPART_ARC
(14,21),-0.951335 # DEPENDENCYPART_ARC
(14,22),-2.06643 # DEPENDENCYPART_ARC
(14,23),-1.00004 # DEPENDENCYPART_ARC
(14,24),-1.00751 # DEPENDENCYPART_ARC
(14,25),-1.09004 # DEPENDENCYPART_ARC
(14,26),-1.06343 # DEPENDENCYPART_ARC
(14,27),-1.58404 # DEPENDENCYPART_ARC
(14,28),-0.730917 # DEPENDENCYPART_ARC
(14,29),-2.47277 # DEPENDENCYPART_ARC
(14,30),-1.85523 # DEPENDENCYPART_ARC
(14,31),-0.251122 # DEPENDENCYPART_ARC
(14,32),-2.33448 # DEPENDENCYPART_ARC
(14,33),-3.00783 # DEPENDENCYPART_ARC
(14,34),-2.33733 # DEPENDENCYPART_ARC
(14,35),-3.08153 # DEPENDENCYPART_ARC
(14,36),-2.69384 # DEPENDENCYPART_ARC
(14,37),-5.78486 # DEPENDENCYPART_ARC
(14,38),-5.31091 # DEPENDENCYPART_ARC
(14,39),-1.20997 # DEPENDENCYPART_ARC
(15,1),-2.14079 # DEPENDENCYPART_ARC
(15,2),0.154704 # DEPENDENCYPART_ARC
(15,3),0.733014 # DEPENDENCYPART_ARC
(15,4),0.818271 # DEPENDENCYPART_ARC
(15,5),-1.09851 # DEPENDENCYPART_ARC
(15,6),0.236727 # DEPENDENCYPART_ARC
(15,7),1.3362 # DEPENDENCYPART_ARC
(15,8),1.15812 # DEPENDENCYPART_ARC
(15,9),0.589785 # DEPENDENCYPART_ARC
(15,10),-0.427838 # DEPENDENCYPART_ARC
(15,11),2.89293 # DEPENDENCYPART_ARC
(15,12),-0.0786728 # DEPENDENCYPART_ARC
(15,13),1.58784 # DEPENDENCYPART_ARC
(15,14),1.89908 # DEPENDENCYPART_ARC
(15,16),0.915247 # DEPENDENCYPART_ARC
(15,17),1.04902 # DEPENDENCYPART_ARC
(15,18),0.159405 # DEPENDENCYPART_ARC
(15,19),0.0586493 # DEPENDENCYPART_ARC
(15,20),0.568364 # DEPENDENCYPART_ARC
(15,21),0.275677 # DEPENDENCYPART_ARC
(15,22),-0.412268 # DEPENDENCYPART_ARC
(15,23),-1.00463 # DEPENDENCYPART_ARC
(15,24),-0.82162 # DEPENDENCYPART_ARC
(15,25),-1.08378 # DEPENDENCYPART_ARC
(15,26),-0.632955 # DEPENDENCYPART_ARC
(15,27),-1.48564 # DEPENDENCYPART_ARC
(15,28),-1.6252 # DEPENDENCYPART_ARC
(15,29),-1.82479 # DEPENDENCYPART_ARC
(15,30),-1.42723 # DEPENDENCYPART_ARC
(15,31),-1.29092 # DEPENDENCYPART_ARC
(15,32),-1.84207 # DEPENDENCYPART_ARC
(15,33),-0.825768 # DEPENDENCYPART_ARC
(15,34),-3.14614 # DEPENDENCYPART_ARC
(15,35),-2.43041 # DEPENDENCYPART_ARC
(15,36),-2.5282 # DEPENDENCYPART_ARC
(15,37),-0.89147 # DEPENDENCYPART_ARC
(15,38),-1.41588 # DEPENDENCYPART_ARC
(15,39),-0.134352 # DEPENDENCYPART_ARC
(16,1),-2.18812 # DEPENDENCYPART_ARC
(16,2),-1.90979 # DEPENDENCYPART_ARC
(16,3),-2.61269 # DEPENDENCYPART_ARC
(16,4),-2.25985 # DEPENDENCYPART_ARC
(16,5),-2.33255 # DEPENDENCYPART_ARC
(16,6),-1.68793 # DEPENDENCYPART_ARC
(16,7),-2.19214 # DEPENDENCYPART_ARC
(16,8),-2.07455 # DEPENDENCYPART_ARC
(16,9),-1.92985 # DEPENDENCYPART_ARC
(16,10),-1.84939 # DEPENDENCYPART_ARC
(16,11),-1.85741 # DEPENDENCYPART_ARC
(16,12),-1.34894 # DEPENDENCYPART_ARC
(16,13),-1.06609 # DEPENDENCYPART_ARC
(16,14),-0.934955 # DEPENDENCYPART_ARC
(16,15),-0.819932 # DEPENDENCYPART_ARC
(16,17),0.737533 # DEPENDENCYPART_ARC
(16,18),-0.548252 # DEPENDENCYPART_ARC
(16,19),-0.548 # DEPENDENCYPART_ARC
(16,20),-0.99295 # DEPENDENCYPART_ARC
(16,21),-0.989334 # DEPENDENCYPART_ARC
(16,22),-1.39336 # DEPENDENCYPART_ARC
(16,23),-1.52321 # DEPENDENCYPART_ARC
(16,24),-1.1954 # DEPENDENCYPART_ARC
(16,25),-1.62765 # DEPENDENCYPART_ARC
(16,26),-1.51318 # DEPENDENCYPART_ARC
(16,27),-1.90431 # DEPENDENCYPART_ARC
(16,28),-1.88078 # DEPENDENCYPART_ARC
(16,29),-2.18032 # DEPENDENCYPART_ARC
(16,30),-2.42368 # DEPENDENCYPART_ARC
(16,31),0.278467 # DEPENDENCYPART_ARC
(16,32),-2.60908 # DEPENDENCYPART_ARC
(16,33),-2.85346 # DEPENDENCYPART_ARC
(16,34),-2.18852 # DEPENDENCYPART_ARC
(16,35),-2.8178 # DEPENDENCYPART_ARC
(16,36),-2.9958 # DEPENDENCYPART_ARC
(16,37),-3.36358 # DEPENDENCYPART_ARC
(16,38),-3.5391 # DEPENDENCYPART_ARC
(16,39),-2.28706 # DEPENDENCYPART_ARC
(17,1),-2.69859 # DEPENDENCYPART_ARC
(17,2),-2.20073 # DEPENDENCYPART_ARC
(17,3),-2.81971 # DEPENDENCYPART_ARC
(17,4),-2.47605 # DEPENDENCYPART_ARC
(17,5),-2.85856 # DEPENDENCYPART_ARC
(17,6),-0.271081 # DEPENDENCYPART_ARC
(17,7),-2.26529 # DEPENDENCYPART_ARC
(17,8),-2.15295 # DEPENDENCYPART_ARC
(17,9),-2.06258 # DEPENDENCYPART_ARC
(17,10),-1.87816 # DEPENDENCYPART_ARC
(17,11),-1.77815 # DEPENDENCYPART_ARC
(17,12),-1.61463 # DEPENDENCYPART_ARC
(17,13),-1.61469 # DEPENDENCYPART_ARC
(17,14),-1.04895 # DEPENDENCYPART_ARC
(17,15),-1.41549 # DEPENDENCYPART_ARC
(17,16),0.286928 # DEPENDENCYPART_ARC
(17,18),-0.111692 # DEPENDENCYPART_ARC
(17,19),-0.119072 # DEPENDENCYPART_ARC
(17,20),-0.879683 # DEPENDENCYPART_ARC
(17,21),-0.988481 # DEPENDENCYPART_ARC
(17,22),-1.3456 # DEPENDENCYPART_ARC
(17,23),-1.78793 # DEPENDENCYPART_ARC
(17,24),-1.23665 # DEPENDENCYPART_ARC
(17,25),-1.70822 # DEPENDENCYPART_ARC
(17,26),-1.64526 # DEPENDENCYPART_ARC
(17,27),-1.88178 # DEPENDENCYPART_ARC
(17,28),-1.76262 # DEPENDENCYPART_ARC
(17,29),-2.46203 # DEPENDENCYPART_ARC
(17,30),-2.67913 # DEPENDENCYPART_ARC
(17,31),-1.65582 # DEPENDENCYPART_ARC
(17,32),-2.86537 # DEPENDENCYPART_ARC
(17,33),-2.62221 # DEPENDENCYPART_ARC
(17,34),-2.48447 # DEPENDENCYPART_ARC
(17,35),-3.06535 # DEPENDENCYPART_ARC
(17,36),-3.31661 # DEPENDENCYPART_ARC
(17,37),-2.93175 # DEPENDENCYPART_ARC
(17,38),-2.96239 # DEPENDENCYPART_ARC
(17,39),-2.09648 # DEPENDENCYPART_ARC
(18,1),-2.66339 # DEPENDENCYPART_ARC
(18,2),-2.15233 # DEPENDENCYPART_ARC
(18,3),-3.14126 # DEPENDENCYPART_ARC
(18,4),-2.41775 # DEPENDENCYPART_ARC
(18,5),-2.77991 # DEPENDENCYPART_ARC
(18,6),-2.24632 # DEPENDENCYPART_ARC
(18,7),-2.67867 # DEPENDENCYPART_ARC
(18,8),-2.38616 # DEPENDENCYPART_ARC
(18,9),-2.23895 # DEPENDENCYPART_ARC
(18,10),-1.85025 # DEPENDENCYPART_ARC
(18,11),-1.89437 # DEPENDENCYPART_ARC
(18,12),-1.53737 # DEPENDENCYPART_ARC
(18,13),-1.6229 # DEPENDENCYPART_ARC
(18,14),-1.24761 # DEPENDENCYPART_ARC
(18,15),-1.0904 # DEPENDENCYPART_ARC
(18,16),0.180013 # DEPENDENCYPART_ARC
(18,17),-0.0664717 # DEPENDENCYPART_ARC
(18,19),0.623979 # DEPENDENCYPART_ARC
(18,20),-0.397879 # DEPENDENCYPART_ARC
(18,21),0.155871 # DEPENDENCYPART_ARC
(18,22),-0.501255 # DEPENDENCYPART_ARC
(18,23),-0.637567 # DEPENDENCYPART_ARC
(18,24),-0.550401 # DEPENDENCYPART_ARC
(18,25),-1.0606 # DEPENDENCYPART_ARC
(18,26),-1.08172 # DEPENDENCYPART_ARC
(18,27),-1.78437 # DEPENDENCYPART_ARC
(18,28),-1.21193 # DEPENDENCYPART_ARC
(18,29),-1.53283 # DEPENDENCYPART_ARC
(18,30),-2.30739 # DEPENDENCYPART_ARC
(18,31),-1.16242 # DEPENDENCYPART_ARC
(18,32),-2.48479 # DEPENDENCYPART_ARC
(18,33),-2.10997 # DEPENDENCYPART_ARC
(18,34),-1.44959 # DEPENDENCYPART_ARC
(18,35),-2.15922 # DEPENDENCYPART_ARC
(18,36),-2.90617 # DEPENDENCYPART_ARC
(18,37),-1.80068 # DEPENDENCYPART_ARC
(18,38),-1.82468 # DEPENDENCYPART_ARC
(18,39),-1.63179 # DEPENDENCYPART_ARC
(19,1),0.00168396 # DEPENDENCYPART_ARC
(19,2),-0.748916 # DEPENDENCYPART_ARC
(19,3),-0.79543 # DEPENDENCYPART_ARC
(19,4),-0.0514568 # DEPENDENCYPART_ARC
(19,5),-0.199256 # DEPENDENCYPART_ARC
(19,6),1.03895 # DEPENDENCYPART_ARC
(19,7),-0.369548 # DEPENDENCYPART_ARC
(19,8),-0.612888 # DEPENDENCYPART_ARC
(19,9),-0.499651 # DEPENDENCYPART_ARC
(19,10),0.0123291 # DEPENDENCYPART_ARC
(19,11),0.0693291 # DEPENDENCYPART_ARC
(19,12),-0.155369 # DEPENDENCYPART_ARC
(19,13),0.306117 # DEPENDENCYPART_ARC
(19,14),0.49966 # DEPENDENCYPART_ARC
(19,15),0.774637 # DEPENDENCYPART_ARC
(19,16),2.61597 # DEPENDENCYPART_ARC
(19,17),2.44797 # DEPENDENCYPART_ARC
(19,18),3.96515 # DEPENDENCYPART_ARC
(19,20),3.20157 # DEPENDENCYPART_ARC
(19,21),0.938579 # DEPENDENCYPART_ARC
(19,22),0.25749 # DEPENDENCYPART_ARC
(19,23),0.250584 # DEPENDENCYPART_ARC
(19,24),0.540757 # DEPENDENCYPART_ARC
(19,25),-0.623881 # DEPENDENCYPART_ARC
(19,26),0.0733186 # DEPENDENCYPART_ARC
(19,27),-0.506984 # DEPENDENCYPART_ARC
(19,28),-0.421397 # DEPENDENCYPART_ARC
(19,29),-1.85531 # DEPENDENCYPART_ARC
(19,30),-1.08533 # DEPENDENCYPART_ARC
(19,31),0.389064 # DEPENDENCYPART_ARC
(19,32),-1.63987 # DEPENDENCYPART_ARC
(19,33),-1.61721 # DEPENDENCYPART_ARC
(19,34),-1.7544 # DEPENDENCYPART_ARC
(19,35),-2.79292 # DEPENDENCYPART_ARC
(19,36),-2.05575 # DEPENDENCYPART_ARC
(19,37),-2.67076 # DEPENDENCYPART_ARC
(19,38),-2.69793 # DEPENDENCYPART_ARC
(19,39),4.28407 # DEPENDENCYPART_ARC
(20,1),-1.43741 # DEPENDENCYPART_ARC
(20,2),-1.2014 # DEPENDENCYPART_ARC
(20,3),-1.2135 # DEPENDENCYPART_ARC
(20,4),-1.80461 # DEPENDENCYPART_ARC
(20,5),-0.838177 # DEPENDENCYPART_ARC
(20,6),-1.11784 # DEPENDENCYPART_ARC
(20,7),-0.954493 # DEPENDENCYPART_ARC
(20,8),-1.09861 # DEPENDENCYPART_ARC
(20,9),-1.10206 # DEPENDENCYPART_ARC
(20,10),-0.751349 # DEPENDENCYPART_ARC
(20,11),-0.54655 # DEPENDENCYPART_ARC
(20,12),-0.692736 # DEPENDENCYPART_ARC
(20,13),-0.433282 # DEPENDENCYPART_ARC
(20,14),-0.0877845 # DEPENDENCYPART_ARC
(20,15),-0.774502 # DEPENDENCYPART_ARC
(20,16),0.274349 # DEPENDENCYPART_ARC
(20,17),-0.139467 # DEPENDENCYPART_ARC
(20,18),0.918375 # DEPENDENCYPART_ARC
(20,19),0.739972 # DEPENDENCYPART_ARC
(20,21),3.18361 # DEPENDENCYPART_ARC
(20,22),1.09975 # DEPENDENCYPART_ARC
(20,23),1.07791 # DEPENDENCYPART_ARC
(20,24),1.22397 # DEPENDENCYPART_ARC
(20,25),0.741567 # DEPENDENCYPART_ARC
(20,26),1.04308 # DEPENDENCYPART_ARC
(20,27),0.357849 # DEPENDENCYPART_ARC
(20,28),0.945794 # DEPENDENCYPART_ARC
(20,29),-0.823586 # DEPENDENCYPART_ARC
(20,30),-0.497464 # DEPENDENCYPART_ARC
(20,31),0.8923 # DEPENDENCYPART_ARC
(20,32),-0.817928 # DEPENDENCYPART_ARC
(20,33),-0.443371 # DEPENDENCYPART_ARC
(20,34),-0.620252 # DEPENDENCYPART_ARC
(20,35),-1.44625 # DEPENDENCYPART_ARC
(20,36),-1.66976 # DEPENDENCYPART_ARC
(20,37),-1.76786 # DEPENDENCYPART_ARC
(20,38),-1.77974 # DEPENDENCYPART_ARC
(20,39),1.03935 # DEPENDENCYPART_ARC
(21,1),-3.10433 # DEPENDENCYPART_ARC
(21,2),-2.04336 # DEPENDENCYPART_ARC
(21,3),-2.60548 # DEPENDENCYPART_ARC
(21,4),-2.34825 # DEPENDENCYPART_ARC
(21,5),-2.98789 # DEPENDENCYPART_ARC
(21,6),-0.74937 # DEPENDENCYPART_ARC
(21,7),-2.24031 # DEPENDENCYPART_ARC
(21,8),-2.24283 # DEPENDENCYPART_ARC
(21,9),-2.12817 # DEPENDENCYPART_ARC
(21,10),-1.88278 # DEPENDENCYPART_ARC
(21,11),-1.67429 # DEPENDENCYPART_ARC
(21,12),-0.990933 # DEPENDENCYPART_ARC
(21,13),-1.972 # DEPENDENCYPART_ARC
(21,14),-1.02643 # DEPENDENCYPART_ARC
(21,15),-1.87334 # DEPENDENCYPART_ARC
(21,16),-0.319832 # DEPENDENCYPART_ARC
(21,17),-0.787419 # DEPENDENCYPART_ARC
(21,18),-0.466674 # DEPENDENCYPART_ARC
(21,19),-0.702904 # DEPENDENCYPART_ARC
(21,20),0.350723 # DEPENDENCYPART_ARC
(21,22),-0.374565 # DEPENDENCYPART_ARC
(21,23),-0.108791 # DEPENDENCYPART_ARC
(21,24),3.40841 # DEPENDENCYPART_ARC
(21,25),-1.08646 # DEPENDENCYPART_ARC
(21,26),-1.25638 # DEPENDENCYPART_ARC
(21,27),-1.50306 # DEPENDENCYPART_ARC
(21,28),-1.73543 # DEPENDENCYPART_ARC
(21,29),-3.48794 # DEPENDENCYPART_ARC
(21,30),-1.31006 # DEPENDENCYPART_ARC
(21,31),0.628417 # DEPENDENCYPART_ARC
(21,32),-2.16604 # DEPENDENCYPART_ARC
(21,33),-4.86295 # DEPENDENCYPART_ARC
(21,34),-0.897425 # DEPENDENCYPART_ARC
(21,35),-4.63976 # DEPENDENCYPART_ARC
(21,36),-2.29259 # DEPENDENCYPART_ARC
(21,37),-7.17133 # DEPENDENCYPART_ARC
(21,38),-5.98033 # DEPENDENCYPART_ARC
(21,39),0.0444287 # DEPENDENCYPART_ARC
(22,1),-4.13488 # DEPENDENCYPART_ARC
(22,2),-3.01307 # DEPENDENCYPART_ARC
(22,3),-4.5028 # DEPENDENCYPART_ARC
(22,4),-3.6371 # DEPENDENCYPART_ARC
(22,5),-3.66049 # DEPENDENCYPART_ARC
(22,6),-2.34414 # DEPENDENCYPART_ARC
(22,7),-3.17817 # DEPENDENCYPART_ARC
(22,8),-3.72549 # DEPENDENCYPART_ARC
(22,9),-4.24373 # DEPENDENCYPART_ARC
(22,10),-3.86468 # DEPENDENCYPART_ARC
(22,11),-3.25068 # DEPENDENCYPART_ARC
(22,12),-3.05223 # DEPENDENCYPART_ARC
(22,13),-3.71765 # DEPENDENCYPART_ARC
(22,14),-3.25893 # DEPENDENCYPART_ARC
(22,15),-3.66378 # DEPENDENCYPART_ARC
(22,16),-3.10152 # DEPENDENCYPART_ARC
(22,17),-2.03465 # DEPENDENCYPART_ARC
(22,18),-1.37209 # DEPENDENCYPART_ARC
(22,19),-1.79403 # DEPENDENCYPART_ARC
(22,20),-0.85906 # DEPENDENCYPART_ARC
(22,21),-0.497068 # DEPENDENCYPART_ARC
(22,23),2.23599 # DEPENDENCYPART_ARC
(22,24),-0.478523 # DEPENDENCYPART_ARC
(22,25),-1.00237 # DEPENDENCYPART_ARC
(22,26),-0.965682 # DEPENDENCYPART_ARC
(22,27),-1.46177 # DEPENDENCYPART_ARC
(22,28),-1.23521 # DEPENDENCYPART_ARC
(22,29),-1.0456 # DEPENDENCYPART_ARC
(22,30),-1.29288 # DEPENDENCYPART_ARC
(22,31),-1.36988 # DEPENDENCYPART_ARC
(22,32),-1.81958 # DEPENDENCYPART_ARC
(22,33),-1.92854 # DEPENDENCYPART_ARC
(22,34),-2.30934 # DEPENDENCYPART_ARC
(22,35),-2.03303 # DEPENDENCYPART_ARC
(22,36),-2.2488 # DEPENDENCYPART_ARC
(22,37),-2.61949 # DEPENDENCYPART_ARC
(22,38),-2.38156 # DEPENDENCYPART_ARC
(22,39),-1.60603 # DEPENDENCYPART_ARC
(23,1),-3.138 # DEPENDENCYPART_ARC
(23,2),-1.72287 # DEPENDENCYPART_ARC
(23,3),-3.27345 # DEPENDENCYPART_ARC
(23,4),-2.83774 # DEPENDENCYPART_ARC
(23,5),-2.9494 # DEPENDENCYPART_ARC
(23,6),-1.95476 # DEPENDENCYPART_ARC
(23,7),-1.53833 # DEPENDENCYPART_ARC
(23,8),-2.02211 # DEPENDENCYPART_ARC
(23,9),-2.98695 # DEPENDENCYPART_ARC
(23,10),-3.05092 # DEPENDENCYPART_ARC
(23,11),-1.49064 # DEPENDENCYPART_ARC
(23,12),-2.26544 # DEPENDENCYPART_ARC
(23,13),-2.96282 # DEPENDENCYPART_ARC
(23,14),-2.48303 # DEPENDENCYPART_ARC
(23,15),-2.96877 # DEPENDENCYPART_ARC
(23,16),-2.05596 # DEPENDENCYPART_ARC
(23,17),-1.81162 # DEPENDENCYPART_ARC
(23,18),-0.574045 # DEPENDENCYPART_ARC
(23,19),-1.25538 # DEPENDENCYPART_ARC
(23,20),-0.387948 # DEPENDENCYPART_ARC
(23,21),-0.491251 # DEPENDENCYPART_ARC
(23,22),5.0134 # DEPENDENCYPART_ARC
(23,24),0.359106 # DEPENDENCYPART_ARC
(23,25),-1.04844 # DEPENDENCYPART_ARC
(23,26),-0.86306 # DEPENDENCYPART_ARC
(23,27),-1.62061 # DEPENDENCYPART_ARC
(23,28),-1.65654 # DEPENDENCYPART_ARC
(23,29),-1.456 # DEPENDENCYPART_ARC
(23,30),-1.50281 # DEPENDENCYPART_ARC
(23,31),-1.36856 # DEPENDENCYPART_ARC
(23,32),-1.97078 # DEPENDENCYPART_ARC
(23,33),-1.95728 # DEPENDENCYPART_ARC
(23,34),-2.55984 # DEPENDENCYPART_ARC
(23,35),-2.48652 # DEPENDENCYPART_ARC
(23,36),-2.65558 # DEPENDENCYPART_ARC
(23,37),-2.86079 # DEPENDENCYPART_ARC
(23,38),-2.65521 # DEPENDENCYPART_ARC
(23,39),-1.34125 # DEPENDENCYPART_ARC
(24,1),0.450665 # DEPENDENCYPART_ARC
(24,2),-1.66849 # DEPENDENCYPART_ARC
(24,3),-0.893943 # DEPENDENCYPART_ARC
(24,4),-2.28312 # DEPENDENCYPART_ARC
(24,5),0.958204 # DEPENDENCYPART_ARC
(24,6),1.63561 # DEPENDENCYPART_ARC
(24,7),0.414029 # DEPENDENCYPART_ARC
(24,8),0.100256 # DEPENDENCYPART_ARC
(24,9),0.320543 # DEPENDENCYPART_ARC
(24,10),-0.461356 # DEPENDENCYPART_ARC
(24,11),0.707441 # DEPENDENCYPART_ARC
(24,12),-0.771168 # DEPENDENCYPART_ARC
(24,13),1.164 # DEPENDENCYPART_ARC
(24,14),-0.243308 # DEPENDENCYPART_ARC
(24,15),0.506511 # DEPENDENCYPART_ARC
(24,16),1.42759 # DEPENDENCYPART_ARC
(24,17),1.4165 # DEPENDENCYPART_ARC
(24,18),-0.271843 # DEPENDENCYPART_ARC
(24,19),-0.0113616 # DEPENDENCYPART_ARC
(24,20),0.469627 # DEPENDENCYPART_ARC
(24,21),1.16662 # DEPENDENCYPART_ARC
(24,22),1.48855 # DEPENDENCYPART_ARC
(24,23),2.71123 # DEPENDENCYPART_ARC
(24,25),2.45332 # DEPENDENCYPART_ARC
(24,26),2.50341 # DEPENDENCYPART_ARC
(24,27),1.04405 # DEPENDENCYPART_ARC
(24,28),0.197518 # DEPENDENCYPART_ARC
(24,29),-1.46208 # DEPENDENCYPART_ARC
(24,30),-0.341281 # DEPENDENCYPART_ARC
(24,31),-0.0562507 # DEPENDENCYPART_ARC
(24,32),-1.42182 # DEPENDENCYPART_ARC
(24,33),-1.40812 # DEPENDENCYPART_ARC
(24,34),-1.09595 # DEPENDENCYPART_ARC
(24,35),-2.45673 # DEPENDENCYPART_ARC
(24,36),-3.13248 # DEPENDENCYPART_ARC
(24,37),-1.58306 # DEPENDENCYPART_ARC
(24,38),-1.41485 # DEPENDENCYPART_ARC
(24,39),3.2905 # DEPENDENCYPART_ARC
(25,1),-3.56423 # DEPENDENCYPART_ARC
(25,2),-2.92605 # DEPENDENCYPART_ARC
(25,3),-3.44708 # DEPENDENCYPART_ARC
(25,4),-2.98889 # DEPENDENCYPART_ARC
(25,5),-2.96711 # DEPENDENCYPART_ARC
(25,6),-2.67046 # DEPENDENCYPART_ARC
(25,7),-2.9032 # DEPENDENCYPART_ARC
(25,8),-2.88726 # DEPENDENCYPART_ARC
(25,9),-2.78849 # DEPENDENCYPART_ARC
(25,10),-2.51484 # DEPENDENCYPART_ARC
(25,11),-2.55451 # DEPENDENCYPART_ARC
(25,12),-2.16767 # DEPENDENCYPART_ARC
(25,13),-2.45733 # DEPENDENCYPART_ARC
(25,14),-1.86981 # DEPENDENCYPART_ARC
(25,15),-2.00209 # DEPENDENCYPART_ARC
(25,16),-1.609 # DEPENDENCYPART_ARC
(25,17),-2.08172 # DEPENDENCYPART_ARC
(25,18),-1.81529 # DEPENDENCYPART_ARC
(25,19),-1.55482 # DEPENDENCYPART_ARC
(25,20),-1.31055 # DEPENDENCYPART_ARC
(25,21),-0.879145 # DEPENDENCYPART_ARC
(25,22),-0.928224 # DEPENDENCYPART_ARC
(25,23),-0.698292 # DEPENDENCYPART_ARC
(25,24),-0.171431 # DEPENDENCYPART_ARC
(25,26),1.06443 # DEPENDENCYPART_ARC
(25,27),0.918138 # DEPENDENCYPART_ARC
(25,28),0.944645 # DEPENDENCYPART_ARC
(25,29),-0.520355 # DEPENDENCYPART_ARC
(25,30),-0.0555396 # DEPENDENCYPART_ARC
(25,31),-0.063962 # DEPENDENCYPART_ARC
(25,32),-0.64443 # DEPENDENCYPART_ARC
(25,33),-1.53308 # DEPENDENCYPART_ARC
(25,34),-0.0547396 # DEPENDENCYPART_ARC
(25,35),-1.3486 # DEPENDENCYPART_ARC
(25,36),-1.04833 # DEPENDENCYPART_ARC
(25,37),-2.1281 # DEPENDENCYPART_ARC
(25,38),-2.21035 # DEPENDENCYPART_ARC
(25,39),-0.654298 # DEPENDENCYPART_ARC
(26,1),-2.26278 # DEPENDENCYPART_ARC
(26,2),-1.4683 # DEPENDENCYPART_ARC
(26,3),-1.10851 # DEPENDENCYPART_ARC
(26,4),-1.7819 # DEPENDENCYPART_ARC
(26,5),-1.67836 # DEPENDENCYPART_ARC
(26,6),-1.68211 # DEPENDENCYPART_ARC
(26,7),-0.690124 # DEPENDENCYPART_ARC
(26,8),-0.779665 # DEPENDENCYPART_ARC
(26,9),-0.838076 # DEPENDENCYPART_ARC
(26,10),-0.850584 # DEPENDENCYPART_ARC
(26,11),-0.337679 # DEPENDENCYPART_ARC
(26,12),-0.773407 # DEPENDENCYPART_ARC
(26,13),-1.14465 # DEPENDENCYPART_ARC
(26,14),-0.743741 # DEPENDENCYPART_ARC
(26,15),-1.18636 # DEPENDENCYPART_ARC
(26,16),-0.686536 # DEPENDENCYPART_ARC
(26,17),-0.99831 # DEPENDENCYPART_ARC
(26,18),-0.120597 # DEPENDENCYPART_ARC
(26,19),-0.129636 # DEPENDENCYPART_ARC
(26,20),0.0607106 # DEPENDENCYPART_ARC
(26,21),1.75457 # DEPENDENCYPART_ARC
(26,22),0.965839 # DEPENDENCYPART_ARC
(26,23),0.80057 # DEPENDENCYPART_ARC
(26,24),0.187482 # DEPENDENCYPART_ARC
(26,25),1.84914 # DEPENDENCYPART_ARC
(26,27),3.45474 # DEPENDENCYPART_ARC
