# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,8,8,10,15,15,15,11,8,5,17,21,21,17,21,24,22,4,
(21,6),-2.24591 # DEPENDENCYPART_ARC
(21,7),-1.65738 # DEPENDENCYPART_ARC
(21,8),-4.56154 # DEPENDENCYPART_ARC
(21,9),-1.20526 # DEPENDENCYPART_ARC
(21,10),-1.38763 # DEPENDENCYPART_ARC
(21,11),-0.716733 # DEPENDENCYPART_ARC
(21,12),0.0017414 # DEPENDENCYPART_ARC
(21,13),-0.799635 # DEPENDENCYPART_ARC
(21,14),-0.889176 # DEPENDENCYPART_ARC
(21,15),-2.49517 # DEPENDENCYPART_ARC
(21,16),-0.0128168 # DEPENDENCYPART_ARC
(21,17),0.834547 # DEPENDENCYPART_ARC
(21,18),1.46314 # DEPENDENCYPART_ARC
(21,19),4.83247 # DEPENDENCYPART_ARC
(21,20),5.45447 # DEPENDENCYPART_ARC
(21,22),4.30515 # DEPENDENCYPART_ARC
(21,23),1.31273 # DEPENDENCYPART_ARC
(21,24),1.42132 # DEPENDENCYPART_ARC
(21,25),1.01151 # DEPENDENCYPART_ARC
(22,1),-3.65165 # DEPENDENCYPART_ARC
(22,2),-3.69904 # DEPENDENCYPART_ARC
(22,3),-3.76502 # DEPENDENCYPART_ARC
(22,4),-2.7532 # DEPENDENCYPART_ARC
(22,5),-1.96341 # DEPENDENCYPART_ARC
(22,6),-3.07422 # DEPENDENCYPART_ARC
(22,7),-2.39598 # DEPENDENCYPART_ARC
(22,8),-3.36764 # DEPENDENCYPART_ARC
(22,9),-2.17079 # DEPENDENCYPART_ARC
(22,10),-2.3203 # DEPENDENCYPART_ARC
(22,11),-1.83421 # DEPENDENCYPART_ARC
(22,12),-1.69425 # DEPENDENCYPART_ARC
(22,13),-1.37536 # DEPENDENCYPART_ARC
(22,14),-1.65568 # DEPENDENCYPART_ARC
(22,15),-1.95374 # DEPENDENCYPART_ARC
(22,16),-0.943074 # DEPENDENCYPART_ARC
(22,17),0.169865 # DEPENDENCYPART_ARC
(22,18),-0.486635 # DEPENDENCYPART_ARC
(22,19),-0.348812 # DEPENDENCYPART_ARC
(22,20),-0.77707 # DEPENDENCYPART_ARC
(22,21),0.704502 # DEPENDENCYPART_ARC
(22,23),1.52548 # DEPENDENCYPART_ARC
(22,24),3.84768 # DEPENDENCYPART_ARC
(22,25),-0.74972 # DEPENDENCYPART_ARC
(23,1),-3.18531 # DEPENDENCYPART_ARC
(23,2),-3.03749 # DEPENDENCYPART_ARC
(23,3),-2.36833 # DEPENDENCYPART_ARC
(23,4),-3.33147 # DEPENDENCYPART_ARC
(23,5),-3.06087 # DEPENDENCYPART_ARC
(23,6),-2.38992 # DEPENDENCYPART_ARC
(23,7),-2.19446 # DEPENDENCYPART_ARC
(23,8),-2.7649 # DEPENDENCYPART_ARC
(23,9),-2.08899 # DEPENDENCYPART_ARC
(23,10),-2.50804 # DEPENDENCYPART_ARC
(23,11),-2.16546 # DEPENDENCYPART_ARC
(23,12),-1.51525 # DEPENDENCYPART_ARC
(23,13),-1.9436 # DEPENDENCYPART_ARC
(23,14),-1.77301 # DEPENDENCYPART_ARC
(23,15),-1.9361 # DEPENDENCYPART_ARC
(23,16),-1.20591 # DEPENDENCYPART_ARC
(23,17),-1.39477 # DEPENDENCYPART_ARC
(23,18),-0.792378 # DEPENDENCYPART_ARC
(23,19),0.177518 # DEPENDENCYPART_ARC
(23,20),-0.845894 # DEPENDENCYPART_ARC
(23,21),-0.21814 # DEPENDENCYPART_ARC
(23,22),0.522132 # DEPENDENCYPART_ARC
(23,24),1.13468 # DEPENDENCYPART_ARC
(23,25),-0.0594689 # DEPENDENCYPART_ARC
(24,1),-7.58972 # DEPENDENCYPART_ARC
(24,2),-4.36931 # DEPENDENCYPART_ARC
(24,3),-6.36217 # DEPENDENCYPART_ARC
(24,4),-2.24072 # DEPENDENCYPART_ARC
(24,5),-2.75893 # DEPENDENCYPART_ARC
(24,6),-4.99725 # DEPENDENCYPART_ARC
(24,7),-4.05122 # DEPENDENCYPART_ARC
(24,8),-4.76485 # DEPENDENCYPART_ARC
(24,9),-1.81516 # DEPENDENCYPART_ARC
(24,10),-3.38811 # DEPENDENCYPART_ARC
(24,11),-0.762239 # DEPENDENCYPART_ARC
(24,12),-2.82248 # DEPENDENCYPART_ARC
(24,13),-2.33264 # DEPENDENCYPART_ARC
(24,14),-1.14222 # DEPENDENCYPART_ARC
(24,15),-3.13916 # DEPENDENCYPART_ARC
(24,16),-1.47458 # DEPENDENCYPART_ARC
(24,17),-0.412551 # DEPENDENCYPART_ARC
(24,18),-0.183446 # DEPENDENCYPART_ARC
(24,19),1.58592 # DEPENDENCYPART_ARC
(24,20),1.67703 # DEPENDENCYPART_ARC
(24,21),0.762747 # DEPENDENCYPART_ARC
(24,22),0.907239 # DEPENDENCYPART_ARC
(24,23),4.27881 # DEPENDENCYPART_ARC
(24,25),0.228249 # DEPENDENCYPART_ARC
(25,1),-3.15986 # DEPENDENCYPART_ARC
(25,2),-2.78382 # DEPENDENCYPART_ARC
(25,3),-2.59018 # DEPENDENCYPART_ARC
(25,4),-3.51418 # DEPENDENCYPART_ARC
(25,5),-2.65395 # DEPENDENCYPART_ARC
(25,6),-2.56027 # DEPENDENCYPART_ARC
(25,7),-2.87214 # DEPENDENCYPART_ARC
(25,8),-1.97348 # DEPENDENCYPART_ARC
(25,9),-0.817336 # DEPENDENCYPART_ARC
(25,10),-1.98425 # DEPENDENCYPART_ARC
(25,11),-2.56449 # DEPENDENCYPART_ARC
(25,12),-1.91737 # DEPENDENCYPART_ARC
(25,13),-2.18502 # DEPENDENCYPART_ARC
(25,14),-1.69791 # DEPENDENCYPART_ARC
(25,15),-1.63886 # DEPENDENCYPART_ARC
(25,16),-0.454775 # DEPENDENCYPART_ARC
(25,17),-1.65782 # DEPENDENCYPART_ARC
(25,18),-1.63769 # DEPENDENCYPART_ARC
(25,19),-1.02085 # DEPENDENCYPART_ARC
(25,20),-1.30268 # DEPENDENCYPART_ARC
(25,21),-1.48701 # DEPENDENCYPART_ARC
(25,22),-1.03012 # DEPENDENCYPART_ARC
(25,23),-1.67809 # DEPENDENCYPART_ARC
(25,24),-1.70713 # DEPENDENCYPART_ARC
