# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,2,6,13,14,2,2,17,18,18,18,23,21,2,
(22,3),-2.55958 # DEPENDENCYPART_ARC
(22,4),-2.49937 # DEPENDENCYPART_ARC
(22,5),-3.65264 # DEPENDENCYPART_ARC
(22,6),-2.27036 # DEPENDENCYPART_ARC
(22,7),-2.3956 # DEPENDENCYPART_ARC
(22,8),-2.72785 # DEPENDENCYPART_ARC
(22,9),-2.96823 # DEPENDENCYPART_ARC
(22,10),-2.4832 # DEPENDENCYPART_ARC
(22,11),-2.362 # DEPENDENCYPART_ARC
(22,12),-2.40658 # DEPENDENCYPART_ARC
(22,13),-2.79913 # DEPENDENCYPART_ARC
(22,14),-2.46156 # DEPENDENCYPART_ARC
(22,15),-1.79699 # DEPENDENCYPART_ARC
(22,16),-1.8597 # DEPENDENCYPART_ARC
(22,17),-1.58243 # DEPENDENCYPART_ARC
(22,18),-0.80284 # DEPENDENCYPART_ARC
(22,19),-0.602601 # DEPENDENCYPART_ARC
(22,20),-0.681903 # DEPENDENCYPART_ARC
(22,21),-0.0213345 # DEPENDENCYPART_ARC
(22,23),1.24176 # DEPENDENCYPART_ARC
(22,24),-0.123288 # DEPENDENCYPART_ARC
(23,1),-2.78325 # DEPENDENCYPART_ARC
(23,2),-2.3523 # DEPENDENCYPART_ARC
(23,3),-1.93442 # DEPENDENCYPART_ARC
(23,4),-1.09459 # DEPENDENCYPART_ARC
(23,5),-1.69867 # DEPENDENCYPART_ARC
(23,6),-2.11179 # DEPENDENCYPART_ARC
(23,7),-0.959513 # DEPENDENCYPART_ARC
(23,8),-1.83285 # DEPENDENCYPART_ARC
(23,9),-2.26089 # DEPENDENCYPART_ARC
(23,10),0.00237411 # DEPENDENCYPART_ARC
(23,11),-0.934364 # DEPENDENCYPART_ARC
(23,12),-0.547548 # DEPENDENCYPART_ARC
(23,13),-0.837733 # DEPENDENCYPART_ARC
(23,14),-1.00839 # DEPENDENCYPART_ARC
(23,15),-0.367391 # DEPENDENCYPART_ARC
(23,16),-0.177098 # DEPENDENCYPART_ARC
(23,17),-0.502087 # DEPENDENCYPART_ARC
(23,18),-0.224188 # DEPENDENCYPART_ARC
(23,19),0.728304 # DEPENDENCYPART_ARC
(23,20),0.18644 # DEPENDENCYPART_ARC
(23,21),0.899529 # DEPENDENCYPART_ARC
(23,22),3.51812 # DEPENDENCYPART_ARC
(23,24),0.190147 # DEPENDENCYPART_ARC
(24,1),-1.7769 # DEPENDENCYPART_ARC
(24,2),-2.25798 # DEPENDENCYPART_ARC
(24,3),-2.73572 # DEPENDENCYPART_ARC
(24,4),-2.50244 # DEPENDENCYPART_ARC
(24,5),-2.4361 # DEPENDENCYPART_ARC
(24,6),-3.49101 # DEPENDENCYPART_ARC
(24,7),-2.72481 # DEPENDENCYPART_ARC
(24,8),-2.64606 # DEPENDENCYPART_ARC
(24,9),-2.18289 # DEPENDENCYPART_ARC
(24,10),-2.31606 # DEPENDENCYPART_ARC
(24,11),-2.29018 # DEPENDENCYPART_ARC
(24,12),-1.39833 # DEPENDENCYPART_ARC
(24,13),-1.53144 # DEPENDENCYPART_ARC
(24,14),-1.85765 # DEPENDENCYPART_ARC
(24,15),-1.95339 # DEPENDENCYPART_ARC
(24,16),-0.914453 # DEPENDENCYPART_ARC
(24,17),-1.3165 # DEPENDENCYPART_ARC
(24,18),-1.69917 # DEPENDENCYPART_ARC
(24,19),-1.70754 # DEPENDENCYPART_ARC
(24,20),-1.4912 # DEPENDENCYPART_ARC
(24,21),-0.859935 # DEPENDENCYPART_ARC
(24,22),-1.47482 # DEPENDENCYPART_ARC
(24,23),-0.981446 # DEPENDENCYPART_ARC
