# _root_ Asked what stocks the computer bought , the money manager says , `` I do n't know . ''
#goldHeads=11,3,6,5,6,1,11,10,10,11,0,11,15,15,11,15,15,11,11,
#predictedHeads=11,3,1,5,6,3,11,10,10,11,0,11,11,15,11,15,15,15,15,
(0,1),(1,5),(1,12),-0.0237704 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,13),-0.0452745 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,16),-0.0375835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,17),-0.0428612 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,18),-0.010663 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,19),-0.0464342 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,20),-0.0472499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,7),-0.0581207 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.042058 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),-0.042058 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,12),-0.0581207 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,13),-0.0421106 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,16),-0.042012 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,18),-0.0786274 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,19),-0.0420501 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,20),-0.0384285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,7),(1,9),-0.0662768 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,10),-0.0658832 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,11),-0.0544747 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,12),-0.047044 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,13),-0.0460477 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,15),-0.0515294 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,16),-0.042152 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,17),-0.0427029 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,18),-0.0400593 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,19),-0.030458 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,7),(1,20),-0.0458802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,10),-0.0357257 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,11),-0.0432098 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,12),-0.0237704 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,13),-0.0452745 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,16),-0.0375835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,17),-0.0428612 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,18),-0.010855 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,19),-0.0464342 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,20),-0.0472499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,11),-0.0428163 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,12),-0.0237704 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,13),-0.0452745 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,16),-0.0375835 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,17),-0.0428612 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,18),-0.0106597 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,19),-0.0464342 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,20),-0.0472499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,11),(1,12),-0.0454451 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,15),-0.0420349 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,17),-0.0420264 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,18),-0.0539098 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,19),-0.0404286 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,20),-0.0464833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,12),(1,13),-0.0460477 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,15),-0.0515294 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,16),-0.042152 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,17),-0.0427029 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,18),-0.0400593 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,19),-0.030458 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,12),(1,20),-0.0458802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,13),(1,15),-0.042653 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,17),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,18),-0.043092 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,20),-0.0420608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,15),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,15),(1,17),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,15),(1,18),-0.0564144 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,15),(1,19),-0.0421766 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,15),(1,20),-0.0422873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,16),(1,17),-0.0422911 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,16),(1,18),-0.0341929 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,16),(1,19),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,16),(1,20),-0.0562923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,17),(1,18),-0.0563367 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,17),(1,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,17),(1,20),-0.0420366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,18),(1,19),-0.0536416 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,18),(1,20),0.0935892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,19),(1,20),-0.0517346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.328296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,3),(3,4),-0.0222465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.000698865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.0730955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0444136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.004616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.00239019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.125874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),-0.0444136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0667737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,15),-0.0558392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),0.00288431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,17),-0.0521201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,18),-0.0621603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.0674527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,20),-0.0772639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),0.00976887 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.0445428 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0324027 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),0.00976429 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),0.00976887 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,11),-0.0447762 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.0324027 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,15),-0.0471582 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.0451717 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,17),-0.0403041 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,18),-0.0463879 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,19),-0.0420815 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,20),-0.0454368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.041262 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0691431 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0241041 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,10),-0.0241041 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,11),-0.0776483 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),-0.0691431 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),-0.0446623 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,15),-0.0556394 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),-0.0290937 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,17),-0.0184829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,18),-0.0386502 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,19),-0.0528195 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,20),-0.114408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.0461409 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.0428617 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),-0.0428617 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,11),-0.0433639 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.0461409 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.0422307 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,15),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),-0.0462046 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,17),-0.0420527 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,18),-0.037925 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,19),-0.0490052 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,20),-0.039597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,9),-0.144343 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.149872 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.0102641 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0697268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.0744726 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,15),-0.0336283 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.0725666 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,17),-0.0488698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,18),-0.0545884 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,19),-0.0619596 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,20),0.192849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),-0.0231454 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,11),-0.0776483 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),-0.0687564 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0446623 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,15),-0.0556394 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),-0.029095 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,17),-0.0184829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,18),-0.0288973 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),-0.0528195 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,20),-0.114411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),-0.0776483 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,12),-0.0680879 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),-0.0446623 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,15),-0.0556394 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.0290937 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,17),-0.0184829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,18),-0.033526 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,19),-0.0528195 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,20),-0.114437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.0521678 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,13),-0.0460801 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,15),-0.043497 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,16),-0.0447476 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,17),-0.0352466 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,18),-0.0460013 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,19),-0.0441402 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,20),-0.0876657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),-0.0744726 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,15),-0.0336283 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,16),-0.0725666 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,17),-0.0488698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,18),-0.0545884 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,19),-0.0619596 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,20),0.192849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,15),-0.0457721 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),-0.0523128 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,17),-0.0305393 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,18),-0.0936268 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,19),-0.0472306 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,20),0.0663507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,15),(3,16),-0.042015 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,17),-0.042083 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,18),-0.0283496 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,19),-0.0457285 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,15),(3,20),0.00595531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,17),-0.0699489 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,18),-0.0554829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,19),-0.0446713 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,20),-0.0768293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,17),(3,18),-0.0267224 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,19),-0.0422525 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,17),(3,20),-0.0176206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,18),(3,19),-0.00890542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,18),(3,20),0.0328687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,20),-0.0247979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.0245326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.0906525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.144134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.160461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.0311787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),0.0178724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.0273759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,9),-0.0214445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,10),-0.0243762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),-0.110752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,12),0.0178724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,13),-0.0612435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),-0.0360782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,15),-0.04727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,16),-0.00170496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),-0.0422354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,18),-0.0599598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,19),-0.0684063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,20),-0.145154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),-0.0492735 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,9),-0.15038 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,10),-0.150381 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.00186048 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,12),-0.0306975 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,13),-0.00260077 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0528012 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.0417788 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,16),-0.0936802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.0210561 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,18),-0.00692711 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,19),0.0176949 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,20),0.122184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,10),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0440795 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),-0.0436451 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,13),-0.0445893 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),-0.0423457 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,16),-0.0467788 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),-0.039943 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,18),-0.0662949 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,19),-0.0420813 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,20),-0.026874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,10),0.00276844 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,11),-0.0367822 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,12),-0.048445 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,13),-0.0536781 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0456915 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,15),-0.0459408 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,16),-0.0707039 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,17),-0.0531214 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,18),-0.0469208 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,19),-0.0631798 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,20),-0.118771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,10),(6,11),-0.0367822 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,12),-0.0522021 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,13),-0.0536781 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,14),-0.0456915 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,15),-0.0459408 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,16),-0.0704301 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,17),-0.0531214 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,18),-0.0419141 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,19),-0.0631798 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,10),(6,20),-0.118771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0578168 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,13),-0.0426615 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.0457226 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.0473893 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.0428149 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),-0.00256579 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),-0.0620552 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,20),-0.0402918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,13),-0.00260077 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,14),-0.0528012 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),-0.0417788 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,16),-0.0936802 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),-0.0210561 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),-0.00692711 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),0.0176949 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,20),0.122184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.0422746 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,15),-0.0239563 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,16),-0.0469675 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,17),-0.0486249 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,18),-0.0591033 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,19),-0.0500105 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,20),0.0516626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0267533 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,16),-0.0546753 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0306567 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.0586994 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.0432322 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),-0.0457245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,16),-0.0429689 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,17),-0.042171 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,18),-0.0647099 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),-0.0523122 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,20),-0.0217089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.0235453 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,18),-0.0454423 # DEPENDENCYPART_GRANDSIBL
