# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(0,11),(11,11),(11,6),0.132489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,5),0.187858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,4),0.187867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,3),0.0513368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,2),0.196891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,1),0.123416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,-1),-0.139506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,10),(11,9),0.0900706 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,8),0.100213 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,7),0.0927865 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,6),0.108143 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,5),0.0900706 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,4),0.0900706 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,3),0.15944 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,2),0.0981401 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,1),0.0949706 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,-1),-0.0921273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,9),(11,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,7),0.0882557 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,6),0.0900914 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,5),0.0303959 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,4),0.0303959 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,3),0.186938 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,2),0.0805739 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,1),0.100046 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,-1),-0.0883883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,8),(11,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,3),0.101999 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,-1),-0.0723189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,7),(11,6),0.106168 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,5),0.135702 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,4),0.135702 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,3),0.0811896 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,2),0.126125 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,1),0.112856 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,7),(11,-1),-0.0814589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,6),(11,5),0.0838015 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,4),0.0838015 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,3),0.0801494 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,2),0.102547 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,1),0.116045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,6),(11,-1),-0.048112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,5),(11,4),0.0303959 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,3),0.186929 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,2),0.0805739 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,1),0.100046 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,5),(11,-1),-0.0883883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,4),(11,3),0.186938 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,4),(11,2),0.0805739 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,4),(11,1),0.100046 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,4),(11,-1),-0.0883883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,3),(11,2),0.091184 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,1),0.165883 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,3),(11,-1),0.0583636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,2),(11,1),0.0949663 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,2),(11,-1),-0.0914994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,1),(11,-1),-0.0578749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,19),(19,20),0.0462615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,21),-0.0330766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,22),-0.00245257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,24),-0.0156183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,25),0.0185998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,28),-0.0161954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,29),-0.0788288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,30),-0.078154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,19),(19,20),(19,21),-0.0392854 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,22),0.0538782 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,24),0.00693618 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,25),0.0528026 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,28),0.00693618 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,29),-0.0680006 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,20),(19,30),-0.0813724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,21),(19,22),-0.0516243 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,21),(19,24),-0.0350898 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,21),(19,25),-0.0566639 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,21),(19,28),-0.0350898 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,21),(19,29),-0.014784 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,21),(19,30),-0.0902217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,22),(19,24),-0.0225431 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,22),(19,25),-0.0169453 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,22),(19,28),-0.022634 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,22),(19,29),-0.016723 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,22),(19,30),-0.0888124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,24),(19,25),-0.0574726 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,24),(19,28),-0.0303031 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,24),(19,29),-0.00364738 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,24),(19,30),-0.120725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,25),(19,28),-0.0198398 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,25),(19,29),0.00449114 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,25),(19,30),-0.0926881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,28),(19,29),-0.00530881 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,28),(19,30),-0.120726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,29),(19,30),0.0292681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,19),(19,18),0.183065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,17),0.13577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,16),0.174198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,15),0.0517611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,14),0.193368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,13),0.193368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,12),0.0949671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,11),0.157036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,10),0.196777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,9),0.160678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,8),0.104466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,7),0.148474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,6),0.146193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,5),0.160669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,3),0.0517611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,2),0.200836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,1),0.144238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,19),(19,19),(19,-1),-0.149859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,19),(19,18),(19,17),0.129259 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,16),0.0944545 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,15),0.126857 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,14),0.0891742 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,13),0.0891742 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,12),0.092629 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,11),0.0796643 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,10),0.0891742 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,9),0.123013 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,7),0.132689 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,6),0.0828298 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,5),0.123013 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,3),0.126857 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,2),0.0891742 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,1),0.132342 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,18),(19,-1),-0.128619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,17),(19,16),0.123912 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,15),0.0598202 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,14),0.157238 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,13),0.157238 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,12),0.101373 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,11),0.107492 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,10),0.157128 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,9),0.144642 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,7),0.116341 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,6),0.107492 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,5),0.144642 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,3),0.0598202 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,2),0.157238 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,1),0.116759 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,17),(19,-1),-0.0319334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,16),(19,15),0.112561 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,14),0.121208 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,13),0.121208 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,12),0.102326 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,11),0.109846 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,10),0.121208 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,9),0.131112 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,7),0.0598764 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,6),0.10985 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,5),0.131112 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,3),0.112561 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,2),0.120919 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,1),0.0628339 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,16),(19,-1),-0.0595787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,15),(19,14),0.0871515 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,13),0.0871515 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,12),0.13739 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,11),0.0475663 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,10),0.0870177 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,9),0.0756564 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,8),0.103054 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,7),0.173342 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,6),0.0486348 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,5),0.0756564 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,3),0.0457816 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,2),0.0871513 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,1),0.172309 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,15),(19,-1),0.0381062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,14),(19,13),0.098627 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,12),0.1058 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,11),0.115559 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,10),0.0986252 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,9),0.0880036 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,8),0.098785 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,7),0.0972679 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,6),0.115559 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,5),0.0880036 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,3),0.170288 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,2),0.098627 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,1),0.0994521 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,14),(19,-1),-0.109782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,13),(19,12),0.1058 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,11),0.115559 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,10),0.0986252 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,9),0.0880036 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,8),0.098785 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,7),0.0972679 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,6),0.115559 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,5),0.0880036 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,3),0.170288 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,2),0.098627 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,1),0.0994521 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,13),(19,-1),-0.109782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,12),(19,11),0.102787 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,10),0.115518 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,9),0.117425 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,7),0.102894 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,6),0.102787 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,5),0.117425 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,3),0.0892272 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,2),0.115518 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,1),0.103065 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,12),(19,-1),-0.076437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,11),(19,10),0.104838 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,9),0.0802725 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,7),0.114443 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,6),0.0991956 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,5),0.0802725 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,3),0.0657096 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,2),0.104838 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,1),0.12204 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,11),(19,-1),-0.0360235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,10),(19,9),0.0879999 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,8),0.098785 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,7),0.0972679 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,6),0.115559 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,5),0.0879999 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,3),0.173241 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,2),0.098627 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,1),0.099452 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,10),(19,-1),-0.109565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,9),(19,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,7),0.0832206 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,6),0.0899631 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,5),0.024843 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,3),0.189929 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,2),0.0838575 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,1),0.0950111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,9),(19,-1),-0.0843725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,8),(19,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,3),0.101643 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,8),(19,-1),-0.0748655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,7),(19,6),0.106176 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,5),0.143523 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,3),0.0668589 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,2),0.149823 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,1),0.115262 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,7),(19,-1),-0.0479981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,6),(19,5),0.0805013 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,3),0.0661273 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,2),0.104843 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,1),0.122071 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,6),(19,-1),-0.0390025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,5),(19,3),0.18992 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,2),0.0838575 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,1),0.0950111 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,5),(19,-1),-0.0843725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,3),(19,2),0.0871513 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,1),0.172309 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,3),(19,-1),0.0381062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,2),(19,1),0.0994477 # DEPENDENCYPART_GRANDSIBL
(0,19),(19,2),(19,-1),-0.108937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,19),(19,1),(19,-1),-0.024414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0974834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.0933352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0933352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.0915483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.052697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0823494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,11),-0.0979795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,14),-0.0823191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,15),-0.0974834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,21),-0.0361966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,29),-0.0465462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,30),0.222275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0552056 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0552059 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),0.0638992 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.105804 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0733149 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,11),0.0695723 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,14),-0.0732426 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,15),-0.0633315 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,21),-0.0453532 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,29),-0.0291958 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,30),-0.044952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0460998 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0448769 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.0236088 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.044877 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,11),-0.0448862 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,14),-0.044877 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,15),-0.0488001 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,21),-0.0427357 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,29),-0.0420551 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,30),-0.0119413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.0448769 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0236088 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.044877 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,11),-0.0448862 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,14),-0.044877 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,15),-0.0488001 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,21),-0.0427357 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,29),-0.0420551 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,30),-0.0119413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0341804 # DEPENDENCYPART_GRANDSIBL
