# _root_ And Fairfax County , Va. , Water Authority 's 7 1\/4 % issue of 2027 was down 3\/4 at 99 7\/8 bid .
#goldHeads=16,5,5,5,8,5,8,13,8,11,13,11,16,13,14,0,16,17,16,21,22,19,16,
#predictedHeads=16,3,16,3,3,16,8,13,8,11,12,13,16,13,14,0,16,17,16,21,19,21,16,
(22,17),(17,22),-1.3833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.214386 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),0.238997 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),0.447446 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),0.545134 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.0738058 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),0.326029 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),0.361522 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.41187 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.402943 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.668387 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.651985 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.36798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,17),0.400336 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.358563 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.476217 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.468968 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.47663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.242253 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.334806 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.651234 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.634578 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.36797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,14),0.316885 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),0.3293 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),0.412645 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.356294 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.654912 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.834935 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.36798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,21),0.231082 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.934146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,14),0.792589 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.0982179 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),0.256884 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.109224 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),0.662075 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.14618 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.233385 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),0.423711 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),0.46882 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),0.310713 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),0.243781 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),0.804479 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),0.0361422 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),0.272381 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.0480124 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.611854 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0907215 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.10151 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.34838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0453246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0453287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,4),-0.0296871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.0453246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.0453246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,13),-0.0641731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,16),-0.0563088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,24),-0.0510432 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,4),-0.0420562 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,13),-0.0421048 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,24),-0.0452482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,4),-0.0420562 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,5),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,13),-0.0421048 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,24),-0.0452523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,4),(1,5),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,8),-0.0420312 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,13),-0.0420302 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,16),-0.0421908 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,4),(1,24),-0.045089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,8),-0.0420148 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,13),-0.0421048 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,24),-0.0452482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,13),-0.0421048 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,24),-0.0452482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,13),(1,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,13),(1,24),-0.0604262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,16),(1,24),-0.0549823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.190262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0566292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0576457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),-0.0332611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,16),0.0335547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,23),-0.0778243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,24),0.0174817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0446094 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.0446094 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,16),-0.0457333 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,23),-0.0501793 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,24),-0.0318094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0781892 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,16),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,23),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,24),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.043502 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,16),-0.0457349 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,23),-0.0501767 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,24),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,8),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,16),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,23),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,24),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,16),-0.0457333 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,23),-0.0501976 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,24),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,16),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,23),-0.0257741 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,24),-0.0701216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,23),-0.0977926 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,24),-0.0624271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,23),(2,24),-0.179855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.102053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.067954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.242063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.0545927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),-0.242063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0545927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.0576502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.0630835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,10),-0.0584901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,11),-0.0584736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,12),-0.0327626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0332627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),-0.08533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,16),0.0335523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.0662607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,23),-0.0778243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,24),0.0174794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0772294 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0767499 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0767499 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.0420573 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,10),-0.0440669 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,11),-0.0440669 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,12),-0.00946029 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.00972113 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),0.0270595 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,16),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,19),0.024385 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,23),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,24),0.125157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.0437044 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,10),-0.0434579 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,11),-0.0434577 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,12),-0.0507153 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,14),-0.0568237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,16),-0.0457349 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,19),-0.0514814 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,23),-0.0502296 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,24),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.0767499 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),-0.0767499 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.0420573 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,10),-0.0440669 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,11),-0.0440669 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,12),-0.00946029 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.00972113 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),0.0270595 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,16),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,19),0.024385 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,23),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,24),0.125157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,10),-0.0434579 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,11),-0.0434577 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,12),-0.0507153 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0568237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,16),-0.0457333 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,19),-0.0514814 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,23),-0.0502296 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,24),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,10),-0.0434579 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,11),-0.0434577 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,12),-0.0507153 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.0568237 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,16),-0.0457333 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,19),-0.0514814 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,23),-0.0502505 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,24),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,12),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,13),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,16),-0.0420738 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),-0.0420271 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,23),-0.0460254 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,24),-0.0461829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,10),(3,11),-0.0388234 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,12),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,13),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,14),-0.0421097 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,16),-0.0424698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,19),-0.0420853 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,23),-0.0472363 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,10),(3,24),-0.0454499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,11),(3,12),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,13),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,14),-0.0421097 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,16),-0.0424698 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,19),-0.0420853 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,23),-0.0472363 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,11),(3,24),-0.0454495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,12),(3,13),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,14),-0.045518 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,16),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,19),-0.0456256 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,23),-0.0232371 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,12),(3,24),-0.0701204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),-0.0455176 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,16),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,19),-0.0456251 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,23),-0.0257753 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,24),-0.0701216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,16),-0.0433407 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,19),-0.0507455 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,23),-0.0265243 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,24),-0.0843999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,16),(3,19),-0.0428203 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,23),-0.097795 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,16),(3,24),-0.0624271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,23),-0.019051 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,19),(3,24),-0.076998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,23),(3,24),-0.179676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.256285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.102053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.0960859 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.170269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.0679678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,13),(13,14),-0.111688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,15),-0.0391089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,16),-0.0624432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,17),-0.0153431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,18),-0.0391089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,19),-0.0920245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,20),-0.0391089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,21),-0.0391089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,22),-0.0140421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,23),0.0455656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,13),(13,13),(13,24),-0.0711065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,13),(13,14),(13,15),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,16),-0.0595775 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,17),-0.0540681 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,18),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,19),0.0100931 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,20),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,21),-0.0425931 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,22),-0.0443518 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,23),0.0202556 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,14),(13,24),-0.165996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,15),(13,16),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,18),-0.04361 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,19),-0.0428199 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,20),-0.04361 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,21),-0.04361 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,22),-0.0420553 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,23),-0.027293 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,15),(13,24),-0.0507961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,16),(13,17),-0.042296 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,18),-0.0446734 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,19),-0.0429364 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,20),-0.0446734 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,21),-0.0446734 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,22),-0.042075 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,23),-0.0743531 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,16),(13,24),-0.0122468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,17),(13,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,19),-0.0435331 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,20),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,21),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,22),-0.0396263 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,23),-0.0268004 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,17),(13,24),-0.0330685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,13),(13,18),(13,19),-0.0428199 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,20),-0.04361 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,21),-0.04361 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,22),-0.0420553 # DEPENDENCYPART_GRANDSIBL
(0,13),(13,18),(13,23),-0.027293 # DEPENDENCYPART_GRANDSIBL
