# _root_ While Mayor Norman found the market 's performance Monday reassuring , he says , he remains uneasy .
#goldHeads=16,3,4,1,6,8,6,4,10,4,13,13,0,13,16,13,16,16,
#predictedHeads=16,3,4,1,6,8,6,4,4,4,13,13,0,16,16,13,16,16,
(10,9),(9,8),0.589868 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.751745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.102528 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.227168 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.172833 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.0227038 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.14114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.174167 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.152255 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.40854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,9),-0.00852499 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.396235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,13),0.706742 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.550913 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.64329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.290748 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.0714383 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.044886 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.123254 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),0.0236221 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.026579 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.0626388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.0198379 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.0345424 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.407497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.429428 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.62195 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.511203 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.401341 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.599977 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.283797 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.269782 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.290748 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.251216 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.0707536 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.0446425 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.12301 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),0.024448 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.0252945 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),0.0628439 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.0185533 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.0342988 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.389743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.434041 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.648011 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.571892 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.308809 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.36947 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.296004 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.225978 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.011845 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.415167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,13),0.546777 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.335712 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.303807 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.516672 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.262978 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.196802 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.766339 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),0.0868619 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.217499 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.220462 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.262027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.235913 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.106173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.31405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0413717 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.148872 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.12042 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.503507 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.192239 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.486177 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.338019 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.0427163 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.0159763 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.0208277 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.0961875 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.0470266 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.116914 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0229473 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0215149 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.20338 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.981959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.163418 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.305957 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.0195656 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.222348 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),0.0323658 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.0612804 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.0489996 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0270445 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.05096 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.152121 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0268477 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0593148 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.122788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.981649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.170931 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.231143 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.0450911 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),0.0305468 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.224523 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),0.0261375 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-0.49128 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),-0.532413 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.560553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.437675 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-0.540042 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.340207 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.523427 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.45361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.372838 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.175183 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.618312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.246024 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.467185 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.558159 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.23622 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.51018 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.488294 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.530165 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.558305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.434839 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.535145 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.337998 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.51853 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.451362 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.370403 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.185457 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.597875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.5546 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.09163 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.338683 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.239685 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.458223 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.439489 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.361256 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.558183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.130562 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.304256 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.415135 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.471329 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.287676 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.156544 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.39825 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.145654 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.278868 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.228524 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.393977 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.828394 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.05263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.249976 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),0.217251 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),0.898347 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.494707 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.545713 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.489462 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.51699 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.351608 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.623959 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),1.07781 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.503644 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.631454 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),0.489185 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.521457 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.349138 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.628425 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),1.06424 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.813536 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.771688 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.641891 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.0923975 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),0.343988 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),0.119899 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.455004 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),0.505761 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.449701 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.847591 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),0.461206 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.703912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),0.619195 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),0.567008 # DEPENDENCYPART_GRANDPAR
(13,4),(4,17),0.253542 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),1.28473 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.524757 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.643202 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.505428 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.336797 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.291025 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),0.17896 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.411195 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),0.45233 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.388324 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.936084 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.930831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),0.241799 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),0.346436 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),0.0496826 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),0.958189 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),0.61145 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),0.494494 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.393972 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.394775 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.566102 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.537521 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.365709 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.235868 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.519337 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0280069 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.472246 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.397308 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.932156 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.246719 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.929929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),0.243167 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),0.347338 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),0.0510298 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),0.959383 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.6311 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.50188 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.339704 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.199265 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.502021 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.0649919 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.599622 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.525809 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),1.04585 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.476548 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.950117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),0.160541 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),0.313734 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),0.00572103 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),0.914625 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.612526 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.485108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.373622 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.446867 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.144926 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.544214 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.549238 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.830276 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.298822 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.844396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.368083 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.251623 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),0.426272 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),0.0968544 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),1.00446 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.589587 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.442312 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.49373 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.844701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.355608 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),0.425968 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),0.0942086 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.451881 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.990537 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),0.424988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),0.254016 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),0.127126 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),0.115424 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),0.182591 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.0813671 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),0.280263 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),0.190692 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.265767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),0.956629 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),0.118585 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.515555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.481479 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.645309 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.669511 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),1.13595 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),0.0651296 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),0.144621 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.522415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.487703 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.555835 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.757398 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),1.08384 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.361769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.480698 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.369213 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.334467 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.228994 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.657333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.553049 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.439953 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.274112 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.41504 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.329437 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),0.576679 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.431274 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.458673 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.299501 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.540559 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.653581 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.831904 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),0.876587 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.03535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,18),0.220822 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.328821 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.635108 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.590287 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.711279 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.288052 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.712839 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.838821 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.337758 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.697208 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.589856 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.71559 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.285426 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.717151 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.825101 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.476487 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.686662 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.602239 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),0.215605 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.512032 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0406325 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.516817 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),0.482124 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.50977 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.610872 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.378938 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.614643 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),0.833878 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-0.776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),0.466319 # DEPENDENCYPART_GRANDPAR
(16,4),(4,18),0.520856 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.428455 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.751722 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.659322 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.544623 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.756824 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.246066 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.648524 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.570133 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.588489 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.859789 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.696331 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),1.08279 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.907033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),0.350459 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),0.282107 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.429565 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.593505 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.499308 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.405758 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.46841 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.690024 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),0.572137 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.698626 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.799453 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0359855 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.587086 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.594551 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.852721 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.326979 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.705461 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),1.07573 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.906136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.3518 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),0.283294 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.696855 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.613008 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.489566 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.551706 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),0.699103 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.0324082 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.69556 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.588244 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.806711 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.417251 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.697154 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),1.02972 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.936039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.311557 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),0.240913 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),0.458733 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.60916 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.533599 # DEPENDENCYPART_GRANDPAR
