# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,13,20,21,13,21,22,13,
(3,8),(8,13),(8,16),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,17),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,18),-0.0265191 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,13),(8,25),-0.0699453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,14),(8,15),-0.042025 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,18),-0.0451961 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,14),(8,25),-0.0354856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,15),(8,16),-0.0427893 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,17),-0.0427893 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,18),-0.0489046 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,15),(8,25),-0.0509299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,16),(8,17),-0.0440056 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,18),-0.0364261 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,16),(8,25),0.0199065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,17),(8,18),-0.0364383 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,17),(8,25),0.0240028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,18),(8,21),-0.0431825 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,18),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,18),(8,25),0.017425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,21),(8,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,21),(8,25),-0.0452312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,24),(8,25),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,8),(8,7),0.0827923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,6),0.186007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,5),0.0828023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,8),(8,8),(8,-1),0.0393015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,8),(8,7),(8,6),0.0995608 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,7),(8,-1),-0.105125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,6),(8,5),0.101947 # DEPENDENCYPART_GRANDSIBL
(3,8),(8,6),(8,-1),0.00504639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,8),(8,5),(8,-1),-0.105143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,14),-0.0695806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),-0.0158134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),-0.0397193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,17),-0.0397342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),-0.0709151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,19),-0.0390368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,20),-0.0792905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,21),-0.0456536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,22),-0.00772535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,23),-0.0369073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,24),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,25),0.0128322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.0502054 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),-0.0420977 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,22),-0.0499321 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,23),-0.0421531 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,25),-0.0333707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.0422006 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,17),-0.042201 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.0539621 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,19),-0.0421715 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,20),-0.0433601 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,22),-0.0568717 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,23),-0.0379289 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,24),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,25),0.0150496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,17),-0.0422524 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,18),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,19),-0.0430239 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,22),-0.0424966 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,23),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,24),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,25),-0.0242098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,17),(13,18),-0.0432098 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,19),-0.0430239 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,22),-0.0424967 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,23),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,24),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,25),-0.0242498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,19),-0.042013 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,20),-0.0423297 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,22),-0.0564207 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,23),-0.0354529 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,25),-0.040017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,19),(13,20),-0.042747 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,22),-0.0437192 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,23),-0.0425788 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,19),(13,25),-0.0306121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,20),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,22),-0.0568925 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,23),-0.0456095 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,24),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,20),(13,25),-0.0290458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,21),(13,22),-0.0426669 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,21),(13,25),-0.0443415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,22),(13,23),-0.0368226 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,24),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,22),(13,25),0.01722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,23),(13,24),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,23),(13,25),-0.0876097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,24),(13,25),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.107298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,11),0.129136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,10),0.127088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,9),0.0989885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,8),0.0905299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,7),0.107701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,6),0.125624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,5),0.107975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,4),0.0994388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,3),0.108909 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,13),(13,1),-0.071598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.106367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,11),0.100531 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,10),0.100538 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,9),0.101904 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,8),0.130215 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,7),0.102786 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,6),0.0869957 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,5),0.102786 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,4),0.103012 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,3),0.102785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,12),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,12),(13,-1),-0.103511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,10),0.0943432 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,9),0.101754 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,8),0.105176 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,7),0.100805 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,6),0.0832885 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,5),0.100802 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,4),0.103068 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,3),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,11),(13,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,11),(13,-1),-0.0239505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,9),0.101751 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,8),0.102962 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,7),0.100805 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,6),0.0832886 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,5),0.100802 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,4),0.103068 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,3),0.100805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,10),(13,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,10),(13,-1),-0.0237283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,9),(13,8),0.102085 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,6),0.102312 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,4),0.103047 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,9),(13,-1),-0.0708368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,8),(13,7),0.0953416 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,6),0.126615 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,5),0.0954063 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,4),0.103047 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,3),0.095393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,8),(13,1),-0.0645782 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,8),(13,-1),-0.00514889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,7),(13,6),0.0870396 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,5),0.102829 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,4),0.103012 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,3),0.102827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,7),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,7),(13,-1),-0.103046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,6),(13,5),0.100567 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,4),0.103053 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,3),0.100541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,6),(13,1),-0.0697334 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,6),(13,-1),-0.108863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,5),(13,4),0.103012 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,3),0.102827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,5),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,5),(13,-1),-0.10272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,4),(13,3),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,4),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,4),(13,-1),-0.0683499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,3),(13,1),-0.0643031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,3),(13,-1),-0.103191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,1),(13,-1),0.00110992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,24),(24,24),(24,25),-0.0290117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,24),(24,24),(24,-1),-0.0470334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,2),0.106251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,3),0.0991636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,1),(1,5),-0.0642833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,7),-0.0642833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,8),-0.0643515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,15),-0.0643515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,1),(1,25),-0.109102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,2),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,6),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,2),(1,25),-0.0606226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,3),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,3),(1,25),-0.0678222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,4),(1,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,1),(1,4),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,5),(1,25),-0.0678221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,6),(1,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,6),(1,25),-0.068216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,7),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,7),(1,25),-0.0678221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,8),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,8),(1,25),-0.0687594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,13),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,13),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,13),(1,25),-0.0637124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,15),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(4,1),(1,15),(1,25),-0.0687594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,24),(1,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,1),(1,1),(1,-1),-0.0212158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,6),(6,7),-0.0422448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,6),(6,6),(6,25),-0.0658062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,6),(6,7),(6,25),-0.0422448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(4,6),(6,6),(6,-1),-0.0773211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,7),(7,8),-0.0389442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,9),-0.0605648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,10),-0.0447922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,11),-0.0447922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,12),-0.0405337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,13),-0.0406364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,14),-0.0440016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,15),-0.0389442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,16),-0.0407419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,17),-0.0407419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,18),-0.0319127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,20),-0.0383772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,22),-0.0389442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,23),-0.0405337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,24),-0.0421829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(4,7),(7,7),(7,25),-0.123086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(4,7),(7,8),(7,9),-0.042305 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,10),-0.0422897 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,11),-0.0422897 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,12),-0.0445763 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,13),-0.0433735 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,14),-0.0425396 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,15),-0.0738368 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(4,7),(7,8),(7,18),-0.0471916 # DEPENDENCYPART_GRANDSIBL
