# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(19,14),(19,18),0.137071 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0401341 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0167493 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00545253 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0048078 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.035337 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00316179 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0645716 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0266337 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0554101 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0594602 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0322859 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0407534 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0369821 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.10664 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0555042 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0602545 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0787701 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.120638 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0181101 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0315691 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0294683 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.013184 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0803651 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0171582 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0212136 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0392851 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0348115 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0349651 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0358124 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0467494 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0434355 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.0502833 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0460919 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.044193 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0483922 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.1176 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.113054 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.123826 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0401133 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.128142 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0917436 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.191875 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.110872 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.100181 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.251706 # DEPENDENCYPART_SIBL
(23,1),(23,17),0.0635048 # DEPENDENCYPART_SIBL
(23,1),(23,18),0.0390741 # DEPENDENCYPART_SIBL
(23,1),(23,19),0.105413 # DEPENDENCYPART_SIBL
(23,1),(23,21),0.0155237 # DEPENDENCYPART_SIBL
(23,1),(23,22),0.0290409 # DEPENDENCYPART_SIBL
(23,1),(23,24),0.220021 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.0747078 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.103997 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0326075 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0434735 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.123714 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.100192 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0391265 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0572023 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.148426 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0684908 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0770428 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.0725036 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.136843 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.45864 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.49082 # DEPENDENCYPART_SIBL
(0,0),(0,3),-0.198657 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,11),0.290368 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,25),-1.33809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,3),(0,11),-1.25384 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,25),-0.463554 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,11),(0,25),-0.168932 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.623829 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.453874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.536159 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,25),-0.136283 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,2),(1,3),-0.992463 # DEPENDENCYPART_NEXTSIBL
(1,2),(1,25),-0.761457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,3),(1,25),-0.737589 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(1,1),(1,-1),-0.319391 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.494938 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.258082 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,7),-0.669757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,9),-0.978924 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-0.592997 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,11),-0.185427 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,13),-0.525307 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,14),-0.294744 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,25),-0.568083 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.766007 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,7),-0.875996 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,9),-0.274691 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.636693 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,11),-1.32425 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,13),-0.913486 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,14),-0.337628 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,25),-0.616816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,7),-0.843182 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,9),-0.284242 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-0.730804 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,11),-0.830324 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,13),-0.804184 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,14),-0.230135 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,25),-0.926361 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,7),(2,9),-0.745622 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,10),-0.862523 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,11),-0.912691 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,13),-0.938951 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,14),-0.779915 # DEPENDENCYPART_NEXTSIBL
(2,7),(2,25),-1.13088 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,9),(2,10),-0.15221 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,11),-0.434044 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,13),-0.551607 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,14),-1.13515 # DEPENDENCYPART_NEXTSIBL
(2,9),(2,25),-1.20174 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,11),-0.868604 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,13),-0.853576 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,14),-0.958169 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,25),-1.37685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,11),(2,13),-0.938406 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,14),-0.431315 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,25),-0.546184 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,13),(2,14),-0.667354 # DEPENDENCYPART_NEXTSIBL
(2,13),(2,25),-1.19568 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,14),(2,25),-1.36515 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-1.23989 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.706845 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-1.08214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.373953 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.93921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.593358 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,7),-0.35392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,8),-0.49875 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,9),-1.19823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.712929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,11),-0.279349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,13),-0.369782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,14),-0.514049 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.583658 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,20),-0.782403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,24),-0.71674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,25),-1.0071 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.790034 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,6),-0.846575 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,7),-0.770002 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,8),-0.739955 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,9),-0.363453 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-0.747741 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,11),-0.846094 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,13),-0.738973 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,14),-0.309346 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,15),-0.663068 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,20),-0.572625 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,24),-0.251516 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,25),-0.751612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,6),-1.25442 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,7),-1.28402 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,8),-1.325 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,9),-1.26267 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-1.32134 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,11),-1.30019 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,13),-1.47175 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,14),-1.20547 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-1.30426 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,20),-1.15339 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,24),-1.18063 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,25),-1.52391 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,7),-0.875253 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,8),-1.0327 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,9),-1.05602 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,10),-1.17046 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,11),-1.27431 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,13),-1.17203 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,14),-1.15316 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,15),-1.17528 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,20),-1.20742 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,24),-1.03685 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,25),-1.45043 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,7),(3,8),-0.544335 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,9),-0.831135 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,10),-0.876782 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,11),-0.938512 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,13),-0.831857 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,14),-0.865428 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,15),-0.887365 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,20),-0.869154 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,24),-0.802819 # DEPENDENCYPART_NEXTSIBL
(3,7),(3,25),-1.17586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,8),(3,9),-0.807485 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,10),-0.817854 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,11),-0.987897 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,13),-0.831819 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,14),-0.87048 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,15),-0.953122 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,20),-0.896717 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,24),-0.931433 # DEPENDENCYPART_NEXTSIBL
(3,8),(3,25),-1.02656 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,9),(3,10),-0.268936 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,11),-0.642175 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,13),-0.779286 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,14),-1.3453 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,15),-0.85392 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,20),-1.81883 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,24),-1.29466 # DEPENDENCYPART_NEXTSIBL
(3,9),(3,25),-1.29161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,11),-0.966914 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,13),-0.873065 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,14),-1.08977 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,15),-0.888012 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,20),-1.44676 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,24),-2.79737 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,25),-1.32698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,11),(3,13),-0.953227 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,14),-0.712366 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,15),-0.953605 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,20),-0.814237 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,24),-0.349999 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,25),-0.606978 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,13),(3,14),-0.809308 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,15),-0.829825 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,20),-0.819907 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,24),-0.28254 # DEPENDENCYPART_NEXTSIBL
(3,13),(3,25),-1.15352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,14),(3,15),-0.423794 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,20),-1.36176 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,24),-1.33963 # DEPENDENCYPART_NEXTSIBL
(3,14),(3,25),-1.45502 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,20),-0.299272 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,24),-0.462288 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,25),-0.697512 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,20),(3,24),-0.581957 # DEPENDENCYPART_NEXTSIBL
(3,20),(3,25),-0.935169 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,24),(3,25),-1.92539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.123444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-1.13998 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-1.13479 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.354021 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.600794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-1.0463 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.950675 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),-0.478353 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,7),-0.399971 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-0.544402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,9),-1.08641 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,10),-0.648363 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,11),-0.215234 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,13),-0.337989 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,14),-0.402228 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,15),-0.570352 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,16),-0.696173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,19),-0.00449403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,20),-0.865308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,22),-0.374859 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,23),0.0291134 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,25),-0.865563 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-1.18572 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,7),-1.26512 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,8),-1.32629 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,9),-1.20649 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,10),-1.28551 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,11),-1.29088 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,13),-1.47243 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,14),-1.14929 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,15),-1.26802 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,16),-1.20021 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,19),-1.25818 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,20),-1.13802 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,22),-1.48766 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,23),-1.55347 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,25),-1.51821 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,7),-0.828548 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,8),-0.968681 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,9),-0.958698 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,10),-1.03728 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,11),-1.18403 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,13),-1.13522 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,14),-1.05584 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,15),-1.11223 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,16),-1.03579 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,19),-1.20927 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,20),-1.0891 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,22),-1.17267 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,23),-1.15163 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,25),-1.23603 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,7),(4,8),-0.53476 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,9),-0.792922 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,10),-0.790612 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,11),-0.896248 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,13),-0.843199 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,14),-0.827215 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,15),-0.891012 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,16),-0.840047 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,19),-0.979551 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,20),-0.812884 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,22),-0.862014 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,23),-0.884421 # DEPENDENCYPART_NEXTSIBL
(4,7),(4,25),-1.05129 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,9),-0.738259 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,10),-0.786557 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,11),-0.969368 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,13),-0.835289 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,14),-0.801254 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,15),-0.932648 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,16),-0.840167 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,19),-0.987586 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,20),-0.831676 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,22),-0.926255 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,23),-0.930271 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,25),-1.07587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,9),(4,10),-0.245006 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,11),-0.562029 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,13),-0.652803 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,14),-1.22878 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,15),-0.664994 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,16),-1.34739 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,19),-0.931921 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,20),-1.72473 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,22),-1.02942 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,23),-1.14824 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,25),-1.32441 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,10),(4,11),-0.926087 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,13),-0.83009 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,14),-1.00678 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,15),-0.7646 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,16),-1.20937 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,19),-0.818533 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,20),-1.36341 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,22),-1.01595 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,23),-1.00931 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,25),-1.35625 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,11),(4,13),-0.93876 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,14),-0.593892 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,15),-0.919997 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,16),-0.87652 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,19),-0.907113 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,20),-0.770427 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,22),-0.902689 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,23),-0.938676 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,25),-0.63435 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,13),(4,14),-0.78941 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,15),-0.831283 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,16),-0.842503 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,19),-0.955578 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,20),-0.827991 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,22),-1.23093 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,23),-1.26001 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,25),-1.10069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,14),(4,15),-0.234867 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,16),-0.705557 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,19),-0.796729 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,20),-1.26765 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,22),-1.10018 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,23),-1.15013 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,25),-1.48782 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,15),(4,16),-0.394248 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,19),-0.702615 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,20),-0.212753 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,22),-0.645095 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,23),-0.650376 # DEPENDENCYPART_NEXTSIBL
