# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(2,10),(10,20),(10,21),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.0915651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.109634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,7),0.0776052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,6),0.0794672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,5),0.0794672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,4),0.0793772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,3),0.0756614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,2),0.111307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,1),-0.0656003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),0.0456105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.107499 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,7),0.100288 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,6),0.0994025 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,5),0.0994025 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,4),0.0994016 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,3),0.0931002 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,2),0.147816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,9),(10,1),-0.0643564 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.0456871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,7),0.0998122 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,6),0.102167 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,5),0.102167 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,4),0.102167 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,3),0.102937 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,2),0.0986066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.0214768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,7),(10,6),0.0942365 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,5),0.0942364 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,4),0.0942291 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,3),0.0976705 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,2),0.103898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,7),(10,-1),-0.0755164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,5),0.104824 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,4),0.104796 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,3),0.0810883 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,2),0.0915903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,-1),-0.0732483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,4),0.104135 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,3),0.0810883 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,2),0.0915903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,-1),-0.0732854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,4),(10,3),0.0809961 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,4),(10,2),0.0913029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,4),(10,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,4),(10,-1),-0.0735783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,3),(10,2),0.0852112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,3),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,3),(10,-1),-0.0674256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,2),(10,1),-0.0645978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,2),(10,-1),-0.055039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,1),(10,-1),-0.0519352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0459897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.0160388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,21),-0.0459897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,-1),-0.0335821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,14),-0.0700229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,15),0.00967927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,16),-0.0330294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,19),-0.0274637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,20),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,21),0.0282048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,14),(13,15),-0.0428642 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,16),-0.0352015 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,19),-0.0320966 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,20),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,21),0.018112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,15),(13,16),-0.042168 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,19),-0.0420566 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,20),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,21),-0.00946287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,16),(13,19),-0.0424076 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,21),-0.0214364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,19),(13,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,19),(13,21),0.110557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,20),(13,21),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,12),0.0789797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,10),0.111307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,9),0.0915651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,1),-0.0656003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,-1),0.0456105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,12),(13,10),0.15269 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,9),0.0945116 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,1),-0.0643564 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,-1),-0.0637809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,9),0.111073 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,1),-0.0645978 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,-1),-0.055039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,1),-0.0643564 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,-1),-0.0456871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,1),(13,-1),-0.0519352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,15),0.00576959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,16),-0.0338135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,17),-0.0338139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,19),-0.0486977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,20),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,21),0.0630112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,15),(14,16),-0.042168 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,17),-0.042168 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,19),-0.0420634 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,20),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,21),-0.0133436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,16),(14,17),-0.0510075 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,19),-0.0422835 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,21),-0.0274446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,17),(14,19),-0.0422837 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,21),-0.0274431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,19),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,19),(14,21),0.0760628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,20),(14,21),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,13),0.107972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,12),0.078553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,11),0.0777586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,10),0.107972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,9),0.0911383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,8),0.109299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,7),0.0794094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,6),0.0837241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,5),0.0837241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,4),0.083634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,3),0.0777586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,2),0.107972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,14),(14,1),-0.0655422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,-1),0.0608975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,13),(14,12),0.0998972 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,11),0.0897483 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,10),0.0918352 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,9),0.101609 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,8),0.107603 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,7),0.102189 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,6),0.0985911 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,5),0.0985911 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,4),0.097375 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,3),0.0897483 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,2),0.0918352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,13),(14,1),-0.0644903 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,13),(14,-1),-0.0600724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,12),(14,11),0.0950945 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,10),0.138923 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,9),0.0963944 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,8),0.105655 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,7),0.101127 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,6),0.100368 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,5),0.100368 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,4),0.100368 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,3),0.0950945 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,2),0.138923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,12),(14,1),-0.0642862 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,12),(14,-1),-0.0753235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,11),(14,10),0.0857556 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,9),0.100836 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,8),0.101794 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,7),0.129921 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,6),0.111113 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,5),0.111113 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,4),0.111106 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,3),0.102872 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,2),0.0857556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,11),(14,-1),-0.0723426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,10),(14,9),0.101609 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,8),0.107603 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,7),0.102189 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,6),0.0985911 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,5),0.0985911 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,4),0.097375 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,3),0.0897483 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,2),0.0918352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,10),(14,1),-0.0644903 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,10),(14,-1),-0.0600724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,9),(14,8),0.10516 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,7),0.101055 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,6),0.100368 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,5),0.100368 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,4),0.100367 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,3),0.0951673 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,2),0.134049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,9),(14,1),-0.0642862 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,9),(14,-1),-0.0572297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,8),(14,7),0.1003 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,6),0.102175 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,5),0.102175 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,4),0.102175 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,3),0.102937 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,2),0.0992937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,8),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,8),(14,-1),-0.0269457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,7),(14,6),0.0941853 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,7),(14,5),0.0941852 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,7),(14,4),0.0941779 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,7),(14,3),0.097691 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,7),(14,2),0.10391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,7),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,7),(14,-1),-0.073364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,6),(14,5),0.104662 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,6),(14,4),0.104635 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,6),(14,3),0.0817902 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,6),(14,2),0.0929846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,6),(14,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,6),(14,-1),-0.0732753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,5),(14,4),0.103973 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,5),(14,3),0.0817902 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,5),(14,2),0.0929846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,5),(14,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,5),(14,-1),-0.0733124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,4),(14,3),0.081698 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,4),(14,2),0.0926972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,4),(14,1),-0.0646668 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,4),(14,-1),-0.0736053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,3),(14,2),0.0857556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,3),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,3),(14,-1),-0.0723426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,2),(14,1),-0.0644903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,2),(14,-1),-0.0600724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,1),(14,-1),-0.0634778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,16),-0.0743807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,17),-0.0741374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,18),-0.0421635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,19),-0.0911252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,20),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,21),0.0222585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,16),(15,17),-0.0420665 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,18),-0.0408038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,19),-0.0433532 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,20),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,16),(15,21),-0.0281645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,17),(15,18),-0.0408038 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,19),-0.04311 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,20),-0.0422319 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,17),(15,21),-0.0281645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,18),(15,19),-0.0431865 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,20),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,18),(15,21),-0.0878509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,19),(15,20),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,19),(15,21),-0.123485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,20),(15,21),-0.0575836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,15),(15,14),0.0975416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,13),0.0936382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,12),0.0808181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,11),0.125891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,10),0.0936382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,9),0.0808176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,8),0.0864235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,7),0.13732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,6),0.0887462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,5),0.0887438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,4),0.0886801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,3),0.125891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,2),0.0936382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,15),(15,1),-0.064527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,15),(15,15),(15,-1),-0.0887519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,15),(15,14),(15,13),0.100937 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,12),0.101811 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,11),0.0866249 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,10),0.100937 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,9),0.101812 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,8),0.106627 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,7),0.101885 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,6),0.102653 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,5),0.102653 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,4),0.10259 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,3),0.0866249 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,2),0.100937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,14),(15,1),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,14),(15,-1),-0.109162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,12),0.102018 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,11),0.0862331 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,10),0.101023 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,9),0.102018 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,8),0.106626 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,7),0.101885 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,6),0.102654 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,5),0.102654 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,4),0.10259 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,3),0.0862331 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,2),0.101023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,13),(15,1),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,13),(15,-1),-0.110982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,12),(15,11),0.0995899 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,10),0.10295 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,9),0.103056 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,8),0.103057 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,6),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,5),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,4),0.1029 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,3),0.0995899 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,2),0.10295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,12),(15,-1),-0.0835598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,15),(15,11),(15,10),0.100226 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,9),0.103044 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,15),(15,11),(15,7),0.101579 # DEPENDENCYPART_GRANDSIBL
