# _root_ West German Economics Minister Helmut Haussmann said , `` In my view , the stock market will stabilize relatively quickly .
#goldHeads=6,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
#predictedHeads=2,6,6,6,6,7,0,7,7,17,12,10,17,16,16,17,7,17,18,19,7,
(7,10),(10,20),0.302849 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),1.63028 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.121382 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),0.0171038 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),0.02917 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.130492 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.625943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.4305 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.633916 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0577296 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.749266 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.0794056 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.144857 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),0.757544 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),0.49747 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),0.399824 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),1.74843 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.121547 # DEPENDENCYPART_GRANDPAR
(7,16),(16,2),0.0169386 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.604283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,9),0.649656 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.206387 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.0755539 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.155289 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.694161 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.28967 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.17786 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.720272 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),0.460939 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.363292 # DEPENDENCYPART_GRANDPAR
(7,17),(17,1),0.119271 # DEPENDENCYPART_GRANDPAR
(7,17),(17,2),0.257756 # DEPENDENCYPART_GRANDPAR
(7,17),(17,3),0.292972 # DEPENDENCYPART_GRANDPAR
(7,17),(17,4),0.240049 # DEPENDENCYPART_GRANDPAR
(7,17),(17,5),0.346188 # DEPENDENCYPART_GRANDPAR
(7,17),(17,6),0.13331 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.546051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,8),0.376421 # DEPENDENCYPART_GRANDPAR
(7,17),(17,9),0.653173 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),0.3774 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),0.162594 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),0.214424 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),0.632342 # DEPENDENCYPART_GRANDPAR
(7,17),(17,14),-0.342441 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.138162 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.226657 # DEPENDENCYPART_GRANDPAR
(7,17),(17,18),0.684239 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),0.619369 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),0.507695 # DEPENDENCYPART_GRANDPAR
(7,17),(17,21),1.69495 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),0.1359 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.519488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,9),0.765597 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),0.296264 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),0.176631 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),0.727817 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.173165 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),-0.266651 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),0.564344 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),0.486625 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),1.81837 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.251418 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.360221 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),1.65679 # DEPENDENCYPART_GRANDPAR
(7,20),(20,7),-0.590587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,20),(20,10),0.30072 # DEPENDENCYPART_GRANDPAR
(7,20),(20,16),-0.246812 # DEPENDENCYPART_GRANDPAR
(7,20),(20,19),0.354777 # DEPENDENCYPART_GRANDPAR
(7,20),(20,21),1.64461 # DEPENDENCYPART_GRANDPAR
(7,21),(21,17),0.652033 # DEPENDENCYPART_GRANDPAR
(7,21),(21,19),0.250873 # DEPENDENCYPART_GRANDPAR
(7,21),(21,20),0.157182 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.496906 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.329445 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.88543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.159104 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.165132 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),0.174143 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.252747 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.2857 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.282415 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.255116 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.432718 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.13507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),0.00310327 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.329144 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.196516 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.478562 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.149045 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.213979 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.210377 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.111342 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.140518 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.139278 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.173402 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.281028 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.10647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.00368525 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.31616 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.0631324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.465791 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.111294 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.486455 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.388425 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.367099 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-0.271024 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,6),-0.255928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.21234 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0320491 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.79768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.205756 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),0.151505 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),0.419821 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0521142 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),0.0702291 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),0.287188 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.0856508 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),0.00699804 # DEPENDENCYPART_GRANDPAR
(9,10),(10,20),0.0217326 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),0.034585 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.126643 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.144757 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0413634 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.0527884 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0896537 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.196535 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0131201 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0545161 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.957592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,12),0.265758 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.162653 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),-0.511537 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.200764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.206471 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.21624 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.130895 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.123018 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0843369 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.0959046 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.131919 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.164038 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.00134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),0.243413 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),0.265145 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.534103 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.194069 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.198029 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.148229 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),-0.137202 # DEPENDENCYPART_GRANDPAR
(10,7),(7,21),-0.631659 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0134639 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0539715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.205933 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.238743 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.959751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,1),-0.45102 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.426404 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.730004 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.695043 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.393468 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.504906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.4781 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),1.03612 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.789075 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.242079 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.0557619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.200501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.412922 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.415217 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.264386 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),1.06554 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.198967 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0604406 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.414902 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.417196 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.451205 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.426589 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.394229 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.478132 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.396872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),1.1217 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),1.12131 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.795066 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.297216 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.487726 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.230751 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.447383 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.449678 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.381321 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.356707 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.65115 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.636986 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),-0.604621 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.616189 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.329632 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),-0.278864 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.366621 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.597369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.754252 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.625378 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.356732 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),-0.279614 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0187112 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0910277 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.302622 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.444774 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.437601 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.443142 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.324451 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.307743 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.423863 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.573528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,12),0.782282 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.609691 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.145524 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0546747 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.413203 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.438344 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.292315 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.115569 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.422657 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.335098 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.319426 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.498949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,16),0.118649 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.367539 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.335528 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.204396 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),0.238995 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),0.236013 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.182775 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.17653 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.212648 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),0.108015 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),0.155306 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.216721 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0840575 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.187563 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.223681 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.184664 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.116251 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.106567 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.157898 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.0689367 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.216721 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.380735 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.198994 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.195204 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.154187 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.165638 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.378077 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.196337 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.0659202 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),0.0277191 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0745285 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.140027 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.168729 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),0.0785146 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.12379 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.27856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.150645 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.34156 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.219641 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.37701 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.207627 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.124819 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.167059 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.121633 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.134025 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.0929574 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.0386186 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.300352 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.28453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.0356755 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.347745 # DEPENDENCYPART_GRANDPAR
(12,7),(7,17),-0.208012 # DEPENDENCYPART_GRANDPAR
(12,7),(7,18),-0.415071 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.237333 # DEPENDENCYPART_GRANDPAR
(12,7),(7,20),-0.347637 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.629952 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0354071 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.102549 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.139584 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.256367 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0897117 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.254654 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.395844 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.349141 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.213856 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.106847 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.86133 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.697132 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.386984 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.341618 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.383671 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.254725 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.613733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.467428 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.455766 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.181075 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.269536 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.208298 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.101289 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.800061 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.635873 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.627684 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.663732 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.62482 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.633893 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.327056 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.165762 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.234222 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.404214 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.206677 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.712025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.307792 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.224565 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0769459 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.211439 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.130237 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.258707 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.13978 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.406868 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.21504 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.248957 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.2653 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.325152 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.340651 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.216413 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.222362 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.260514 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.22534 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.13797 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.0265513 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.925793 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.879134 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.71159 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.600108 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.554231 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.36968 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.798224 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.400701 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.516649 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.809141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.121542 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.214723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0362565 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.572302 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.168131 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.112614 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.649345 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.510759 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.573675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.228987 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.107829 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.32432 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.152047 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.214809 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.181811 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.099216 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),-0.296442 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0375891 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.16308 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.225843 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.194458 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.190047 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.0504453 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.0966237 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.15302 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.296443 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.347469 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.351644 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0927782 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.161701 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.123906 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.126032 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.16242 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.115496 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.0514722 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.0301606 # DEPENDENCYPART_GRANDPAR
