# _root_ `` The pendulum is swinging back to black and white , '' says Richard DeMoulin , the general manager of Eastman Kodak Co. 's professional photography division .
#goldHeads=4,3,4,13,4,5,5,7,8,9,4,4,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
#predictedHeads=13,3,4,13,4,5,6,7,8,9,13,13,0,15,13,15,19,19,15,19,23,23,27,23,27,27,20,13,
(5,13),(13,13),(13,19),-0.0600364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,20),-0.0599569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,21),-0.0477685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,22),-0.0477685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,23),-0.0477775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,27),-0.0600364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,29),-0.085377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,14),(13,15),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,16),-0.0427247 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,18),-0.0420774 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,19),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,20),-0.0420393 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,21),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,22),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,23),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,27),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,14),(13,29),-0.0468266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,15),(13,16),-0.0427247 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,18),-0.0420774 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,19),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,20),-0.0420393 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,21),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,22),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,23),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,27),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,15),(13,29),-0.0468266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,16),(13,18),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,19),-0.0422601 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,20),-0.0486307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,21),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,22),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,23),-0.042012 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,24),-0.0420812 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,27),-0.0422601 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,16),(13,29),-0.0466126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,18),(13,19),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,20),-0.042762 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,27),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,28),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,18),(13,29),-0.0215748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,19),(13,20),-0.0442969 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,21),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,22),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,23),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,27),-0.042263 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,28),-0.042903 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,19),(13,29),-0.0714692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,20),(13,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,27),-0.0427821 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,28),-0.0401138 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,20),(13,29),-0.0708017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,21),(13,22),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,23),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,27),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,21),(13,29),-0.0468266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,22),(13,23),-0.0420791 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,27),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,22),(13,29),-0.0468266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,23),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,27),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,23),(13,29),-0.0468356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,24),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,24),(13,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,24),(13,29),-0.0427426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,27),(13,28),-0.042903 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,27),(13,29),-0.0714692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,28),(13,29),-0.0399401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,13),(13,12),0.102751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,11),0.101442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,10),0.0967952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,9),0.102827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,8),0.0967952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,7),0.102861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,6),0.0731318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,5),0.100481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,13),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,3),-0.0674829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,13),(13,-1),-0.125166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,12),(13,11),0.102725 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,10),0.102453 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,9),0.103065 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,8),0.102453 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,7),0.102944 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,5),0.102452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,12),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,12),(13,-1),-0.0653325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,10),0.10222 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,9),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,8),0.10222 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,7),0.102607 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,6),0.10114 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,5),0.103043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,11),(13,4),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,11),(13,-1),-0.0714524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,9),0.102981 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,8),0.102833 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,7),0.103028 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,6),0.101284 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,5),0.102748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,10),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,3),-0.0641732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,10),(13,-1),-0.0873357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,9),(13,8),0.103059 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,6),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,5),0.103065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,9),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,9),(13,-1),-0.0646565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,8),(13,7),0.103028 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,6),0.101284 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,5),0.102748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,8),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,3),-0.0641732 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,8),(13,-1),-0.0873357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,7),(13,6),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,5),0.102989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,7),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,7),(13,-1),-0.0659419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,6),(13,5),0.103046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,6),(13,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,1),-0.064698 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,6),(13,-1),-0.0845513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,5),(13,4),-0.0642021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,1),-0.0641974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,13),(13,5),(13,-1),-0.0704866 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,13),(13,4),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,1),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,4),(13,-1),-0.0480774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,3),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,13),(13,3),(13,-1),-0.0873357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,13),(13,1),(13,-1),-0.0724475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,16),0.00746258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,17),-0.0520293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,18),-0.0551118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,19),-0.0483061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,20),-0.0679733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,21),-0.0570622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,22),-0.0570596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,23),-0.0550528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,24),-0.0604678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,25),-0.0548563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,26),-0.0482604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,27),-0.0482608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,29),0.0446805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,16),(15,17),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,18),-0.0436508 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,19),-0.0105187 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,20),-0.0378358 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,21),-0.010294 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,22),-0.0102866 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,23),-0.0118228 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,24),-0.04275 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,25),-0.0436468 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,26),-0.0104973 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,27),-0.0106128 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,29),-0.0646322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,17),(15,18),-0.0420649 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,19),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,20),-0.0420543 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,21),-0.0420239 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,22),-0.0420239 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,23),-0.0420239 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,25),-0.0420649 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,27),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,29),-0.060931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,20),-0.0421639 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,21),-0.0420509 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,22),-0.0420509 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,23),-0.0420509 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,25),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,29),-0.0493046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,19),(15,20),-0.0424353 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,21),-0.0414903 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,22),-0.0414903 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,23),-0.0414903 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,25),-0.0383701 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,26),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,27),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,29),-0.00187406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,20),(15,21),-0.0425833 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,22),-0.0425833 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,23),-0.0425833 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,25),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,26),-0.0423668 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,27),-0.0423668 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,29),-0.0693289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,21),(15,22),-0.0466673 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,23),-0.0469217 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,25),-0.0421681 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,26),-0.0361156 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,27),-0.0361156 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,29),-0.035236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,22),(15,23),-0.0469217 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,25),-0.0421681 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,26),-0.0361096 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,27),-0.0361096 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,29),-0.035232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,23),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,25),-0.0421681 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,26),-0.0361096 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,27),-0.0361096 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,29),-0.0430224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,24),(15,25),-0.0428832 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,24),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,24),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,24),(15,29),-0.0574079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,25),(15,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,25),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,25),(15,29),-0.0491504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,26),(15,27),-0.0420823 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,26),(15,29),-0.00178669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,27),(15,29),-0.00183524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,14),0.133336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,12),0.100909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,11),0.0972385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,10),0.0838341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,8),0.0857588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,7),0.102928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,6),0.102135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,5),0.0996746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,15),(15,4),-0.0641613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,-1),-0.0816854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,14),(15,12),0.10115 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,11),0.103665 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,10),0.108802 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,8),0.108802 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,7),0.103044 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,6),0.105365 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,5),0.103003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,-1),-0.0799537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,11),0.102844 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,10),0.102981 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,8),0.102981 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,5),0.101134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,-1),-0.0664116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,11),(15,10),0.108413 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,8),0.108413 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,6),0.102743 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,5),0.102874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,11),(15,4),-0.0641572 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,-1),-0.0565347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,10),(15,8),0.102293 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,7),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,5),0.105575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,-1),-0.0641199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,8),(15,7),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,5),0.105575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
