# _root_ Gitano , which makes budget-priced apparel sold mainly through mass merchandisers like K mart and Wal-Mart , said the Regatta acquisition will enhance its strategy to expand into department stores .
#goldHeads=18,1,4,1,6,4,6,7,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
#predictedHeads=18,1,4,1,6,4,6,9,7,11,9,11,14,12,14,15,1,0,21,21,22,18,22,25,23,25,26,27,30,28,18,
(6,9),(9,10),(9,11),-0.0491421 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,12),-0.0502534 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,14),-0.0575281 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0476747 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,16),-0.0575281 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,18),-0.0429573 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,22),-0.042188 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,32),0.0113414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,12),-0.046626 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,14),-0.0490186 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0199453 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,16),-0.0490186 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,18),-0.0422004 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,22),-0.0423693 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,32),-0.0233077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,12),(9,14),-0.0440412 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,15),-0.048713 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,16),-0.0440412 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,18),-0.043491 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,22),-0.0428907 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,12),(9,32),-0.0629778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,14),(9,15),-0.0627377 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,16),-0.052023 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,18),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,22),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,14),(9,32),0.000162798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,16),-0.0399589 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,18),-0.042314 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,22),-0.0424834 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,15),(9,32),-0.0592768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,16),(9,18),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,22),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,16),(9,32),-0.00158871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,18),(9,22),-0.0421717 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,18),(9,32),-0.0723395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,22),(9,32),-0.0201925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.0587446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,7),0.0955378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,6),0.0820936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,9),(9,5),-0.0642195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),0.00447315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,7),0.102701 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,6),0.10294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,8),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0919977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,7),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,7),(9,-1),-0.0740314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,6),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,6),(9,-1),-0.105775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,5),(9,-1),-0.0560965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,12),-0.0404687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.0511946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,14),-0.0511946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.0387365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0511946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),0.0490628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.0230123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,22),-0.0459816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,26),-0.0971617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,32),0.0360098 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0428417 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0428417 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0190063 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0428417 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0314955 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0378003 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,22),-0.0422598 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,26),-0.0426608 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,32),-0.107136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0419309 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0385793 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0419309 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.042093 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,26),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,32),-0.0574052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0385793 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,16),-0.0419309 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.042093 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,26),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,32),-0.0574052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.0421768 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0495321 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0427321 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,22),-0.0421779 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,26),-0.04207 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,32),0.141411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0437257 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.042093 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,26),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,32),-0.0574052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0469556 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,22),-0.0446675 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,26),-0.0431267 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,32),-0.079478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,26),-0.042026 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,32),-0.0235138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,22),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,22),(11,32),-0.0539923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,26),(11,32),-0.122712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.12755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.108107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.0845385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.100452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.127534 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,5),-0.0641501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,3),-0.0641858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,1),-0.0644624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.0418045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.105558 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.102192 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.103047 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.108494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,10),(11,5),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,1),-0.0643615 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0760029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.102886 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.102945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),-0.0400133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.103054 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.102193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,1),-0.0641822 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),-0.0751821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.100938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),-0.0756525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,5),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,1),-0.0643615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.0760012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,5),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,1),-0.0646748 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,-1),-0.0769866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,3),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,-1),-0.0712814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,1),(11,-1),-0.088844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),0.0299325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,14),0.0328802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),-0.0620212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,16),0.0311287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,18),-0.0392705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,21),-0.0268879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,22),0.0241268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,32),-0.20025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,14),-0.052023 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,15),-0.0620725 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,16),-0.052023 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,18),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,21),-0.0542166 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,22),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,32),0.00395761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,14),(12,15),-0.0620725 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,16),-0.052023 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,18),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,21),-0.0542166 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,22),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,14),(12,32),0.00690527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,15),(12,16),-0.0399589 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,18),-0.042314 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,21),-0.0331757 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,22),-0.0424834 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,15),(12,32),-0.0578928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,16),(12,18),-0.0424868 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,21),-0.0542166 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,22),-0.0422937 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,16),(12,32),0.00515376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,18),(12,21),-0.04202 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,18),(12,22),-0.0421717 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,18),(12,32),-0.0727079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,21),(12,22),-0.042188 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,21),(12,32),0.0247566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,22),(12,32),-0.0177388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,11),0.140653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,9),0.0777099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,8),0.0615014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),0.035543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,11),(12,9),0.102991 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,8),0.101204 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,-1),-0.0401502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,9),(12,8),0.103058 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,-1),-0.101471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,8),(12,-1),-0.0907552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,32),-0.0214824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,17),(17,-1),-0.0381162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,22),(22,22),(22,23),-0.00914075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,25),-0.0360433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,26),-0.0341196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,27),-0.011594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,28),-0.0368602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,30),-0.0504951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,32),-0.0553552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,22),(22,23),(22,24),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,25),-0.0427525 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,26),-0.0421328 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,27),-0.0433031 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,28),-0.0445282 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,30),-0.0437655 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,31),-0.049733 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,23),(22,32),0.0163968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,24),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,24),(22,32),-0.0420458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,25),(22,26),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,25),(22,27),-0.0380886 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,25),(22,28),-0.042023 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,25),(22,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,25),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,25),(22,32),-0.0502037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,26),(22,27),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,26),(22,28),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,26),(22,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,26),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,26),(22,32),-0.0366364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,27),(22,28),-0.0445282 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,27),(22,30),-0.0437655 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,27),(22,31),-0.049733 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,27),(22,32),0.0139436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,28),(22,30),-0.042018 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,28),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,28),(22,32),-0.0438235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,30),(22,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,30),(22,32),-0.045697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,31),(22,32),-0.0535514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,22),(22,21),0.126838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,20),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,19),0.135082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,18),0.102829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,17),0.141122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,16),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,15),0.0984019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,14),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,13),0.128029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,12),0.08565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,11),0.13569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,10),0.129785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,9),0.08354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,8),0.102689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,7),0.100445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,6),0.129785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,22),(22,22),(22,4),-0.0643732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,3),-0.0462343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,1),-0.0666091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,22),(22,22),(22,-1),-0.281152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,22),(22,21),(22,20),0.101896 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,19),0.101524 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,18),0.109287 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,17),0.0977987 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,16),0.101896 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,15),0.100986 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,14),0.101896 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,13),0.101896 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,12),0.0957298 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,11),0.102849 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,10),0.101163 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,9),0.0957298 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,8),0.102414 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,7),0.10296 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,6),0.101163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,21),(22,4),-0.0641733 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,2),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,21),(22,-1),-0.0232892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,22),(22,20),(22,19),0.102654 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,18),0.103055 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,17),0.0991009 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,16),0.101714 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,15),0.103041 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,14),0.101714 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,13),0.101714 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,12),0.0986035 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,11),0.102709 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,10),0.102769 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,9),0.098604 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,8),0.102787 # DEPENDENCYPART_GRANDSIBL
(6,22),(22,20),(22,7),0.102933 # DEPENDENCYPART_GRANDSIBL
