# _root_ He was flawless afield ( ditto in game two ) , moved a runner along in the A 's three-run second inning , and homered for his team 's final tally .
#goldHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,12,12,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
#predictedHeads=2,0,2,2,6,2,6,7,8,6,2,2,14,12,14,15,22,22,22,22,22,16,12,12,24,25,28,31,28,31,26,2,
(0,2),(2,10),(2,22),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,23),-0.0425024 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,24),-0.0438327 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,25),-0.0425503 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,26),-0.0422829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,32),-0.0523824 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,33),0.00981265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),-0.078806 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,14),-0.157956 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,15),-0.0392208 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,16),-0.0309949 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,22),-0.157956 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,23),-0.0325871 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,24),0.0181299 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,25),-0.0801287 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,26),-0.0295386 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,32),-0.0242196 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,33),0.125614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,14),-0.0344011 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,15),-0.0435482 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,16),-0.0474389 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,22),-0.0344011 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,23),-0.120567 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,24),-0.014967 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,25),-0.0488292 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,26),-0.0404266 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,32),-0.00784183 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,33),-0.0506681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),0.00204081 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,16),-0.0162276 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,22),-0.00258667 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,23),-0.0491326 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,24),-0.046519 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,25),-0.0704125 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,26),0.0204822 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,32),-0.0204062 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,33),-0.120591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,16),-0.0339638 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,22),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,23),-0.0254485 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,24),-0.0698848 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,25),-0.0274544 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,26),-0.0521918 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,32),0.0202069 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,33),-0.136068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,22),-0.0402087 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,23),-0.00455443 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,24),-0.0572425 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,25),-0.0283662 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,26),-0.057352 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,32),0.0336318 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,33),-0.151588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,22),(2,23),-0.0491326 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,22),(2,24),-0.046519 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,22),(2,25),-0.0704125 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,22),(2,26),0.0204822 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,22),(2,32),-0.0204062 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,22),(2,33),-0.120591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,23),(2,24),0.0181299 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,23),(2,25),-0.0801287 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,23),(2,26),-0.0295386 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,23),(2,32),-0.0242196 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,23),(2,33),0.125614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,24),(2,25),-0.0471531 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,24),(2,26),0.00891389 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,24),(2,32),0.0601291 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,24),(2,33),-0.146801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,25),(2,26),-0.0404266 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,25),(2,32),-0.0133702 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,25),(2,33),-0.0502071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,26),(2,32),0.00568884 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,26),(2,33),-0.134444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,32),(2,33),0.0615984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.148648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.34497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.166487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,13),-0.0280072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,14),-0.0232057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,15),-0.0659851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,16),-0.0525733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,17),-0.026786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,18),0.0484089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,19),0.0276691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,20),-0.0650779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,21),-0.0663163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,22),-0.0232057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,23),0.0170395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,24),-0.121034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,25),-0.0421796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,26),-0.0888675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,28),-0.0248564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,29),-0.0715923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,31),-0.0232057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,32),-0.0617769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,33),-0.145154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,13),(12,14),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,15),-0.0271795 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,16),-0.0304957 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,18),-0.0433377 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,19),-0.0433377 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),-0.042733 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,21),-0.042733 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,22),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,23),-0.047873 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,24),-0.0320878 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,25),-0.0341849 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,26),-0.0302074 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,28),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,31),-0.0464182 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,32),-0.0614753 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,33),-0.0270025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,14),(12,15),-0.00558187 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,16),-0.0238502 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,17),-0.0225918 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,18),-0.0174104 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,19),-0.0177246 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,20),-0.0258235 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,21),-0.0258235 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,22),0.00158706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,23),-0.0517735 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,24),-0.0408358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,25),-0.0658987 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,26),0.0128595 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,28),0.00158706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,29),-0.042429 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,31),0.00158706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,32),-0.044358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,33),-0.118736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,15),(12,16),-0.0159913 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,17),-0.0441995 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,18),-0.0351497 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,19),-0.0360857 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,20),-0.0257918 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,21),-0.0257918 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,22),-0.0433148 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,23),-0.0254774 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,24),-0.0524029 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,25),-0.0472921 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,26),-0.0342193 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,28),-0.0433148 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,29),-0.0456799 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,31),-0.0433148 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,32),0.0145704 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,33),-0.13489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,16),(12,17),-0.0435771 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,18),-0.022512 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,19),-0.023448 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,20),-0.0252635 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,21),-0.0252635 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,22),-0.0414997 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,23),-0.00458325 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,24),-0.0397605 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,25),-0.048204 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,26),-0.0393796 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,28),-0.0414997 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,29),-0.0456799 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,31),-0.0414997 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,32),0.0279952 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,16),(12,33),-0.15041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,17),(12,18),-0.0431646 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,19),-0.0431646 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,20),-0.0416658 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,21),-0.0416658 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,22),-0.0461145 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,23),-0.0436451 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,24),-0.0320835 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,25),-0.0341517 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,26),-0.0283472 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,28),-0.0461145 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,31),-0.0461145 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,32),-0.0660086 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,33),-0.026874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,19),-0.0361097 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,20),-0.0362959 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,21),-0.0364371 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,22),-0.0174404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,23),0.00835865 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,24),-0.0616254 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,25),-0.0400475 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,26),-0.0362017 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,28),-0.0174404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,29),-0.0433047 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,31),-0.0174404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,32),-0.052589 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,33),-0.0685571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,19),(12,20),-0.0355588 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,21),-0.0357 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,22),-0.0172068 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,23),0.00850718 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,24),-0.0616773 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,25),-0.0400143 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,26),-0.0354214 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,28),-0.0172068 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,29),-0.0433047 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,31),-0.0172068 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,32),-0.0492438 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,33),-0.0778499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,20),(12,21),-0.0467662 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,22),0.000367683 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,23),-0.0453155 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,24),-0.015052 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,25),-0.0486623 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,26),-0.0414041 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,28),0.000367683 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,29),-0.042393 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,31),0.000367683 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,32),-0.0679939 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,33),-0.0615699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,21),(12,22),-0.000396654 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,23),-0.0453525 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,24),-0.0173657 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,25),-0.0486623 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,26),-0.0379702 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,28),-0.000396654 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,29),-0.042393 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,31),-0.000396654 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,32),-0.069766 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,21),(12,33),-0.0621831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,22),(12,23),-0.0517735 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,24),-0.0408358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,25),-0.0658987 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,26),0.0128595 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,28),0.00158706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,29),-0.042429 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,31),0.00158706 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,32),-0.044358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,22),(12,33),-0.118736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,23),(12,24),-0.00111007 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,25),-0.0804462 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,26),-0.0175348 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,28),-0.149788 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,29),-0.0443464 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,31),-0.149641 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,32),-0.0116785 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,23),(12,33),0.12226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,24),(12,25),-0.046552 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,26),0.00490841 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,28),-0.0520981 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,31),-0.0520981 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,32),0.0484203 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,24),(12,33),-0.144021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,25),(12,26),-0.0403928 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,25),(12,28),-0.0335721 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,25),(12,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,25),(12,31),-0.0335721 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,25),(12,32),-0.0223868 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,25),(12,33),-0.0479137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,26),(12,28),-0.0539249 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,26),(12,29),-0.0456799 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,26),(12,31),-0.0539249 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,26),(12,32),5.22864e-05 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,26),(12,33),-0.133266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,28),(12,29),-0.042429 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,28),(12,31),0.0015832 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,28),(12,32),-0.0468675 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,28),(12,33),-0.118831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,29),(12,31),-0.0420812 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,29),(12,32),-0.0343453 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,29),(12,33),-0.0528539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,31),(12,32),-0.044358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,31),(12,33),-0.118736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,32),(12,33),0.057445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),-0.00276571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,10),0.0949437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),0.146046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.229114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,7),0.158837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.227611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,5),0.0967274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,4),0.154664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,3),0.13834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,2),0.0633613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,1),0.163058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.343087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,10),0.101307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,9),0.0727092 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.127861 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,7),-0.00118663 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.12925 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,5),0.114959 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,4),0.115408 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,3),0.119798 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,2),0.141087 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,1),0.100586 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),0.0752636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,10),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,8),0.099344 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,6),0.099344 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,5),0.101838 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,2),0.102291 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,-1),-0.0665034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),0.101047 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,7),0.0949186 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.101047 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,4),0.0999909 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,3),0.102567 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,2),0.100988 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,-1),-0.0239699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,8),(12,7),0.128855 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,6),0.0887945 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,5),0.109667 # DEPENDENCYPART_GRANDSIBL
