# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(10,34),(34,37),0.166136 # DEPENDENCYPART_GRANDPAR
(10,34),(34,38),0.0595547 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.208914 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.256391 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.258791 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.344543 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.207558 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.159047 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.137108 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.0294701 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.570063 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.592309 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.341394 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.436747 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.132444 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.189713 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.570063 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),0.0372105 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.165024 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.451921 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0605218 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.11308 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.191198 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.0252566 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.35087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.570063 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.207519 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.259064 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0329394 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.159039 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.456249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0643805 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.103531 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.10621 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0143717 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.3512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.570068 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.470368 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.343183 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.201204 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.260716 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0325817 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.268877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.376627 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0983895 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0240221 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.042709 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.00717004 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.28436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.543268 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.553068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.43369 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.430169 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.181139 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.188247 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.535027 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.466808 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.500165 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.626265 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.893621 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.599388 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.432223 # DEPENDENCYPART_GRANDPAR
(11,10),(10,26),-0.730408 # DEPENDENCYPART_GRANDPAR
(11,10),(10,27),-0.894953 # DEPENDENCYPART_GRANDPAR
(11,10),(10,28),-0.87816 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-0.684198 # DEPENDENCYPART_GRANDPAR
(11,10),(10,33),-0.869227 # DEPENDENCYPART_GRANDPAR
(11,10),(10,34),-1.22068 # DEPENDENCYPART_GRANDPAR
(11,10),(10,39),-1.17976 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.0035927 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-0.628592 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.718488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.676862 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.688185 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.906776 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.573517 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.624814 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.607817 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.673887 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.442284 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.734681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.0733255 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.019209 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0618877 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),0.29612 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.242311 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.0653394 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.0429756 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.0313465 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.148829 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.322929 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.166453 # DEPENDENCYPART_GRANDPAR
(11,13),(13,26),-0.337622 # DEPENDENCYPART_GRANDPAR
(11,13),(13,28),-0.425261 # DEPENDENCYPART_GRANDPAR
(11,13),(13,39),-0.756956 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0467479 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0422733 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.295958 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.243699 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.061052 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.073255 # DEPENDENCYPART_GRANDPAR
(11,14),(14,33),-0.37022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.718488 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.624608 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.607611 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.673681 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.733397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,13),0.149309 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.00737541 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.274221 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.252032 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.0624151 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0347602 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.0259048 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.154273 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.324741 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.169862 # DEPENDENCYPART_GRANDPAR
(11,15),(15,26),-0.329082 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.0840119 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.0455821 # DEPENDENCYPART_GRANDPAR
(11,19),(19,1),-0.617609 # DEPENDENCYPART_GRANDPAR
(11,19),(19,2),-0.69566 # DEPENDENCYPART_GRANDPAR
(11,19),(19,4),-0.670015 # DEPENDENCYPART_GRANDPAR
(11,19),(19,5),-0.857423 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.474726 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.62834 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.430902 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.945804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),-0.0931017 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),-0.120439 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.0384203 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),0.00420528 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.059602 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.0662326 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.0414595 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.0048065 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.159283 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.265283 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.270214 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.15167 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),0.0253906 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.3027 # DEPENDENCYPART_GRANDPAR
(11,19),(19,27),-0.427286 # DEPENDENCYPART_GRANDPAR
(11,19),(19,28),-0.397767 # DEPENDENCYPART_GRANDPAR
(11,19),(19,31),-0.14504 # DEPENDENCYPART_GRANDPAR
(11,19),(19,33),-0.351155 # DEPENDENCYPART_GRANDPAR
(11,19),(19,39),-0.840606 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.301237 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0610788 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.0877869 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0348083 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.20077 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.0476549 # DEPENDENCYPART_GRANDPAR
(12,14),(14,33),-0.425912 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.235062 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.117688 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.165739 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.0676618 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.0747448 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.215306 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.364808 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.323648 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.59974 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.3472 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),1.18726 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.0468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.0583067 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.0231587 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),0.0340066 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-0.00517545 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.122224 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-0.205544 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),-0.177563 # DEPENDENCYPART_GRANDPAR
(13,1),(1,25),-0.089214 # DEPENDENCYPART_GRANDPAR
(13,1),(1,26),-0.296387 # DEPENDENCYPART_GRANDPAR
(13,1),(1,27),-0.0581495 # DEPENDENCYPART_GRANDPAR
(13,1),(1,28),-0.270153 # DEPENDENCYPART_GRANDPAR
(13,1),(1,39),-1.28242 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0413848 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.115912 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.135898 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.00623888 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.353054 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.159926 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.079413 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),0.10738 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),0.286395 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.439653 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.629314 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),1.27849 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.01446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,16),-0.0208212 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.00757242 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.345722 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.386578 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),0.219132 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.0312696 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),0.409764 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),0.355206 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.0613976 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.196832 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),0.325869 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.479986 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),0.442537 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),0.711369 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.465179 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),1.36543 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.06841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),0.108293 # DEPENDENCYPART_GRANDPAR
(13,5),(5,15),-0.0448106 # DEPENDENCYPART_GRANDPAR
(13,5),(5,16),-0.0302529 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.0140794 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.132596 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.212414 # DEPENDENCYPART_GRANDPAR
(13,5),(5,21),-0.189942 # DEPENDENCYPART_GRANDPAR
(13,5),(5,23),-0.232389 # DEPENDENCYPART_GRANDPAR
(13,5),(5,24),-0.0880522 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.290746 # DEPENDENCYPART_GRANDPAR
(13,5),(5,39),-1.28673 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.13451 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),0.44825 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.413876 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),1.28254 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.45192 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.102226 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.173168 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.23194 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.557292 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.409468 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.636433 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.428899 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),1.28934 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.0281658 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.327276 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),0.4412 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.109133 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.171323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.22899 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),0.531532 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.649311 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.642089 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.441528 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),1.29272 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),0.00822618 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.0226128 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.0329874 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),0.309615 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.328602 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.0228871 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.183228 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.196224 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.399211 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.54276 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.517992 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.386178 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),1.22116 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.00489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.100613 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.0187511 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),0.108905 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),0.084546 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.397111 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.109839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.184705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.243951 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.178262 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.0471624 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.0444592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.268006 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.0380505 # DEPENDENCYPART_GRANDPAR
(13,10),(10,28),-0.227847 # DEPENDENCYPART_GRANDPAR
(13,10),(10,31),-0.255534 # DEPENDENCYPART_GRANDPAR
(13,10),(10,33),-0.869685 # DEPENDENCYPART_GRANDPAR
(13,10),(10,34),-0.718241 # DEPENDENCYPART_GRANDPAR
(13,10),(10,39),-1.16427 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),0.446447 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),0.230288 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.531257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.652742 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.632788 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.633257 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),1.30094 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.01446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.109452 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.00924863 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),0.0175949 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.10659 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),0.130054 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.609429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.617126 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.667337 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.556296 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0905548 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.325113 # DEPENDENCYPART_GRANDPAR
(13,14),(14,33),-0.218652 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.188973 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.23993 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.095345 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.131037 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.125496 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.351619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.48929 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.751192 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.556811 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0965241 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.35511 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.334992 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.287307 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),0.42461 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),0.448319 # DEPENDENCYPART_GRANDPAR
(13,15),(15,26),0.212988 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0465638 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.321395 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.388603 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.312608 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.51527 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.154419 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.537511 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.459754 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.200824 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.074873 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),0.162196 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.0685506 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),0.670644 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.520865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.499545 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.504443 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.345532 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.379451 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.205408 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.328652 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.234145 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.384607 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.402937 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.487445 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.430064 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),0.21393 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),0.534737 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),0.311426 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),0.27901 # DEPENDENCYPART_GRANDPAR
(13,19),(19,33),-0.278703 # DEPENDENCYPART_GRANDPAR
(13,19),(19,39),-0.908918 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.462666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.453637 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.561616 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0847572 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.168985 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.417018 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.435365 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),0.410464 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),0.48556 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),0.200337 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),0.569974 # DEPENDENCYPART_GRANDPAR
(13,20),(20,28),0.323204 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),0.109805 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),0.208011 # DEPENDENCYPART_GRANDPAR
(13,20),(20,33),-0.329267 # DEPENDENCYPART_GRANDPAR
(13,20),(20,34),-0.147716 # DEPENDENCYPART_GRANDPAR
(13,20),(20,38),-0.0412372 # DEPENDENCYPART_GRANDPAR
(13,20),(20,39),-0.845147 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.325334 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.351476 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.898925 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),0.197638 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),0.137063 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.277913 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.49732 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.271128 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.501079 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-0.540178 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-0.301793 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.556834 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-0.464981 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-0.204384 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-0.206199 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.0613214 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.0972998 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),0.142297 # DEPENDENCYPART_GRANDPAR
(13,24),(24,11),-0.091757 # DEPENDENCYPART_GRANDPAR
