# _root_ Texas Air Corp. , which owns Continental , and the Air Transport Association were prominent in the lobbying .
#goldHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
#predictedHeads=2,14,2,2,6,2,6,2,2,13,13,13,9,0,14,15,18,16,14,
(0,2),(2,4),(2,7),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0640487 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0903513 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,15),-0.0339666 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,16),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),-0.0409026 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,19),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,20),0.125121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,8),0.00975278 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),-0.0437716 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.042018 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,15),-0.0420225 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,16),-0.0423264 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,19),-0.0338381 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,20),-0.0583316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),-0.0430243 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0438803 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,10),-0.0440312 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,11),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,13),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,15),-0.0421623 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,16),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,17),-0.0440312 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,19),-0.0501791 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,20),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0640487 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,10),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.0777119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0903513 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,15),-0.0339666 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,16),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,17),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),-0.0409026 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,19),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,20),0.125121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),-0.0438188 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,11),-0.0287881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,12),-0.0287881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),-0.0287881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0453408 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,15),-0.04224 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,16),-0.0355677 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,17),-0.0438188 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,19),-0.111693 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,20),-0.0313183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.043211 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,15),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,19),-0.0440362 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,20),-0.0420449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,12),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,13),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,15),-0.0421623 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,16),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,17),-0.0440312 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,19),-0.0501793 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,20),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,13),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,15),-0.0421623 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,16),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,17),-0.0440312 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,19),-0.0501791 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,20),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,15),-0.0421623 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,16),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,17),-0.0440312 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,19),-0.0501791 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,20),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,16),-0.0425632 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),-0.0928108 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,20),-0.0619189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,16),-0.045838 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,19),-0.0250938 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,20),-0.0429165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,18),-0.0421221 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,19),-0.0213693 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,20),-0.0765605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,19),-0.0440362 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,20),-0.0420449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,19),-0.0444233 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,20),-0.0479074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,19),(2,20),-0.179936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.25562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.204459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.17088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,4),-0.246589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,6),0.0657226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,7),-0.0473097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,8),-0.246589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,9),-0.103653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,13),-0.0512121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,14),0.0340109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,19),-0.0778243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,20),0.017047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,4),(3,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,6),-0.0840942 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,7),-0.0777235 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,8),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,9),-0.064049 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,13),-0.0777235 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,14),-0.090303 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,19),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,4),(3,20),0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,5),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,5),(3,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,6),(3,7),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,8),0.00981171 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,9),-0.0437716 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,13),-0.042055 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,14),-0.042018 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,19),-0.0338939 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,6),(3,20),-0.0583336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,7),(3,8),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,9),-0.0438803 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,13),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,19),-0.0501771 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,7),(3,20),-0.0318125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,8),(3,9),-0.064049 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,13),-0.0777235 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,14),-0.090303 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,19),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,8),(3,20),0.125105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,9),(3,13),-0.0287881 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,14),-0.0453405 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,19),-0.111695 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,9),(3,20),-0.0309676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,13),(3,14),-0.0456923 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,19),-0.0501771 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,13),(3,20),-0.0318125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,14),(3,19),-0.0927562 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,14),(3,20),-0.0619123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,19),(3,20),-0.19214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,3),(3,2),0.268689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,1),0.27053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,3),(3,3),(3,-1),-0.204054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,3),(3,2),(3,1),0.0757512 # DEPENDENCYPART_GRANDSIBL
(0,3),(3,2),(3,-1),-0.153411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,3),(3,1),(3,-1),-0.152829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,7),0.0844978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,8),-0.0443804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,9),-0.159275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,11),0.0843683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,12),0.084498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,13),0.0835649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,14),-0.0667768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,15),-0.0322355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,16),-0.0139464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,17),-0.0222465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,18),-0.0743092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,19),-0.0649723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,20),-0.0771406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,7),(6,8),0.0113443 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,9),-0.0306865 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,11),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,12),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,13),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,14),-0.0555537 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,15),-0.0345554 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,16),-0.0218137 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,17),-0.042777 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,18),-0.0341219 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,19),0.00759118 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,7),(6,20),-0.119521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,8),(6,9),-0.0052646 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,11),-0.0971328 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,12),-0.0971328 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,13),-0.0971328 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,14),-0.0468732 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,15),-0.064055 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,16),-0.0196286 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,17),-0.0426467 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,18),0.0406198 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,19),-0.0546891 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,8),(6,20),0.19287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,9),(6,11),-0.0461899 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,12),-0.0461899 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,13),-0.0461899 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,14),-0.0312208 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,15),-0.0376162 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,16),-0.0390485 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,17),-0.0426787 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,18),-0.0404464 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,19),-0.0248473 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,9),(6,20),-0.116893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,11),(6,12),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,13),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,14),-0.0555537 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,15),-0.0345554 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,16),-0.0221724 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,17),-0.042777 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,18),-0.0341219 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,19),0.00757197 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,11),(6,20),-0.119521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,12),(6,13),-0.0526989 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,14),-0.0555537 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,15),-0.0345554 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,16),-0.0218137 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,17),-0.042777 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,18),-0.0341219 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,19),0.00759139 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,12),(6,20),-0.119521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,13),(6,14),-0.0555537 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,15),-0.0345554 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,16),-0.0220046 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,17),-0.042777 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,18),-0.0341219 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,19),0.00684861 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,13),(6,20),-0.119521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,14),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,16),-0.0518132 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,18),-0.042064 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,19),-0.0406354 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,14),(6,20),-0.0385046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,15),(6,16),-0.0678818 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,17),-0.0419884 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,18),-0.0479181 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,19),-0.090135 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,15),(6,20),-0.081851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,16),(6,17),-0.0431674 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,18),-0.0430931 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,19),-0.0069985 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,16),(6,20),-0.095357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,17),(6,18),-0.0427607 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,19),-0.0463879 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,17),(6,20),-0.0454368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,18),(6,19),0.0522778 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,18),(6,20),-0.0879555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,19),(6,20),0.0364861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,6),(6,5),0.0781023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,4),0.0583964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,3),0.185455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,2),0.193079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,1),0.197234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,6),(6,6),(6,-1),-0.143095 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,6),(6,5),(6,4),0.0845242 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,3),0.100831 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,2),0.100831 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,1),0.100831 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,5),(6,-1),-0.0703777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,4),(6,3),0.0554443 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,2),0.0562461 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,1),0.0561288 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,4),(6,-1),0.0610662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,3),(6,2),0.0306193 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,1),0.030309 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,3),(6,-1),-0.0841547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,6),(6,2),(6,1),0.0303091 # DEPENDENCYPART_GRANDSIBL
(0,6),(6,2),(6,-1),-0.0781576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
