# _root_ Leery of the costs -- and , critics say , competition -- the airlines have sought to gain leverage over the city of Denver .
#goldHeads=15,1,4,2,9,9,9,9,4,9,9,9,14,15,0,15,16,17,18,19,22,20,22,23,15,
#predictedHeads=9,1,4,2,11,11,9,9,0,9,1,11,14,15,9,15,16,17,18,19,22,20,22,23,9,
(0,9),(9,17),(9,25),-0.0143984 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,17),(9,26),-0.0794456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,18),(9,19),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,20),-0.0317734 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,23),-0.0317735 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,25),-0.0507765 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,18),(9,26),-0.0158208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,19),(9,20),-0.0114646 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,23),-0.0100301 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,25),-0.0779962 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,19),(9,26),-0.103925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,20),(9,23),-0.0529036 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,20),(9,25),0.0155581 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,20),(9,26),-0.0332881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,23),(9,25),0.027853 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,23),(9,26),-0.0334918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,25),(9,26),0.0865557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,9),(9,8),0.117401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,7),0.0543487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,6),0.0535304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,5),0.118411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,4),0.118496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,3),0.134578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,2),0.0930042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,1),0.155588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,9),(9,9),(9,-1),-0.131799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,9),(9,8),(9,7),0.26207 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,6),0.167091 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,5),0.102655 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,4),0.0783885 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,3),0.10177 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,2),0.0416822 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,1),0.0916315 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,8),(9,-1),-0.119467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,7),(9,6),0.0507837 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,5),0.0988376 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,4),0.0593665 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,3),0.106884 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,2),0.118742 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,1),0.10881 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,7),(9,-1),0.0666932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,6),(9,5),0.102778 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,4),0.098389 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,3),0.102752 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,2),0.102654 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,6),(9,-1),0.0148556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,5),(9,4),0.129018 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,3),0.102956 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,2),0.115417 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,5),(9,-1),-0.102219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,4),(9,3),0.10177 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,2),0.0416612 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,1),0.0916315 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,4),(9,-1),-0.118638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,3),(9,2),0.09826 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,1),0.103041 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,3),(9,-1),-0.0686152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,2),(9,1),0.109117 # DEPENDENCYPART_GRANDSIBL
(0,9),(9,2),(9,-1),-0.131309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,9),(9,1),(9,-1),-0.0425238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,16),0.0469997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,17),-0.106678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,18),-0.0488823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,19),-0.0619243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,20),-0.125767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,22),-0.0619358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,23),-0.128736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,24),-0.0105006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,25),-0.0563777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,26),-0.0948799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,16),(15,17),-0.043972 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,19),-0.0484571 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,20),-0.0321862 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,22),-0.0484571 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,23),-0.0321862 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,24),-0.0428698 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,25),0.0424433 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,16),(15,26),-0.0482494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,17),(15,18),-0.0435433 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,19),-0.042856 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,20),-0.0490233 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,22),-0.042856 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,23),-0.048126 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,24),-0.0425935 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,25),-0.0134914 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,17),(15,26),-0.0871912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,18),(15,19),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,20),-0.0317917 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,22),-0.0373111 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,23),-0.0317918 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,25),-0.0501913 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,18),(15,26),-0.0274361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,19),(15,20),-0.00561716 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,22),0.0104975 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,23),-0.00418266 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,24),-0.0329067 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,25),-0.0523699 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,19),(15,26),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,20),(15,22),-0.039804 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,23),-0.0491423 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,24),-0.0447144 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,25),0.00307021 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,20),(15,26),-0.0311011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,22),(15,23),-0.00419184 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,22),(15,24),-0.0329067 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,22),(15,25),-0.0523796 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,22),(15,26),-0.100254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,23),(15,24),-0.0444526 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,23),(15,25),0.0153652 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,23),(15,26),-0.0313048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,24),(15,25),-0.0439323 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,24),(15,26),-0.057811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,25),(15,26),0.0739097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,15),(15,14),0.094061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,13),0.136237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,12),0.117811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,11),0.131354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,10),0.0373128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,9),0.0727585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,8),0.0934849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,7),0.0373128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,6),0.047998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,5),0.117811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,4),0.0945798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,2),0.0919046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,1),0.169665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,15),(15,15),(15,-1),-0.148238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,15),(15,14),(15,13),0.10138 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,12),0.102255 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,11),0.0938531 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,10),0.225044 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,9),0.109444 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,8),0.0764042 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,7),0.225044 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,6),0.167467 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,5),0.102255 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,4),0.0764042 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,2),0.0602709 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,1),0.0906368 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,14),(15,-1),-0.157371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,13),(15,12),0.102089 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,11),0.108365 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,10),0.122292 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,9),0.102333 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,8),0.114205 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,7),0.122292 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,6),0.0947922 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,5),0.102089 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,4),0.114205 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,2),0.096447 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,1),0.103041 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,13),(15,-1),-0.069185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,12),(15,11),0.102671 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,10),0.091498 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,9),0.113333 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,8),0.128686 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,7),0.091498 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,6),0.101921 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,5),0.100175 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,4),0.128686 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,2),0.116335 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,12),(15,-1),-0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,11),(15,10),0.0983402 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,9),0.101996 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,8),0.126376 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,7),0.0983402 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,6),0.124324 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,5),0.0994857 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,4),0.126376 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,2),0.107408 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,1),0.100232 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,11),(15,-1),-0.106099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,10),(15,9),0.0883049 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,8),0.0489245 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,7),0.0563133 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,6),0.0569073 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,5),0.098825 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,4),0.0488784 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,2),0.128948 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,1),0.124455 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,10),(15,-1),0.0328289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,9),(15,8),0.103132 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,7),0.105659 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,6),0.10011 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,5),0.103066 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,4),0.103132 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,2),0.112656 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,1),0.103021 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,9),(15,-1),-0.056383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,8),(15,7),0.225643 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,6),0.167467 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,5),0.102255 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,4),0.0764042 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,2),0.0602709 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,1),0.0906368 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,8),(15,-1),-0.159374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,7),(15,6),0.0569073 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,5),0.098825 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,4),0.0488784 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,2),0.128948 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,1),0.124455 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,7),(15,-1),0.0328289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,6),(15,5),0.102777 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,4),0.0982418 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,2),0.102649 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,6),(15,-1),0.0232537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,5),(15,4),0.128686 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,2),0.116335 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,1),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,5),(15,-1),-0.101737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,4),(15,2),0.0602498 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,1),0.0906368 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,4),(15,-1),-0.158545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,2),(15,1),0.109347 # DEPENDENCYPART_GRANDSIBL
(0,15),(15,2),(15,-1),-0.109278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,15),(15,1),(15,-1),-0.029816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0284339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),0.010275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.0440928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.0736776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0333174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),0.0122622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.0616272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.0333174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.0440928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,15),-0.063682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,25),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,26),-0.107329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.042582 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0428205 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.042582 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0428205 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,25),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,26),-0.0239866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0544717 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.0430012 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.0440291 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.0430012 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,15),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,25),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,26),0.0427985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.02936 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.042304 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,9),-0.0422183 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,12),-0.0420209 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,15),-0.0422183 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,26),-0.0200631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.042112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,8),-0.0421057 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,9),-0.0423412 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,10),-0.042112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,12),-0.0437526 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,15),-0.0423412 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,25),-0.0430779 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,26),-0.0380474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,7),(2,8),-0.0463213 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,9),-0.0425292 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,10),-0.0420187 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,12),-0.042624 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,15),-0.0426866 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,7),(2,26),-0.0405624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,8),(2,9),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,10),-0.0430012 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,12),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,15),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,25),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,8),(2,26),0.044786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,9),(2,10),-0.0431756 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,12),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,9),(2,26),-0.0587543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,10),(2,12),-0.042624 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,15),-0.0426866 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,10),(2,26),-0.0405624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,12),(2,15),-0.0422183 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,12),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,12),(2,26),-0.0200631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,15),(2,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,15),(2,26),-0.0594185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,25),(2,26),-0.0451562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,1),0.118918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,2),(2,-1),0.0277319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,1),(2,-1),-0.0502815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,5),-0.0420365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0420179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,26),0.033894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,5),(3,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
