# _root_ `` They 've been laggard , '' he says , `` but they 'll have to become more aggressive . ''
#goldHeads=3,3,9,3,4,3,3,9,0,3,3,3,14,12,14,15,16,19,17,3,3,
#predictedHeads=3,3,9,3,4,9,9,9,0,9,3,3,14,12,14,15,16,19,17,3,3,
(2,5),(5,5),(5,12),-0.0420537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,14),-0.0420279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,16),-0.0424574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,22),-0.101959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,6),(5,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,12),-0.0434426 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,6),(5,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,7),(5,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,12),-0.0422412 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,16),-0.042018 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,7),(5,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,8),(5,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,8),(5,22),-0.0420367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,9),(5,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,9),(5,22),-0.042025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,10),(5,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,12),-0.0434426 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,10),(5,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,11),(5,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,11),(5,22),-0.0420537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,12),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,12),(5,22),-0.0437153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,14),(5,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,14),(5,22),-0.0420279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,16),(5,22),-0.0424854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,5),(5,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,3),0.103064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,2),0.103069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,5),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,5),(5,-1),-0.114573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,4),(5,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,4),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,4),(5,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,3),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,5),(5,3),(5,-1),-0.0641522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,5),(5,2),(5,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,5),(5,2),(5,-1),-0.0641463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,5),(5,1),(5,-1),-0.0644558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,22),0.084754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,7),(6,22),-0.0420295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),0.0622279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,22),-0.0650344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,14),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,6),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,5),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0861994 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,5),(7,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,5),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,3),(7,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0456998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),-0.0436185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),-0.042044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.0430522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.0312186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,15),-0.0373757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),-0.0427953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,18),-0.0421455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,19),-0.0471788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,21),-0.0420126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,22),-0.0544532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,15),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0420437 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,22),-0.045639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,15),-0.0423072 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,22),-0.0422651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,22),-0.0434685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,15),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,16),-0.0420181 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,19),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,22),-0.0421336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,22),-0.0311888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,22),-0.0386709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,22),-0.046765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,18),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,22),-0.0421417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,21),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,22),-0.0438925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,20),(9,21),-0.0420188 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,22),-0.0424149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,21),(9,22),-0.0420191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.10963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.103029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,3),0.103052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,2),0.110723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.0566154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.0566673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.0641578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.0641463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,-1),-0.0641466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,3),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,3),(9,-1),-0.064166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,2),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,2),(9,-1),-0.0556629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,1),(9,-1),-0.0641654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,22),0.084754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,-1),0.0622279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,13),0.00904059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,14),-0.063948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,15),-0.0612048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,16),-0.0532067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,17),-0.0584783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,18),-0.044073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,19),-0.0486305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,22),-0.0628199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,15),-0.0420335 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,16),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,17),-0.0420335 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,22),0.00912017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,22),-0.0646018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,15),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,22),-0.0614457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,16),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,16),(12,22),-0.0533793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,17),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,17),(12,22),-0.0587116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,18),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,18),(12,22),-0.0441629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,19),(12,22),-0.0486134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,11),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,-1),0.04034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,11),(12,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,1),(1,2),0.100988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,1),(1,1),(1,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,22),0.0344469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,2),(1,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,2),(1,22),-0.0662272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,1),(1,3),(1,22),-0.0641519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,1),(1,1),(1,-1),0.0248238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,2),(2,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,12),-0.0647635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,2),(2,2),(2,22),0.00214269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,2),(2,4),(2,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,4),(2,22),-0.0676932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,5),(2,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,5),(2,22),-0.0664485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,2),(2,6),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
