# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(5,22),(22,25),(22,28),0.0272914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,26),(22,28),-0.00820779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,22),(22,21),0.0294741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,20),0.0294741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,19),0.0971504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,22),(22,22),(22,-1),0.0382344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,22),(22,21),(22,20),0.103028 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,21),(22,19),0.102353 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,21),(22,-1),-0.137253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,20),(22,19),0.102353 # DEPENDENCYPART_GRANDSIBL
(5,22),(22,20),(22,-1),-0.137253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,22),(22,19),(22,-1),-0.0741677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,27),(27,27),(27,28),-0.0289206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,27),(27,26),0.0955939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,27),(27,27),(27,-1),-0.0469498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,27),(27,26),(27,-1),-0.0716167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,2),0.0105276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.079294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.102438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,5),0.110966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,6),-0.0643526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,8),-0.0641494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,9),-0.0643631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,14),-0.0641494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,16),-0.0641725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,18),-0.064367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,26),-0.0642134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,28),-0.136862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.0976415 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.0869154 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,5),0.0869154 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,2),(1,8),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,14),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,16),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,26),-0.064149 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,28),-0.0835532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.101048 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,5),0.101048 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,28),-0.11875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,5),0.123096 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,8),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,14),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,18),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,28),-0.0349283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,5),(1,8),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,14),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,18),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,5),(1,28),-0.0354225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,6),(1,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,11),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,28),-0.0588521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,14),-0.064148 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,18),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,8),(1,28),-0.0305258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,9),(1,11),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,9),(1,28),-0.0581309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,11),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,11),(1,28),-0.054793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,14),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,14),(1,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,14),(1,18),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,14),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,14),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,14),(1,28),-0.0347276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,15),(1,16),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,15),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,15),(1,26),-0.064149 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,15),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,15),(1,28),-0.0835532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,16),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,16),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,16),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,16),(1,28),-0.0658366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,18),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,18),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,18),(1,28),-0.0698698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,26),(1,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,26),(1,28),-0.0637352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,27),(1,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),0.135128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,5),0.102075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,28),-0.0493105 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,5),(2,28),-0.0651405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),-0.0438935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),-0.0740231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),-0.0456744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,6),-0.0619928 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,5),(5,8),-0.0757571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,9),-0.063684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,11),-0.064286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,14),-0.0757585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,15),-0.06419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,19),-0.065273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,22),-0.0620089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,28),-0.254855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,8),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,9),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.0641474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,14),-0.0642635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,15),-0.0644177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,19),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,22),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,27),-0.0641793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,28),-0.0985855 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,8),(5,9),-0.0643116 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,14),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,15),-0.0641611 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,22),-0.0642722 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,8),(5,28),-0.032488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,9),(5,11),-0.0641482 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,14),-0.0642683 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,15),-0.0644616 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,19),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,22),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,27),-0.0641793 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,9),(5,28),-0.0860136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,28),-0.00271334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,14),(5,15),-0.0641611 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,22),-0.0642722 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,14),(5,28),-0.0311167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,15),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,22),-0.0644255 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,15),(5,28),-0.0785993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,19),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,19),(5,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,19),(5,28),-0.0688547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,22),(5,27),-0.0641793 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,22),(5,28),-0.101026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,27),(5,28),-0.0642324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),-0.095033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,3),-0.0101971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,2),-0.0692259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,1),-0.0799214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),0.236632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,3),-0.0412079 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,2),-0.0314316 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,1),-0.0449139 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),-0.101882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,3),(5,2),-0.0405108 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,1),-0.0320523 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,-1),-0.0434805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,2),(5,1),-0.0253141 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,2),(5,-1),-0.0387171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,1),(5,-1),0.000704713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,28),0.0207108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,7),(7,-1),-0.151857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,9),-0.0664072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.0851034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.0622294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,12),-0.0462715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.103869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,14),-0.10118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,15),-0.0732809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,16),-0.0966386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,19),-0.000687651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,22),-0.00922397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,27),-0.047348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,28),0.215983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.00367857 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,11),-0.04272 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,12),-0.0537386 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0968798 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,14),-0.0968927 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,15),-0.0575604 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,16),-0.0310394 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,19),-0.017231 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,22),-0.0139955 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,27),-0.0402784 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,28),-0.0126687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,12),-0.042049 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,13),-0.0447981 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,14),-0.0447981 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,15),-0.034388 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,16),-0.0452051 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,19),-0.0382749 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,22),-0.0418794 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,27),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,28),-0.00568444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,12),-0.0310921 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,13),-0.0459264 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,14),-0.0459264 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,15),-0.0451093 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,22),-0.0387078 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,28),-0.174448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,12),(8,13),-0.0414434 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,14),-0.0414423 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,15),-0.0512712 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,16),-0.0436623 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,19),-0.0352519 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,22),-0.0283116 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,12),(8,28),-0.0627237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,14),-0.0520543 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,15),-0.0332822 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,16),-0.0345189 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,19),-0.0496461 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,22),-0.0103419 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,27),-0.0434857 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,13),(8,28),-0.104378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,14),(8,15),-0.0322662 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,16),-0.0345189 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,19),-0.0496461 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,22),-0.0103419 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,27),-0.0434857 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,14),(8,28),-0.106964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,15),(8,16),-0.00018395 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,19),-0.0138677 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,22),-0.114384 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,27),-0.0291958 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,15),(8,28),-0.0383316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,16),(8,19),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,22),-0.0425842 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,27),-0.0423235 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,16),(8,28),-0.0744337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,19),(8,22),-0.0395488 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,19),(8,27),-0.0429812 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,19),(8,28),0.0138067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,22),(8,27),-0.0400895 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,22),(8,28),-0.055225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,27),(8,28),-0.0344513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,7),0.140748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,6),0.0634687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,8),(8,5),-0.0757575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
