# _root_ `` The MMI has gone better , '' shouted one trader at about 3:15 London time , as the U.S. Major Markets Index contract suddenly indicated a turnabout .
#goldHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,16,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
#predictedHeads=9,3,4,9,4,5,9,9,0,11,9,9,16,13,16,12,9,9,24,24,24,24,24,26,26,18,28,26,9,
(5,26),(26,16),(26,8),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,7),0.0962804 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,6),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,5),0.103012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,16),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,3),-0.0641804 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,16),(26,-1),-0.0773725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,15),(26,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,12),0.102306 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,11),0.102512 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,8),0.102775 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,7),0.108353 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,5),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,15),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,15),(26,-1),-0.0789964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,14),(26,13),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,12),0.102552 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,11),0.103048 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,14),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,14),(26,-1),-0.0684186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,13),(26,12),0.102375 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,11),0.103963 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,9),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,8),0.103003 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,7),0.101775 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,5),0.103051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,13),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,3),-0.0642413 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,13),(26,-1),-0.0711783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,12),(26,11),0.101714 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,10),0.103055 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,9),0.102762 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,8),0.103046 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,7),0.108777 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,6),0.102754 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,5),0.102984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,12),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,3),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,1),-0.0641533 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,12),(26,-1),-0.0820677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,11),(26,10),0.103024 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,9),0.102936 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,8),0.103064 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,7),0.0962804 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,6),0.103068 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,5),0.103012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,11),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,3),-0.0641804 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,11),(26,-1),-0.0773655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,10),(26,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,10),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,10),(26,-1),-0.0689783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,9),(26,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,7),0.102995 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,9),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,9),(26,-1),-0.0664492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,8),(26,7),0.0985457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,8),(26,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,8),(26,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,8),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,8),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,8),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,8),(26,-1),-0.065982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,7),(26,6),0.103067 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,7),(26,5),0.102254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,7),(26,4),-0.0642256 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,7),(26,3),-0.0642055 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,7),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,7),(26,-1),-0.0893325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,6),(26,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,6),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,6),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,6),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,6),(26,-1),-0.0650003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,5),(26,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,26),(26,5),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,26),(26,5),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,26),(26,5),(26,-1),-0.0545977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,26),(26,4),(26,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,4),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,4),(26,-1),-0.0644195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,3),(26,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,26),(26,3),(26,-1),-0.0789905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,26),(26,1),(26,-1),-0.068321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,28),(28,29),-0.015211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,30),0.0189041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,28),(28,29),(28,30),-0.0466852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,28),(28,27),0.10006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,25),0.08609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,24),0.0904166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,23),0.142271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,21),0.141115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,20),0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,19),0.0794444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,28),(28,28),(28,-1),-0.117918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,28),(28,27),(28,25),0.10392 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,24),0.114909 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,23),0.100237 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,21),0.100237 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,20),0.100237 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,19),0.102906 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,27),(28,-1),-0.0474963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,25),(28,24),0.101594 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,23),0.100661 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,21),0.100661 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,20),0.100661 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,19),0.0907171 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,25),(28,-1),-0.0534907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,24),(28,23),0.0947787 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,21),0.0937087 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,20),0.0947788 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,19),0.0889827 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,24),(28,-1),-0.0577151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,23),(28,21),0.111968 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,20),0.111968 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,19),0.113034 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,23),(28,-1),-0.0535518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,21),(28,20),0.111968 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,21),(28,19),0.112342 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,21),(28,-1),-0.0485367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,20),(28,19),0.111737 # DEPENDENCYPART_GRANDSIBL
(5,28),(28,20),(28,-1),-0.0513435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,28),(28,19),(28,-1),-0.0502732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,29),(29,29),(29,30),-0.055391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,29),(29,29),(29,-1),-0.071085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,2),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,30),-0.0679296 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),-0.0456631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,4),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,5),0.102823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,30),-0.0400733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,30),-0.064393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,9),(2,30),-0.0641993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),-0.0126016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,4),0.103043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,30),-0.104789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,7),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,30),-0.064221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,7),(3,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,7),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,7),(3,30),-0.0653841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,8),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,8),(3,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,9),(3,30),-0.064168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,2),-0.0424861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,-1),-0.0562887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,2),(3,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,2),(3,-1),-0.0425781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,1),(3,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,4),(4,5),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,4),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,4),(4,30),-0.0440486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,5),(4,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,5),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,5),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,6),(4,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,4),(4,6),(4,30),-0.0641458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,4),(4,7),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,7),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,8),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,8),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,9),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,9),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,11),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,11),(4,30),-0.0676487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,12),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,12),(4,30),-0.0643038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,13),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,13),(4,30),-0.0641659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,17),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,17),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,17),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,17),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,18),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,18),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,18),(4,30),-0.0643038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,4),(4,26),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,4),(4,26),(4,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
