# _root_ `` It seems computers as hobbies have waned , '' says Ian Brightman , Beseler 's chairman and chief executive officer .
#goldHeads=3,3,11,7,4,5,3,7,3,3,0,13,11,13,17,15,13,17,21,21,18,11,
#predictedHeads=11,3,11,3,3,7,5,7,11,11,0,13,11,13,17,15,13,17,21,21,18,11,
(4,13),(4,17),-0.949278 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,18),-0.961158 # DEPENDENCYPART_NEXTSIBL
(4,13),(4,23),-1.29633 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,14),(4,17),0.00863808 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,18),-1.15749 # DEPENDENCYPART_NEXTSIBL
(4,14),(4,23),-1.37116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,17),(4,18),-0.737039 # DEPENDENCYPART_NEXTSIBL
(4,17),(4,23),-1.12678 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,18),(4,23),-0.62903 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.80632 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.584886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-1.27688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.76757 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.841637 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-0.590596 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-1.03389 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.608225 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-1.23608 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-1.02199 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.590423 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-0.222516 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.339353 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-1.30494 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.432678 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),0.29377 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,13),-0.498778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,14),-0.459176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,18),-0.760928 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,23),-1.3129 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-1.0787 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-1.21954 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-1.12388 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-1.16351 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-1.24065 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-1.45547 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,14),-1.04139 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,18),-1.32399 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,23),-1.03186 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.700833 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-0.376793 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-0.544475 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.914913 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-0.849253 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,14),-0.47456 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,18),-0.527854 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,23),-0.78932 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-0.557547 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-0.843136 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-0.759069 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-0.922095 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,14),-0.471914 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,18),-0.703647 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,23),-0.631918 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-0.307139 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,11),-0.56907 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-0.814877 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,14),-1.3044 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,18),-1.82753 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,23),-0.957206 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,11),-0.762958 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,13),-0.908626 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,14),-0.891732 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,18),-1.24346 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,23),-1.26124 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,13),-0.88245 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,14),-0.412403 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,18),-0.752971 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,23),-1.01412 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,14),-0.756072 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,18),-0.985781 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,23),-1.20123 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,14),(5,18),-1.175 # DEPENDENCYPART_NEXTSIBL
(5,14),(5,23),-1.24674 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,18),(5,23),-0.866177 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.46175 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.722287 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-0.588463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-1.27509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.668595 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.67965 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-1.11825 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-1.05466 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-1.32861 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.774064 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.534189 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.944311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-0.585751 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-1.15675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-1.04358 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.442886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.468279 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-1.04023 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.403053 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),0.038123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,23),-0.6453 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.776076 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-0.377907 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-0.610554 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-1.03407 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,23),-0.959152 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.461026 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-0.869051 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-0.845342 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,23),-0.694657 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.207526 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-0.61732 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,23),-1.09603 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-0.835442 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,23),-1.48503 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,23),-1.16038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.625396 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.336126 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-0.584886 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-1.27688 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.789755 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.575598 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-1.16777 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-1.17079 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-1.15101 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,2),-1.11409 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-1.02412 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-1.25697 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-0.608225 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-1.23608 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-1.02199 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.212371 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-1.1818 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.536743 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-0.0274841 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.464587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.381212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.33604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,17),-0.111511 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,18),-0.597236 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,21),-0.475219 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,22),-0.99051 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,23),-1.06133 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.488801 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.795985 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.749371 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.751043 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.756283 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.403168 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,17),-0.931296 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,18),-0.491729 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,21),-0.980946 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,22),0.0121073 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,23),-0.301701 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.32026 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.699387 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.958507 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.757106 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-1.37636 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,17),-0.410827 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,18),-1.75021 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,21),-0.965799 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,22),-1.48536 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,23),-1.17634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-0.931782 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.831013 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-0.903776 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-1.00829 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,17),-0.964288 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,18),-1.24969 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,21),-0.921912 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,22),-2.3396 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,23),-1.37466 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-0.81742 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-0.905453 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-0.583293 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,17),-0.92594 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,18),-0.844678 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,21),-0.976193 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,22),-0.75691 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,23),-1.1367 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.48113 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-1.32886 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,17),-1.29017 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,18),-1.37412 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,21),-1.39031 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,22),-0.938594 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,23),-1.22875 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),-0.707753 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,17),-0.886174 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,18),-0.933838 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,21),-1.02849 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,22),-0.314965 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,23),-1.25921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,17),-0.167461 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,18),-1.09768 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,21),-0.625225 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,22),-1.2139 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,23),-1.46587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,17),(7,18),-0.721257 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,21),-0.788044 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,22),-0.63676 # DEPENDENCYPART_NEXTSIBL
(7,17),(7,23),-1.18446 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,18),(7,21),-0.694545 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,22),-0.771536 # DEPENDENCYPART_NEXTSIBL
(7,18),(7,23),-0.750053 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,21),(7,22),-0.718274 # DEPENDENCYPART_NEXTSIBL
(7,21),(7,23),-0.99417 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,22),(7,23),-2.10215 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.1601 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.574109 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.151468 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.813147 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-0.387092 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-1.19831 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-1.08576 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.993846 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-1.34431 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-1.12478 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-1.31228 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-1.0744 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-1.05582 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.511525 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.96203 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-1.08333 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-1.0719 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-1.11831 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.643732 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-1.01544 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-0.88683 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-1.20069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.811805 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-0.607976 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-1.01398 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-0.514327 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-1.01853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-1.01178 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-1.1941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,10),-0.467275 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,11),-0.0745267 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,12),-0.371591 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,13),-0.288217 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,14),-0.348337 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,15),-0.606671 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,17),-0.216935 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,18),-0.481753 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,21),-0.618012 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,22),-1.06251 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,23),-0.719641 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,10),-0.235779 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,11),-0.732805 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,12),-0.930431 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,13),-0.729029 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,14),-1.2341 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,15),-0.970234 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,17),-0.392926 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,18),-1.83551 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,21),-0.962643 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,22),-1.47064 # DEPENDENCYPART_NEXTSIBL
(8,9),(8,23),-1.13792 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,10),(8,11),-0.901702 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,12),-0.772171 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,13),-0.844934 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,14),-0.901604 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,15),-0.858194 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,17),-0.946804 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,18),-1.18413 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,21),-0.917835 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,22),-2.33335 # DEPENDENCYPART_NEXTSIBL
(8,10),(8,23),-1.52314 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,11),(8,12),-0.8198 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,13),-0.907833 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,14),-0.609553 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,15),-0.922751 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,17),-0.975455 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,18),-0.822783 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,21),-1.03911 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,22),-0.760853 # DEPENDENCYPART_NEXTSIBL
(8,11),(8,23),-1.22562 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,12),(8,13),-1.43146 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,14),-1.26401 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,15),-1.42353 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,17),-1.29357 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,18),-1.30516 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,21),-1.4071 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,22),-0.927461 # DEPENDENCYPART_NEXTSIBL
(8,12),(8,23),-1.14368 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,13),(8,14),-0.6429 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,15),-1.0808 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,17),-0.889568 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,18),-0.864878 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,21),-1.04529 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,22),-0.303832 # DEPENDENCYPART_NEXTSIBL
(8,13),(8,23),-1.17413 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,14),(8,15),-0.585879 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,17),-0.14956 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,18),-1.18297 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,21),-0.622069 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,22),-1.19918 # DEPENDENCYPART_NEXTSIBL
(8,14),(8,23),-1.42746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,15),(8,17),-0.823398 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,18),-1.03735 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,21),-1.02364 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,22),-0.865795 # DEPENDENCYPART_NEXTSIBL
(8,15),(8,23),-0.814299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,17),(8,18),-0.652674 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,21),-0.838002 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,22),-0.650316 # DEPENDENCYPART_NEXTSIBL
(8,17),(8,23),-1.13897 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,18),(8,21),-0.719377 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,22),-0.763877 # DEPENDENCYPART_NEXTSIBL
(8,18),(8,23),-0.578555 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,21),(8,22),-0.745645 # DEPENDENCYPART_NEXTSIBL
(8,21),(8,23),-0.993294 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,22),(8,23),-2.09004 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,7),-0.650535 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,6),-0.39031 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,5),-0.564921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,4),-0.403125 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,3),-0.730493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,2),-0.492819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,1),-1.18391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,-1),-0.793695 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,7),(8,6),-0.745939 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,5),-1.09155 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,4),-0.992853 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-1.06961 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-1.22367 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,1),-0.699031 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-1.00075 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-1.06888 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-1.41577 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-1.14719 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-1.37739 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,1),-1.20572 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-1.13671 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.594139 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-0.94025 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-1.11448 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,1),-1.15427 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-1.13417 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.665942 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-1.08035 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,1),-1.0169 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-1.28683 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.78109 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,1),-0.570433 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.978641 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,1),-0.565312 # DEPENDENCYPART_NEXTSIBL
