# _root_ At Shearson Lehman , executives created potential new commercials Friday night and throughout the weekend , then had to regroup yesterday afternoon .
#goldHeads=6,3,1,6,6,0,9,9,6,11,6,11,12,15,13,6,18,6,18,19,22,20,6,
#predictedHeads=6,3,1,6,6,0,9,9,6,11,6,6,18,15,13,18,18,12,18,19,22,20,6,
(12,15),(12,19),-1.04321 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-1.16625 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,24),-0.483236 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-0.438888 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,18),-0.47898 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,19),-0.713014 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-0.770327 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,24),-1.25739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,18),-0.713591 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,19),-0.849603 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-0.921135 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,24),-0.771094 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,18),(12,19),-0.715298 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,22),-0.861984 # DEPENDENCYPART_NEXTSIBL
(12,18),(12,24),-0.608082 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,19),(12,22),-0.805492 # DEPENDENCYPART_NEXTSIBL
(12,19),(12,24),-0.79631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,24),-1.11715 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.694186 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-0.766806 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-0.404509 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.348036 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-1.0921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,-1),-1.40538 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,14),-1.13571 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,15),-0.540097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,16),-1.21842 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,17),-0.526208 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,18),-0.35076 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,19),-0.485617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,22),-1.16713 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,23),-1.02869 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,24),-1.00665 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,14),(13,15),-1.54697 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,16),-1.39238 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,17),-1.46062 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,18),-1.48626 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,19),-1.4486 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,22),-1.58288 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,23),-1.57552 # DEPENDENCYPART_NEXTSIBL
(13,14),(13,24),-1.52214 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,15),(13,16),-0.606546 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,17),-1.13856 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,18),-1.11092 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,19),-1.17436 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,22),-1.28978 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,23),-0.802195 # DEPENDENCYPART_NEXTSIBL
(13,15),(13,24),-0.501864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,16),(13,17),-0.323408 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,18),-0.415594 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,19),-0.736617 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,22),-0.95121 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,23),-1.03217 # DEPENDENCYPART_NEXTSIBL
(13,16),(13,24),-0.72841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,17),(13,18),-0.665864 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,19),-0.86395 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,22),-0.97934 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,23),-1.01574 # DEPENDENCYPART_NEXTSIBL
(13,17),(13,24),-0.812221 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,18),(13,19),-0.710015 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,22),-0.890846 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,23),-0.325838 # DEPENDENCYPART_NEXTSIBL
(13,18),(13,24),-0.649073 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,19),(13,22),-0.889613 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,23),-0.668169 # DEPENDENCYPART_NEXTSIBL
(13,19),(13,24),-0.791132 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,22),(13,23),-0.782129 # DEPENDENCYPART_NEXTSIBL
(13,22),(13,24),-1.17022 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,23),(13,24),-2.1035 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,-1),-0.607073 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,24),-0.180439 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,14),(14,-1),-0.249384 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,15),(15,16),-0.992091 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.478629 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.339818 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.456579 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,22),-1.29083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,24),-0.473324 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.307904 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-0.370938 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-0.635527 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,22),-0.542248 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,24),-0.811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-0.680245 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,19),-0.850547 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,22),-0.891975 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,24),-0.855075 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,19),-0.670067 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,22),-0.80696 # DEPENDENCYPART_NEXTSIBL
(15,18),(15,24),-0.655096 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,22),-0.74621 # DEPENDENCYPART_NEXTSIBL
(15,19),(15,24),-0.756167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,22),(15,24),-1.11872 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.540799 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,13),-0.67087 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.746752 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.602997 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,13),-0.708074 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,10),-1.39561 # DEPENDENCYPART_NEXTSIBL
(15,14),(15,-1),-0.599233 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,13),(15,10),-1.01234 # DEPENDENCYPART_NEXTSIBL
(15,13),(15,-1),-0.926887 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,-1),-1.36523 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,24),-0.0496802 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,-1),0.0382504 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,18),-0.340574 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.472847 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-1.23069 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.396675 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-0.653973 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-0.809753 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-0.617539 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,22),-0.765635 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,24),-0.686933 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,24),-1.11936 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,15),-0.552167 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.523913 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,15),(17,-1),-0.590804 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.607902 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-0.364227 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.808227 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.901635 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-1.05068 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.874099 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.913226 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.514427 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.684284 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.524725 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-0.757696 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.917839 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-1.05525 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-0.58039 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-1.04087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-0.840675 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-1.13565 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-1.02974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.622527 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-1.18243 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-1.89675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),-0.756528 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-1.53624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-0.351059 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,14),-0.449833 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,13),-0.724551 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,12),-1.1196 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,11),-0.533739 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,10),-0.7113 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,9),-0.140977 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,8),-0.292892 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,7),-0.441013 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,6),-0.589107 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,5),-0.096262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,4),-1.26427 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,3),-0.163463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,2),-0.263113 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,1),-0.94534 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-0.93648 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.636961 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.485489 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,14),-0.863472 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-0.668431 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,12),-1.1623 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,11),-0.657131 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,10),-0.590053 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,9),-0.455467 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,8),-0.936168 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,7),-0.911031 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,6),-0.883564 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,5),-0.351643 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,4),-1.49141 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,3),-0.349916 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,2),-0.398224 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,1),-0.790454 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-1.08922 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.764938 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,14),-1.30245 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-0.316835 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,12),-1.83119 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,11),-1.01794 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,10),-1.08166 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,9),-1.17984 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-0.881073 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,7),-0.86745 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-0.110207 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,5),-0.95312 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,4),-2.2619 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,3),-1.09643 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,2),-1.16378 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,1),-0.399349 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-1.31846 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-0.730804 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,13),-0.901705 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,12),-1.0294 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-1.22885 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-1.09254 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-1.06514 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-1.30539 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,7),-1.18605 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-1.02961 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,5),-1.06138 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,4),-1.90391 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,3),-1.39419 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,2),-1.32046 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,1),-0.530194 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-0.564163 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,13),-0.867717 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,12),-1.0694 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,11),-1.54596 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,10),-1.57924 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,9),-1.17479 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,8),-1.55873 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,7),-1.51978 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,6),-1.39367 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,5),-1.08468 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,4),-1.83137 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,3),-1.58608 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,2),-1.52851 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,1),-1.00963 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-1.01317 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,12),-0.489524 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,11),-0.927344 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,10),-1.03376 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,9),-1.15734 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,8),-1.18901 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,7),-1.27722 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,6),-1.11595 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,5),-1.12418 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,4),-1.64962 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,3),-1.12159 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,2),-1.22149 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,1),-1.0156 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,-1),-1.05611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,11),-0.904938 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,10),-1.14654 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,9),-1.08752 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,8),-1.22494 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,7),-1.23032 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,6),-1.02229 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,5),-1.07936 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,4),-1.4966 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,3),-1.36598 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,2),-1.35081 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,1),-0.829734 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,-1),-0.865471 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-0.380953 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-0.864275 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-1.24005 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,7),-1.12938 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-1.16632 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,5),-1.20493 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,4),-1.58584 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,3),-1.28651 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,2),-1.26397 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,1),-0.950591 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-1.07161 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.527983 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-1.00805 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,7),-1.17005 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-0.92954 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,5),-1.03205 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,4),-1.57806 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,3),-1.58763 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,2),-1.31425 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,1),-0.723731 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-1.45105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),-0.804534 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,7),-1.06959 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-0.954206 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,5),-1.45189 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,4),-0.973785 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,3),-1.42943 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,2),-1.3671 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,1),-0.889403 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,-1),-1.12085 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,8),(18,7),-0.489252 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,6),-0.9448 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,5),-1.07405 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,4),-0.977555 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,3),-1.22078 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,2),-1.41106 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,1),-0.935664 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,-1),-1.08364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,7),(18,6),-0.715148 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,5),-0.993926 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,4),-1.04437 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,3),-1.27567 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,2),-1.33395 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,1),-0.997698 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,-1),-1.19191 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,5),-0.843649 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,4),-1.16774 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,3),-1.20604 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,2),-1.19809 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,1),-1.05102 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,-1),-1.02024 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,5),(18,4),-0.0619577 # DEPENDENCYPART_NEXTSIBL
(18,5),(18,3),-0.809539 # DEPENDENCYPART_NEXTSIBL
(18,5),(18,2),-1.0304 # DEPENDENCYPART_NEXTSIBL
(18,5),(18,1),-0.573511 # DEPENDENCYPART_NEXTSIBL
(18,5),(18,-1),-1.00679 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,4),(18,3),-1.00088 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,2),-1.16167 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,1),-0.344057 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,-1),-1.64808 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,3),(18,2),-0.783703 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,1),-0.669549 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,-1),-0.827968 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,2),(18,1),-0.87896 # DEPENDENCYPART_NEXTSIBL
(18,2),(18,-1),-0.762876 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,1),(18,-1),-0.434801 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.153408 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),-1.04276 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-1.02166 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),-1.09507 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-0.980658 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,22),-1.05494 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),-0.907237 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,22),-1.09267 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,24),-1.04103 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,24),-1.02605 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,17),-0.692726 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.51165 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,17),(19,-1),-1.00665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-1.05815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,22),-1.08529 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,23),-0.991052 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,24),-0.621508 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,21),(20,22),-0.971858 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,23),-1.16036 # DEPENDENCYPART_NEXTSIBL
(20,21),(20,24),-1.14348 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,22),(20,23),-0.625413 # DEPENDENCYPART_NEXTSIBL
(20,22),(20,24),-1.21618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,23),(20,24),-1.8906 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,19),-0.511904 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,17),-0.670853 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,16),-1.25503 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,15),-0.57489 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,13),-0.614976 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,11),-0.765617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,9),-0.252207 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,4),-0.983062 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(20,20),(20,1),-0.848055 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
