# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,18,17,23,23,15,14,
(13,12),(12,8),0.0805164 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.189617 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.32192 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.190012 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.60044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.137791 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.52003 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.613621 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.67011 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.783323 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.619172 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.424492 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.680549 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.542007 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.32994 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),0.255001 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.421667 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.321388 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),1.11543 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),0.283014 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),1.17798 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.719267 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.561785 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.488329 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.348607 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),0.269549 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.446959 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.338328 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.593986 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),1.15415 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.913624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),0.286897 # DEPENDENCYPART_GRANDPAR
(14,2),(2,18),-0.208929 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),0.283023 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.405485 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.718773 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.273942 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),0.214705 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.196919 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.255206 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.356596 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.986158 # DEPENDENCYPART_GRANDPAR
(14,4),(4,15),0.351958 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.406936 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),0.733221 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.553261 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.215401 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.19569 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.262531 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.355323 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),1.04978 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.470847 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.711794 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.565628 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.488911 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.159865 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.651903 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.41394 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.275998 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.567357 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),1.16774 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-0.892351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),0.37579 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),0.316435 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.829913 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.656178 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.403936 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.458213 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.174153 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.302758 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.420606 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.324218 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.975313 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-0.988385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),0.299937 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.165686 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.486 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.20504 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),0.276399 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.283768 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.289358 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),1.19879 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),0.480403 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),0.768873 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.514409 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),0.419847 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.350531 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.244528 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.774331 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.329484 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.690379 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.61418 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),1.1531 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-0.915511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.284867 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.180345 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.210951 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.509269 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),0.281135 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.51747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.216899 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.134696 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.758134 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.876997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.29467 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0523261 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.187282 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.372646 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.0916897 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.756231 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.440162 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.6216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),1.14643 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.914945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.282495 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.213516 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.451735 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.738637 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.494272 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.39971 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.331159 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.257821 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.761102 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.447681 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.219592 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.659029 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),1.15028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.914339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.286169 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.176615 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.209657 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.508097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),0.282307 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.53807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.516723 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.587148 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.352861 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.439237 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.00221043 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.315939 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.286437 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.609253 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.533675 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.228155 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),0.128349 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.0208422 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.576797 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.397488 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.118749 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.307234 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.130028 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.177572 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.127124 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.414978 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),0.50795 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0749465 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.381864 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0772069 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.265153 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.256597 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.518051 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.442266 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.445512 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.28167 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.126033 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.182854 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.132406 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.4212 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.154402 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.452128 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.455218 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.309583 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.114784 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.13813 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.426924 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.503985 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.500648 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.355012 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.149322 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.225334 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.423709 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.167073 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.0265377 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.10241 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.240236 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),0.126928 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.163944 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),0.0609701 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),-0.0208419 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.462708 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.473408 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.278905 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.314802 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.118617 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.185123 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.119992 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),0.515918 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),0.220504 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.864993 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.676431 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.692793 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.290101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.16238 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.915843 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.50786 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.171433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.385836 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.637114 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.450755 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.152167 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.808624 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.406576 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.114575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.297303 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.561062 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.356669 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),1.18271 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.936373 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.774264 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.186521 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.406306 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.657584 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.473102 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.266197 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),1.1851 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.941218 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.565704 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.453251 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.675511 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.491029 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),1.23726 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.971778 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.596264 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.473905 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.466613 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.443678 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-0.786977 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-0.66265 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-0.565248 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.918729 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.683568 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.744502 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.698994 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.695654 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),1.27929 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),1.0599 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.826784 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.658311 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.526493 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.52866 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.744669 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.205715 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.333438 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.0965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.418423 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.126011 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.346899 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.304254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.236193 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),0.115153 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),0.0423865 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),0.480288 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),0.815636 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),0.156988 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.0540465 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.413133 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),0.108977 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),0.218005 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.361141 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.167671 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.450845 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.512872 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),0.252118 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.201293 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.902242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.066514 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.427621 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.113289 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.147173 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.874213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.0126842 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),0.343145 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.415867 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.0428537 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.00808342 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.255481 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.0999381 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.038889 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.285044 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),1.37539 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.116928 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),1.01293 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),1.07664 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.722719 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.310175 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.404168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.610672 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0135983 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.717944 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.742254 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.476075 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.587378 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.310175 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.385807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),0.842606 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.342162 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.744341 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.478162 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.310176 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.386896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),0.841516 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.333972 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.454136 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.480417 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-0.323985 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.298296 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.49368 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.858774 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.275019 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.423758 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.365106 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.400083 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.311608 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.3702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.607914 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.845241 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.344669 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.45786 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.487151 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.466389 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.125891 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.42878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,16),-0.553974 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.561027 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.86342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.225056 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.372064 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.551197 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),0.41543 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.205078 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.553974 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.561153 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.715217 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.113285 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.596697 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.460929 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.554146 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.561201 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.7623 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.146906 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.401668 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.389501 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.70481 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.532215 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.515776 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-0.971601 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.517056 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.666673 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.622571 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.638264 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.558272 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.56246 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.869795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.705099 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.125321 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.344467 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.439109 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.173457 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.325171 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.303126 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.268486 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.306191 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.356812 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0820491 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.56701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.828595 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.762816 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.704638 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.852058 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.672755 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.339551 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.54173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.816004 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.737549 # DEPENDENCYPART_GRANDPAR
