# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(11,15),(15,20),0.198887 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),0.166787 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.0685768 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),-0.388431 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.824676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,15),0.678786 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.284541 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.234411 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),0.357291 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.143961 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.110686 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.191866 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.298616 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.296094 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.481119 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.0427993 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.335613 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),0.105786 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),0.087952 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.328527 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.787603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),1.24422 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),0.442728 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.0298344 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.037906 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.480878 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.393913 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.0575903 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.266004 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.266489 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),-0.40794 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.649626 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.610907 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.718114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.13832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.0424726 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0307297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.10744 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.446111 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.0680874 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.267362 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0869197 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.363515 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.0938646 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.216253 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.343001 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.114583 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.155867 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.153496 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.162126 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.126269 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.23675 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.303506 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0299158 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.165915 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.13925 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.46788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.16423 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.630133 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.364574 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.462758 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.547445 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.567437 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.505033 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-1.04385 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.126554 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.46294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.66338 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.413014 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.850167 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.651399 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.97594 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.438471 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.714135 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.45307 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.445087 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.346571 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.798506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.139787 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.247849 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.307306 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0883506 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.197972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),0.265031 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.540143 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.447187 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.271588 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.187407 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.144344 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.128638 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.197404 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.00704525 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.102069 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.121905 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.162212 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.653573 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.134506 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0244643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0650306 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.176636 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.00035482 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.447599 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.445087 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0346934 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.150048 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.112129 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.215669 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0257803 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.283097 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.179794 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.0640647 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.555066 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.310448 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.014954 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.229898 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.133523 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.0600814 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.155292 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),0.0339616 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.288481 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.128888 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.199572 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.120686 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.0405922 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.122792 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.135061 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.016725 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.215017 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.161729 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.293047 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0243133 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.214778 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0157622 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.15076 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.356173 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.324286 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.20823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.0438537 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.304405 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.292534 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.450817 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.516565 # DEPENDENCYPART_GRANDPAR
(15,8),(8,25),-0.770547 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.143044 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.0956761 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0435843 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.130435 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.350417 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0858566 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.379826 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.281932 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.21627 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.16259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.00282143 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.257309 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.228992 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.401118 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.46852 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.3245 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.743014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.237366 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.330382 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0414223 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.355786 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.179054 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.157682 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.22209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.0180212 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.297521 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.240187 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.530127 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.754728 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.332644 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.222029 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.0360386 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.305718 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0282357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.341412 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.484617 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.20824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.304344 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.292509 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.516579 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.388726 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.726462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.439024 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.386444 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.107003 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0481066 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0683875 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.290936 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.386883 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.16035 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.348077 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.243241 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.26262 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.087372 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.252007 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.325191 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.633043 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.608234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,18),0.163666 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.12118 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.142087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.225882 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.390651 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),0.101366 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.389196 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.227989 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.57804 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.250149 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.339644 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.441487 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.110138 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.469697 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.435866 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.249216 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.256951 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.55516 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.325191 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.265368 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.429395 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.0602831 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.537851 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.25147 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.132804 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.179954 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.195724 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.152532 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.862114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),0.75806 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),0.00528206 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.126908 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.257794 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.33359 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.00935034 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.216777 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.172196 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.602057 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.235229 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.160894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.195125 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.172799 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.881112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),0.696448 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),0.4465 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),0.000191359 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.115179 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.164148 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.431742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.327068 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.477452 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.0123041 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.168713 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.07595 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.894155 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.682373 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.438541 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),1.11692 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.47688 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.528807 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.557291 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.389552 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.256915 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.203122 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.615162 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.357493 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.609692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),1.03768 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.540134 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),1.09058 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.855056 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.512719 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.471203 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.437607 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.00521301 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.168713 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.150415 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.485516 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),1.02418 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),0.716458 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.420234 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.333004 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.194926 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.402117 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.054575 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.26363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.21256 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.128072 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.37208 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.432967 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.697391 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.610111 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.832006 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.885866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.576973 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.08266 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.920933 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.834453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.610012 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.285913 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.25499 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0279722 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.0229865 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.719872 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.02586 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.79601 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.562172 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.859697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.771561 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.832464 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.367624 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.102306 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0333118 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.338693 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.786149 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.823982 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.466433 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0826903 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.366711 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.112496 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.27801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0830325 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.198207 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.265587 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.844971 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.816103 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.494917 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.965991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.329277 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.192525 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.201687 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.277773 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.237021 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),0.0313589 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0566516 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.00654889 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.183598 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.178251 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.0781408 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.0613044 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.0424169 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.0909386 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.287586 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.196257 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.18576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),0.0141052 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.352669 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-0.582574 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),0.149062 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),0.059212 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.018775 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),0.0295469 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),0.0246092 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.276531 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.309031 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),0.173561 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.138916 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.0945184 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.241994 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.210757 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.23921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.0356914 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.421704 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.615216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.30092 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0278535 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.20008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.0038216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.266377 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.365621 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.19425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,11),-0.276797 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.486474 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.612218 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.115513 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.235656 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.506772 # DEPENDENCYPART_GRANDPAR
