# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,17,22,20,9,
(10,9),(9,15),-0.117909 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.339822 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),0.174528 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-0.0363362 # DEPENDENCYPART_GRANDPAR
(10,9),(9,22),-0.254104 # DEPENDENCYPART_GRANDPAR
(10,9),(9,23),-0.0193633 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.819688 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.213659 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.130981 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.555038 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.736672 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.461572 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.585744 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.520906 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.580478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.61692 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0913813 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0405581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.019515 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.139947 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.389449 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.397018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.401025 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.344244 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.354367 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.110936 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.66854 # DEPENDENCYPART_GRANDPAR
(10,13),(13,22),0.400513 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.361238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.468279 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.308542 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.0882272 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.656769 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.448695 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.431576 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),0.259101 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.419817 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.545557 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.763008 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.606815 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.389867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,13),0.321243 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.247251 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.190845 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.693615 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.256648 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.414834 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.403277 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.425103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.357664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.389623 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.554687 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),-0.713649 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.387105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,12),0.479203 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.232703 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.160501 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.107173 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0242335 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.263286 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.421461 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.563574 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),0.411759 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),0.371667 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),0.505031 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.487187 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.309346 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),-0.555038 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.297394 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.216451 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0853986 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.17981 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.0623865 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0502025 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),0.602086 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.067518 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),0.518029 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),0.400513 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),0.119845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.562206 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.880946 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.533284 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.637131 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.656409 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.764146 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.942212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0255173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.121487 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.191646 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0900802 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.315576 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.583083 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.215112 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.103889 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.153657 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.125972 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),0.320759 # DEPENDENCYPART_GRANDPAR
(11,13),(13,22),-0.133454 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.531007 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.259542 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.158907 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.152499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.288725 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),0.081181 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.205235 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.268492 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.17134 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.355332 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.00680023 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.34784 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.146559 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.0683328 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),0.165722 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.519717 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0709299 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0128945 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.258738 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.0591525 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.0271363 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.22093 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),0.0963077 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.0414751 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.0841425 # DEPENDENCYPART_GRANDPAR
(12,2),(2,15),-0.239215 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.442235 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.407221 # DEPENDENCYPART_GRANDPAR
(12,2),(2,23),-0.483877 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.37398 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.0120192 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.142416 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.328182 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0228463 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.0725029 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),0.0848881 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),0.0988961 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.0290805 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.040518 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.186777 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.113203 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0220401 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0205359 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0937893 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0418915 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.0931087 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.239275 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.4425 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.180471 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-0.416187 # DEPENDENCYPART_GRANDPAR
(12,8),(8,23),-0.483936 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.07942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.151574 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.20255 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.500143 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.811256 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.282028 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.358569 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0190357 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.368024 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),-0.0115744 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.444665 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.766228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,15),0.373582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.00259117 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.34767 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.361861 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0507645 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.125689 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.00519451 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.473511 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.732847 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.677516 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.444305 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.244054 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.211336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.177902 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.378285 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.384298 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.333706 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.0842463 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.121832 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0778268 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.0379714 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.486558 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.687308 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.451674 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.653871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.233205 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.178228 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.151447 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0691945 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.395989 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.363621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.00257081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.0417156 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.0836956 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.0134152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),0.0544205 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.230537 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.788075 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.202701 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0988993 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.197851 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0634614 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.338301 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.127547 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.126852 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.999403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.424432 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),0.133792 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.117751 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.0887308 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.206722 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.268801 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.133574 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.707308 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),0.0476582 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.376206 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.58619 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.0457856 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0333614 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.209072 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.232688 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.01802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),0.422308 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.144701 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.118911 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.0836723 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.534777 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.379341 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.687992 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.426533 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.405213 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.359154 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.493673 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.0535715 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.269367 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.521264 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.8264 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.653608 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.517807 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.608038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.939426 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.599637 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.415369 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.367278 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.330187 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.478238 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.291119 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.0299035 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.301216 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.551771 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.793954 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.541407 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.373676 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.623313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),0.846247 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.532635 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.280648 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.458599 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.481555 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.545769 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.227738 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.0420165 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.222546 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.602306 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.981166 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.342968 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.475826 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.365599 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.336606 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.28974 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.305152 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.259971 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.287082 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.628351 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.329319 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.417543 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.435365 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.31195 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.481053 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.00306789 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0814336 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0083719 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.185574 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.962985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.258973 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.299754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0632376 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.149129 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.183482 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.20267 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.171859 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.416035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.812364 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.559974 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.173241 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.54431 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.665006 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.197036 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.221188 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.962433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.245387 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.298211 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0556227 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.767835 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.04189 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.891495 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.660577 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.572468 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.612538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.103388 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.384016 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.262553 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.241018 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.183924 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.169487 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.246995 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.2667 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.773643 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.987321 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.660744 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.536822 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.565521 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.63372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0849717 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0938645 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.30248 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.306307 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.30032 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.130631 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),0.293711 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.327675 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.771761 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.580307 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.647211 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,18),0.253287 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.152816 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0524496 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.143251 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.299044 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.1825 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.17433 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.322815 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.659297 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.546176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,16),0.141428 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.383006 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.361149 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.355353 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.223252 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.262524 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.400436 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.226777 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.0279791 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.568406 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.00576332 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.00706515 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.0179676 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.330682 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.108407 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.302047 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.623816 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.119361 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.0169404 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.0771945 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.18844 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),0.300613 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),0.103025 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.29117 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.243551 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.89441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,20),0.271705 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.176121 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.329225 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.280741 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.184812 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.255373 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.522157 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.301216 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.105731 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.283681 # DEPENDENCYPART_GRANDPAR
