# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(3,11),(11,7),0.124517 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.117037 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.241201 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.157354 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.659327 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.108236 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0902186 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.116873 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.262125 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),0.217559 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),0.0826581 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),0.463504 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),0.0613737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.623954 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.142818 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.0774611 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.0112175 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.183235 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.391595 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.101428 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),0.0763263 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),0.0831053 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.267122 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.156871 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),0.225839 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),0.0743694 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),0.455591 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),0.0534567 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.476045 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),0.637169 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0840291 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.212901 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.364963 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.0434044 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.247573 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.0933513 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.267102 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.164924 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),0.222713 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),0.0838083 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),0.288323 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),0.0645563 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.659226 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.158356 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0846935 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.754465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0185061 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.275121 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.212102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.812597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.12189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.146532 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.537472 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.219101 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),0.218768 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.05673 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.29815 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),0.0131391 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.414529 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.314471 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.677037 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.344764 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.80906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0479752 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.207679 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.578144 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),0.222832 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.226285 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.236547 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.0148573 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.82832 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.241028 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.345552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.195022 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.438464 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.119265 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.241691 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.327801 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),1.01334 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.435173 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.36706 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.466951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.228243 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),0.170726 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.384428 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.278284 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.321649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.351697 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.351468 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.15379 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.319063 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),1.01766 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.566893 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.56197 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.565898 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.404862 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.309152 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.230606 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.197056 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.390339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.368606 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.299129 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.219552 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.53742 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.104407 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.250344 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.5065 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.611975 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.550703 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.218335 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.349641 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.31264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.324601 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.374114 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.437057 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.246349 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.364712 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.269465 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.535131 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.373161 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.476462 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.241148 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),0.110119 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),0.188709 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),0.165511 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.27739 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.100056 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.29504 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.635007 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),0.467393 # DEPENDENCYPART_GRANDPAR
(4,13),(13,5),0.425484 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.703543 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.366292 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.443617 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.158595 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.116934 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.135843 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),0.149022 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.218459 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),0.186212 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),0.117608 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.0795022 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.231713 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.337474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.412504 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),0.696178 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),0.296858 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.228634 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.358348 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.0398304 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0525913 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0630366 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.132276 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),0.104161 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.0781304 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.159374 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.377005 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),0.247052 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),0.189657 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.209108 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),0.220813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),0.287639 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),0.263022 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.00681293 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.339245 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.725659 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),0.0850853 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.104602 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),0.100864 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),0.175229 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),0.35626 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),0.0147825 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.252554 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.188869 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.274446 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.138366 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.20853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),0.459476 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.463472 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.268618 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.20586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),0.296924 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.779895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.25194 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.522409 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.0479573 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.288936 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.54102 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.221601 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.29225 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.0273337 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.02004 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.852324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,1),-0.206255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.678635 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.834189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.31779 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.458804 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.325354 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.00359446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.516003 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.342145 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0296153 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.355504 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),0.536626 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.521131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.12733 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.619779 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.825533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,9),0.371387 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.128898 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),1.04506 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.230914 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.507446 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.583768 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.412434 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.00817428 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),1.34576 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),1.14726 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0330636 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.522134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.00753885 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.470985 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),0.295132 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0272512 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),0.318986 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.19892 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.403546 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.701492 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.826777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),1.28194 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),1.11924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0231669 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.499752 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.659587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.586108 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.290107 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.0135369 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),0.35613 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.19597 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.364067 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.648435 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),0.606732 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.910166 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.504171 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),0.0300145 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.0146336 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.825024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,11),0.0660079 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.515645 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.00439177 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),0.425943 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.276916 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.184501 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.275577 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.3546 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-0.646501 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),0.681312 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.904274 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.148424 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.628647 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.778033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,11),0.16345 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.4949 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.111754 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.415432 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.374954 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.28943 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.376909 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.459041 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.747527 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),0.479284 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-1.00587 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.590749 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0869175 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.260536 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.167147 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.26253 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.34125 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.626481 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.887923 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),0.522292 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.250955 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.158354 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.101351 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.156842 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.23162 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.615783 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.836012 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.495044 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-1.03963 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.155429 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.172521 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.27222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),0.00895228 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.342425 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.266198 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.461791 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.162958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.244473 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.344531 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.464813 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.355323 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.524983 # DEPENDENCYPART_GRANDPAR
(6,5),(5,23),-0.860947 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.184838 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.299284 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.0518427 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0955814 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.232162 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.163838 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.12548 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.81584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.701301 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.605571 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.407241 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.736699 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.697021 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.618173 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.651829 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.883021 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.06955 # DEPENDENCYPART_GRANDPAR
(7,4),(4,23),-1.21909 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.135099 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.227524 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.031626 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.87261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.720648 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.588316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.819565 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.479786 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.714067 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.740378 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.628173 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.687627 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.895884 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.23142 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.0281568 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.596049 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.790066 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.539119 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),-0.0543548 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.603326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.20626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0863283 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.12178 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0147882 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0104811 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0789171 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.617877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.813342 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.828871 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.473018 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.444835 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.24228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.0298105 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.0308174 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.217992 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0115116 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.184952 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.133555 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.101413 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.0124549 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0929121 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.233884 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.344359 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.341348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.762487 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.0515291 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.138943 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.539075 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0971473 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.223069 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.107045 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.1281 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.149059 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0180476 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.0871297 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0591252 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.216667 # DEPENDENCYPART_GRANDPAR
