# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
(7,8),(8,14),(8,16),-0.0476743 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,18),-0.0420189 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,21),-0.0421136 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,26),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,30),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,14),(8,31),-0.0384167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,15),(8,16),-0.0760749 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,17),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,18),-0.0420576 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,21),-0.0445218 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,26),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,27),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,30),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,31),-0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,16),(8,17),-0.0432403 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,18),-0.0362021 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,21),-0.153232 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,26),-0.032675 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,27),-0.0432403 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,30),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,16),(8,31),-0.0855778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,17),(8,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,21),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,27),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,30),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,17),(8,31),-0.0423749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,18),(8,21),-0.0421209 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,26),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,18),(8,31),-0.0482614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,21),(8,26),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,21),(8,27),-0.0420575 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,21),(8,30),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,21),(8,31),-0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,26),(8,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,26),(8,30),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,26),(8,31),-0.0384167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,27),(8,30),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,27),(8,31),-0.0423749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,30),(8,31),0.0756916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.215697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,8),(8,6),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,5),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,4),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,2),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,1),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),0.128518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,5),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,4),-0.0651939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,2),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,1),-0.0651939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.000443814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,5),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,4),-0.0651939 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,2),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,1),-0.0651939 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,6),(8,-1),-0.0023249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,5),(8,4),-0.0651957 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,2),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,1),-0.0651957 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,5),(8,-1),-0.0013401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,4),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,4),(8,-1),-0.0497174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,2),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,2),(8,-1),-0.0751097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,1),(8,-1),-0.0497174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,31),0.0949941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,-1),0.0287768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,12),-0.0404725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,13),-0.060196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0332765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,16),-0.0776855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,17),0.0413055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,18),-0.060196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,19),-0.00412393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,21),-0.0611413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,28),-0.0277528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,30),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,31),-0.0379932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,12),(11,13),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,14),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,18),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,21),-0.0421811 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,31),-0.0507694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,13),(11,14),-0.0421147 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,16),-0.0482336 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,17),-0.0423112 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,18),-0.0351836 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,19),-0.0453434 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,30),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,31),-0.0444919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,16),-0.0355739 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,17),-0.0420225 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,18),-0.042025 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,19),-0.0360515 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,21),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,28),-0.0420184 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,30),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,31),-0.0685081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,16),(11,17),-0.0582007 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,18),-0.0518166 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,19),-0.0256693 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,21),0.00464386 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,28),-0.0498181 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,31),-0.048233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,17),(11,18),-0.0421084 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,19),-0.042045 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,21),-0.0423277 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,28),-0.0425304 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,30),-0.0420873 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,31),0.0513878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,18),(11,19),-0.0453434 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,30),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,18),(11,31),-0.0439838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,19),(11,21),-0.0530685 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,19),(11,28),-0.0293344 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,19),(11,30),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,19),(11,31),0.0124535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,21),(11,28),-0.0389953 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,21),(11,30),-0.0420861 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,21),(11,31),-0.0819807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,28),(11,30),-0.0421385 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,28),(11,31),0.0146789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,30),(11,31),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.0792423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,9),0.090953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,8),0.136355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,7),0.134765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,6),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.00669453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,9),0.118188 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,8),0.100414 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,7),0.100414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,10),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.0298892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,8),0.0703476 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,7),0.0703476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,6),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,4),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,-1),-0.0492934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,7),0.120469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,6),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,4),-0.0686986 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,-1),-0.04546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,7),(11,6),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,4),-0.0686986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,-1),-0.0443756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,6),(11,4),-0.0686986 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,6),(11,-1),-0.043183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,4),(11,-1),-0.0298892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,13),-0.0519975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,31),0.205256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,13),(12,31),-0.0484911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,10),0.10411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,2),-0.0641466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),0.152785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,-1),-0.0650237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,2),(12,-1),-0.0648105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,16),0.0279843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),-0.0460453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0230327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,19),-0.0344089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,22),-0.0309591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,31),-0.0637586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,16),(14,17),-0.0423317 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,18),-0.0441509 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,19),-0.0445704 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,22),-0.0412317 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,31),-0.0514648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,19),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,22),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,31),-0.0469571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,19),-0.0312243 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,22),-0.0312243 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,31),-0.0469824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,19),(14,22),-0.033973 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,31),-0.0518518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,22),(14,31),-0.056751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,13),0.123908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,11),0.10037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,10),0.0981267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,-1),-0.0792412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,13),(14,11),0.0990125 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,10),0.107349 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,-1),-0.0686472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,10),0.108812 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,-1),-0.0798202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,-1),-0.0214823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,4),(14,-1),-0.0214823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,16),-0.077697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,17),0.0413047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,18),-0.0601923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,19),-0.00364794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,21),-0.0612874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,31),-0.034564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,16),(15,17),-0.0581454 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,18),-0.0518166 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,19),-0.0256693 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,21),0.00464386 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,31),-0.0481753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,17),(15,18),-0.0421084 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,19),-0.042045 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,21),-0.0423277 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,31),0.0514399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,18),(15,19),-0.0453397 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,21),-0.0420618 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,18),(15,31),-0.0439838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,19),(15,21),-0.0530685 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,19),(15,31),0.0102022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,21),(15,31),-0.0821946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,14),0.112546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,13),0.128145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,12),0.158128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,11),0.14094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,10),0.07858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,9),0.0909517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,8),0.136355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,7),0.134765 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,15),(15,6),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,5),-0.0661068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,3),-0.064184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,2),-0.0652907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,-1),-0.00889523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,14),(15,13),0.110957 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,12),0.102586 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,11),0.108358 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,10),0.104942 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,9),0.0983227 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,8),0.0968658 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,7),0.0968915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,14),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,2),-0.0641762 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,-1),-0.0703334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,13),(15,12),0.100334 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,11),0.121238 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,10),0.130733 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,9),0.0807024 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,8),0.1175 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,7),0.115709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,13),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,13),(15,-1),-0.0531293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,12),(15,11),0.102757 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,10),0.103053 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,9),0.10296 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,8),0.0988291 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,7),0.0988291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,12),(15,6),-0.064238 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,5),-0.064238 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,3),-0.0641698 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,12),(15,-1),-0.00969212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,11),(15,10),0.0897073 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,9),0.0894993 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,8),0.121089 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,7),0.122859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,11),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,4),-0.0643396 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,3),-0.0641801 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,11),(15,-1),-0.0114856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,10),(15,9),0.118168 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,8),0.100413 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,10),(15,7),0.100413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
