# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(12,18),(18,8),-0.375222 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.170742 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.0195024 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),0.33669 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.52676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.31674 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.0185227 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.527006 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.253241 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.439301 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.160406 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.172343 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.295628 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.154849 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.220447 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.110062 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.457979 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.442938 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.216715 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.278464 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.145129 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.267881 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.203625 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.531099 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.426427 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.202349 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.208715 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.159522 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.238261 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.0870253 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.0834857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.143419 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.887011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.265484 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.0118908 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.096033 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0678716 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.07586 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.322482 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.0494782 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.186254 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0419036 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0500181 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0600509 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.959973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.243457 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),0.148582 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),0.0342369 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.0471047 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.356971 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.739728 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0563339 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),0.0497752 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),0.0701758 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),0.248425 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.136851 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),0.0147148 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),0.36863 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.204005 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.203324 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.292082 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.152608 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0962146 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.98739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.168396 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),0.0761633 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.0378185 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.134953 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.228543 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.962097 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.44256 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.808366 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.995526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,10),-0.259904 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.443886 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.373112 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.260196 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.649974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.445101 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.475193 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.383434 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.287895 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),0.0436691 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.437482 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.63323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.587381 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.498075 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.510524 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.409942 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),0.207159 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.633244 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.378763 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.403919 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.3564 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.704716 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.174008 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.440486 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.50653 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.40428 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.286955 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.483734 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.402207 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.404377 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.270005 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.226669 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.409975 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.374157 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.187135 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.666601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.549657 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.357473 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.318108 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.2518 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.251754 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.663201 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0770266 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.144829 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.552108 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.618696 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.426767 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.358104 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.728187 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.120368 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.132699 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.695121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),0.707664 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.401776 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.371494 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.377589 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.249926 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.0880209 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.301851 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.44681 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.367748 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.165568 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.216609 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.105798 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.92859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.0501643 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.0383988 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.335684 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.244152 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.318921 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.272971 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.151021 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.304446 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.516525 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.238136 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.200951 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.189044 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.400444 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.255217 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.322456 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.331746 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.483694 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.264012 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.253314 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.460618 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.318585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.213662 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.19655 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.182232 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.228836 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.93919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.0757855 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.0470258 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.362589 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.322616 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.402423 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.26324 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.326619 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.155948 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.275462 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.135508 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.120874 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.950577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0188774 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.119856 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.365598 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.332404 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.294171 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.354825 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.766801 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.602495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.656716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.492105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.173407 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.206591 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.294516 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.598731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.359731 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.102628 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.192306 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0436444 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.254969 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.783464 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.911096 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.760596 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.811183 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.985331 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.715762 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.980141 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.742525 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.665933 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.817554 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.643762 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.488872 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.535958 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.575478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.452082 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.454203 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.258242 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.156537 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.029601 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.198951 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.303373 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.0222389 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.595961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.467564 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.299667 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0101172 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.162378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.279206 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.508684 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.576152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,17),0.403148 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.256974 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.167833 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.18258 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.236409 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.124143 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.0151473 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.0503031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.169146 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.159483 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.20181 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.00849861 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),0.00363136 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.061676 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.144343 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.299512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.206856 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.000983786 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.117808 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.203257 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.951852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.780797 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.258418 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),0.0190786 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.446032 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.00229765 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.578132 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.207333 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.246938 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0747566 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0640588 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.960352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.807269 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.338764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.100001 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),0.0640015 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.523574 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.234759 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.190121 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.239772 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0563479 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.419003 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.956188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.853551 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.33601 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.106762 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),0.0846033 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.337954 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.654954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.805689 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.63892 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0626526 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.64394 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.577305 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.659678 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.393573 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.697887 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.838949 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.464172 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.695754 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.317354 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.287643 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.416334 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.725082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.440473 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.279078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.290765 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.597455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.56851 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.460887 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.667264 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0885158 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.291235 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.764602 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.14964 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.263079 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),1.59941 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.532115 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0633002 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.225963 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.709426 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.270394 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.317692 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),1.48459 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.433206 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.622739 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.321729 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.234844 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0129677 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.313356 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.178937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.347257 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0316875 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.290279 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.145282 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.795182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.129906 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),0.0585776 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.242532 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.557653 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0425084 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.00757141 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.910449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.231488 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),0.00713014 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.338968 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.10846 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.00142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.902862 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-0.943356 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.32997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.535435 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.22355 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.962744 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.753656 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.877098 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.01693 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.584094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.532345 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.447311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.629344 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.316095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.552237 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.554032 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.168322 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.13381 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.246357 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.0778312 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.430546 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.335664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.592529 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.164935 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.108735 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.27881 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.543114 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.486529 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.346172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),0.586852 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.583299 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.28598 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.232872 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.125532 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.0901762 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.0742402 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.171847 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.105241 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.0502231 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.153487 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.230671 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),0.0294767 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.114432 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.140147 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.237333 # DEPENDENCYPART_GRANDPAR
