# _root_ Gatoil Suisse owns an oil refinery in Switzerland with a capacity of 70,000 barrels a day , along with a network of gasoline retailing outlets .
#goldHeads=2,3,0,6,6,3,6,7,6,11,9,11,14,12,16,14,3,3,18,21,19,21,25,25,22,3,
#predictedHeads=2,3,0,6,6,3,6,7,3,11,9,11,14,12,16,14,14,14,18,21,19,21,25,25,22,3,
(2,6),(6,7),(6,21),-0.0546984 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,26),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,7),(6,27),-0.0396314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,8),(6,9),-0.0436822 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,11),-0.0437294 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,12),-0.0439944 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,14),-0.0421466 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,16),-0.0437294 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,17),-0.0707957 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,18),-0.0436811 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,19),-0.0436822 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,21),-0.0437294 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,26),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,8),(6,27),-0.112064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,9),(6,11),-0.0531114 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,12),-0.0580946 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,14),-0.0460565 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,16),-0.0531126 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,17),-0.0425353 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,18),-0.0565469 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,19),-0.0482364 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,21),-0.0533964 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,26),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,9),(6,27),0.0358555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0377511 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0424618 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,16),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,17),-0.0297909 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,18),-0.040239 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,19),-0.040354 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,21),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,26),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,27),-0.0809525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,14),-0.0493932 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,16),-0.0609568 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,17),-0.0514469 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,18),-0.0412565 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,19),-0.0329461 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,21),-0.0612406 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,26),-0.042221 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,27),0.027781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,16),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,17),-0.0355739 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,18),-0.0360492 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,19),-0.0360877 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,21),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,27),-0.0682689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,16),(6,17),-0.0297909 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,18),-0.040239 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,19),-0.040354 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,21),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,26),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,16),(6,27),-0.0809789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,17),(6,18),-0.0292921 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,19),-0.0270019 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,21),0.0056447 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,17),(6,27),-0.0481717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,18),(6,19),-0.0387632 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,21),-0.0533535 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,26),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,18),(6,27),0.00194776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,19),(6,21),-0.0533964 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,26),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,19),(6,27),0.0358555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,21),(6,26),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,21),(6,27),-0.0814913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,26),(6,27),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.137402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.106344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.13523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),0.00164166 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.110219 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.120695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),-0.0177472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,2),0.0992203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),0.00108516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.045039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.045039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),0.0804015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),-0.0304447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.0695231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,12),-0.0408649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,14),-0.075929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,26),-0.0420115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,27),-0.163853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.0437685 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,11),-0.043844 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,12),-0.0438146 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,14),-0.0430489 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,26),-0.0425719 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,27),0.0817369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,11),-0.0422177 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,12),-0.042079 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,14),-0.0420878 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,27),-0.0375652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,12),-0.0442035 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,14),-0.0424083 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,27),-0.0786817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,12),(7,14),-0.0421548 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,12),(7,27),-0.0478348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,14),(7,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,14),(7,27),-0.0725172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,26),(7,27),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,6),0.126178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0822052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,-1),-0.0611282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.017358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),-0.0185218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,12),-0.0276259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,13),-0.0286028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,14),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,16),-0.0212631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,17),0.0740458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,26),0.034806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,27),0.132631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,11),-0.0431677 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,12),-0.0406039 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,13),-0.0420313 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,14),-0.0422545 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,16),-0.0431677 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,17),-0.0381631 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,26),-0.0433234 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,27),-0.100964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,12),-0.0439536 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,13),-0.0421286 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,14),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,16),-0.0457631 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,17),-0.0759603 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,26),-0.0432507 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,27),-0.108069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,12),(8,13),-0.0420269 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,14),-0.0422445 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,16),-0.044116 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,17),-0.044052 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,26),-0.0438525 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,12),(8,27),-0.129874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,13),(8,14),-0.0421128 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,16),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,17),-0.0254412 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,26),-0.0433164 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,13),(8,27),-0.0247003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,14),(8,16),-0.0420662 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,17),-0.0476638 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,26),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,14),(8,27),-0.0382936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,16),(8,17),-0.0759603 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,26),-0.0432632 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,16),(8,27),-0.111578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,17),(8,26),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,17),(8,27),-0.0857597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,26),(8,27),0.0756897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,6),0.0928187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,-1),0.149157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,6),(8,-1),-0.0752542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,10),-0.0528502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),-0.0331951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),-0.03937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.043049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.0682333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),-0.0351295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,17),-0.0397106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,18),-0.037838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,19),-0.0289499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,24),-0.0746212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,26),-0.0420115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,27),-0.165212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0420584 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,26),-0.0422077 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,27),-0.0523649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0442018 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.0424193 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0438361 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,17),-0.0311315 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,18),-0.0440062 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,19),-0.0440128 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,24),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,27),-0.0407377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0420215 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,14),-0.0421548 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0424169 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,17),-0.0385402 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,18),-0.0421484 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,19),-0.0421484 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,27),-0.0456619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.0420867 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,16),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,17),-0.0421092 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,18),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,19),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,27),-0.044306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,16),-0.0420801 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,17),-0.045994 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,18),-0.0444513 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,19),-0.0444513 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,24),-0.0420176 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,27),-0.0653706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,17),-0.0311315 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,18),-0.0440062 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,19),-0.0440128 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,24),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,26),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,27),-0.042684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,17),(9,18),-0.0299098 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,19),-0.0299309 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,24),-0.0433198 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,27),-0.00779486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,18),(9,19),-0.0420831 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,27),-0.0442647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,27),-0.0353922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,24),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,24),(9,27),-0.0773731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,26),(9,27),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.106636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.100656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.120808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.051906 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.0722828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.103052 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.0663534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,-1),-0.0606059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),0.0305372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0742964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0332538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,16),-0.0610209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,17),-0.077679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,18),-0.00861619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,19),0.0082167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,21),-0.0612749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,22),0.0305372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,23),-0.0610209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,24),-0.026977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,26),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,27),-0.0297482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0427822 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0493932 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,16),-0.0609568 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,17),-0.0514469 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,18),-0.0412565 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,19),-0.0329461 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,21),-0.0612406 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,22),-0.0428043 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,23),-0.0609556 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,24),-0.0466873 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,26),-0.042221 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,27),0.0277713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,16),-0.0402768 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,17),-0.0370094 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0424085 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,19),-0.0424085 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,21),-0.0402768 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,22),-0.0426374 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,23),-0.0402768 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,27),-0.0796145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,16),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,17),-0.0355739 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.0360492 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,19),-0.0360877 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,21),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,22),-0.036189 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,23),-0.0423943 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,24),-0.0424625 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,27),-0.0682689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,16),(11,17),-0.0297909 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,18),-0.040239 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,19),-0.040354 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,16),(11,21),-0.0461849 # DEPENDENCYPART_GRANDSIBL
