# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,21,21,18,
(22,21),(22,15),-1.21372 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,4),-0.571835 # DEPENDENCYPART_NEXTSIBL
(22,21),(22,-1),-0.887656 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,20),(22,19),-0.914956 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,17),-1.23772 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,15),-1.22848 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,4),-0.964915 # DEPENDENCYPART_NEXTSIBL
(22,20),(22,-1),-0.976332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,19),(22,17),-1.00303 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,15),-1.15506 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,4),-1.11681 # DEPENDENCYPART_NEXTSIBL
(22,19),(22,-1),-1.03508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,17),(22,15),-1.08506 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,4),-0.527963 # DEPENDENCYPART_NEXTSIBL
(22,17),(22,-1),-1.10345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,15),(22,4),-0.661135 # DEPENDENCYPART_NEXTSIBL
(22,15),(22,-1),-0.936082 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,4),(22,-1),-1.05828 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-1.02148 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-0.47995 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),-1.37504 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.544617 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,21),-0.468173 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,20),-0.489402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,19),-0.24986 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),-0.30755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,15),-0.290737 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,11),-0.359001 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,9),-0.461848 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,6),-0.274323 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,4),-0.758858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,1),-1.09661 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.606331 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,21),-0.696168 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,20),-0.816647 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,19),-0.819335 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,17),-1.03512 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,15),-1.03684 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,11),-0.755468 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,9),-0.712363 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,6),-1.03511 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,4),-0.702205 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,1),-0.696416 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.65789 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,21),(23,20),-0.842641 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,19),-1.06826 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,17),-1.08543 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,15),-1.21372 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,11),-0.944943 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,9),-0.724368 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,6),-1.47334 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,4),-0.571835 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,1),-0.765585 # DEPENDENCYPART_NEXTSIBL
(23,21),(23,-1),-0.887657 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,20),(23,19),-0.914955 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,17),-1.23772 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,15),-1.22848 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,11),-1.04371 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,9),-0.964262 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,6),-1.51968 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,4),-0.964915 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,1),-0.896193 # DEPENDENCYPART_NEXTSIBL
(23,20),(23,-1),-0.976332 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,19),(23,17),-1.00303 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,15),-1.15507 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,11),-1.13102 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,9),-1.11218 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,6),-1.02153 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,4),-1.11681 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,1),-1.10121 # DEPENDENCYPART_NEXTSIBL
(23,19),(23,-1),-1.03508 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,15),-1.08506 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,11),-0.725639 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,9),-0.753147 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,6),-1.37296 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,4),-0.527965 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,1),-0.455878 # DEPENDENCYPART_NEXTSIBL
(23,17),(23,-1),-1.10345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,15),(23,11),-0.865733 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,9),-0.94978 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,6),-1.31171 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,4),-0.661136 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,1),-0.63536 # DEPENDENCYPART_NEXTSIBL
(23,15),(23,-1),-0.936087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,11),(23,9),-0.946488 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,6),-0.944965 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,4),-1.08017 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,1),-1.04369 # DEPENDENCYPART_NEXTSIBL
(23,11),(23,-1),-1.11893 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,9),(23,6),-1.01355 # DEPENDENCYPART_NEXTSIBL
(23,9),(23,4),-1.08808 # DEPENDENCYPART_NEXTSIBL
(23,9),(23,1),-1.08651 # DEPENDENCYPART_NEXTSIBL
(23,9),(23,-1),-0.92735 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,6),(23,4),-0.967748 # DEPENDENCYPART_NEXTSIBL
(23,6),(23,1),-0.86453 # DEPENDENCYPART_NEXTSIBL
(23,6),(23,-1),-1.05628 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,4),(23,1),-0.749651 # DEPENDENCYPART_NEXTSIBL
(23,4),(23,-1),-1.05828 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,1),(23,-1),-0.674123 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,25),-0.241579 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,23),-0.681633 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(24,24),(24,-1),-0.0435177 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,23),(24,-1),-0.841899 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,1),(1,2),0.612362 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),1.31784 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.616967 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.214657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.205262 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.399284 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.198433 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.10111 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),1.66066 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.10384 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.406048 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.58589 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.132916 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.19026 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.204126 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.402082 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.397879 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.193514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0999746 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),1.12364 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.651465 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),1.64614 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.84633 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.348384 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.53698 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.175807 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.294311 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.179692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.392764 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.414635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.14049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0755403 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.98942 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.995128 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.598199 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.265607 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0780543 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.468483 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),0.243849 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),1.74098 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.00858553 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.829481 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.414204 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.765936 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),1.59191 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.59292 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.280203 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.0503027 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),0.519352 # DEPENDENCYPART_GRANDPAR
(0,17),(17,23),0.295227 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.11928 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.314929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),1.40256 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.338451 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.013275 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.15145 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.188411 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0299186 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0220523 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.255602 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.786475 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.395246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.24997 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.764734 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),1.29391 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.571316 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.31526 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.531934 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0185173 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.530349 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),0.295153 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),1.65612 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.729775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.839776 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.234728 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.131765 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.120026 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),0.686384 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.296222 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.722083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.674352 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.571269 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.058558 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),0.263779 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.20291 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.248882 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.111709 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0393531 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),0.00633249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),0.846657 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),0.570058 # DEPENDENCYPART_GRANDPAR
(1,4),(4,24),-0.773759 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.715648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.89414 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.682794 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.189676 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0504506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.28059 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.277854 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.141027 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0285123 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0840122 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.0683973 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),0.806335 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),0.611228 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.0879152 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.50002 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),0.0841417 # DEPENDENCYPART_GRANDPAR
(1,6),(6,23),0.075481 # DEPENDENCYPART_GRANDPAR
(1,6),(6,24),-0.679654 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.778704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,3),0.51157 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0910264 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.197403 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.0399693 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0318072 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.0299843 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.149724 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.746784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,3),0.536776 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),0.127779 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.193581 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.225148 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.100867 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),0.0890769 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.364937 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.142656 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),0.0255752 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),0.894337 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.153698 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),0.605922 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.032361 # DEPENDENCYPART_GRANDPAR
(1,9),(9,22),0.106275 # DEPENDENCYPART_GRANDPAR
(1,9),(9,24),-0.72072 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.182895 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.054562 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.0600126 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.273241 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.484817 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.197976 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),0.759451 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.379551 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),0.543077 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.128421 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.59085 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),0.0220006 # DEPENDENCYPART_GRANDPAR
(1,10),(10,23),0.00704222 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.778704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,9),-0.0323044 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0275554 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.275053 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.497835 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.314653 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.149724 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),0.801992 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.322042 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),0.44753 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.188973 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.0163618 # DEPENDENCYPART_GRANDPAR
(1,11),(11,23),-0.0313324 # DEPENDENCYPART_GRANDPAR
(1,11),(11,24),-0.832361 # DEPENDENCYPART_GRANDPAR
(1,24),(24,23),-0.029619 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.984088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.0563283 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.167722 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.464882 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.31188 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.0704232 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.194487 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.205236 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.678472 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.595169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.296135 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.480103 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.635315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.481496 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.414308 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.152655 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.175283 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.409369 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.406262 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.265344 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.281927 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),0.63313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),0.145696 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.240549 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.425447 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.54838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.560321 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.206806 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.634043 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.200131 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.382227 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.413193 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.228757 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.306775 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.196448 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.636433 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),0.147288 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),0.416872 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),0.00288705 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),0.0023169 # DEPENDENCYPART_GRANDPAR
(2,6),(6,23),0.00834376 # DEPENDENCYPART_GRANDPAR
(2,6),(6,24),-0.185924 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.475526 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.490362 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.274124 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.526912 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.420517 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.280128 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.32815 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.351653 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.508067 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.32586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0721357 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.45061 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.42951 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.0774334 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0540639 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.937128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.148795 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.021137 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.00442576 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0283165 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0555663 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.0438124 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.0838139 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),0.194371 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.101363 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.235269 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0958557 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.103748 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.05304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),0.440291 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.00507672 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.108383 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.108016 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.279149 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.865379 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.581347 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.208668 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.06665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),0.534847 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.00918984 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.197406 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.06548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,3),-0.277214 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.682528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),0.720227 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.166671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.374555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.391565 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.692626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.875865 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.910953 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.703097 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.634113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.423823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.63688 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.117127 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.531593 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.807123 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.360122 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.0454878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.340082 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),0.36726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.309397 # DEPENDENCYPART_GRANDPAR
