# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(16,13),(16,27),0.00349893 # DEPENDENCYPART_SIBL
(16,13),(16,29),-0.0177684 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00792262 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00136719 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.00533276 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.039369 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0297967 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0161789 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0302742 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.0210352 # DEPENDENCYPART_SIBL
(16,14),(16,25),-0.0161789 # DEPENDENCYPART_SIBL
(16,14),(16,27),0.0248683 # DEPENDENCYPART_SIBL
(16,14),(16,29),0.0300677 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0503703 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0244119 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00313719 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.0229873 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0851937 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0294246 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0444249 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.0851937 # DEPENDENCYPART_SIBL
(16,15),(16,27),0.0277856 # DEPENDENCYPART_SIBL
(16,15),(16,29),-0.000719463 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0515414 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0133767 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0602946 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.00786645 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0757843 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0573068 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.00786645 # DEPENDENCYPART_SIBL
(16,17),(16,27),0.0651191 # DEPENDENCYPART_SIBL
(16,17),(16,29),0.0244767 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0158023 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0112009 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0244127 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.0022288 # DEPENDENCYPART_SIBL
(16,18),(16,24),-0.0131384 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.0244127 # DEPENDENCYPART_SIBL
(16,18),(16,27),-0.00958391 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.0133496 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.023171 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.00912673 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0321901 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0169244 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.00912673 # DEPENDENCYPART_SIBL
(16,19),(16,27),0.0248155 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.0110316 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0154301 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.0197185 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.00598118 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.0154301 # DEPENDENCYPART_SIBL
(16,21),(16,27),-0.023348 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0120422 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0339912 # DEPENDENCYPART_SIBL
(16,22),(16,24),-0.0224231 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.19556 # DEPENDENCYPART_SIBL
(16,22),(16,27),0.0251827 # DEPENDENCYPART_SIBL
(16,22),(16,29),0.0099615 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0180166 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.00112682 # DEPENDENCYPART_SIBL
(16,23),(16,27),-0.0283161 # DEPENDENCYPART_SIBL
(16,23),(16,29),-0.0043605 # DEPENDENCYPART_SIBL
(16,24),(16,25),-0.0228429 # DEPENDENCYPART_SIBL
(16,24),(16,27),-0.00579625 # DEPENDENCYPART_SIBL
(16,24),(16,29),0.0123506 # DEPENDENCYPART_SIBL
(16,25),(16,27),0.0251827 # DEPENDENCYPART_SIBL
(16,25),(16,29),0.0099615 # DEPENDENCYPART_SIBL
(16,27),(16,29),-0.00498613 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0100651 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00235264 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.031193 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.00778727 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.00795679 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0186249 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0015043 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.00780715 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0644311 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.00409907 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0190457 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0186249 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0403402 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0756208 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.00365532 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.060911 # DEPENDENCYPART_SIBL
(19,2),(19,23),0.0118884 # DEPENDENCYPART_SIBL
(19,2),(19,24),-0.0156754 # DEPENDENCYPART_SIBL
(19,2),(19,25),-0.060911 # DEPENDENCYPART_SIBL
(19,2),(19,27),0.00606704 # DEPENDENCYPART_SIBL
(19,2),(19,28),-0.060911 # DEPENDENCYPART_SIBL
(19,2),(19,29),-0.0364751 # DEPENDENCYPART_SIBL
(19,2),(19,30),-0.0572351 # DEPENDENCYPART_SIBL
(19,2),(19,32),-0.00533113 # DEPENDENCYPART_SIBL
(19,2),(19,33),0.00775974 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.174436 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00668295 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0100487 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.171813 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.107682 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.164239 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.108063 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.00668295 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.131122 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0829534 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00679735 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0215888 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.00847011 # DEPENDENCYPART_SIBL
(19,6),(19,24),-0.0161893 # DEPENDENCYPART_SIBL
(19,6),(19,25),-0.0215888 # DEPENDENCYPART_SIBL
(19,6),(19,27),0.00296936 # DEPENDENCYPART_SIBL
(19,6),(19,28),-0.0215888 # DEPENDENCYPART_SIBL
(19,6),(19,29),-0.00768202 # DEPENDENCYPART_SIBL
(19,6),(19,30),0.0338304 # DEPENDENCYPART_SIBL
(19,6),(19,32),0.0520464 # DEPENDENCYPART_SIBL
(19,6),(19,33),0.0203597 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.00658865 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0109694 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.170485 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.106519 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.162911 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.10471 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.00658865 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.129959 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0819892 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00733899 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0242164 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.00792875 # DEPENDENCYPART_SIBL
(19,10),(19,24),-0.0188169 # DEPENDENCYPART_SIBL
(19,10),(19,25),-0.0242164 # DEPENDENCYPART_SIBL
(19,10),(19,27),0.00242772 # DEPENDENCYPART_SIBL
(19,10),(19,28),-0.0242164 # DEPENDENCYPART_SIBL
(19,10),(19,29),-0.00874848 # DEPENDENCYPART_SIBL
(19,10),(19,30),0.0433945 # DEPENDENCYPART_SIBL
(19,10),(19,32),0.053327 # DEPENDENCYPART_SIBL
(19,10),(19,33),0.0160326 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0345986 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0102398 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0102606 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.029806 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0189689 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0302989 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0529593 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0636352 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00695662 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.10164 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0133578 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0500211 # DEPENDENCYPART_SIBL
(19,11),(19,25),-0.10164 # DEPENDENCYPART_SIBL
(19,11),(19,27),-0.0164186 # DEPENDENCYPART_SIBL
(19,11),(19,28),-0.10164 # DEPENDENCYPART_SIBL
(19,11),(19,29),-0.0304341 # DEPENDENCYPART_SIBL
(19,11),(19,30),-0.0603495 # DEPENDENCYPART_SIBL
(19,11),(19,32),0.0187548 # DEPENDENCYPART_SIBL
(19,11),(19,33),0.0270292 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00364191 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0675043 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0211834 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.02328 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.000971214 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0676216 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0616194 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0412512 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0293225 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0707775 # DEPENDENCYPART_SIBL
(19,12),(19,24),-0.00704207 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.0293225 # DEPENDENCYPART_SIBL
(19,12),(19,27),0.0702972 # DEPENDENCYPART_SIBL
(19,12),(19,28),-0.0293225 # DEPENDENCYPART_SIBL
(19,12),(19,29),-0.0349203 # DEPENDENCYPART_SIBL
(19,12),(19,30),0.019579 # DEPENDENCYPART_SIBL
(19,12),(19,32),0.06289 # DEPENDENCYPART_SIBL
(19,12),(19,33),0.0214253 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.106514 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.162726 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.104705 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00658302 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.129954 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0805464 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0060206 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0225497 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.00924714 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0171502 # DEPENDENCYPART_SIBL
(19,13),(19,25),-0.0225497 # DEPENDENCYPART_SIBL
(19,13),(19,27),0.00374611 # DEPENDENCYPART_SIBL
(19,13),(19,28),-0.0225497 # DEPENDENCYPART_SIBL
(19,13),(19,29),-0.00730364 # DEPENDENCYPART_SIBL
(19,13),(19,30),0.0448427 # DEPENDENCYPART_SIBL
(19,13),(19,32),0.0554291 # DEPENDENCYPART_SIBL
(19,13),(19,33),0.0190797 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0195775 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00498282 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.112931 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.034018 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0692251 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.016217 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0431697 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0107761 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0119187 # DEPENDENCYPART_SIBL
(19,14),(19,25),-0.0431697 # DEPENDENCYPART_SIBL
(19,14),(19,27),-0.01699 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.0431697 # DEPENDENCYPART_SIBL
(19,14),(19,29),-0.00216645 # DEPENDENCYPART_SIBL
(19,14),(19,30),-0.0613235 # DEPENDENCYPART_SIBL
(19,14),(19,32),0.0245552 # DEPENDENCYPART_SIBL
(19,14),(19,33),0.216397 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.109228 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.02609 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.133298 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0853053 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00925896 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0255867 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.00600877 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0195066 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.0255867 # DEPENDENCYPART_SIBL
(19,15),(19,27),0.000507748 # DEPENDENCYPART_SIBL
(19,15),(19,28),-0.0255867 # DEPENDENCYPART_SIBL
(19,15),(19,29),-0.013454 # DEPENDENCYPART_SIBL
(19,15),(19,30),0.0379103 # DEPENDENCYPART_SIBL
(19,15),(19,32),0.0572343 # DEPENDENCYPART_SIBL
(19,15),(19,33),0.0124333 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0156653 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0509706 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0927313 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0212125 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0558545 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0167189 # DEPENDENCYPART_SIBL
(19,16),(19,24),-0.0142109 # DEPENDENCYPART_SIBL
(19,16),(19,25),-0.0558545 # DEPENDENCYPART_SIBL
(19,16),(19,27),-0.0175634 # DEPENDENCYPART_SIBL
(19,16),(19,28),-0.0558545 # DEPENDENCYPART_SIBL
(19,16),(19,29),-0.0691623 # DEPENDENCYPART_SIBL
(19,16),(19,30),-0.00117717 # DEPENDENCYPART_SIBL
(19,16),(19,32),-0.0206129 # DEPENDENCYPART_SIBL
(19,16),(19,33),-0.0345565 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0529593 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0636352 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00695662 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.10164 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0133578 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0500211 # DEPENDENCYPART_SIBL
(19,17),(19,25),-0.10164 # DEPENDENCYPART_SIBL
(19,17),(19,27),-0.0164186 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.10164 # DEPENDENCYPART_SIBL
(19,17),(19,29),-0.0304341 # DEPENDENCYPART_SIBL
(19,17),(19,30),-0.0603495 # DEPENDENCYPART_SIBL
(19,17),(19,32),0.0187548 # DEPENDENCYPART_SIBL
(19,17),(19,33),0.0270292 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0124483 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.118223 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0486452 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.146047 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.155414 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0486452 # DEPENDENCYPART_SIBL
(19,18),(19,27),0.138401 # DEPENDENCYPART_SIBL
(19,18),(19,28),0.0486452 # DEPENDENCYPART_SIBL
(19,18),(19,29),0.109796 # DEPENDENCYPART_SIBL
(19,18),(19,30),-0.188089 # DEPENDENCYPART_SIBL
(19,18),(19,32),0.181884 # DEPENDENCYPART_SIBL
(19,18),(19,33),-0.279112 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0465257 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.057795 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0439974 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0463697 # DEPENDENCYPART_SIBL
(19,20),(19,25),-0.057795 # DEPENDENCYPART_SIBL
(19,20),(19,27),-0.0453486 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.057795 # DEPENDENCYPART_SIBL
(19,20),(19,29),-0.0269667 # DEPENDENCYPART_SIBL
(19,20),(19,30),-0.0448139 # DEPENDENCYPART_SIBL
(19,20),(19,32),-0.0692374 # DEPENDENCYPART_SIBL
(19,20),(19,33),-0.114151 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0142497 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0563435 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0140869 # DEPENDENCYPART_SIBL
(19,21),(19,25),-0.0142497 # DEPENDENCYPART_SIBL
(19,21),(19,27),-0.0539721 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.0142497 # DEPENDENCYPART_SIBL
(19,21),(19,29),-0.0230499 # DEPENDENCYPART_SIBL
(19,21),(19,30),0.0178146 # DEPENDENCYPART_SIBL
(19,21),(19,32),-0.102046 # DEPENDENCYPART_SIBL
(19,21),(19,33),-0.00620337 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0348276 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.055543 # DEPENDENCYPART_SIBL
(19,22),(19,25),-0.214237 # DEPENDENCYPART_SIBL
(19,22),(19,27),0.0361465 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.214237 # DEPENDENCYPART_SIBL
(19,22),(19,29),-0.00519766 # DEPENDENCYPART_SIBL
(19,22),(19,30),0.00165414 # DEPENDENCYPART_SIBL
(19,22),(19,32),-0.015909 # DEPENDENCYPART_SIBL
(19,22),(19,33),0.0203421 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0429874 # DEPENDENCYPART_SIBL
(19,23),(19,25),0.0166403 # DEPENDENCYPART_SIBL
(19,23),(19,27),-0.0474575 # DEPENDENCYPART_SIBL
(19,23),(19,28),0.0166403 # DEPENDENCYPART_SIBL
(19,23),(19,29),-0.00411328 # DEPENDENCYPART_SIBL
(19,23),(19,30),0.0343609 # DEPENDENCYPART_SIBL
(19,23),(19,32),-0.0877374 # DEPENDENCYPART_SIBL
(19,23),(19,33),0.0078642 # DEPENDENCYPART_SIBL
(19,24),(19,25),-0.0688282 # DEPENDENCYPART_SIBL
(19,24),(19,27),-0.0348745 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.0688282 # DEPENDENCYPART_SIBL
(19,24),(19,29),-0.0263099 # DEPENDENCYPART_SIBL
(19,24),(19,30),-0.028284 # DEPENDENCYPART_SIBL
(19,24),(19,32),-0.0293917 # DEPENDENCYPART_SIBL
(19,24),(19,33),-0.0016128 # DEPENDENCYPART_SIBL
(19,25),(19,27),0.0361465 # DEPENDENCYPART_SIBL
(19,25),(19,28),-0.214237 # DEPENDENCYPART_SIBL
(19,25),(19,29),-0.00519766 # DEPENDENCYPART_SIBL
(19,25),(19,30),0.00165414 # DEPENDENCYPART_SIBL
(19,25),(19,32),-0.015909 # DEPENDENCYPART_SIBL
(19,25),(19,33),0.0203421 # DEPENDENCYPART_SIBL
(19,27),(19,28),0.013331 # DEPENDENCYPART_SIBL
(19,27),(19,29),-0.0112501 # DEPENDENCYPART_SIBL
(19,27),(19,30),0.0302398 # DEPENDENCYPART_SIBL
(19,27),(19,32),-0.0913427 # DEPENDENCYPART_SIBL
(19,27),(19,33),0.000685737 # DEPENDENCYPART_SIBL
(19,28),(19,29),-0.00519766 # DEPENDENCYPART_SIBL
(19,28),(19,30),0.00165414 # DEPENDENCYPART_SIBL
(19,28),(19,32),-0.015909 # DEPENDENCYPART_SIBL
(19,28),(19,33),0.0203421 # DEPENDENCYPART_SIBL
(19,29),(19,30),0.00252165 # DEPENDENCYPART_SIBL
(19,29),(19,32),-0.0817121 # DEPENDENCYPART_SIBL
(19,29),(19,33),-0.0118871 # DEPENDENCYPART_SIBL
(19,30),(19,32),0.0168287 # DEPENDENCYPART_SIBL
(19,30),(19,33),0.0292176 # DEPENDENCYPART_SIBL
(19,32),(19,33),-0.000695423 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.1659 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0198091 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.00542479 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.049045 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.0198091 # DEPENDENCYPART_SIBL
(21,18),(21,27),0.000412082 # DEPENDENCYPART_SIBL
(21,18),(21,28),0.0198091 # DEPENDENCYPART_SIBL
(21,18),(21,29),-0.00399096 # DEPENDENCYPART_SIBL
(21,18),(21,30),-0.157365 # DEPENDENCYPART_SIBL
(21,18),(21,33),-0.255642 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.447543 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.0471184 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0180833 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.447543 # DEPENDENCYPART_SIBL
(21,20),(21,27),0.0501986 # DEPENDENCYPART_SIBL
(21,20),(21,28),0.447543 # DEPENDENCYPART_SIBL
(21,20),(21,29),-0.0574285 # DEPENDENCYPART_SIBL
(21,20),(21,30),-0.00811775 # DEPENDENCYPART_SIBL
(21,20),(21,33),-0.00937509 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.018727 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.0128981 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.266186 # DEPENDENCYPART_SIBL
(21,22),(21,27),0.0362994 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.266186 # DEPENDENCYPART_SIBL
(21,22),(21,29),0.0120382 # DEPENDENCYPART_SIBL
(21,22),(21,30),0.0328056 # DEPENDENCYPART_SIBL
(21,22),(21,33),-0.00794716 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0261421 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0399359 # DEPENDENCYPART_SIBL
(21,23),(21,27),-0.0256401 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0399359 # DEPENDENCYPART_SIBL
(21,23),(21,29),-0.0187074 # DEPENDENCYPART_SIBL
(21,23),(21,30),-0.00574131 # DEPENDENCYPART_SIBL
(21,23),(21,33),0.00784771 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.011483 # DEPENDENCYPART_SIBL
(21,24),(21,27),0.0480126 # DEPENDENCYPART_SIBL
(21,24),(21,28),0.011483 # DEPENDENCYPART_SIBL
(21,24),(21,29),0.0461293 # DEPENDENCYPART_SIBL
(21,24),(21,30),0.0372524 # DEPENDENCYPART_SIBL
(21,24),(21,33),0.0959448 # DEPENDENCYPART_SIBL
(21,25),(21,27),0.0362994 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.266186 # DEPENDENCYPART_SIBL
(21,25),(21,29),0.0120382 # DEPENDENCYPART_SIBL
(21,25),(21,30),0.0328056 # DEPENDENCYPART_SIBL
(21,25),(21,33),-0.00794716 # DEPENDENCYPART_SIBL
(21,27),(21,28),0.0432088 # DEPENDENCYPART_SIBL
(21,27),(21,29),-0.0173101 # DEPENDENCYPART_SIBL
(21,27),(21,30),-0.00305025 # DEPENDENCYPART_SIBL
(21,27),(21,33),0.00769794 # DEPENDENCYPART_SIBL
(21,28),(21,29),0.0120382 # DEPENDENCYPART_SIBL
(21,28),(21,30),0.0328056 # DEPENDENCYPART_SIBL
(21,28),(21,33),-0.00794716 # DEPENDENCYPART_SIBL
(21,29),(21,30),-0.00823431 # DEPENDENCYPART_SIBL
(21,29),(21,33),0.00211943 # DEPENDENCYPART_SIBL
(21,30),(21,33),0.00453022 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.03768 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0740639 # DEPENDENCYPART_SIBL
(22,18),(22,24),-5.30202e-05 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0527478 # DEPENDENCYPART_SIBL
(22,18),(22,27),-0.0746656 # DEPENDENCYPART_SIBL
(22,18),(22,32),-0.111993 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.067468 # DEPENDENCYPART_SIBL
(22,21),(22,24),-0.0397221 # DEPENDENCYPART_SIBL
(22,21),(22,25),-0.0438628 # DEPENDENCYPART_SIBL
(22,21),(22,27),-0.0633011 # DEPENDENCYPART_SIBL
(22,21),(22,32),-0.102901 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.00732046 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.0976585 # DEPENDENCYPART_SIBL
(22,23),(22,27),-0.194146 # DEPENDENCYPART_SIBL
(22,23),(22,32),-0.164622 # DEPENDENCYPART_SIBL
(22,24),(22,25),0.0481745 # DEPENDENCYPART_SIBL
(22,24),(22,27),-0.0594941 # DEPENDENCYPART_SIBL
(22,24),(22,32),-0.0103583 # DEPENDENCYPART_SIBL
(22,25),(22,27),0.0796683 # DEPENDENCYPART_SIBL
(22,25),(22,32),0.0776003 # DEPENDENCYPART_SIBL
(22,27),(22,32),-0.163055 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.159673 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.000367544 # DEPENDENCYPART_SIBL
(23,18),(23,22),0.0407786 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.046724 # DEPENDENCYPART_SIBL
(23,18),(23,25),-0.0101935 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.00559288 # DEPENDENCYPART_SIBL
(23,18),(23,28),-0.0101935 # DEPENDENCYPART_SIBL
(23,18),(23,29),0.000777349 # DEPENDENCYPART_SIBL
(23,18),(23,30),-0.17244 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0767956 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0560234 # DEPENDENCYPART_SIBL
(23,20),(23,24),-0.115677 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.314199 # DEPENDENCYPART_SIBL
