# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(2,6),(6,10),(6,11),-0.0713907 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,12),-0.0422519 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,14),-0.0422519 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,15),-0.0426096 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,20),-0.0437682 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,24),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,10),(6,25),-0.115332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,11),(6,12),-0.0622409 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,13),-0.042031 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,14),-0.0612528 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,15),-0.0637799 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,20),0.0048183 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,11),(6,25),-0.0484405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,12),(6,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,14),-0.0422554 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,20),-0.042333 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,24),-0.0420873 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,12),(6,25),0.0503838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,13),(6,14),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,13),(6,25),-0.0437865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,14),(6,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,20),-0.0423277 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,24),-0.0420873 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,14),(6,25),0.0500574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,15),(6,20),-0.0404168 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,24),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,15),(6,25),-0.0796565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,20),(6,24),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,20),(6,25),-0.0830405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,24),(6,25),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,6),(6,5),0.113493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,4),0.0884735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,3),0.147014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,2),0.141744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,6),(6,1),-0.0661122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,6),(6,-1),-0.000615239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,5),(6,4),0.127137 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,3),0.0995536 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,2),0.0995536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,5),(6,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,5),(6,-1),0.00771189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,3),0.0681888 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,2),0.0681903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,4),(6,1),-0.0651249 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,4),(6,-1),-0.0494437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,2),0.123383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,3),(6,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(2,6),(6,3),(6,-1),-0.0427041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,6),(6,2),(6,1),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,6),(6,2),(6,-1),-0.0406899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,6),(6,1),(6,-1),-0.0406899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,8),0.150604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,9),0.152068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,10),0.149618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,11),-0.0404046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,13),-0.045415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,14),-0.0912048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,25),-0.166807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,8),(7,9),-0.04961 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,10),-0.04961 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,11),-0.0317953 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,14),-0.0421991 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,8),(7,25),0.143088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,9),(7,10),-0.04961 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,11),-0.0317953 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,14),-0.0421991 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,9),(7,25),0.144555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,10),(7,11),-0.0317962 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,14),-0.0421991 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,10),(7,25),0.142142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,11),(7,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,14),-0.04226 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,11),(7,25),-0.006289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,13),(7,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,13),(7,25),-0.044531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,14),(7,25),-0.0908584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,7),(7,6),0.130985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,4),0.127579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,7),(7,7),(7,-1),-0.0154833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,7),(7,6),(7,4),0.102232 # DEPENDENCYPART_GRANDSIBL
(2,7),(7,6),(7,-1),-0.0504211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,7),(7,4),(7,-1),-0.00330862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,9),-0.126602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,10),-0.123121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,11),0.0778293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,14),-0.032585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,8),(8,8),(8,25),0.151457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,8),(8,9),(8,10),-0.0565329 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,11),-0.0193414 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,14),-0.0421301 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,9),(8,25),0.0316706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,10),(8,11),-0.00990211 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,14),-0.0421301 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,10),(8,25),0.0172415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,11),(8,14),-0.0430394 # DEPENDENCYPART_GRANDSIBL
(2,8),(8,11),(8,25),-0.0851803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,14),(8,25),-0.0395154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,8),(8,8),(8,-1),0.168739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,10),-0.122453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,11),0.0778948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,12),-0.0359263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,13),-0.0436391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,14),-0.0350126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,15),-0.0371222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,19),-0.129033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,20),-0.0240083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,21),-0.0276258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,22),-0.129015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,23),-0.123352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,25),0.138961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.00848488 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0421263 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0434026 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0421301 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,15),-0.0420879 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,19),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,20),-0.0472585 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,21),-0.0536523 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,22),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,23),-0.0599912 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,25),0.0173413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0421845 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0436363 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.0429865 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,15),-0.0452488 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,19),0.0988349 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,20),-0.15335 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,21),-0.0655717 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,22),0.0988349 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,23),0.0988349 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,25),-0.0855545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,14),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,19),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,20),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,21),-0.0434069 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,22),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,23),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,25),-0.041841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,19),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,22),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,23),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,25),-0.0481909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,19),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,20),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,21),-0.0427142 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,22),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,23),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,25),-0.041829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,19),-0.0376326 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,20),-0.0420242 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,22),-0.0376326 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,23),-0.0376326 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,25),-0.0415747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,19),(9,20),-0.0467179 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,21),-0.0531849 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,22),-0.058683 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,23),-0.058683 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,19),(9,25),0.03177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,20),(9,21),-0.0441065 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,22),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,23),-0.0440228 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,20),(9,25),-0.113696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,21),(9,22),-0.0245704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,21),(9,23),-0.0245706 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,21),(9,25),-0.130023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,22),(9,23),-0.0586694 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,22),(9,25),0.0317709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,23),(9,25),0.0319848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.214501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,7),0.232678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.0993274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.0849385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,2),0.213869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,9),(9,1),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),0.152457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,7),0.096149 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,6),0.0979182 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.0868879 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.0863395 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,2),0.0877298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,8),(9,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),0.00108695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,6),0.102165 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,5),0.102241 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,4),0.110341 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,2),0.108437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,7),(9,1),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,7),(9,-1),-0.0215125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.101519 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.102156 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,2),0.0986862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,1),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.0693227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.102537 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,2),0.106302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.09268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,2),0.0783029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,1),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,4),(9,-1),-0.0132556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,2),(9,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,2),(9,-1),0.00123418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,1),(9,-1),0.00123418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,11),0.0525146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0436391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,14),-0.0350126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,20),-0.0247576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,25),0.299342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,13),-0.0436363 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,14),-0.0429885 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,20),-0.157877 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,25),-0.0876909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,25),-0.0481909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,14),(10,20),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,25),-0.0418291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,20),(10,25),-0.11936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.182914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,8),0.18363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,6),0.0979489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,5),0.0849382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,2),0.182998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,10),(10,1),-0.0791488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),0.302204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,8),0.0760349 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,6),0.0979109 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,5),0.0892615 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,2),0.0770869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,9),(10,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,9),(10,-1),-0.0300914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,6),0.0979107 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,5),0.0875943 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,2),0.0776076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,8),(10,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,8),(10,-1),-0.0301557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,5),0.101447 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,2),0.0986861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,6),(10,1),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,6),(10,-1),-0.0707459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,2),0.106302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,5),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,5),(10,-1),-0.0920461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,2),(10,1),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,2),(10,-1),-0.0300085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,1),(10,-1),-0.0300085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,25),0.0913826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,11),(11,-1),0.0251637 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,12),(12,13),-0.0739138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,14),-0.0253949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,15),-0.0690461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,16),-0.0397771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,19),-0.0593162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,20),-0.0369355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,21),-0.0677433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,22),-0.059321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,24),-0.0420996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,25),-0.102495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,14),-0.042587 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,15),-0.0417245 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,16),-0.0440464 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,19),-0.0426661 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,20),-0.0430416 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,21),-0.0456859 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,22),-0.0426661 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,13),(12,25),-0.0585383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,14),(12,15),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,19),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,20),-0.042023 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,21),-0.0420764 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,22),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,24),-0.0422149 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,14),(12,25),-0.0243689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,15),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,19),-0.0428059 # DEPENDENCYPART_GRANDSIBL
(2,12),(12,15),(12,20),-0.0407018 # DEPENDENCYPART_GRANDSIBL
