# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(14,20),(14,22),-0.113874 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,23),-0.626797 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,24),-0.713242 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,25),-1.14249 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,26),-0.864953 # DEPENDENCYPART_NEXTSIBL
(14,20),(14,27),-1.40223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,22),(14,23),-0.957474 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,24),-0.851524 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,25),-0.900529 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,26),-1.021 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,27),-1.076 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,23),(14,24),-0.723529 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,25),-0.500231 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,26),-0.690969 # DEPENDENCYPART_NEXTSIBL
(14,23),(14,27),-0.959575 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,24),(14,25),-0.750401 # DEPENDENCYPART_NEXTSIBL
(14,24),(14,26),-0.82252 # DEPENDENCYPART_NEXTSIBL
(14,24),(14,27),-0.757277 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,25),(14,26),-0.31569 # DEPENDENCYPART_NEXTSIBL
(14,25),(14,27),-2.38794 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,26),(14,27),-1.26594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-0.67374 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-1.12941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-0.582119 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.532168 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,9),-0.385505 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.702722 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,7),-0.435373 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,6),-0.405771 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,5),-0.716696 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,3),-0.466781 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,2),-0.601201 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.792527 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.446976 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,11),-0.482781 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,10),-0.585703 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,9),-0.532571 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,8),-0.523434 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,7),-0.936836 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,6),-1.14976 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,5),-1.01247 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,3),-0.824045 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,2),-0.693642 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-1.37096 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,11),-0.712538 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-0.990207 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,9),-1.15872 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-1.20377 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,7),-0.945646 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,6),-1.205 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,5),-1.1578 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,3),-1.26783 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,2),-1.26371 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-1.16323 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-1.08902 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,9),-1.15673 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-1.2435 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,7),-0.838081 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,6),-1.14744 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,5),-1.30984 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,3),-1.43927 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,2),-1.31946 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.651352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,9),-0.198584 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,8),-0.557044 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,7),-0.810444 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,6),-1.04138 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,5),-0.987136 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,3),-1.18649 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,2),-0.84807 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-0.961585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,9),(14,8),-0.116817 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,7),-0.790033 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,6),-0.9217 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,5),-0.965605 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,3),-1.19075 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,2),-0.834591 # DEPENDENCYPART_NEXTSIBL
(14,9),(14,-1),-1.33636 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,7),-0.964315 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,6),-1.14907 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,5),-1.31977 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,3),-1.61653 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,2),-1.51938 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,-1),-1.08513 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,7),(14,6),-0.687764 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,5),-0.914917 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,3),-0.984862 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,2),-1.00939 # DEPENDENCYPART_NEXTSIBL
(14,7),(14,-1),-1.03253 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,6),(14,5),-0.407179 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,3),-1.02703 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,2),-0.994236 # DEPENDENCYPART_NEXTSIBL
(14,6),(14,-1),-0.944739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,5),(14,3),-0.872123 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,2),-0.983241 # DEPENDENCYPART_NEXTSIBL
(14,5),(14,-1),-0.48732 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,3),(14,2),-0.652866 # DEPENDENCYPART_NEXTSIBL
(14,3),(14,-1),-0.91577 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,2),(14,-1),-0.825571 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-1.1625 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.720117 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,27),-0.286523 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,18),-0.310619 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,27),-1.56589 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,18),(15,27),-1.15619 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,14),-0.208463 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.388193 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,14),(15,-1),-1.05594 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.0987301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,27),-0.237152 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,27),-1.09974 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,-1),-0.42026 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,19),-0.418694 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.294927 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,27),-0.556855 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,19),(17,22),-0.855359 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,27),-1.11645 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,22),(17,27),-1.13924 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,16),-1.02963 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,-1),-0.507126 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,16),(17,-1),-1.3618 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,19),-0.385577 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,20),-1.02531 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,21),-0.279873 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,22),-0.179443 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,23),-0.423981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,24),-0.529479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,25),-1.40855 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,26),-1.04553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,27),-1.08817 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,19),(18,20),-0.950384 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,21),-0.953884 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,22),-0.820106 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,23),-0.993198 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,24),-0.779175 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,25),-1.15447 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,26),-1.03544 # DEPENDENCYPART_NEXTSIBL
(18,19),(18,27),-1.15709 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,20),(18,21),-0.857018 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,22),-0.403963 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,23),-0.751827 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,24),-0.811278 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,25),-1.19982 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,26),-1.04215 # DEPENDENCYPART_NEXTSIBL
(18,20),(18,27),-1.42672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,21),(18,22),-1.01557 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,23),-1.10881 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,24),-1.06682 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,25),-1.1683 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,26),-1.11687 # DEPENDENCYPART_NEXTSIBL
(18,21),(18,27),-0.988849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,22),(18,23),-0.944129 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,24),-0.80833 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,25),-0.93134 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,26),-1.01518 # DEPENDENCYPART_NEXTSIBL
(18,22),(18,27),-1.17 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,23),(18,24),-0.74201 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,25),-0.465711 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,26),-0.745281 # DEPENDENCYPART_NEXTSIBL
(18,23),(18,27),-0.892657 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,24),(18,25),-0.706489 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,26),-0.85199 # DEPENDENCYPART_NEXTSIBL
(18,24),(18,27),-0.770496 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,25),(18,26),-0.30047 # DEPENDENCYPART_NEXTSIBL
(18,25),(18,27),-2.3381 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,26),(18,27),-1.17329 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,18),(18,17),0.163557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,16),-0.964523 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,15),-1.19913 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,14),-0.105229 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,13),-0.741481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,12),-1.09581 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,11),-0.688732 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,10),-0.602286 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,9),-0.451669 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,8),-0.762182 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,7),-0.415959 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,6),-0.445905 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,4),-1.29569 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,3),-0.537782 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,1),-0.903673 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(18,18),(18,-1),-1.16662 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(18,17),(18,16),-0.596016 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,15),-0.975699 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,14),-1.12522 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,13),-1.16712 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,12),-1.05828 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,11),-1.27949 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,10),-1.26033 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,9),-1.25584 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,8),-1.25527 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,7),-0.880023 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,6),-1.1801 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,4),-1.88996 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,3),-1.30966 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,1),-0.282543 # DEPENDENCYPART_NEXTSIBL
(18,17),(18,-1),-0.899445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,16),(18,15),-0.747826 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,14),-0.760212 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,13),-0.962993 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,12),-1.0056 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,11),-0.915764 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,10),-0.993543 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,9),-0.970398 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,8),-0.982034 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,7),-1.25414 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,6),-0.86412 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,4),-1.38291 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,3),-0.996735 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,1),-0.883758 # DEPENDENCYPART_NEXTSIBL
(18,16),(18,-1),-1.30947 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,15),(18,14),-1.13032 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,13),-1.43459 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,12),-1.10431 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,11),-1.52119 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,10),-1.52417 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,9),-1.54416 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,8),-1.50784 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,7),-0.586004 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,6),-1.2253 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,4),-1.50025 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,3),-1.44766 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,1),-0.778887 # DEPENDENCYPART_NEXTSIBL
(18,15),(18,-1),-1.9635 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,14),(18,13),-0.399457 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,12),-0.804446 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,11),-1.05325 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,10),-1.09819 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,9),-1.12296 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,8),-1.31024 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,7),-1.17127 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,6),-1.32958 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,4),-1.00164 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,3),-1.39471 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,1),-0.955219 # DEPENDENCYPART_NEXTSIBL
(18,14),(18,-1),-1.00369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,13),(18,12),-0.540092 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,11),-0.73317 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,10),-0.815807 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,9),-0.763986 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,8),-0.754095 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,7),-0.989057 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,6),-1.33983 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,4),-1.05369 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,3),-1.0511 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,1),-0.614379 # DEPENDENCYPART_NEXTSIBL
(18,13),(18,-1),-1.43187 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,12),(18,11),-0.824613 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,10),-1.08481 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,9),-1.25318 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,8),-1.29748 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,7),-0.928684 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,6),-1.30705 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,4),-1.37076 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,3),-1.36157 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,1),-0.964799 # DEPENDENCYPART_NEXTSIBL
(18,12),(18,-1),-1.13268 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,11),(18,10),-1.32899 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,9),-1.397 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,8),-1.48302 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,7),-0.912754 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,6),-1.35977 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,4),-1.23701 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,3),-1.67519 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,1),-0.737541 # DEPENDENCYPART_NEXTSIBL
(18,11),(18,-1),-0.789211 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,10),(18,9),-0.441433 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,8),-0.795521 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,7),-0.867326 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,6),-1.23594 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,4),-1.28958 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,3),-1.42136 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,1),-0.706263 # DEPENDENCYPART_NEXTSIBL
(18,10),(18,-1),-1.02105 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,9),(18,8),-0.358562 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,7),-0.846793 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,6),-1.11614 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,4),-0.926798 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,3),-1.42527 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,1),-0.647051 # DEPENDENCYPART_NEXTSIBL
(18,9),(18,-1),-1.39592 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,8),(18,7),-1.02032 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,6),-1.34275 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,4),-1.44928 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,3),-1.84806 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,1),-1.08891 # DEPENDENCYPART_NEXTSIBL
(18,8),(18,-1),-1.14596 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,7),(18,6),-0.730495 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,4),-0.998895 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,3),-1.01467 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,1),-1.04714 # DEPENDENCYPART_NEXTSIBL
(18,7),(18,-1),-1.09133 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,6),(18,4),-0.613914 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,3),-1.21814 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,1),-1.05054 # DEPENDENCYPART_NEXTSIBL
(18,6),(18,-1),-1.06309 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,4),(18,3),-1.03081 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,1),-0.331452 # DEPENDENCYPART_NEXTSIBL
(18,4),(18,-1),-1.55335 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,3),(18,1),-0.704408 # DEPENDENCYPART_NEXTSIBL
(18,3),(18,-1),-0.979345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(18,1),(18,-1),-0.695596 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,20),-0.983299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,21),-0.274814 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,22),-0.299365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,23),-0.463174 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,24),-0.597453 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,27),-0.515914 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,20),(19,21),-0.791587 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,22),-0.317094 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,23),-0.735299 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,24),-0.78143 # DEPENDENCYPART_NEXTSIBL
(19,20),(19,27),-1.33822 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,21),(19,22),-1.03221 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,23),-1.11137 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,24),-1.09137 # DEPENDENCYPART_NEXTSIBL
(19,21),(19,27),-0.913746 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,22),(19,23),-0.983987 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,24),-0.854058 # DEPENDENCYPART_NEXTSIBL
(19,22),(19,27),-1.14552 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,23),(19,24),-0.779157 # DEPENDENCYPART_NEXTSIBL
(19,23),(19,27),-0.947284 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,24),(19,27),-0.821299 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,-1),-0.535678 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,27),-0.226199 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,-1),-0.138268 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,21),(21,23),-0.416058 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-0.617058 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-0.451592 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,23),(21,24),-0.773321 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-0.932039 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,27),-0.809927 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,19),-0.407923 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.653556 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,19),(21,-1),-1.03728 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.3471 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,24),-0.506022 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,27),-0.622101 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,24),-0.700302 # DEPENDENCYPART_NEXTSIBL
(22,23),(22,27),-0.923696 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,24),(22,27),-0.749364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,21),-0.16308 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,20),-1.42392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
