# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,10,15,10,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(5,9),(9,12),(9,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0504916 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,18),-0.038958 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,30),-0.0420506 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,31),-0.0726479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,15),-0.0458064 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,16),0.0181139 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,18),-0.0688662 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,31),-0.0882097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0430738 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,18),-0.0421109 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,31),-0.0414021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,18),-0.0499766 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,30),-0.042161 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,31),-0.0154093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,18),(9,30),-0.0420506 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,31),-0.0672767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,30),(9,31),-0.0453672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.0581011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.192259 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.196338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.100517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,4),-0.0701758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.0701758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.0669505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.0700578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.125332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.0964067 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.101005 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.102271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0490805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.101032 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.0980066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,4),-0.0659869 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.0658994 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.0652675 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.06645 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.0391611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.0977734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,4),-0.0659869 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.0658994 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.0652675 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.06645 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.024299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,4),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,3),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,1),-0.0641572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,-1),-0.102006 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,4),(9,3),-0.0663383 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,2),-0.0661254 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,4),(9,-1),-0.0157913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,3),(9,2),-0.0661254 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,3),(9,-1),-0.0178577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,2),(9,1),-0.06645 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,2),(9,-1),-0.0386474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,1),(9,-1),0.0179859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,11),-0.0395732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,12),0.0143251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,13),-0.105949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,14),-0.0544895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,15),-0.0406104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,16),-0.0780847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,18),0.0117806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,19),-0.0787813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,21),0.0143251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,22),-0.078445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,25),-0.0704948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,26),-0.0434317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,28),-0.105949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,30),-0.0461162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,31),-0.0135321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,11),(10,12),-0.042341 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,13),-0.0390875 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,16),-0.0457346 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,18),-0.0422777 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,19),-0.044524 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,21),-0.042341 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,22),-0.0444865 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,25),-0.0442574 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,26),-0.04202 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,28),-0.0390875 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,30),-0.042035 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,11),(10,31),-0.0569216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,12),(10,13),-0.0413658 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,14),-0.042016 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,15),-0.0433398 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,16),-0.0151963 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,18),-0.0515067 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,19),-0.00676722 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,21),-0.0515067 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,22),-0.0145379 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,25),-0.0273639 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,26),-0.0346778 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,28),-0.0413658 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,30),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,12),(10,31),-0.0597437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,13),(10,14),-0.0424853 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,15),-0.0429246 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,16),-0.0403632 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,18),-0.056564 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,19),-0.0403877 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,21),-0.0568011 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,22),-0.041952 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,25),-0.0387005 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,26),-0.0449342 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,28),-0.0424601 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,13),(10,31),-0.0612002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,14),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,16),-0.0422033 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,18),-0.042024 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,19),-0.0422038 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,21),-0.042024 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,22),-0.0422405 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,25),-0.0424801 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,28),-0.0424613 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,14),(10,31),-0.0495968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,15),(10,16),-0.0462874 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,18),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,19),-0.0460151 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,21),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,22),-0.0460151 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,25),-0.0460151 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,28),-0.0467059 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,15),(10,31),-0.038865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,16),(10,18),-0.0457341 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,19),-0.0406002 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,21),-0.0473479 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,22),-0.0461646 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,25),-0.0431325 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,26),-0.0441137 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,28),-0.0206853 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,30),-0.0470462 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,16),(10,31),-0.0374009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,18),(10,19),-0.000205548 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,21),-0.0523881 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,22),-0.00797627 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,25),-0.0208022 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,26),-0.0346679 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,28),-0.0356922 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,30),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,18),(10,31),-0.0718835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,19),(10,21),-0.0480399 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,22),-0.0419143 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,25),-0.0388823 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,26),-0.0432406 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,28),-0.0196388 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,30),-0.0470462 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,19),(10,31),-0.0362112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,21),(10,22),-0.0145379 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,25),-0.0273639 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,26),-0.0346778 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,28),-0.0413658 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,30),-0.0494817 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,21),(10,31),-0.0597437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,22),(10,25),-0.039501 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,26),-0.0420359 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,28),-0.0186916 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,30),-0.0470475 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,22),(10,31),-0.048428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,25),(10,26),-0.0414456 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,25),(10,28),-0.0116352 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,25),(10,30),-0.0471384 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,25),(10,31),-0.0311752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,26),(10,28),-0.046909 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,26),(10,30),-0.0423777 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,26),(10,31),-0.0386946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,28),(10,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,28),(10,31),-0.0612002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,30),(10,31),-0.0667909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,10),(10,9),0.149352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,8),0.174908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,7),0.141857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,6),0.141813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,5),0.0451513 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,10),(10,4),-0.0704252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,3),-0.0704251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,2),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,10),(10,-1),-0.16707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,9),(10,8),0.0990182 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,7),0.101462 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,6),0.101456 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,5),0.10118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,9),(10,4),-0.0643877 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,3),-0.0643877 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,9),(10,-1),0.0298779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,8),(10,7),0.0994281 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,6),0.0994576 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,5),0.118364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,8),(10,4),-0.0642223 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,3),-0.0642223 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,8),(10,-1),0.0198488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,6),0.102923 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,5),0.102523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,7),(10,4),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,3),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,2),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,7),(10,-1),-0.0502253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,5),0.10253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,6),(10,4),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,3),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,2),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,6),(10,-1),-0.0502505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,5),(10,4),-0.064344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,3),-0.064344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,2),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,10),(10,5),(10,-1),-0.0429218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,10),(10,4),(10,3),-0.0642879 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,4),(10,-1),-0.0382501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,3),(10,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,10),(10,3),(10,-1),-0.0407631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,10),(10,2),(10,-1),-0.0482073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,12),(12,13),-0.0729289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,14),-0.0071617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,15),-0.0597878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,16),-0.0695003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,18),-0.084054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,19),-0.106346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,21),-0.0972543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,22),-0.073597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,24),-0.082539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,28),-0.0729289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,30),-0.0465462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,12),(12,12),(12,31),0.250628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,12),(12,13),(12,14),-0.0365816 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,15),-0.0276709 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,16),-0.0975769 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,18),-0.0484298 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,19),-0.109259 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,21),-0.0479353 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,22),-0.0878559 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,24),-0.0471251 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,28),-0.0625429 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,30),-0.0291958 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,13),(12,31),-0.0473549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,16),-0.0412696 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,18),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,19),-0.0420069 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,21),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,22),-0.0412734 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,24),-0.0428707 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,28),-0.0405108 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,14),(12,31),-0.0447198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,15),(12,16),-0.0452871 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,18),-0.0424149 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,19),-0.0478119 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,21),-0.0424149 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,22),-0.0452984 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,24),-0.0424149 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,28),-0.0355686 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,15),(12,31),-0.0472913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,16),(12,18),-0.0635493 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,19),0.0001033 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,21),-0.068898 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,22),-0.00882254 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,24),-0.0635421 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,28),-0.0461429 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,30),-0.040082 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,16),(12,31),0.00179304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,18),(12,19),0.00142728 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,21),-0.0544626 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,22),-0.0286003 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,24),-0.0544626 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,28),-0.042851 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,30),-0.0435039 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,18),(12,31),-0.0694508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,19),(12,21),-0.100059 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,22),0.012927 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,24),-0.0947027 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,28),-0.0511288 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,30),-0.0402784 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,19),(12,31),0.0035142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,21),(12,22),-0.0285076 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,24),-0.0566989 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,28),-0.0407321 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,30),-0.0436311 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,21),(12,31),-0.0822999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,12),(12,22),(12,24),-0.0660801 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,28),-0.047601 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,30),-0.040082 # DEPENDENCYPART_GRANDSIBL
(5,12),(12,22),(12,31),0.00613167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
