# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(13,11),(11,8),0.483407 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.618272 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.328135 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.00404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.0305726 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.125814 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),0.181239 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),0.0907326 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.223783 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.604803 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.538187 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),0.147567 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.515142 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),0.140505 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.213403 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.487631 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.5354 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.515899 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.413823 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),0.124502 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.139101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.109682 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.0825103 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.412597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.47955 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.867472 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.604252 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.345203 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.404184 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.0594872 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),0.162841 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),0.840507 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),0.134658 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),0.00683963 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.238496 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.335781 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.239388 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),0.201923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),0.104654 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),0.399227 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.00759655 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.0251512 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.0232768 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.639492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.174202 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.511337 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.493024 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.332139 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.393225 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.085207 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),0.225509 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),0.0763951 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),0.735456 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),1.01992 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0957829 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.312914 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.210879 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),0.175284 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.0136681 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),0.720519 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),0.0656527 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),0.355024 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.576904 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.712875 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.511403 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.31744 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.23008 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),0.0851791 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.306975 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.132118 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.580959 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.380975 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.211114 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.358516 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.023364 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),0.216367 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.226299 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),0.128063 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.810965 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),0.509503 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.258214 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.159734 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),0.521422 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),0.242803 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.221046 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),0.11262 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),0.746234 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),0.2687 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.36696 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.156057 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.298766 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.0442852 # DEPENDENCYPART_GRANDPAR
(13,25),(25,1),0.0960979 # DEPENDENCYPART_GRANDPAR
(13,25),(25,3),-0.266185 # DEPENDENCYPART_GRANDPAR
(13,25),(25,6),-0.270963 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),0.159354 # DEPENDENCYPART_GRANDPAR
(13,25),(25,8),0.0716114 # DEPENDENCYPART_GRANDPAR
(13,25),(25,9),0.369485 # DEPENDENCYPART_GRANDPAR
(13,25),(25,11),-0.0610587 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.04294 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.655771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),0.189367 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),0.416355 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),0.553483 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),0.197253 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.0011544 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),0.0289236 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.383829 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.0363189 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.178083 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.214957 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),1.1264 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.262191 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.267696 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.386388 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.325819 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.846512 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.02295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.221419 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.191297 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.246143 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.320325 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.232397 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.408711 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),0.0976976 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.040244 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.104781 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.259695 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.224015 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.195155 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.11709 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.997287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,1),0.161291 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.0602599 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.0154353 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.0104051 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0545773 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0167037 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.245401 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.264505 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.157718 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.132202 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.393108 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.736469 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.03164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.214526 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.178582 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.147196 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.254041 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.316752 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.0981481 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.233626 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.408438 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-0.445036 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.362329 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.383599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.540292 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.560341 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.482032 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.396507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.285416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.471439 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.286142 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.508815 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.158797 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.193562 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.433382 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.513726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.289315 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.370784 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.299589 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.145131 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.300321 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.265128 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.0115399 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.212372 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.303054 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.467922 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.305118 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.462173 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.318355 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.120397 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.346595 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.432678 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.561324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.248596 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.381434 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.4062 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.163668 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-0.328857 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.531207 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.334065 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.524252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),0.320456 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.419707 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.35723 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.33217 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.540227 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.33889 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.368444 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),0.171029 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.390283 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.354075 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.220099 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.73133 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.45467 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.330002 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.350986 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.1046 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.221031 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.39632 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.283137 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.352646 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.180701 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.352625 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.5256 # DEPENDENCYPART_GRANDPAR
(15,25),(25,6),-0.466716 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-0.391441 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-0.272954 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.462604 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.494828 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.140815 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.182252 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),0.427896 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.574113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.294317 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.24063 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),0.308078 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.188976 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.260481 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.234802 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.263982 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.318987 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.148135 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),0.20095 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),0.0150416 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),0.138032 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.0690141 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.408163 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),0.384827 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),0.495957 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.45448 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.475533 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),0.440587 # DEPENDENCYPART_GRANDPAR
(16,1),(1,17),0.679303 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),0.234216 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.510201 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.130844 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.597932 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.498564 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.540713 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.384129 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.267834 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.0509949 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.422744 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.406297 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.533863 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.208181 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.11268 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.524199 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.460287 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),0.0600212 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),0.0462909 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),0.243194 # DEPENDENCYPART_GRANDPAR
(16,3),(3,25),0.282917 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.46811 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.459299 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.0471131 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.460086 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.235758 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.597104 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.446367 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.431149 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.104785 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.432853 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.283428 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.615653 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.517651 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.55395 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.515383 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.437943 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.287159 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.631999 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.700216 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.250311 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.710244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,22),0.145636 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.22351 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.426148 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.262959 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.309631 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.168516 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.130019 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.348765 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.677194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,25),0.255397 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.209407 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.33834 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.54394 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.494207 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.19563 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.436089 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.114352 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.470623 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.438077 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.238342 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.586725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.679892 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),0.311659 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.626977 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.251094 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.43606 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.0527761 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.637755 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.465813 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.230917 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.783728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,8),0.69359 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.731565 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.265019 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.683393 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.604616 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.342179 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.698528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.631956 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),0.163303 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.0104499 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.176439 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),0.242063 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),0.451673 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),0.11632 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),0.270254 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.575969 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),0.631331 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.450963 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.562884 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.302607 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.558147 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.500492 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.213902 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.360735 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.318713 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.536646 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.640322 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.718642 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.499782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.728151 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.3435 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.391759 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.188124 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.643737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.684917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),0.0756948 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),0.196292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),0.0162686 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),0.339566 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.157677 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),0.288293 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),0.279192 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.744851 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.756912 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.500293 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.808533 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.833419 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.706432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.623916 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.0237932 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),0.15544 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.0188908 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.184264 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),0.234189 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.322146 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.68327 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.378663 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.659918 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.267885 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.790037 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),0.0774591 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),0.443095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.136951 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.173748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.05995 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.677302 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.33765 # DEPENDENCYPART_GRANDPAR
