# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,20,20,17,20,23,25,23,21,25,26,1,
(13,14),(14,23),0.11492 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.504156 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.0229082 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.273456 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.0654788 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.223523 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.965063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.469222 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.252843 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.185921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0797667 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.172391 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.23704 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0858741 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),0.120238 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.504177 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.0232195 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.275198 # DEPENDENCYPART_GRANDPAR
(13,16),(16,28),-0.0665183 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.0195595 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.162522 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.317885 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.15365 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),0.128356 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),0.0530698 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.322252 # DEPENDENCYPART_GRANDPAR
(13,17),(17,27),0.143818 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0561343 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.0192047 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.466169 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),0.242151 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.326863 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.0530992 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.000200567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.512465 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.0897113 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.0338357 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.340292 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.95536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),0.000435436 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.0106772 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),0.353087 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.181567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.155364 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.260805 # DEPENDENCYPART_GRANDPAR
(14,1),(1,26),0.0859509 # DEPENDENCYPART_GRANDPAR
(14,1),(1,28),-0.565848 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.192354 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.0403833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.534171 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.1825 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.272162 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0159078 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),0.0400654 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),0.474941 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),0.166767 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.0607525 # DEPENDENCYPART_GRANDPAR
(14,2),(2,12),0.442639 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-0.951525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.0814676 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.0068428 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),0.350909 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.123881 # DEPENDENCYPART_GRANDPAR
(14,2),(2,28),-0.549773 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.183506 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),0.163425 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.0659673 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.00123138 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.579166 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.292691 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.0771405 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0243691 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.460528 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.106332 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.322252 # DEPENDENCYPART_GRANDPAR
(14,5),(5,17),0.37629 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.175033 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.0792676 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.0120689 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.563406 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.298554 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0458207 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.00695063 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.498291 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.067552 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.372707 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.185102 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.123391 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.725469 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),0.489782 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.374921 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.0511061 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.526642 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0691837 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.358613 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.247604 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),0.174398 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),0.113133 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.733966 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),0.483576 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.368238 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.044017 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),0.526183 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.168606 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0679138 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.366324 # DEPENDENCYPART_GRANDPAR
(14,8),(8,15),-0.121793 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),0.26916 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0130832 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.604867 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0301158 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.393494 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),0.185845 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),0.110576 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.0476254 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),0.684448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.405399 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.393582 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0508341 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.00802142 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.542289 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0983372 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.289976 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.404545 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.976456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.0626442 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.0317731 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),0.343754 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.239934 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.213391 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.148811 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.242036 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.598675 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.752582 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.379011 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),0.0766182 # DEPENDENCYPART_GRANDPAR
(14,11),(11,28),-0.567453 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.19472 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.07012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.0453019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.125439 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),0.31408 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.242477 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.951525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.0814946 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.00684285 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),0.350896 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.51346 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.123371 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.511436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.465325 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),1.01642 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.300074 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.308962 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.512176 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),0.256713 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.0400133 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.383956 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),0.281979 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),0.749282 # DEPENDENCYPART_GRANDPAR
(14,16),(16,28),-0.0658645 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),0.272577 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.315026 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.626819 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.169423 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),0.0765421 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),0.392457 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),0.58794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,27),0.341414 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.421783 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.488421 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.291417 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.277101 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.125379 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.418394 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.123241 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.433226 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.390398 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.388728 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.253806 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0496821 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.386863 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),0.279808 # DEPENDENCYPART_GRANDPAR
(14,20),(20,26),0.748093 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),0.230338 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.336782 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.521884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,16),0.422798 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.205022 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.241505 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),0.30576 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.355816 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.10065 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.366383 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),0.156424 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),0.509595 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),0.106956 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.19238 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.343594 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.392649 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.13486 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.48954 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.369546 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.353432 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),0.739824 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),0.301513 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),0.217091 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),0.389387 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),0.387716 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.315792 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),0.140789 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),0.493954 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.0387225 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),0.0343022 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),0.749883 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),0.230336 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.0677531 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),0.341414 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.179692 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.341895 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.280911 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.03674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0327961 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0220178 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.094557 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.108752 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0617133 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.292012 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.425263 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.288162 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.0687505 # DEPENDENCYPART_GRANDPAR
(15,16),(16,28),-0.133927 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0983447 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.737954 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.834811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.143719 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),0.131622 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),0.117305 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),1.00377 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),0.275247 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.311594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.155945 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0700559 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0380986 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0693183 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.378711 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.375172 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.721942 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.859742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.136577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.236833 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.223085 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.178033 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.164831 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.303931 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.629329 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.0426451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.190076 # DEPENDENCYPART_GRANDPAR
(16,14),(14,28),-0.503562 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.821905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.273982 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.303636 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.951059 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.247049 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.373355 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.726218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),0.322452 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),0.667607 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.411072 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.812865 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.285144 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.355405 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.206644 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.553159 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.178384 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.39549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.393227 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.378762 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.328453 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.244148 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.267267 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.609017 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),0.479625 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.551978 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.389606 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.592972 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.405629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.208139 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.231827 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.632145 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.35753 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.195998 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.24397 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.489549 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.243946 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),0.432513 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.129329 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.342616 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.378876 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.20797 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.487759 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.249519 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.684171 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.471788 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.624683 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.551056 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.392216 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.377751 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.64189 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.217707 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.49584 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.256456 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.159051 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.481415 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),0.551976 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.00751902 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),0.667607 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.11648 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.943881 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.446446 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.394 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.139259 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.526775 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.47297 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.165141 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.510632 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),1.6583 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.958346 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.114458 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0805073 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.00628386 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.103965 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),0.241086 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.293519 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.383481 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.465489 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.455924 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),1.35264 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.794407 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.785463 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.107443 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.0367792 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.175085 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.160597 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.322727 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),0.350154 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.635082 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),1.52417 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.989999 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.409257 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0479455 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0940613 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.217806 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.282187 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),0.404911 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),1.64874 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.948787 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.809519 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.40713 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.155426 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.156542 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.292632 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),0.231985 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),0.282625 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.68677 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),0.55006 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.604076 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.15349 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.156679 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.482313 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.85113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),0.114048 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-1.16117 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-1.10766 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-1.08313 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.13095 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.774938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.458201 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.123829 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.214532 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.368695 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.0115214 # DEPENDENCYPART_GRANDPAR
