# _root_ The cold guys in the set were Will Clark , Kevin Mitchell and Matt Williams , the Giants ' 3-4-5 hitters .
#goldHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,9,18,21,18,21,9,7,
#predictedHeads=3,3,7,3,6,4,0,9,7,9,12,9,12,15,13,12,18,21,18,21,12,7,
(3,9),(9,8),(9,4),0.102154 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,8),(9,2),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,8),(9,-1),-0.0427369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,5),0.102707 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,4),0.102744 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,3),0.102833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,6),(9,-1),-0.0680135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,4),0.118264 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,3),0.102912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,5),(9,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,3),0.103052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,4),(9,-1),-0.0141088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,3),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,9),(9,3),(9,-1),-0.0594825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,9),(9,2),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,9),(9,2),(9,-1),-0.0852601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,9),(9,1),(9,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,10),(10,10),(10,23),-0.0762734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,10),(10,10),(10,-1),-0.123353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,13),-0.0137719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,14),-0.0996683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,15),-0.0996683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,16),0.0704241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,17),-0.028327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,18),-0.0996683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,19),-0.0489603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,20),-0.0633515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,21),-0.0404645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,22),-0.0477285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,23),0.0681694 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,13),(12,14),-0.0472174 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,15),-0.0472174 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,16),-0.0397858 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,17),-0.0425069 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,18),-0.0472174 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,21),-0.0431366 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,22),-0.0420427 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,13),(12,23),0.0388435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,14),(12,15),-0.0427385 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,16),-0.0504137 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,17),-0.0453399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,18),-0.0427385 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,19),-0.0422717 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,20),-0.0457694 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,21),-0.0422069 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,22),-0.04208 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,14),(12,23),-0.00898395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,15),(12,16),-0.0504137 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,17),-0.0453399 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,18),-0.0427385 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,19),-0.0422717 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,20),-0.0457694 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,21),-0.0422069 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,22),-0.04208 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,15),(12,23),-0.00898395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,16),(12,17),-0.0445186 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,18),0.0276967 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,20),-0.0367877 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,21),-0.045348 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,22),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,16),(12,23),-0.064414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,17),(12,18),-0.042236 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,17),(12,23),-0.0331349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,18),(12,19),-0.0422717 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,20),-0.0457694 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,21),-0.0422069 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,22),-0.04208 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,18),(12,23),-0.00898395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,19),(12,20),-0.0421502 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,21),-0.0420541 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,19),(12,23),-0.0477978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,20),(12,21),-0.0421349 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,20),(12,22),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,20),(12,23),-0.0539369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,21),(12,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,21),(12,23),-0.0512731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,22),(12,23),-0.044153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,12),(12,11),0.124139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,10),0.116554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,9),0.124146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,8),0.123831 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,6),0.10995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,5),0.0856639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,4),0.133249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,3),0.11024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,12),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,12),(12,-1),0.0149136 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,11),(12,10),0.107877 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,9),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,8),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,4),0.102157 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,11),(12,2),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,11),(12,-1),-0.0424279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,9),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,8),0.10502 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,6),0.103765 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,5),0.102626 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,4),0.11148 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,3),0.10296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,10),(12,-1),0.00645072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,8),0.0997193 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,4),0.102157 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,9),(12,2),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,9),(12,-1),-0.0424199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,4),0.102154 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,8),(12,2),-0.0646442 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,8),(12,-1),-0.042713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,5),0.102707 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,4),0.102744 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,3),0.102833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,6),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,6),(12,-1),-0.0680135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,4),0.118264 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,3),0.102912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,5),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,5),(12,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,3),0.103052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,4),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,4),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,4),(12,-1),-0.0141088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,3),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,3),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,12),(12,3),(12,-1),-0.0594825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,12),(12,2),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,12),(12,2),(12,-1),-0.0852601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,12),(12,1),(12,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,14),-0.0270161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,15),-0.0270161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,16),0.0543533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,17),-0.0424203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,18),-0.0276596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,21),0.20212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,23),-0.292469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,14),(13,15),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,16),-0.0430179 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,18),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,21),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,14),(13,23),-0.0266467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,15),(13,16),-0.0430179 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,18),-0.0420378 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,21),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,15),(13,23),-0.0266467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,16),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,18),-0.0337871 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,21),0.00803721 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,16),(13,23),-0.0569847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,17),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,21),-0.0423342 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,17),(13,23),-0.0350585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,18),(13,21),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(3,13),(13,18),(13,23),-0.0272902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,21),(13,23),0.337254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,13),(13,13),(13,12),0.0955941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,13),(13,13),(13,-1),-0.00506622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,13),(13,12),(13,-1),-0.0719974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,15),(15,16),0.0704241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,17),-0.028327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,18),-0.0996683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,19),-0.0489603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,20),-0.0633515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,21),-0.0404645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,22),-0.0477285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,23),0.0681692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,16),(15,17),-0.0445186 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,18),0.0276967 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,20),-0.0367877 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,21),-0.045348 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,22),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,16),(15,23),-0.064414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,17),(15,18),-0.042236 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,17),(15,23),-0.0331349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,18),(15,19),-0.0422717 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,20),-0.0457694 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,21),-0.0422069 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,22),-0.04208 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,18),(15,23),-0.00898395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,19),(15,20),-0.0421502 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,19),(15,21),-0.0420541 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,19),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,19),(15,23),-0.0477978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,20),(15,21),-0.0421349 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,22),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,20),(15,23),-0.0539369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,21),(15,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,21),(15,23),-0.0512731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,22),(15,23),-0.044153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,15),(15,14),0.124146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,12),0.124146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,11),0.124138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,10),0.116554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,9),0.124146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,8),0.12383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,6),0.10995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,5),0.0856639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,3),0.11024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,15),(15,-1),0.0149138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,14),(15,12),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,11),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,10),0.107877 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,9),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,8),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,14),(15,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,14),(15,-1),-0.0424208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,12),(15,11),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,10),0.107877 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,9),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,8),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,12),(15,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,12),(15,-1),-0.0424208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,11),(15,10),0.107877 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,9),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,8),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,11),(15,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,11),(15,-1),-0.0424287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,10),(15,9),0.105023 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,10),(15,8),0.10502 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,10),(15,6),0.103765 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,10),(15,5),0.102626 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,10),(15,3),0.10296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,10),(15,-1),0.00645072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,9),(15,8),0.0997164 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,9),(15,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,9),(15,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,9),(15,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,9),(15,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,9),(15,-1),-0.0424208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,8),(15,6),0.100231 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,8),(15,5),0.110752 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,8),(15,3),0.101526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,8),(15,1),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,8),(15,-1),-0.0427139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,6),(15,5),0.102707 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,6),(15,3),0.102833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,6),(15,-1),-0.0680135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,5),(15,3),0.102912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,5),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(3,15),(15,5),(15,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,15),(15,3),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,15),(15,3),(15,-1),-0.0594825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,15),(15,1),(15,-1),-0.0832046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(3,16),(16,16),(16,23),-0.0762734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,16),(16,16),(16,-1),-0.123353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(3,18),(18,18),(18,19),-0.0489603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,20),-0.0633515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,22),-0.0477285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(3,18),(18,18),(18,23),0.0676428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
