# _root_ Bear Stearns 's chief economist , Lawrence Kudlow , in the Sept. 29 issue of the firm 's Global Spectator :
#goldHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
#predictedHeads=2,5,2,5,0,5,8,5,5,5,14,14,14,10,14,17,20,17,20,15,5,
(20,4),(4,6),0.729501 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.196829 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.755874 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.310911 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.394238 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.37617 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),0.430327 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.104051 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),0.85296 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.364526 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.39826 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.879333 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),0.315897 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.485102 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),0.233775 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),0.244749 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.555994 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),0.350807 # DEPENDENCYPART_GRANDPAR
(20,5),(5,18),1.72405 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-1.04287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,21),0.295338 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),0.485025 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),0.0527946 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.214261 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.935359 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.273001 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.824971 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.290701 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.360533 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),0.098253 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),0.0829948 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.696292 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),0.205061 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),1.60469 # DEPENDENCYPART_GRANDPAR
(20,7),(7,21),0.294799 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),0.294986 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.177993 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),0.490894 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),0.525027 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.987179 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.460381 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),0.078487 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0714757 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.694696 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.193542 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),1.60299 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.06334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),0.2948 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),0.228496 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.333735 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.389626 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0880386 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.494744 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.193419 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),0.415539 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.133743 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),0.927376 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.417739 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.451643 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),0.953749 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.278442 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),0.511916 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.536127 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.166926 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.546185 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.359691 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),1.71606 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.368257 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.04292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),0.295303 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),0.514059 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),0.484707 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),0.140869 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.636878 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.450505 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),1.74828 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.394476 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.04307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.295135 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.105216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.989453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),0.392702 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0596075 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),1.26782 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.06334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-0.645602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,2),1.13616 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.135407 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),0.332862 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),1.03315 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0715521 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.658099 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.165428 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.205395 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0302547 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.140993 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.152741 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.334164 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.26886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,1),(1,1),(1,2),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,3),-0.0630835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,5),-0.032719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,6),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,8),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,9),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,10),-0.0580621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,14),-0.033613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,1),(1,1),(1,22),0.0174429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,1),(1,2),(1,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,5),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,6),-0.0430241 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,9),-0.0430241 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,10),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,14),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,2),(1,22),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,3),(1,5),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,6),-0.042825 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,8),-0.0535748 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,9),-0.042825 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,10),-0.0420271 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,14),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,3),(1,22),-0.0461829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,5),(1,6),0.00227858 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,8),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,9),0.00227858 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,10),-0.0455627 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,14),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,5),(1,22),-0.0701203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,6),(1,8),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,9),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,10),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,14),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,6),(1,22),0.125094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,8),(1,9),-0.0430241 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,10),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,14),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,8),(1,22),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,9),(1,10),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,14),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,9),(1,22),0.125094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,10),(1,14),-0.0393909 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,10),(1,22),-0.0765558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,14),(1,22),-0.0701216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.0630835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0287973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0323671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,7),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),-0.0580606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,12),-0.0545881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0332611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,15),-0.0838355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,17),-0.0323671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.0630835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,21),0.0201376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,22),0.0174817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0366224 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),-0.042825 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,7),-0.0535748 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0535748 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.042825 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),-0.0420271 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,12),-0.0535748 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,15),-0.0420325 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,17),-0.0420344 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,21),-0.0423881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,22),-0.0461829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0469189 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,7),-0.042342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.042342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0469189 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),-0.045838 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,12),-0.042342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,15),-0.0446116 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,21),-0.0445897 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,22),-0.0429165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),0.00211474 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,7),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),0.00211474 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.0454986 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,12),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,15),-0.0455384 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,21),-0.0558828 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,22),-0.0701203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,7),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,8),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,12),-0.0757872 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,15),0.0253306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,17),-0.00924788 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,18),-0.0420573 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,21),-0.0689982 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,22),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,7),(2,8),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,9),-0.0430241 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,10),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,12),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,14),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,15),-0.0562503 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,17),-0.0507208 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,21),0.000500838 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,7),(2,22),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.0430241 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,10),-0.0538418 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,12),0.0319565 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,15),-0.0562503 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,17),-0.0507208 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,21),0.000500838 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,22),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),0.0261987 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,12),-0.0757872 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0095105 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,15),0.0253306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,17),-0.00924788 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),-0.0420573 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,21),-0.0689982 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,22),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,12),-0.0460589 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.0393909 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,15),-0.0369033 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,17),-0.0393909 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,21),-0.019649 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,22),-0.0765558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,12),(2,14),-0.0507135 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,15),-0.0562503 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,17),-0.0507208 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,21),0.000500838 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,12),(2,22),-0.0318082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,15),-0.0455176 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,17),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,21),-0.056155 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,22),-0.0701216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,15),(2,17),-0.0363328 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,21),-0.00656359 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,15),(2,22),-0.0843999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,21),-0.0558828 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,22),-0.0701275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,21),-0.0423881 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,22),-0.0461829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,21),(2,22),-0.034985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.256105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.170449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,5),-0.0598943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,6),-0.0573524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,8),-0.0575472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,9),-0.0573524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,10),-0.0696185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,22),-0.0503178 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,5),(4,6),-0.0438577 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,9),-0.0438577 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,10),-0.0399744 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,5),(4,22),-0.0738955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,6),(4,8),-0.045165 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,10),-0.0354935 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,6),(4,22),-0.0480211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,8),(4,9),-0.0423097 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,10),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,8),(4,22),-0.0551906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,9),(4,10),-0.0354935 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,9),(4,22),-0.0480211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,10),(4,22),-0.0564019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,4),(4,3),0.102328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,2),0.121522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,4),(4,4),(4,-1),-0.170238 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,4),(4,3),(4,2),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,4),(4,3),(4,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,4),(4,2),(4,-1),-0.0671984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.0652862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.0652862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.0901889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,12),-0.0761567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,13),-0.0391089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,14),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,15),-0.112934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,17),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),-0.0564828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,20),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,21),0.0984716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,22),-0.0710771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.0522305 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.0522305 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0437966 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0276247 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,12),-0.0496814 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,13),-0.049576 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,14),-0.061024 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,15),-0.0249985 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,17),-0.0597514 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,20),-0.0522305 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,21),-0.0526079 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,22),0.0144307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
