# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,16,29,30,33,31,3,
(20,19),(20,-1),-0.927149 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,17),(20,-1),-1.00436 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,22),-0.407155 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,23),-0.197739 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,24),-1.3215 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,25),-1.18598 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,26),-0.332391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,27),-0.34123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,28),-0.244995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,29),-0.796184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,30),-0.483815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,31),-0.889417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,32),0.189823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,34),-1.32276 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,35),-0.682742 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,22),(21,23),-0.119623 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,24),-0.956142 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,25),-1.0247 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,26),-0.967149 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,27),-0.891009 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,28),-0.583505 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,29),-0.912452 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,30),-0.772772 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,31),-0.746709 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,32),-0.990537 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,34),-0.701243 # DEPENDENCYPART_NEXTSIBL
(21,22),(21,35),-0.809812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,23),(21,24),-0.587338 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,25),-0.938376 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,26),-0.968627 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,27),-0.960401 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,28),-0.788079 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,29),-0.874512 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,30),-0.71516 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,31),-0.833305 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,32),-1.07308 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,34),-0.624766 # DEPENDENCYPART_NEXTSIBL
(21,23),(21,35),-0.73006 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,24),(21,25),0.247952 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,26),-0.493846 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,27),-0.680604 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,28),-0.648011 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,29),-0.45946 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,30),-0.691723 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,31),-0.987631 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,32),-0.829597 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,34),-1.01723 # DEPENDENCYPART_NEXTSIBL
(21,24),(21,35),-1.28022 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,25),(21,26),-0.633763 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,27),-0.671922 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,28),-0.58164 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,29),-0.466134 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,30),-0.542515 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,31),-0.686586 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,32),-0.638552 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,34),-0.585545 # DEPENDENCYPART_NEXTSIBL
(21,25),(21,35),-0.582382 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,26),(21,27),-0.554022 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,28),-0.773371 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,29),-0.792088 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,30),-1.11076 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,31),-0.929717 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,32),-0.852769 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,34),-0.873431 # DEPENDENCYPART_NEXTSIBL
(21,26),(21,35),-0.966021 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,27),(21,28),-0.227144 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,29),-0.80113 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,30),-0.788647 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,31),-0.805241 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,32),-0.90304 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,34),-0.743413 # DEPENDENCYPART_NEXTSIBL
(21,27),(21,35),-0.884609 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,28),(21,29),-0.604004 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,30),-0.616894 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,31),-0.782499 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,32),-0.961347 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,34),-0.661574 # DEPENDENCYPART_NEXTSIBL
(21,28),(21,35),-1.08838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,29),(21,30),-1.05401 # DEPENDENCYPART_NEXTSIBL
(21,29),(21,31),-0.950634 # DEPENDENCYPART_NEXTSIBL
(21,29),(21,32),-0.963688 # DEPENDENCYPART_NEXTSIBL
(21,29),(21,34),-0.675975 # DEPENDENCYPART_NEXTSIBL
(21,29),(21,35),-0.87264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,30),(21,31),-0.675625 # DEPENDENCYPART_NEXTSIBL
(21,30),(21,32),-0.939729 # DEPENDENCYPART_NEXTSIBL
(21,30),(21,34),-0.842014 # DEPENDENCYPART_NEXTSIBL
(21,30),(21,35),-0.840269 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,31),(21,32),-0.470142 # DEPENDENCYPART_NEXTSIBL
(21,31),(21,34),-0.797267 # DEPENDENCYPART_NEXTSIBL
(21,31),(21,35),-0.856145 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,32),(21,34),-1.08954 # DEPENDENCYPART_NEXTSIBL
(21,32),(21,35),-1.11961 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,34),(21,35),-1.79768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,21),(21,20),-0.609834 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,19),-0.249742 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,18),-0.505846 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,17),-0.405519 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,16),-0.242562 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(21,21),(21,-1),-0.564468 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(21,20),(21,19),-0.609043 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,18),-1.02778 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,17),-1.03342 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,16),-0.988419 # DEPENDENCYPART_NEXTSIBL
(21,20),(21,-1),-0.81459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,19),(21,18),-0.888159 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,17),-1.13347 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,16),-1.39044 # DEPENDENCYPART_NEXTSIBL
(21,19),(21,-1),-0.9543 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,18),(21,17),-0.828663 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,16),-1.36871 # DEPENDENCYPART_NEXTSIBL
(21,18),(21,-1),-0.718631 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,17),(21,16),-0.512606 # DEPENDENCYPART_NEXTSIBL
(21,17),(21,-1),-1.06497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(21,16),(21,-1),-0.859977 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,23),-0.549397 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(22,22),(22,35),-0.579529 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(22,23),(22,35),-0.858835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,22),(22,-1),-0.531261 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,24),-1.21262 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,25),-1.07162 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,26),-0.392083 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,35),-0.468466 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,24),(23,25),0.160893 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,26),-0.583059 # DEPENDENCYPART_NEXTSIBL
(23,24),(23,35),-1.34012 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,25),(23,26),-0.654955 # DEPENDENCYPART_NEXTSIBL
(23,25),(23,35),-0.57655 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,26),(23,35),-1.03638 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,22),-0.584602 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,17),-0.52456 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(23,23),(23,-1),-0.538809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,22),(23,17),-1.11278 # DEPENDENCYPART_NEXTSIBL
(23,22),(23,-1),-0.906698 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,17),(23,-1),-1.04748 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(24,24),(24,35),-0.0816566 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(24,24),(24,-1),0.00627396 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,25),(25,26),-0.295466 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,27),-0.664898 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,28),-0.606468 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,29),-0.793202 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,30),-0.352144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,33),-0.676144 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(25,25),(25,35),-1.21996 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(25,26),(25,27),-0.701347 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,28),-0.953107 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,29),-0.834692 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,30),-1.09163 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,33),-1.47989 # DEPENDENCYPART_NEXTSIBL
(25,26),(25,35),-0.982468 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,27),(25,28),-0.497733 # DEPENDENCYPART_NEXTSIBL
(25,27),(25,29),-0.910409 # DEPENDENCYPART_NEXTSIBL
(25,27),(25,30),-0.87725 # DEPENDENCYPART_NEXTSIBL
(25,27),(25,33),-1.22376 # DEPENDENCYPART_NEXTSIBL
(25,27),(25,35),-1.07117 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,28),(25,29),-0.754741 # DEPENDENCYPART_NEXTSIBL
(25,28),(25,30),-0.748998 # DEPENDENCYPART_NEXTSIBL
(25,28),(25,33),-1.20476 # DEPENDENCYPART_NEXTSIBL
(25,28),(25,35),-1.32922 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,29),(25,30),-1.05331 # DEPENDENCYPART_NEXTSIBL
(25,29),(25,33),-1.17254 # DEPENDENCYPART_NEXTSIBL
(25,29),(25,35),-0.915237 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,30),(25,33),-1.02819 # DEPENDENCYPART_NEXTSIBL
(25,30),(25,35),-0.646991 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,33),(25,35),-0.947841 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(25,25),(25,-1),-0.31788 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,26),(26,27),-0.34123 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,28),-0.244995 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,29),-0.796184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,30),-0.483815 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,31),-0.889417 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,32),0.189823 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,33),-0.757604 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,34),-1.32276 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,35),-0.682742 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,27),(26,28),-0.227144 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,29),-0.80113 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,30),-0.788647 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,31),-0.805241 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,32),-0.90304 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,33),-1.15156 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,34),-0.743413 # DEPENDENCYPART_NEXTSIBL
(26,27),(26,35),-0.884609 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,28),(26,29),-0.604004 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,30),-0.616894 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,31),-0.782499 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,32),-0.961347 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,33),-1.09548 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,34),-0.661574 # DEPENDENCYPART_NEXTSIBL
(26,28),(26,35),-1.08838 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,29),(26,30),-1.05401 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,31),-0.950634 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,32),-0.963688 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,33),-1.15817 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,34),-0.675975 # DEPENDENCYPART_NEXTSIBL
(26,29),(26,35),-0.87264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,30),(26,31),-0.675625 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,32),-0.939729 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,33),-1.08067 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,34),-0.842014 # DEPENDENCYPART_NEXTSIBL
(26,30),(26,35),-0.840269 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,31),(26,32),-0.470142 # DEPENDENCYPART_NEXTSIBL
(26,31),(26,33),-0.988553 # DEPENDENCYPART_NEXTSIBL
(26,31),(26,34),-0.797267 # DEPENDENCYPART_NEXTSIBL
(26,31),(26,35),-0.856145 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,32),(26,33),-1.13734 # DEPENDENCYPART_NEXTSIBL
(26,32),(26,34),-1.08954 # DEPENDENCYPART_NEXTSIBL
(26,32),(26,35),-1.11961 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,33),(26,34),-0.773371 # DEPENDENCYPART_NEXTSIBL
(26,33),(26,35),-1.07537 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,34),(26,35),-1.79768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,26),(26,25),-1.2297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,23),-0.65269 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,20),-0.609834 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(26,26),(26,-1),-0.564468 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(26,25),(26,23),-0.959576 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,20),-0.889135 # DEPENDENCYPART_NEXTSIBL
(26,25),(26,-1),-0.660715 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,23),(26,20),-1.0344 # DEPENDENCYPART_NEXTSIBL
(26,23),(26,-1),-1.13164 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(26,20),(26,-1),-0.81459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,28),-0.622557 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,30),-0.358244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(27,27),(27,35),-0.540558 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(27,28),(27,30),-0.71652 # DEPENDENCYPART_NEXTSIBL
(27,28),(27,35),-1.2429 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,30),(27,35),-0.705544 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(27,27),(27,-1),-0.536007 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,28),(28,29),-0.818291 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,30),-0.347479 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,35),-0.468466 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,29),(28,30),-1.01809 # DEPENDENCYPART_NEXTSIBL
(28,29),(28,35),-0.927961 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,30),(28,35),-0.69534 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,28),(28,27),-0.529212 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,26),-0.288145 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,23),-0.469382 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(28,28),(28,-1),-0.538809 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(28,27),(28,26),-0.690439 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,23),-1.42664 # DEPENDENCYPART_NEXTSIBL
(28,27),(28,-1),-0.939312 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,26),(28,23),-0.925968 # DEPENDENCYPART_NEXTSIBL
(28,26),(28,-1),-1.03947 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(28,23),(28,-1),-0.917475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,30),-0.15412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,31),-0.952809 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,32),-0.0599011 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,33),-0.434574 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,35),-0.971055 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,30),(29,31),-0.5885 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,32),-0.899694 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,33),-0.907955 # DEPENDENCYPART_NEXTSIBL
(29,30),(29,35),-0.569597 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,31),(29,32),-0.496654 # DEPENDENCYPART_NEXTSIBL
(29,31),(29,33),-0.914103 # DEPENDENCYPART_NEXTSIBL
(29,31),(29,35),-0.886744 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,32),(29,33),-1.12338 # DEPENDENCYPART_NEXTSIBL
(29,32),(29,35),-1.2225 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,33),(29,35),-0.911593 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,29),(29,28),-0.675346 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,27),-0.688487 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,26),-0.223179 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,19),-0.244624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(29,29),(29,-1),-0.701287 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(29,28),(29,27),-0.941154 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,26),-1.11429 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,19),-1.16608 # DEPENDENCYPART_NEXTSIBL
(29,28),(29,-1),-1.45093 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,27),(29,26),-0.759147 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,19),-1.27089 # DEPENDENCYPART_NEXTSIBL
(29,27),(29,-1),-1.11962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,26),(29,19),-1.15474 # DEPENDENCYPART_NEXTSIBL
(29,26),(29,-1),-1.00412 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(29,19),(29,-1),-0.940916 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,31),-0.643921 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,32),-0.0342584 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,33),-0.810343 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,35),-0.62182 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,31),(30,32),-0.400427 # DEPENDENCYPART_NEXTSIBL
(30,31),(30,33),-0.901305 # DEPENDENCYPART_NEXTSIBL
(30,31),(30,35),-0.644587 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,32),(30,33),-1.16235 # DEPENDENCYPART_NEXTSIBL
(30,32),(30,35),-1.26701 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,33),(30,35),-0.932909 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,30),(30,29),-1.07845 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,28),-0.569414 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,27),-0.591375 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,26),-0.138069 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,21),-0.112686 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,18),-0.661349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(30,30),(30,-1),-0.612692 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(30,29),(30,28),-0.628789 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,27),-0.92561 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,26),-1.04733 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,21),-1.13264 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,18),-1.06742 # DEPENDENCYPART_NEXTSIBL
(30,29),(30,-1),-1.37369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,28),(30,27),-0.875641 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,26),-1.05015 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,21),-1.40563 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,18),-1.19423 # DEPENDENCYPART_NEXTSIBL
(30,28),(30,-1),-1.41962 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,27),(30,26),-0.687462 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,21),-1.38147 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,18),-1.39732 # DEPENDENCYPART_NEXTSIBL
(30,27),(30,-1),-1.07005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,26),(30,21),-1.25025 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,18),-0.996423 # DEPENDENCYPART_NEXTSIBL
(30,26),(30,-1),-1.06112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,21),(30,18),-0.979457 # DEPENDENCYPART_NEXTSIBL
(30,21),(30,-1),-1.17691 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(30,18),(30,-1),-0.610344 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,31),(31,32),-0.0739418 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,33),-0.489542 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,35),-1.00517 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(31,32),(31,33),-1.17906 # DEPENDENCYPART_NEXTSIBL
(31,32),(31,35),-1.28776 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,33),(31,35),-0.737852 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(31,31),(31,30),-0.308895 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(31,31),(31,-1),-0.622483 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(31,30),(31,-1),-0.819137 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(32,32),(32,35),-0.589913 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,32),(32,31),-0.562081 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(32,32),(32,28),-0.5459 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(32,32),(32,-1),-0.537042 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(32,31),(32,28),-1.00919 # DEPENDENCYPART_NEXTSIBL
(32,31),(32,-1),-0.611964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(32,28),(32,-1),-1.28596 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(33,33),(33,35),-0.544109 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(33,33),(33,32),0.0710148 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,30),-0.134938 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,28),-0.516365 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(33,33),(33,26),-0.240515 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
