# _root_ Isao Ushikubo , general manager of the investment research department at Toyo Trust & Banking Co. , also was optimistic .
#goldHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
#predictedHeads=2,19,2,5,2,5,10,10,10,6,10,13,11,13,14,15,2,19,0,19,19,
(0,1),(1,11),(1,21),-0.0192584 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,11),(1,22),-0.076998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,14),(1,17),-0.0538257 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,14),(1,21),-0.111093 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,14),(1,22),-0.0282322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,17),(1,21),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,1),(1,17),(1,22),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,21),(1,22),-0.179855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,1),(1,1),(1,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,2),(2,3),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,4),-0.0287975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,5),-0.0323671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,6),-0.0838355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,8),-0.0323671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,9),-0.0323672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,10),-0.0227452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,11),-0.0647661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,13),-0.0548608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,14),-0.0898701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,16),-0.0597938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,17),-0.245046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,18),-0.062016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,19),0.0335547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,21),-0.0778243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,22),0.0174817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,3),(2,4),-0.0339993 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,5),-0.00927073 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,6),0.0253306 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,8),-0.0092441 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,9),-0.00923378 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,10),-0.00659023 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,11),0.0226561 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,13),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,14),-0.0592334 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,16),-0.0777097 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,17),-0.0491677 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,18),-0.0490462 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,19),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,21),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,3),(2,22),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,4),(2,5),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,6),-0.0446116 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,8),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,9),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,10),-0.0425619 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,11),-0.0446116 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,13),-0.042342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,14),-0.0420229 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,16),-0.042342 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,17),-0.0469513 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,18),-0.0323363 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,19),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,21),-0.0250938 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,4),(2,22),-0.0429165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,5),(2,6),-0.0455176 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,8),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,9),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,10),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,11),-0.0456251 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,13),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,14),-0.0390988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,16),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,17),0.00208637 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,19),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,21),-0.0276262 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,5),(2,22),-0.0701203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,6),(2,8),-0.0363328 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,9),-0.0363328 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,10),-0.0363328 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,11),-0.0507442 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,13),-0.0457607 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,14),-0.0484795 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,16),-0.0457607 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,17),-0.0716433 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,18),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,19),-0.0433407 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,21),-0.0267317 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,6),(2,22),-0.0843999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,8),(2,9),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,10),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,11),-0.0456251 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,13),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,14),-0.0390988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,16),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,17),0.00211475 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,19),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,21),-0.0276176 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,8),(2,22),-0.0701203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,9),(2,10),-0.036608 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,11),-0.0456252 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,13),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,14),-0.0390988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,16),-0.0453365 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,17),0.00211475 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,19),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,21),-0.0276176 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,9),(2,22),-0.0701203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,10),(2,11),-0.0456251 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,13),-0.0454835 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,14),-0.0390988 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,16),-0.0454835 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,17),0.00211475 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,18),-0.0420174 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,19),-0.0431542 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,21),-0.0281606 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,10),(2,22),-0.0602426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,11),(2,13),-0.04546 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,14),-0.0463781 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,16),-0.04546 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,17),-0.067233 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,18),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,19),-0.0432488 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,21),-0.0192584 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,11),(2,22),-0.076998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,13),(2,14),-0.0433169 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,16),0.031757 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,17),-0.0430265 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,18),-0.0434855 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,19),-0.0457333 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,21),-0.0502056 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,13),(2,22),-0.0318116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,14),(2,16),-0.0281174 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,17),-0.0538257 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,18),-0.0422766 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,19),-0.0463879 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,21),-0.111093 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,14),(2,22),-0.0282322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,16),(2,17),-0.0404099 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,18),-0.0434963 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,19),-0.0458576 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,21),-0.0504096 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,16),(2,22),-0.0326526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,17),(2,18),-0.0490462 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,19),-0.0899068 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,21),-0.0707829 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,17),(2,22),0.125168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,18),(2,19),-0.0428018 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,21),-0.0370627 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,18),(2,22),-0.0434496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,19),(2,21),-0.0977926 # DEPENDENCYPART_GRANDSIBL
(0,2),(2,19),(2,22),-0.0624271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,21),(2,22),-0.179855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,2),(2,2),(2,1),0.256105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,2),(2,2),(2,-1),-0.204046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,2),(2,1),(2,-1),-0.170449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,6),-0.112933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,7),-0.0430779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,8),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,9),-0.0139694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,10),-0.0139684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,11),-0.0932693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,13),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,14),-0.0790743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,15),-0.076153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,17),-0.0652862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,18),-0.016922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,19),-0.0622972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,20),-0.0430474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,21),0.0455656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,22),-0.071076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,6),(5,7),-0.042014 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,8),-0.0443518 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,9),-0.0443518 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,10),-0.0443518 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,11),0.010093 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,13),-0.0454416 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,14),-0.0355194 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,15),-0.0454416 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,17),-0.0578998 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,18),-0.0540681 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,19),-0.0595769 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,20),-0.060554 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,21),0.0168201 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,6),(5,22),-0.165996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,7),(5,8),-0.0426502 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,9),-0.0426502 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,10),-0.0426502 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,11),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,19),-0.042066 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,21),-0.0442282 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,7),(5,22),-0.0422358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,8),(5,9),-0.0424186 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,10),-0.0424186 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,11),-0.0309484 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,13),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,14),-0.0442806 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,15),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,17),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,18),-0.0428106 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,19),-0.0438569 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,20),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,21),0.0323906 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,8),(5,22),-0.0638589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,9),(5,10),-0.0424186 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,11),-0.0309484 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,13),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,14),-0.0442806 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,15),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,17),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,18),-0.0428106 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,19),-0.0438569 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,20),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,21),0.0323899 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,9),(5,22),-0.0638719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,10),(5,11),-0.0309484 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,13),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,14),-0.0442806 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,15),-0.0421942 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,17),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,18),-0.0428106 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,19),-0.0438569 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,20),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,21),0.0323906 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,10),(5,22),-0.0638589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,11),(5,13),-0.0452812 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,14),-0.0397679 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,15),-0.0452812 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,17),-0.0458263 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,18),-0.0503184 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,19),-0.055733 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,20),-0.0543735 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,21),0.0334481 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,11),(5,22),-0.155803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,13),(5,14),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,15),-0.0420289 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,17),-0.0539325 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,18),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,19),-0.042051 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,20),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,21),-0.0361413 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,13),(5,22),-0.0460162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,14),(5,15),-0.0420627 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,17),-0.0499329 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,18),-0.0420435 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,19),-0.045925 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,20),-0.0420382 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,21),-0.0462322 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,14),(5,22),0.000234698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,15),(5,17),-0.0539325 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,18),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,19),-0.042051 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,20),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,21),-0.0361414 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,15),(5,22),-0.0460162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,17),(5,18),-0.0526099 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,19),-0.0691411 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,20),-0.0440231 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,21),-0.0562557 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,17),(5,22),0.0144307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,18),(5,19),-0.0365758 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,20),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,21),-0.0259116 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,18),(5,22),-0.0330589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,19),(5,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,19),(5,21),-0.074232 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,19),(5,22),-0.0122107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,20),(5,21),-0.0488345 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,20),(5,22),-0.0466901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,21),(5,22),0.0466397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,5),(5,4),0.0782364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,3),0.0694202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,2),0.0635122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,1),0.0635122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,5),(5,5),(5,-1),-0.233097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,5),(5,4),(5,3),0.0834953 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,2),0.0997104 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,1),0.0997104 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,4),(5,-1),-0.105466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,3),(5,2),0.0935317 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,1),0.0935317 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,3),(5,-1),0.0251217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,2),(5,1),0.112583 # DEPENDENCYPART_GRANDSIBL
(0,5),(5,2),(5,-1),-0.113968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,5),(5,1),(5,-1),-0.113968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,10),(10,11),-0.0932713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,13),-0.0765236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,14),-0.079074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,15),-0.0765236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,16),-0.0765236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,17),-0.065287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,18),-0.016922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,19),-0.0623078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,20),-0.0430474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,21),0.0455656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,10),(10,10),(10,22),-0.071076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,10),(10,11),(10,13),-0.0452812 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,14),-0.0397679 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,15),-0.0452812 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,16),-0.0452812 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,17),-0.0458262 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,18),-0.0503184 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,19),-0.055733 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,20),-0.0543735 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,21),0.0334469 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,11),(10,22),-0.156174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,10),(10,13),(10,14),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(0,10),(10,13),(10,15),-0.0420289 # DEPENDENCYPART_GRANDSIBL
