# _root_ But then , as quickly as the Dow had fallen , it began to turn around .
#goldHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
#predictedHeads=13,13,13,13,4,4,8,9,6,9,13,13,0,13,14,15,13,
(13,17),(13,18),-1.53144 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,12),-0.270943 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,11),-1.4615 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,10),-0.562402 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,9),-0.787066 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,8),-0.34444 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,7),-0.61773 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,6),-0.516731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,5),-0.033285 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,4),-0.592436 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,3),-1.43067 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,2),-0.905757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,1),-1.35459 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.884669 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,11),-0.50592 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,10),-0.823997 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,9),-0.640031 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,8),-1.02689 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,7),-1.17157 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,6),-0.614999 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,5),-0.704999 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,4),-0.723962 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,3),-1.64975 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,2),-0.53479 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,1),-1.53258 # DEPENDENCYPART_NEXTSIBL
(13,12),(13,-1),-0.959073 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,11),(13,10),-0.517212 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,9),-0.656034 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,8),-1.13932 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,7),-1.28873 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,6),0.150638 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,5),-0.62167 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,4),-0.138497 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,3),-1.74863 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,2),-0.768954 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,1),-1.86855 # DEPENDENCYPART_NEXTSIBL
(13,11),(13,-1),-1.18304 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,10),(13,9),-0.726483 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,8),-0.811677 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,7),-0.91069 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,6),-0.958599 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,5),-1.11931 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,4),-1.1772 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,3),-1.16636 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,2),-1.13469 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,1),-1.36008 # DEPENDENCYPART_NEXTSIBL
(13,10),(13,-1),-1.03383 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,9),(13,8),-0.816947 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,7),-1.16052 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,6),-0.971117 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,5),-1.13532 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,4),-1.12192 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,3),-1.45191 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,2),-1.15456 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,1),-1.50062 # DEPENDENCYPART_NEXTSIBL
(13,9),(13,-1),-0.763585 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,8),(13,7),-0.908165 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,6),-0.838687 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,5),-0.924349 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,4),-0.95539 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,3),-1.08479 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,2),-1.03987 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,1),-1.30581 # DEPENDENCYPART_NEXTSIBL
(13,8),(13,-1),-0.851344 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,7),(13,6),-0.914422 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,5),-1.00752 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,4),-1.12053 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,3),-1.57318 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,2),-1.20419 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,1),-1.55832 # DEPENDENCYPART_NEXTSIBL
(13,7),(13,-1),-1.03042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,6),(13,5),-0.597441 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,4),-1.00939 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,3),-1.04178 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,2),-1.02521 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,1),-1.0942 # DEPENDENCYPART_NEXTSIBL
(13,6),(13,-1),-1.14893 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,5),(13,4),-0.72849 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,3),-0.929916 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,2),-1.09062 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,1),-1.20653 # DEPENDENCYPART_NEXTSIBL
(13,5),(13,-1),-0.97483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,4),(13,3),-0.531872 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,2),-0.820666 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,1),-1.12092 # DEPENDENCYPART_NEXTSIBL
(13,4),(13,-1),-1.11769 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,3),(13,2),-0.737814 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,1),-1.59813 # DEPENDENCYPART_NEXTSIBL
(13,3),(13,-1),-1.57678 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,2),(13,1),-0.547286 # DEPENDENCYPART_NEXTSIBL
(13,2),(13,-1),-0.869316 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,1),(13,-1),-0.448338 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.25672 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.264764 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),-0.816399 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,18),-1.08747 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-0.722155 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-0.525007 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,18),-0.597096 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-1.01266 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,18),-1.17733 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,18),-1.66761 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,12),-0.433774 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,11),-1.16734 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,10),-0.542248 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,8),-0.529176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,4),-0.531501 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.504056 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,12),(14,11),-0.510491 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,10),-0.877444 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,8),-1.09254 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,4),-0.822697 # DEPENDENCYPART_NEXTSIBL
(14,12),(14,-1),-1.10581 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,11),(14,10),-0.474654 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,8),-1.10009 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,4),-0.217561 # DEPENDENCYPART_NEXTSIBL
(14,11),(14,-1),-0.927734 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,10),(14,8),-0.811625 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,4),-1.17797 # DEPENDENCYPART_NEXTSIBL
(14,10),(14,-1),-1.04764 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,8),(14,4),-0.954162 # DEPENDENCYPART_NEXTSIBL
(14,8),(14,-1),-0.915112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,4),(14,-1),-0.982362 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.188975 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.799731 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,18),-0.674966 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-0.911214 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,18),-1.14579 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,18),-1.47749 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,12),-0.472315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,11),-1.27419 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,10),-0.49818 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,8),-0.5266 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,6),-0.382993 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,5),-0.00515847 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,4),-0.541665 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,3),-1.24336 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,2),-0.832881 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,1),-1.24122 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,-1),-0.861681 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,12),(15,11),-0.57623 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,10),-0.876068 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,8),-1.08723 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,6),-0.727576 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,5),-0.806528 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,4),-0.83683 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,3),-1.72006 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,2),-0.650545 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,1),-1.6044 # DEPENDENCYPART_NEXTSIBL
(15,12),(15,-1),-1.14355 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,11),(15,10),-0.509252 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,8),-1.11968 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,6),0.040208 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,5),-0.682661 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,4),-0.269168 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,3),-1.6971 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,2),-0.848856 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,1),-1.8043 # DEPENDENCYPART_NEXTSIBL
(15,11),(15,-1),-0.939901 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,10),(15,8),-0.781214 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,6),-0.946785 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,5),-1.10332 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,4),-1.16668 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,3),-1.14435 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,2),-1.11898 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,1),-1.33446 # DEPENDENCYPART_NEXTSIBL
(15,10),(15,-1),-1.01077 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,8),(15,6),-0.857201 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,5),-0.912492 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,4),-0.939789 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,3),-1.09918 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,2),-1.03006 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,1),-1.32702 # DEPENDENCYPART_NEXTSIBL
(15,8),(15,-1),-0.906495 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,6),(15,5),-0.594854 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,4),-1.00187 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,3),-1.12713 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,2),-1.02497 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,1),-1.12236 # DEPENDENCYPART_NEXTSIBL
(15,6),(15,-1),-1.08328 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,5),(15,4),-0.712542 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,3),-0.900726 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,2),-1.07663 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,1),-1.20975 # DEPENDENCYPART_NEXTSIBL
(15,5),(15,-1),-0.918691 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,4),(15,3),-0.546072 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,2),-0.807528 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,1),-1.13208 # DEPENDENCYPART_NEXTSIBL
(15,4),(15,-1),-1.04569 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,3),(15,2),-0.817716 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,1),-1.53388 # DEPENDENCYPART_NEXTSIBL
(15,3),(15,-1),-1.33364 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,2),(15,1),-0.565068 # DEPENDENCYPART_NEXTSIBL
(15,2),(15,-1),-0.816623 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,1),(15,-1),-0.500629 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,17),-0.774474 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,18),-0.268232 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,18),-1.6103 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,8),-0.458115 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-0.337372 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,1),-1.2845 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.478981 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,8),(16,6),-0.814669 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,1),-1.31606 # DEPENDENCYPART_NEXTSIBL
(16,8),(16,-1),-0.869891 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,6),(16,1),-1.09243 # DEPENDENCYPART_NEXTSIBL
(16,6),(16,-1),-1.04298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,1),(16,-1),-0.523026 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-0.207339 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,17),(17,-1),-0.00927726 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(2,1),1.12309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),1.0163 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.365466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.256008 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.250477 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.238672 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.897834 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.66826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),1.3575 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.1475 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.818697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),1.27869 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.323833 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.356403 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.103816 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.272014 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.944477 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.137002 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.820255 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.569579 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.719232 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.154515 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.161928 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),1.37994 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),1.12853 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.846201 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),1.23021 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.233261 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.301142 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.107393 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.276232 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.906459 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.164251 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.803371 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.671082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.42195 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.21973 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.949553 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),1.43019 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.30443 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.264446 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.123969 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.360642 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),1.01515 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.105203 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.816478 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.8161 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.107674 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.181271 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.191779 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),1.48762 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.975622 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.798206 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),1.12746 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.123379 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.121746 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.0268301 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.283789 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.109702 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0236311 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.667666 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.653571 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.660241 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.156344 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.285277 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.201949 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),1.51023 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),1.25635 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.953509 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),1.41131 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.329754 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.316004 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0869492 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.117328 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.315367 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.858997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.849417 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.791745 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.76777 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.367749 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.357222 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.396955 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),1.75758 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),1.02352 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.84055 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),1.27094 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.169 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.174897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.00249048 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.2233 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.144331 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.692734 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.178267 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),1.01372 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.652375 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.255059 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.349993 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.272758 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),1.53931 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.38666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0307418 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.000568321 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.324908 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.427745 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.652283 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0405284 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.0169144 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-1.11904 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.4496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.110056 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.37284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0866835 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.163506 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.342418 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.440255 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.474244 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.715776 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0340707 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.492876 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.401026 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.571084 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.0873662 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.693579 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.523176 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-1.19265 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-1.37162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.138043 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.168722 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0865213 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.452323 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.445026 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.689086 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0571381 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.498245 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.378151 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.119276 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-1.14495 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.51279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.10356 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.136727 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.121766 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.429428 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.319018 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.52101 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.624945 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.383638 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.483267 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.440441 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.0852799 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.625714 # DEPENDENCYPART_GRANDPAR
