# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(8,7),(8,4),-1.3706 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,3),-0.564484 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,2),-1.32535 # DEPENDENCYPART_NEXTSIBL
(8,7),(8,-1),-1.4223 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,6),(8,5),-0.502618 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,4),-1.18413 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,3),-0.78699 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,2),-1.12231 # DEPENDENCYPART_NEXTSIBL
(8,6),(8,-1),-0.775685 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,5),(8,4),-0.179489 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,3),-0.943514 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,2),-0.939445 # DEPENDENCYPART_NEXTSIBL
(8,5),(8,-1),-1.09458 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,4),(8,3),-0.885423 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,2),-1.26185 # DEPENDENCYPART_NEXTSIBL
(8,4),(8,-1),-0.998092 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,3),(8,2),-0.803595 # DEPENDENCYPART_NEXTSIBL
(8,3),(8,-1),-0.882183 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,2),(8,-1),-0.780582 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,10),-1.56348 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-0.822339 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.669358 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-1.26753 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-1.20099 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-0.375819 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-0.25512 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,27),-1.37097 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,28),-1.31277 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-1.27097 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-1.24664 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-1.26692 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-1.34045 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-1.52987 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.35343 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,27),-1.63004 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,28),-1.3116 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.986729 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-1.12875 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-1.19732 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-1.24458 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-1.12258 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,27),-0.926338 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,28),-0.88816 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.639374 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,14),-1.0073 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,16),-1.03766 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,17),-1.04625 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,27),-0.935012 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,28),-0.0855048 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),-0.110154 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,16),-0.687737 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-0.0360011 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,27),-1.08032 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,28),-0.906832 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,16),-0.813137 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,17),-0.778036 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,27),-0.098187 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,28),-1.26047 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,16),(9,17),-1.14489 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,27),-1.21406 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,28),-0.825191 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,27),-0.368725 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,28),-0.428985 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,27),(9,28),-1.93057 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-0.693005 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-1.06766 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.711315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.865122 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.266515 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.991914 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-0.845811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.950485 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-1.19503 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,-1),-0.777553 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-0.901455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,14),-1.03124 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,28),-0.629925 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,14),-1.14261 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,28),-0.962611 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,14),(10,28),-1.07112 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,-1),-0.632915 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,11),(11,14),-0.850157 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,28),-0.821748 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,14),(11,28),-0.964463 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(11,11),(11,10),-0.928448 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(11,11),(11,-1),-0.838803 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(11,10),(11,-1),-0.908519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,13),-1.04858 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,14),-0.808089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,15),-0.726043 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,16),-0.494535 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,17),-0.212263 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,21),-0.580667 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,22),-0.299714 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,26),-0.764629 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,27),-1.24169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,28),-0.784955 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,13),(12,14),-0.00223779 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,15),-0.441781 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,16),-0.579563 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,17),0.0256761 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,21),-0.473228 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,22),-1.44954 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,26),-0.55889 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,27),-0.985055 # DEPENDENCYPART_NEXTSIBL
(12,13),(12,28),-0.98318 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,14),(12,15),-0.774303 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,16),-0.751733 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,17),-0.674903 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,21),-0.610388 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,22),-0.436003 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,26),-0.684789 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,27),0.0390301 # DEPENDENCYPART_NEXTSIBL
(12,14),(12,28),-0.966449 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,15),(12,16),-1.5825 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,17),-1.29555 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,21),-1.42388 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,22),-1.36092 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,26),-1.45329 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,27),-1.21539 # DEPENDENCYPART_NEXTSIBL
(12,15),(12,28),-0.867839 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,16),(12,17),-1.10717 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,21),-1.21765 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,22),-1.31672 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,26),-1.33214 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,27),-1.1739 # DEPENDENCYPART_NEXTSIBL
(12,16),(12,28),-1.0054 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,17),(12,21),-0.802269 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,22),-0.663927 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,26),-0.880124 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,27),-0.378565 # DEPENDENCYPART_NEXTSIBL
(12,17),(12,28),-0.274858 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,21),(12,22),-0.570643 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,26),-0.940767 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,27),-0.53295 # DEPENDENCYPART_NEXTSIBL
(12,21),(12,28),-0.854669 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,22),(12,26),-0.845023 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,27),-0.468709 # DEPENDENCYPART_NEXTSIBL
(12,22),(12,28),-0.894814 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,26),(12,27),-0.832015 # DEPENDENCYPART_NEXTSIBL
(12,26),(12,28),-0.70682 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,27),(12,28),-1.86514 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,12),(12,11),-0.56004 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,10),-1.19872 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,8),-0.60721 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,7),-1.44195 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,6),-0.635755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,5),-0.692441 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,4),-0.848321 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,3),-0.76339 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,2),-0.408509 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(12,12),(12,-1),-1.0057 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(12,11),(12,10),-0.313836 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,8),-0.928074 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,7),-0.991424 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,6),-1.02681 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,5),-1.02758 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,4),-1.26112 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,3),-0.978314 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,2),-1.22544 # DEPENDENCYPART_NEXTSIBL
(12,11),(12,-1),-0.821911 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,10),(12,8),-1.25037 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,7),-1.35703 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,6),-1.18516 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,5),-1.35172 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,4),-1.64635 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,3),-1.25356 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,2),-1.42822 # DEPENDENCYPART_NEXTSIBL
(12,10),(12,-1),-0.915567 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,8),(12,7),-0.309609 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,6),-0.931207 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,5),-0.831233 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,4),-0.674492 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,3),-0.923589 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,2),-0.91904 # DEPENDENCYPART_NEXTSIBL
(12,8),(12,-1),-0.797375 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,7),(12,6),-1.02508 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,5),-0.787874 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,4),-1.35796 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,3),-0.618212 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,2),-1.3847 # DEPENDENCYPART_NEXTSIBL
(12,7),(12,-1),-1.45457 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,6),(12,5),-0.442069 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,4),-1.08724 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,3),-0.795105 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,2),-1.05693 # DEPENDENCYPART_NEXTSIBL
(12,6),(12,-1),-0.744811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,5),(12,4),-0.0509016 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,3),-0.910656 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,2),-0.847558 # DEPENDENCYPART_NEXTSIBL
(12,5),(12,-1),-1.02653 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,4),(12,3),-0.806186 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,2),-1.12766 # DEPENDENCYPART_NEXTSIBL
(12,4),(12,-1),-0.650197 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,3),(12,2),-0.770436 # DEPENDENCYPART_NEXTSIBL
(12,3),(12,-1),-0.962286 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(12,2),(12,-1),-0.744941 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(13,13),(13,28),-0.28486 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,13),(13,12),-0.820009 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(13,13),(13,-1),-0.19693 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(13,12),(13,-1),-0.499207 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,15),-0.742735 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,16),-0.507334 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,17),0.0312614 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,19),-0.425078 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,21),-0.478227 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,22),-0.479348 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,27),-1.38755 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,28),-1.47243 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,15),(14,16),-1.69083 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,17),-1.284 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,19),-1.54908 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,21),-1.5711 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,22),-1.41463 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,27),-1.31705 # DEPENDENCYPART_NEXTSIBL
(14,15),(14,28),-0.771339 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,16),(14,17),-1.09432 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,19),-1.43729 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,21),-1.36357 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,22),-1.36914 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,27),-1.27426 # DEPENDENCYPART_NEXTSIBL
(14,16),(14,28),-0.905005 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,17),(14,19),-0.782243 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,21),-0.810781 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,22),-0.59145 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,27),-0.290412 # DEPENDENCYPART_NEXTSIBL
(14,17),(14,28),-0.184444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,19),(14,21),-1.31308 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,22),-1.24658 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,27),-1.28804 # DEPENDENCYPART_NEXTSIBL
(14,19),(14,28),-1.10652 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,21),(14,22),-0.663739 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,27),-0.690147 # DEPENDENCYPART_NEXTSIBL
(14,21),(14,28),-0.817818 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,22),(14,27),-0.527632 # DEPENDENCYPART_NEXTSIBL
(14,22),(14,28),-1.01849 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,27),(14,28),-1.96453 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,14),(14,13),-1.01429 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,12),-0.800071 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(14,14),(14,-1),-0.828126 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(14,13),(14,12),-0.780118 # DEPENDENCYPART_NEXTSIBL
(14,13),(14,-1),-0.881579 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(14,12),(14,-1),-0.445107 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,16),-0.56139 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,17),-0.37587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,19),-0.334231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(15,15),(15,28),-0.609586 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(15,16),(15,17),-1.13433 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,19),-1.3168 # DEPENDENCYPART_NEXTSIBL
(15,16),(15,28),-0.778612 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,17),(15,19),-0.834546 # DEPENDENCYPART_NEXTSIBL
(15,17),(15,28),-0.437444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,19),(15,28),-1.04968 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(15,15),(15,-1),-0.683364 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,16),(16,17),-0.375044 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,19),-0.334231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,21),-0.551203 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,28),-0.613831 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,17),(16,19),-0.834269 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,21),-0.842887 # DEPENDENCYPART_NEXTSIBL
(16,17),(16,28),-0.436613 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,19),(16,21),-1.15659 # DEPENDENCYPART_NEXTSIBL
(16,19),(16,28),-1.04968 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,21),(16,28),-0.904903 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,16),(16,15),-0.47475 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,14),-1.04686 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,13),-1.31169 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,12),-0.736493 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,11),-0.647964 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,10),-1.1041 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,6),-0.638149 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(16,16),(16,-1),-0.685906 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(16,15),(16,14),-0.897368 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,13),-1.10868 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,12),-1.01383 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,11),-1.05725 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,10),-1.2055 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,6),-1.16863 # DEPENDENCYPART_NEXTSIBL
(16,15),(16,-1),-0.485011 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,14),(16,13),-0.704265 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,12),-0.949704 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,11),-0.924442 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,10),-1.22443 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,6),-1.11772 # DEPENDENCYPART_NEXTSIBL
(16,14),(16,-1),-1.13459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,13),(16,12),-0.86303 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,11),-0.914607 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,10),-1.35092 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,6),-0.976967 # DEPENDENCYPART_NEXTSIBL
(16,13),(16,-1),-1.13066 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,12),(16,11),-0.646516 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,10),-1.07188 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,6),-1.4387 # DEPENDENCYPART_NEXTSIBL
(16,12),(16,-1),-0.406475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,11),(16,10),-0.350273 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,6),-1.05796 # DEPENDENCYPART_NEXTSIBL
(16,11),(16,-1),-0.866742 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,10),(16,6),-1.11242 # DEPENDENCYPART_NEXTSIBL
(16,10),(16,-1),-0.897145 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(16,6),(16,-1),-0.725812 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,17),(17,18),-1.48991 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,19),-0.474837 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,20),-0.546239 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,21),-0.26779 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,22),-0.518176 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,23),-1.37589 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,24),-0.991106 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,26),-0.423978 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,27),-1.38376 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(17,17),(17,28),-1.01875 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(17,18),(17,19),-1.05217 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,20),-1.14518 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,21),-1.13326 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,22),-1.1125 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,23),-1.27658 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,24),-1.19629 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,26),-1.19257 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,27),-1.4724 # DEPENDENCYPART_NEXTSIBL
(17,18),(17,28),-1.11811 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,19),(17,20),-0.931209 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,21),-1.15755 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,22),-1.18645 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,23),-1.40004 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,24),-1.37547 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,26),-1.5294 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,27),-1.2274 # DEPENDENCYPART_NEXTSIBL
(17,19),(17,28),-1.16735 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,20),(17,21),-0.67202 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,22),-0.653445 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,23),-1.1059 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,24),-0.980657 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,26),-1.24034 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,27),-0.953752 # DEPENDENCYPART_NEXTSIBL
(17,20),(17,28),-1.37711 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(17,21),(17,22),-0.395353 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,23),-0.759261 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,24),-0.596499 # DEPENDENCYPART_NEXTSIBL
(17,21),(17,26),-0.892927 # DEPENDENCYPART_NEXTSIBL
