# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(0,8),(8,11),(8,27),-0.0428607 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,30),-0.0743531 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,11),(8,31),-0.0122468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,12),(8,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,14),-0.0439511 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,17),-0.0439756 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,18),-0.0477235 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,19),-0.0420766 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,22),-0.0477235 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,23),-0.045251 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,26),-0.0439756 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,27),-0.0439418 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,30),-0.0507502 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,12),(8,31),-0.0445714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,13),(8,14),-0.0428199 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,17),-0.0420553 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,18),-0.0330372 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,22),-0.0330372 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,26),-0.0420553 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,27),-0.0428199 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,30),-0.027293 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,13),(8,31),-0.0507961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,14),(8,17),-0.0440249 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,18),-0.0465992 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,19),-0.0373344 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,22),-0.0465992 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,23),-0.0503184 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,26),-0.0440249 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,27),-0.00518823 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,28),-0.0543735 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,30),0.0368836 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,14),(8,31),-0.155803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,17),(8,18),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,19),-0.0425526 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,22),-0.066451 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,23),-0.0428079 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,26),-0.0424186 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,27),-0.0363982 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,28),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,30),0.0323137 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,17),(8,31),-0.0638687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,18),(8,19),-0.0304882 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,22),-0.0437966 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,23),-0.0559064 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,26),-0.0597617 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,27),-0.0275533 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,28),-0.0440231 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,30),-0.0562558 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,18),(8,31),0.0144284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,19),(8,22),-0.0468358 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,23),-0.0374068 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,26),-0.0420347 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,27),-0.0421739 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,28),-0.0420237 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,30),-0.0193039 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,19),(8,31),-0.0439229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,22),(8,23),-0.0559064 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,22),(8,26),-0.0597617 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,22),(8,27),-0.0275533 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,22),(8,28),-0.0440231 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,22),(8,30),-0.0562558 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,22),(8,31),0.0144284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,23),(8,26),-0.0396272 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,23),(8,27),-0.0435332 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,23),(8,28),-0.0420336 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,23),(8,30),-0.0268939 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,23),(8,31),-0.0331392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,26),(8,27),-0.0363982 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,26),(8,28),-0.0433119 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,26),(8,30),0.0323123 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,26),(8,31),-0.0638767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,27),(8,28),-0.0543735 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,27),(8,30),0.020358 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,27),(8,31),-0.156098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,28),(8,30),-0.0488345 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,28),(8,31),-0.0466901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,30),(8,31),0.0496636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,8),(8,7),0.0886401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,6),0.120593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,5),0.11935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,4),0.063441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,3),0.0634408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,2),0.0650735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,1),0.0622182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,8),(8,8),(8,-1),-0.233097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,8),(8,7),(8,6),0.10924 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,5),0.103043 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,4),0.0918431 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,3),0.0918431 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,2),0.0918431 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,1),0.0918413 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,7),(8,-1),-0.0797668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,6),(8,5),0.10304 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,4),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,3),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,2),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,1),0.101283 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,6),(8,-1),-0.035308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,5),(8,4),0.101426 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,3),0.101426 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,2),0.101426 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,1),0.101426 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,5),(8,-1),-0.067066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,4),(8,3),0.112103 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,2),0.112103 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,1),0.113719 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,4),(8,-1),-0.115018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,3),(8,2),0.112483 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,3),(8,1),0.114099 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,3),(8,-1),-0.115018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,2),(8,1),0.115731 # DEPENDENCYPART_GRANDSIBL
(0,8),(8,2),(8,-1),-0.115018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,8),(8,1),(8,-1),-0.111455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,12),-0.0555344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,13),-0.0189832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,14),-0.0391933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,15),-0.0230337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,16),-0.0229056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,17),-0.0262214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,18),0.0181606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,19),-0.149924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,21),-0.0478253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,22),0.0181606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,23),0.0117035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,26),-0.030627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,27),-0.0381023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,28),-0.0775999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,29),0.0613877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,30),-0.0701528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,31),-0.160943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,12),(11,13),-0.0436911 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,14),-0.0148085 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,15),-0.0436911 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,16),-0.0436911 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,17),-0.000565985 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,18),-0.0369475 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,19),-0.0588921 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,21),0.00578366 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,22),-0.0369475 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,23),-0.0230297 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,26),-0.000723937 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,27),-0.0238058 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,28),-0.0472624 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,29),-0.0341723 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,30),-0.0771365 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,12),(11,31),-0.0630352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,13),(11,14),-0.0400643 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,15),-0.0457501 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,16),-0.0463817 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,17),-0.0422662 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,18),-0.00857102 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,19),-0.0424301 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,21),-0.0437115 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,22),-0.00857102 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,23),-0.0446032 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,26),-0.0422662 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,27),-0.0382464 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,28),-0.0426121 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,29),-0.0180864 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,30),-0.0487173 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,13),(11,31),-0.0257283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,14),(11,15),-0.0466022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,16),-0.0466022 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,17),-0.0318386 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,18),-0.0316769 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,19),-0.0597517 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,21),-0.0341413 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,22),-0.0316769 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,23),0.0211989 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,26),-0.0323023 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,27),-0.0348627 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,28),-0.0178894 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,29),-0.0306038 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,30),-0.00898365 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,14),(11,31),-0.146227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,15),(11,16),-0.0463817 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,17),-0.0422662 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,18),-0.00857045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,19),-0.0424301 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,21),-0.0437115 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,22),-0.00857045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,23),-0.0446032 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,26),-0.0422662 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,27),-0.0382109 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,28),-0.0426121 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,29),-0.0180864 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,30),-0.0482449 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,15),(11,31),-0.0257283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,16),(11,17),-0.0427181 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,18),-0.00857045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,19),-0.0424468 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,21),-0.0441635 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,22),-0.00857045 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,23),-0.0446035 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,26),-0.0427181 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,27),-0.0398663 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,28),-0.0426121 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,29),-0.0164344 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,30),-0.0491629 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,16),(11,31),-0.0257283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,17),(11,18),-0.0538997 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,19),-0.0297272 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,21),0.00605703 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,22),-0.0538997 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,23),-0.0716064 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,26),-0.00258667 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,27),0.0055472 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,28),-0.0297551 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,29),-0.0219396 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,30),-0.0214247 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,17),(11,31),-0.120982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,18),(11,19),0.0786836 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,21),-0.158718 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,22),-0.0325871 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,23),-0.0984179 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,26),-0.157956 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,27),-0.0277745 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,28),-0.0864086 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,29),-0.161579 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,30),-0.0242196 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,18),(11,31),0.125614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,19),(11,21),-0.0523827 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,22),-0.0135254 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,23),-0.0254242 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,26),-0.0523827 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,27),-0.0506369 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,28),-0.0447384 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,29),-0.0435149 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,30),0.0682726 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,19),(11,31),-0.101943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,21),(11,22),-0.0270536 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,23),-0.0717272 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,26),0.00115335 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,27),-0.0183012 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,28),-0.0305452 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,29),-0.0145281 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,30),-0.0418285 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,21),(11,31),-0.120878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,22),(11,23),-0.0984179 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,26),-0.157956 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,27),-0.0277745 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,28),-0.0864086 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,29),-0.161579 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,30),-0.0242196 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,22),(11,31),0.125614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,23),(11,26),-0.0398528 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,27),-0.0542578 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,28),0.00594253 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,29),-0.0588094 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,30),-0.0412162 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,23),(11,31),-0.068327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,26),(11,27),0.0025658 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,26),(11,28),-0.0297551 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,26),(11,29),-0.0208449 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,26),(11,30),-0.0155944 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,26),(11,31),-0.120591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,27),(11,28),-0.0203539 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,27),(11,29),-0.0266365 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,27),(11,30),0.0170578 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,27),(11,31),-0.135571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,28),(11,29),-0.0394507 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,28),(11,30),-0.0936289 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,28),(11,31),-0.0626982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,29),(11,30),-0.0523536 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,29),(11,31),-0.0659165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,30),(11,31),0.0615984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,11),(11,10),0.160694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,9),0.147511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,8),0.22269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,7),0.240081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,6),0.160694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,5),0.095279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,4),0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,3),0.14933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,2),0.149237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,1),0.148647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,11),(11,11),(11,-1),-0.34497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,11),(11,10),(11,9),0.0963046 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,8),0.101047 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,7),0.101047 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,6),0.103058 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,4),0.100556 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,3),0.100556 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,2),0.100556 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,1),0.100556 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,10),(11,-1),-0.0160883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,9),(11,8),0.163673 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,7),0.162635 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,6),0.10767 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,5),0.103066 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,4),0.139779 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,3),0.139779 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,2),0.13956 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,1),0.139779 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,9),(11,-1),-0.0929045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,11),(11,8),(11,7),0.0889875 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,6),0.0899447 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,5),0.102407 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,4),0.102582 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,3),0.102582 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,2),0.102161 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,1),0.102578 # DEPENDENCYPART_GRANDSIBL
(0,11),(11,8),(11,-1),-0.0699805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
