# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(0,0),(0,2),-0.433888 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),0.254457 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,4),-0.303312 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,29),-1.3016 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(0,3),-1.19327 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,4),-1.07621 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,29),-0.586584 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,4),-0.823256 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,29),-0.805179 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,4),(0,29),-0.90392 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.587342 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,29),-0.219601 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,-1),-0.288547 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,2),(2,3),-0.00323874 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,4),-0.353885 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,5),-0.341829 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,6),-0.625085 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,10),-1.08786 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,11),-0.901095 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,12),-0.4646 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,29),-0.571721 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,3),(2,4),-0.869251 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,5),-0.861948 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,6),-0.645288 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,10),-0.815438 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,11),-0.346419 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,12),-0.897441 # DEPENDENCYPART_NEXTSIBL
(2,3),(2,29),-1.03802 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,4),(2,5),-0.93374 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,6),-0.800976 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,10),-0.848155 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,11),-0.317431 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,12),-0.927166 # DEPENDENCYPART_NEXTSIBL
(2,4),(2,29),-0.938653 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,5),(2,6),-0.803119 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,10),-1.15098 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,11),-0.306361 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,12),-0.844515 # DEPENDENCYPART_NEXTSIBL
(2,5),(2,29),-0.781058 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,6),(2,10),-0.527654 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,11),-0.427494 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,12),-0.67881 # DEPENDENCYPART_NEXTSIBL
(2,6),(2,29),-1.03115 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,10),(2,11),-0.607004 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,12),-0.885713 # DEPENDENCYPART_NEXTSIBL
(2,10),(2,29),-0.734225 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,11),(2,12),-0.213483 # DEPENDENCYPART_NEXTSIBL
(2,11),(2,29),-1.20406 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,12),(2,29),-0.770864 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(2,2),(2,1),-0.622391 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(2,2),(2,-1),-0.615154 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(2,1),(2,-1),-0.367574 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,4),-0.125597 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,5),-0.378587 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,6),-0.674059 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,10),-0.91539 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,11),-1.00563 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,12),-0.523301 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,15),-0.411498 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,22),-0.785807 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,27),-1.30609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,28),-0.703629 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,29),-0.852974 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,4),(3,5),-0.856824 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,6),-0.692721 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,10),-0.732482 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,11),-0.313407 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,12),-0.837147 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,15),-0.780583 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,22),-0.32577 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,27),-0.0752946 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,28),-0.99042 # DEPENDENCYPART_NEXTSIBL
(3,4),(3,29),-0.621298 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,5),(3,6),-0.822532 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,10),-1.15858 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,11),-0.44047 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,12),-0.896011 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,15),-1.14388 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,22),-0.396994 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,27),-0.0471593 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,28),-0.980245 # DEPENDENCYPART_NEXTSIBL
(3,5),(3,29),-0.796043 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,6),(3,10),-0.498321 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,11),-0.506474 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,12),-0.70966 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,15),-0.736746 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,22),-0.720587 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,27),-0.349705 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,28),-1.34347 # DEPENDENCYPART_NEXTSIBL
(3,6),(3,29),-1.06912 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,10),(3,11),-0.699504 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,12),-0.892931 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,15),-1.0264 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,22),-0.678912 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,27),-0.516759 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,28),-0.860072 # DEPENDENCYPART_NEXTSIBL
(3,10),(3,29),-0.829321 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,11),(3,12),-0.281711 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,15),-0.567104 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,22),-1.02113 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,27),-0.916972 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,28),-1.96499 # DEPENDENCYPART_NEXTSIBL
(3,11),(3,29),-1.19964 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,12),(3,15),-0.794087 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,22),-0.087379 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,27),0.158022 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,28),-0.814252 # DEPENDENCYPART_NEXTSIBL
(3,12),(3,29),-0.828853 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,15),(3,22),-0.3725 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,27),-0.270812 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,28),-0.702389 # DEPENDENCYPART_NEXTSIBL
(3,15),(3,29),-0.969446 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,22),(3,27),-0.977873 # DEPENDENCYPART_NEXTSIBL
(3,22),(3,28),-1.0534 # DEPENDENCYPART_NEXTSIBL
(3,22),(3,29),-1.31676 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,27),(3,28),-0.447715 # DEPENDENCYPART_NEXTSIBL
(3,27),(3,29),-2.09979 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,28),(3,29),-1.24167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,3),(3,2),-0.138403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,1),-0.551163 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(3,3),(3,-1),-1.28902 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(3,2),(3,1),-0.710921 # DEPENDENCYPART_NEXTSIBL
(3,2),(3,-1),-0.513076 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(3,1),(3,-1),-0.764026 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,5),-0.0987081 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,6),-0.861765 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,8),-0.386981 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,9),-0.322033 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,10),-0.79728 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,11),-1.10717 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,12),-0.573089 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,15),-0.291231 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,22),-0.887349 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,23),-0.909891 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,25),-0.540753 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,27),-1.32243 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,28),-0.679481 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,29),-0.769107 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,5),(4,6),-0.697086 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,8),-0.76195 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,9),-0.756944 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,10),-0.994294 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,11),-0.333354 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,12),-0.759259 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,15),-1.00043 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,22),-0.289878 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,23),-0.730549 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,25),-0.612398 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,27),0.192362 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,28),-0.854644 # DEPENDENCYPART_NEXTSIBL
(4,5),(4,29),-0.438326 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,6),(4,8),-0.972535 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,9),-0.835492 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,10),-0.453043 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,11),-0.475776 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,12),-0.719119 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,15),-0.720266 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,22),-0.689889 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,23),-0.463031 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,25),-0.887003 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,27),-0.407149 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,28),-1.35625 # DEPENDENCYPART_NEXTSIBL
(4,6),(4,29),-1.06907 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,8),(4,9),-1.31802 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,10),-1.07484 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,11),-1.18725 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,12),-1.2676 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,15),-1.21269 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,22),-1.09468 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,23),-1.39308 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,25),-1.11524 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,27),-0.666945 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,28),-1.13848 # DEPENDENCYPART_NEXTSIBL
(4,8),(4,29),-1.33497 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,9),(4,10),-0.932213 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,11),-1.05936 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,12),-1.2509 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,15),-1.14147 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,22),-0.748668 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,23),-1.41492 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,25),-1.23076 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,27),-0.796414 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,28),-1.11676 # DEPENDENCYPART_NEXTSIBL
(4,9),(4,29),-1.25718 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,10),(4,11),-0.666502 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,12),-0.809549 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,15),-0.953505 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,22),-0.64591 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,23),-0.851813 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,25),-0.741089 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,27),-0.507445 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,28),-0.831455 # DEPENDENCYPART_NEXTSIBL
(4,10),(4,29),-0.764341 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,11),(4,12),-0.22885 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,15),-0.63564 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,22),-1.04105 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,23),-1.03505 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,25),-2.02722 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,27),-0.941676 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,28),-2.0034 # DEPENDENCYPART_NEXTSIBL
(4,11),(4,29),-1.34867 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,12),(4,15),-0.75696 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,22),-0.118185 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,23),-0.323306 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,25),-0.534521 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,27),0.145799 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,28),-0.814692 # DEPENDENCYPART_NEXTSIBL
(4,12),(4,29),-0.751418 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,15),(4,22),-0.35414 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,23),-0.683395 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,25),-0.531887 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,27),-0.282485 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,28),-0.694759 # DEPENDENCYPART_NEXTSIBL
(4,15),(4,29),-0.961069 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,22),(4,23),-0.233827 # DEPENDENCYPART_NEXTSIBL
(4,22),(4,25),-1.0212 # DEPENDENCYPART_NEXTSIBL
(4,22),(4,27),-1.00258 # DEPENDENCYPART_NEXTSIBL
(4,22),(4,28),-1.0918 # DEPENDENCYPART_NEXTSIBL
(4,22),(4,29),-1.46579 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,23),(4,25),-0.72535 # DEPENDENCYPART_NEXTSIBL
(4,23),(4,27),-1.24114 # DEPENDENCYPART_NEXTSIBL
(4,23),(4,28),-1.43768 # DEPENDENCYPART_NEXTSIBL
(4,23),(4,29),-1.75545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,25),(4,27),-0.870936 # DEPENDENCYPART_NEXTSIBL
(4,25),(4,28),-0.869622 # DEPENDENCYPART_NEXTSIBL
(4,25),(4,29),-1.04079 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,27),(4,28),-0.483415 # DEPENDENCYPART_NEXTSIBL
(4,27),(4,29),-2.14209 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,28),(4,29),-1.35586 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,4),(4,3),-0.303374 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,2),-0.30403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,1),-0.499235 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(4,4),(4,-1),-0.923041 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(4,3),(4,2),-0.84735 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,1),-1.08317 # DEPENDENCYPART_NEXTSIBL
(4,3),(4,-1),-1.1521 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,2),(4,1),-0.681868 # DEPENDENCYPART_NEXTSIBL
(4,2),(4,-1),-0.590456 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(4,1),(4,-1),-0.65836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,6),-0.541369 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,7),-1.24833 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,8),-0.370487 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,9),-0.332435 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,10),-0.876255 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,11),-1.04287 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,12),-0.508297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,15),-0.395778 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,16),-0.263223 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,21),-0.561898 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,22),-0.823047 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,25),-0.116061 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,27),-1.36592 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,28),-0.671226 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,29),-0.699204 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,6),(5,7),-0.786297 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,8),-0.896135 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,9),-0.763812 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,10),-0.444514 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-0.408291 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-0.641636 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,15),-0.692506 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,16),-0.637301 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,21),-0.66589 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,22),-0.622404 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,25),-0.732481 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,27),-0.292645 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,28),-1.28459 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,29),-0.863995 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-1.47756 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-1.54006 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,10),-1.42479 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-1.28756 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-1.37289 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,15),-1.39119 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,16),-1.23622 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,21),-1.42883 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,22),-1.18276 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,25),-1.06989 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,27),-1.26197 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,28),-1.5385 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,29),-1.3358 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-1.29271 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,10),-1.14302 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-1.13076 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-1.22953 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,15),-1.26837 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,16),-0.991724 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,21),-1.4823 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,22),-1.03819 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,25),-0.994832 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,27),-0.666266 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,28),-1.10091 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,29),-1.2289 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,10),-1.00611 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,11),-1.01812 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,12),-1.21995 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,15),-1.20287 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,16),-1.08966 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,21),-1.41216 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,22),-0.70743 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,25),-1.1074 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,27),-0.801545 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,28),-1.08364 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,29),-1.16087 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,10),(5,11),-0.711406 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,12),-0.869954 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,15),-1.0138 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,16),-0.711456 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,21),-1.16745 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,22),-0.690815 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,25),-0.735671 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,27),-0.555416 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,28),-0.858843 # DEPENDENCYPART_NEXTSIBL
(5,10),(5,29),-0.793138 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,12),-0.154552 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,15),-0.642336 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,16),-1.05339 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,21),-0.598099 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,22),-1.0007 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,25),-1.96228 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,27),-0.92559 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,28),-1.92082 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,29),-1.23348 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,15),-0.777112 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,16),-0.586668 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,21),-0.675993 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,22),-0.0518978 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,25),-0.442749 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,27),0.170568 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,28),-0.781244 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,29),-0.725676 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,15),(5,16),-0.655714 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,21),-0.900181 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,22),-0.388146 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,25),-0.50564 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,27),-0.317957 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,28),-0.709649 # DEPENDENCYPART_NEXTSIBL
(5,15),(5,29),-0.96452 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,21),-0.710438 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,22),-0.677776 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,25),-0.628942 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,27),-0.32537 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,28),-1.23434 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,29),-0.869504 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,21),(5,22),-0.585298 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,25),-0.575263 # DEPENDENCYPART_NEXTSIBL
(5,21),(5,27),-0.535501 # DEPENDENCYPART_NEXTSIBL
