# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(5,15),(15,15),(15,21),-0.0581146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,22),-0.0424793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,23),-0.0751355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,24),-0.0437069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,25),-0.0433061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,26),0.00713941 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,16),(15,17),-0.0402846 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,19),-0.0272506 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,20),-0.0272506 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,21),-0.0312677 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,22),-0.0443142 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,23),-0.0387423 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,24),-0.0371554 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,16),(15,26),-0.0597682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,19),-0.0331367 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,20),-0.0331367 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,23),-0.0420165 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,24),-0.0425331 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,25),-0.047374 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,17),(15,26),-0.0380927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,18),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,18),(15,26),-0.0420244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,19),(15,20),-0.044167 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,21),-0.0497267 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,22),-0.0420258 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,23),-0.0424017 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,24),-0.0431241 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,25),-0.0362487 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,19),(15,26),-0.0472981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,20),(15,21),-0.0496014 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,22),-0.0420258 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,23),-0.0424017 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,24),-0.0431241 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,25),-0.0362487 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,20),(15,26),-0.0472774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,21),(15,22),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,23),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,25),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,21),(15,26),-0.0203354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,22),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,22),(15,26),-0.0472136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,23),(15,24),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,25),-0.0490058 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,23),(15,26),-0.06171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,24),(15,25),-0.0420783 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,24),(15,26),-0.0486399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,25),(15,26),-0.0481953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,15),(15,14),0.100991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,13),0.120837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,12),0.102833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,11),0.112718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,10),0.1009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,9),0.101011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,8),0.102867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,6),0.0603244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,4),-0.0641497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,3),-0.0654523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,2),-0.0654523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,1),-0.0654523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,15),(15,15),(15,-1),-0.0984638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,15),(15,14),(15,13),0.102137 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,12),0.10305 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,11),0.0983068 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,10),0.10225 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,9),0.102243 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,8),0.102516 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,6),0.10105 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,14),(15,-1),-0.0599498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,13),(15,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,11),0.102888 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,6),0.103065 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,13),(15,-1),-0.0548461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,12),(15,11),0.103063 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,10),0.103061 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,9),0.103061 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,6),0.103066 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,12),(15,-1),-0.0649056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,11),(15,10),0.114989 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,9),0.114992 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,8),0.102646 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,6),0.122036 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,3),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,2),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,1),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,11),(15,-1),-0.0664776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,10),(15,9),0.102238 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,8),0.102516 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,6),0.101034 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,10),(15,-1),-0.0600426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,9),(15,8),0.102512 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,6),0.101051 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,9),(15,-1),-0.0599364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,8),(15,6),0.102799 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,8),(15,-1),-0.0650003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,6),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,6),(15,-1),-0.138598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,4),(15,3),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,2),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,1),-0.0641573 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,4),(15,-1),-0.0664776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,3),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,3),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,3),(15,-1),-0.138598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,2),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,15),(15,2),(15,-1),-0.138598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,15),(15,1),(15,-1),-0.138598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,2),0.21344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,3),0.209289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,4),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,6),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,1),(1,10),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,11),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,1),(1,26),0.155961 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,2),(1,3),0.0912437 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,4),0.0863399 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,2),(1,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,2),(1,26),-0.00440349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,4),0.0863399 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,3),(1,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,3),(1,26),-0.0044028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,6),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,4),(1,10),-0.0673921 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,11),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,4),(1,26),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,6),(1,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,1),(1,6),(1,26),-0.00440723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,1),(1,10),(1,11),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(6,1),(1,10),(1,26),-0.0735863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,11),(1,26),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,1),(1,1),(1,-1),0.129874 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,3),0.209287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,4),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,5),0.209281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,6),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,2),(2,7),-0.0654802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,8),-0.0641523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,9),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,10),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,11),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,14),-0.0654942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,15),-0.0644053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,26),0.15322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,3),(2,4),0.0863399 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,5),0.0882744 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,3),(2,7),-0.0642375 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,8),-0.0643539 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,3),(2,26),-0.00440468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,5),0.0783033 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,6),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,4),(2,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,8),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,9),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,10),-0.0673921 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,11),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,14),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,15),-0.0641645 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,4),(2,26),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,5),(2,7),-0.0642375 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,8),-0.0643539 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,5),(2,26),-0.00475674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,6),(2,7),-0.0642375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,8),-0.0643539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,6),(2,26),-0.00440912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,7),(2,8),-0.0641688 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,11),-0.0641868 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,7),(2,26),0.00542802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,8),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,11),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,8),(2,26),-0.0981799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,9),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,9),(2,11),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,9),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,9),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,9),(2,26),-0.0688621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,10),(2,11),-0.0647451 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,10),(2,26),-0.0735863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,11),(2,14),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,11),(2,15),-0.0641645 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,11),(2,26),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,14),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,2),(2,14),(2,26),-0.0750633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,15),(2,26),-0.0655418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,2),(2,2),(2,1),-0.129059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,2),(2,2),(2,-1),0.127292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,2),(2,1),(2,-1),0.0269076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,3),(3,4),0.117363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,5),0.209283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,6),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,3),(3,7),-0.0654802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,8),-0.0641523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,9),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,10),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,11),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,14),-0.0654942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,15),-0.0644053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,20),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,24),-0.0668152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,3),(3,3),(3,26),0.149995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,3),(3,4),(3,5),0.0783033 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,6),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,4),(3,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,8),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,9),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,10),-0.0673921 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,11),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,14),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,15),-0.0641645 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,20),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,24),-0.0645262 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,4),(3,26),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,6),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,3),(3,5),(3,7),-0.0642375 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,8),-0.0643539 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,9),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,10),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,11),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
