# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(5,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,13),-0.0642201 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,6),(2,28),0.0209139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,8),(2,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,12),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,17),-0.0642094 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,8),(2,28),-0.0741495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,9),(2,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,16),-0.0641544 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,9),(2,28),-0.077634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,10),(2,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,10),(2,28),-0.0646719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,11),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,17),-0.064146 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,11),(2,28),-0.138697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,12),(2,13),-0.0641753 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,12),(2,28),-0.0459606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,13),(2,16),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,17),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,13),(2,28),-0.112185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,16),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,16),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,16),(2,28),0.0209139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,17),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,2),(2,17),(2,28),-0.0615156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,27),(2,28),-0.064147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,2),(2,2),(2,1),-0.0609877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,2),(2,2),(2,-1),-0.210607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,2),(2,1),(2,-1),-0.0875865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,4),0.119131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,9),-0.0743526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,28),0.157365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,4),(3,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,4),(3,28),-0.0416499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,6),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,3),(3,6),(3,28),-0.0759589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,9),(3,28),-0.0755369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,3),(3,3),(3,1),-0.0468409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,3),(3,3),(3,-1),0.0536077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,3),(3,1),(3,-1),-0.0465824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,6),-0.0674028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,8),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,28),0.0836706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,6),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,6),(4,28),-0.0590142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,8),(4,28),-0.0496926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,4),(4,3),-0.0464873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,1),-0.0694743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,4),(4,4),(4,-1),0.0653648 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,4),(4,3),(4,1),-0.042145 # DEPENDENCYPART_GRANDSIBL
(5,4),(4,3),(4,-1),-0.0414623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,4),(4,1),(4,-1),-0.00643339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,6),(6,6),(6,28),-0.0280431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,6),(6,6),(6,-1),-0.0446769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,7),(7,8),-0.0489189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,9),-0.0360279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,10),-0.0481303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,28),0.124372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,8),(7,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,8),(7,28),-0.048406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,9),(7,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,7),(7,9),(7,28),-0.0364458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,10),(7,28),-0.0482212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,7),(7,7),(7,6),0.0877408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,7),(7,7),(7,-1),0.196268 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,7),(7,6),(7,-1),-0.0759592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,9),-0.0334397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,10),-0.0413462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,11),-0.029041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,12),-0.046971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,28),0.104137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,9),(8,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,11),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,9),(8,28),-0.0447298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,10),(8,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,10),(8,28),-0.0400252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,11),(8,12),-0.0420434 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,11),(8,28),-0.0424957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,12),(8,28),-0.0559317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,8),(8,7),0.117386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,6),0.158787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,5),0.0877236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,8),(8,4),-0.0642257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,3),-0.0645695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,2),-0.0643148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,1),-0.0655095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,8),(8,-1),-0.0338074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,7),(8,6),0.102825 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,5),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,7),(8,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,7),(8,-1),-0.0899834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,5),0.0867912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,6),(8,4),-0.0641607 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,2),-0.0647339 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,1),-0.0653216 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,6),(8,-1),0.0994026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,5),(8,4),-0.0641714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,3),-0.0641527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,2),-0.0642657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,8),(8,5),(8,-1),-0.106868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,8),(8,4),(8,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,2),-0.0645965 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,1),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,4),(8,-1),-0.0711601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,3),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,3),(8,-1),-0.0836093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,2),(8,1),-0.0641761 # DEPENDENCYPART_GRANDSIBL
(5,8),(8,2),(8,-1),-0.0345329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,8),(8,1),(8,-1),-0.0868366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,10),0.00952258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,11),-0.0397078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,12),-0.0833334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,13),-0.00420422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,14),-0.0397129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,15),-0.0827913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,16),-0.070915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,17),-0.0443011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,18),-0.00178395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,19),-0.0397078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,21),-0.0328537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,22),-0.0154967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,24),-0.0355156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,27),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,28),0.0146675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,10),(9,11),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,12),-0.043845 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,13),-0.0124824 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,14),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,15),-0.043845 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,16),-0.0437372 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,17),-0.0415211 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,18),-0.0212467 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,19),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,21),-0.0413008 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,22),-0.0459947 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,24),-0.0416299 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,10),(9,28),-0.0448839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,11),(9,12),-0.0420284 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,13),-0.0431916 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,14),-0.042231 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,15),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,16),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,17),-0.0429405 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,18),-0.0430099 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,19),-0.042231 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,21),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,24),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,27),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,11),(9,28),-0.02421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,12),(9,13),-0.0509532 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,14),-0.0420898 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,15),-0.0421459 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,16),-0.0431649 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,17),-0.0360511 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,18),-0.052652 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,19),-0.0420898 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,21),-0.0404873 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,22),-0.0435896 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,24),-0.0404873 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,27),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,12),(9,28),-0.118937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,13),(9,14),-0.0422003 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,15),-0.0435565 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,16),-0.0611655 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,17),-0.0285921 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,18),-0.0424084 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,19),-0.0422003 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,21),-0.0266623 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,22),-0.044798 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,24),-0.0266626 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,27),-0.0430935 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,13),(9,28),0.0270063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,14),(9,15),-0.0420272 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,16),-0.0432073 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,17),-0.0429456 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,18),-0.0430099 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,19),-0.042231 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,21),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,24),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,27),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,14),(9,28),-0.0242154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,15),(9,16),-0.0427273 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,17),-0.0360511 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,18),-0.0523888 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,19),-0.0420898 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,21),-0.040486 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,22),-0.0435896 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,24),-0.040486 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,27),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,15),(9,28),-0.115287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,16),(9,17),-0.0598968 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,18),-0.0510109 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,19),-0.0436221 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,21),-0.0354661 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,22),-0.0341497 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,24),-0.0354515 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,16),(9,28),-0.0399302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,17),(9,18),-0.0489553 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,19),-0.0421033 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,21),-0.0342057 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,22),-0.0424604 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,24),-0.0342057 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,27),-0.0430318 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,17),(9,28),-0.0550759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,18),(9,19),-0.0422263 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,21),-0.039011 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,22),-0.0453358 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,24),-0.0390112 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,27),-0.0434305 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,18),(9,28),0.0473248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,19),(9,21),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,22),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,24),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,27),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,19),(9,28),-0.0242095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,21),(9,22),-0.0443157 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,21),(9,24),-0.0342281 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,21),(9,27),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,21),(9,28),-0.088868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,22),(9,24),-0.0428882 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,22),(9,28),-0.0436025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,24),(9,27),-0.0428217 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,24),(9,28),-0.0877434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,27),(9,28),-0.0575832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,9),(9,8),0.12475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,7),0.0989863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,6),0.125893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,5),0.105618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,9),(9,4),-0.0656741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,3),-0.0642651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,2),-0.0716291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,1),-0.0651812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,9),(9,-1),-0.102308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(5,9),(9,8),(9,7),0.101745 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,6),0.0832886 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,5),0.100802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,2),-0.0649399 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,8),(9,-1),-0.0265098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,6),0.102312 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,1),-0.0641534 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,7),(9,-1),-0.070839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,5),0.100567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,3),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,2),-0.0699271 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,1),-0.064211 # DEPENDENCYPART_GRANDSIBL
(5,9),(9,6),(9,-1),-0.108854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(5,9),(9,5),(9,4),-0.0643007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,3),-0.0643032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(5,9),(9,5),(9,2),-0.0643569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
