# _root_ In New York Stock Exchange composite trading yesterday , Di Giorgio closed at $ 31.50 a share , down $ 1.75 .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,13,14,17,14,12,12,19,20,12,
(20,17),(17,15),-0.0639706 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.255344 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.133605 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.181731 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.810523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,19),0.0793997 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0281575 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.196159 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.798099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.201701 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.0280342 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.610073 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.308768 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.376756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.297501 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.36782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,14),-0.186152 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.122687 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.15132 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.12327 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.045819 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0830034 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.223112 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0179712 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0849962 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.19393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.19389 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.175441 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.063162 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.198709 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0330341 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.279194 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0502978 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0140052 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.18855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.204175 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.476214 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),0.47851 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),0.57974 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),0.181187 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.392377 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.140539 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0764158 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.286691 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.119693 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.39056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(0,12),(12,12),(12,13),-0.0666509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,14),-0.0424825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,15),-0.034712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,17),-0.0312784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,18),0.0179763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,19),-0.0267077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,20),-0.0424825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,22),-0.061149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,23),-0.145158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,13),(12,14),-0.0320766 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,15),-0.0454916 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,17),-0.0272351 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,18),-0.0177495 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,19),0.00170328 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,20),-0.0320766 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,22),-0.0236911 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,13),(12,23),-0.145396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,14),(12,15),-0.0442546 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,17),-0.0321591 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,18),-0.0726176 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,19),-0.0324742 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,20),-0.0420283 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,22),-0.0720865 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,14),(12,23),-0.0423755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,15),(12,17),-0.0440883 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,18),-0.0173915 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,19),-0.0452382 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,20),-0.0422866 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,22),-0.0537872 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,15),(12,23),-0.0255403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,17),(12,18),-0.0531282 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,19),-0.0682404 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,20),-0.0206829 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,22),-0.048887 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,17),(12,23),-0.118736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,18),(12,19),-0.0790358 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,20),-0.0453815 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,22),-0.0148293 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,18),(12,23),0.121436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,19),(12,20),-0.0608627 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,22),-0.015512 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,19),(12,23),-0.0682903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,20),(12,22),-0.0720865 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,20),(12,23),-0.0423755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,22),(12,23),0.0479532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,12),(12,11),0.178613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,10),0.178613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,9),-0.00313806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,8),0.217224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,7),0.228331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,6),0.226857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,5),0.172171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,4),0.191239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,3),0.17662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,2),0.17793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,1),0.153857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,12),(12,12),(12,-1),-0.353584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,12),(12,11),(12,10),0.0436354 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,9),0.1974 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,8),0.0849238 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,7),0.0822673 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,6),0.0822673 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,5),0.0436354 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,4),0.0429162 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,3),0.0434684 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,2),0.0426966 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,1),0.105827 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,11),(12,-1),-0.0374181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,10),(12,9),0.1974 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,8),0.0849238 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,7),0.0822673 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,6),0.0822673 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,5),0.0436354 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,4),0.0429162 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,3),0.0434684 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,2),0.0426966 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,1),0.105827 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,10),(12,-1),-0.0374181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,9),(12,8),0.157671 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,7),0.123491 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,6),0.126468 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,5),0.110367 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,4),0.110253 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,3),0.107647 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,2),0.112946 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,1),0.00489129 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,9),(12,-1),0.075118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,8),(12,7),0.0886126 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,6),0.0899178 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,5),0.12906 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,4),0.129412 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,3),0.129672 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,2),0.129669 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,1),0.151638 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,8),(12,-1),-0.0563731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,7),(12,6),0.0870242 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,5),0.106595 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,4),0.106947 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,3),0.107208 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,2),0.107204 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,1),0.125978 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,7),(12,-1),-0.0547556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,6),(12,5),0.106125 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,4),0.106477 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,3),0.106737 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,2),0.106734 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,1),0.13025 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,6),(12,-1),-0.0491206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,5),(12,4),0.0422098 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,3),0.042762 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,2),0.0419901 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,1),0.105094 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,5),(12,-1),-0.0398229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,4),(12,3),0.0381481 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,2),0.0373763 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,1),0.11096 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,4),(12,-1),-0.0280594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,3),(12,2),0.0416951 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,1),0.10568 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,3),(12,-1),-0.0359185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,2),(12,1),0.105655 # DEPENDENCYPART_GRANDSIBL
(0,12),(12,2),(12,-1),-0.0380326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,12),(12,1),(12,-1),-0.109481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.172558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.171982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),-0.17196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.1366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,23),0.234237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0381253 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0381253 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),0.041378 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,23),-0.0857523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0381253 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),0.031535 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,23),-0.0878906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,9),0.0316893 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,23),-0.0860968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,9),(2,23),-0.0792282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,-1),-0.145619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,4),-0.164469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,5),-0.164447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,6),-0.0660489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,8),-0.0649731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,9),-0.142933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,23),0.287617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,4),(3,5),-0.0381253 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,6),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,8),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,9),0.0349528 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,4),(3,23),-0.0888761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,5),(3,6),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,8),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,9),0.0351072 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,5),(3,23),-0.0870823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,6),(3,8),-0.0466051 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,9),0.00445358 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,6),(3,23),-0.114613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,8),(3,9),0.0047477 # DEPENDENCYPART_GRANDSIBL
(1,3),(3,8),(3,23),-0.115221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,9),(3,23),-0.0828451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,3),(3,2),0.185713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,3),(3,3),(3,1),0.0600704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,3),(3,-1),-0.110748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,3),(3,2),(3,1),0.102692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,2),(3,-1),-0.0686752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,3),(3,1),(3,-1),-0.0682324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,5),-0.168479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,6),-0.0598338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,7),-0.050694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,8),-0.058758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,9),-0.136306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,11),-0.167213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,23),0.290382 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,5),(4,6),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,7),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,8),-0.052124 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,9),0.0316788 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,11),-0.0381253 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,5),(4,23),-0.0818191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,6),(4,7),-0.0456111 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,8),-0.0466103 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,9),0.00746346 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,11),-0.0427724 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,6),(4,23),-0.104171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,7),(4,8),-0.0472294 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,9),0.00779117 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,11),-0.0428826 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,7),(4,23),-0.0981862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,8),(4,9),0.00775758 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,11),-0.0427724 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,8),(4,23),-0.104778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,9),(4,11),0.100944 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,9),(4,23),-0.0809059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,11),(4,23),-0.0824735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,4),(4,3),0.150541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,2),0.18276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,4),(4,4),(4,1),0.0600911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,4),(4,-1),-0.123472 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,4),(4,3),(4,2),0.0358585 # DEPENDENCYPART_GRANDSIBL
(1,4),(4,3),(4,1),0.102716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,3),(4,-1),-0.0820558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,1),0.1027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,2),(4,-1),-0.0594557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,4),(4,1),(4,-1),-0.068422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,6),-0.0622575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,7),-0.0531177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,8),-0.0611816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,9),-0.131435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,11),-0.166884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,23),0.265056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,6),(5,7),-0.0457774 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,8),-0.0467766 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,9),0.00690732 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,11),-0.0428824 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,6),(5,23),-0.102233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,7),(5,8),-0.0473957 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,9),0.00723503 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,11),-0.0429926 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,7),(5,23),-0.0962482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,8),(5,9),0.00720144 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,11),-0.0428823 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,8),(5,23),-0.10284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,9),(5,11),0.100871 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,9),(5,23),-0.0825564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,11),(5,23),-0.083084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,5),(5,4),0.166579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,3),0.160537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,2),0.192756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,5),(5,5),(5,1),0.0600934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,5),(5,-1),-0.110164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,5),(5,4),(5,3),0.0674597 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,2),0.0597663 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,4),(5,1),0.102716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,4),(5,-1),-0.10471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,2),0.0532194 # DEPENDENCYPART_GRANDSIBL
(1,5),(5,3),(5,1),0.102716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,3),(5,-1),-0.0978264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,1),0.1027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,2),(5,-1),-0.0752263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,5),(5,1),(5,-1),-0.0682324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,6),(6,7),-0.0775704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,8),-0.0701978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,9),-0.0887552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,11),-0.0927268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,23),0.219181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,6),(6,7),(6,8),-0.0529176 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,9),-0.027488 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,11),-0.0444288 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,7),(6,23),-0.104855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,8),(6,9),-0.0186242 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,11),-0.0444285 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,8),(6,23),-0.122231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,9),(6,11),-0.054036 # DEPENDENCYPART_GRANDSIBL
(1,6),(6,9),(6,23),-0.0433385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,11),(6,23),-0.0113523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,6),(6,6),(6,5),0.0812045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,4),0.0531722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,3),0.0677358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,2),0.0606804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,6),(6,6),(6,1),0.0655453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
