# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(19,20),(19,21),-2.02604 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,19),(19,18),-0.597628 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,16),0.0925621 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,15),-0.547575 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,14),-0.878837 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,12),-0.489878 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,10),-0.439523 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(19,19),(19,-1),-0.785935 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(19,18),(19,16),-0.983007 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,15),-0.942319 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,14),-1.1863 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,12),-1.30643 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,10),-1.31797 # DEPENDENCYPART_NEXTSIBL
(19,18),(19,-1),-1.1438 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,16),(19,15),-0.489003 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,14),-0.714737 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,12),-0.908988 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,10),-1.17973 # DEPENDENCYPART_NEXTSIBL
(19,16),(19,-1),-0.774602 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,15),(19,14),-0.3241 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,12),-0.954531 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,10),-1.01124 # DEPENDENCYPART_NEXTSIBL
(19,15),(19,-1),-1.37545 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,14),(19,12),-0.992586 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,10),-1.15239 # DEPENDENCYPART_NEXTSIBL
(19,14),(19,-1),-0.410228 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,12),(19,10),-1.35778 # DEPENDENCYPART_NEXTSIBL
(19,12),(19,-1),-0.575122 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(19,10),(19,-1),-0.563725 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(20,20),(20,21),-0.357199 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(20,20),(20,-1),-0.159138 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,2),(2,1),0.745279 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),1.05416 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.302391 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.279742 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.545264 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.50969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.258561 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.47539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.632929 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.517628 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.128779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.233562 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.308037 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.435522 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.475727 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.448525 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.405698 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.170683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.414225 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.119411 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.152767 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.127271 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.77837 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.868654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.224657 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.0974515 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.180522 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.141034 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.239693 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),0.423335 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.175389 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.932495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.333823 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.135951 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0191062 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.117533 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.239493 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),0.02279 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),0.193554 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),0.153082 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),0.2223 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.221527 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.180395 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),0.232909 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.116071 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.496736 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.719442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.543335 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.471914 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.17999 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.158099 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.00775775 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.135839 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.13672 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.247267 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.338494 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.279243 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.0857542 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),0.14451 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.0248739 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.434488 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0596474 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.146462 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),0.28727 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.296501 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.276172 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.232494 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.158717 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),0.245042 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),-0.483477 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.00169491 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),0.213802 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),0.232772 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),0.241772 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),0.343612 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.172196 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.182309 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.199933 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.179288 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),0.220105 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.192735 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.112422 # DEPENDENCYPART_GRANDPAR
(1,8),(8,20),-0.399887 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),0.126854 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.868654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.368789 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.00109927 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.212429 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.105158 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.108945 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.423335 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.15652 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.175389 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.183154 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.162509 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),0.276608 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.0956434 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.380714 # DEPENDENCYPART_GRANDPAR
(1,11),(11,2),0.186189 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0592454 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.189158 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.179012 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0729586 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),0.0149655 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.0230894 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.0245944 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),0.420875 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.0150627 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),0.0829667 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.446446 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),0.11097 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.332988 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.299848 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),0.22046 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),0.0810847 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),0.152999 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.114471 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.0430373 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.441912 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.47673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.439275 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.56484 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.33319 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.670507 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.41624 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.546985 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.41569 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.860781 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.614791 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.558044 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.01443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0235145 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0573759 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.105305 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.217718 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0166026 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.245901 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.108204 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.090388 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.19864 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.156624 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),0.125857 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.0952315 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.517271 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.600298 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.797201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,4),0.323632 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.225713 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.160874 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0184974 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.202082 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.104979 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.128638 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.14594 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.242459 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0464496 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),0.0507355 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),0.0115 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.441906 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0386372 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.0952941 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.321218 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.239848 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.132908 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0648636 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.13799 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),0.121391 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.511356 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0201378 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.206016 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.294819 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.203627 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.192108 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.0154368 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.149723 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.186802 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.149454 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),0.109325 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.227479 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0855197 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.41694 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0866838 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-1.15604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,9),0.00543957 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.226289 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0206026 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0580031 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0411123 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.00624177 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),0.00895488 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.30867 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.0460908 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),0.113585 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.463592 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.666038 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.738492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),0.107794 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),0.170721 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.176907 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.0927591 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.427599 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.127132 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.161923 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.462841 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.875076 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.738492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),0.1078 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),0.170721 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.177035 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.0927591 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.124378 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.161923 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),0.105441 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.595608 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.417521 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),0.198629 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.755787 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.660888 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.572529 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.492847 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.768821 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.241017 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.384652 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.699656 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.645765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.086073 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.319795 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),0.088997 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),1.07604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.49054 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.512274 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.532362 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.606829 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.27943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.431922 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.236176 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.537664 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.223039 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.644003 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.0384336 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.0229107 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.496494 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.486505 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.604124 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.252233 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.298841 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.155389 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),0.0491272 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.615515 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.161948 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.646917 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.402096 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.647969 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.170476 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.27983 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.196447 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.578805 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.312546 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.127855 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.465841 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.23212 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.13694 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.115354 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),0.0938273 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),0.258155 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),0.027414 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.64669 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.399823 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.509778 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.506074 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.29477 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.203403 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.580585 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.313868 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.129178 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.47464 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.135618 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.111986 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.13223 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.180994 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.159393 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.192342 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.701977 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0689046 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.332681 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.111052 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.756472 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.234964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.115406 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.0333332 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.230352 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.228851 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.487037 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.218606 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.231146 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.62427 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.301268 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.0736505 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.0520096 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.333553 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.000839977 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),0.0857393 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.200187 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),0.198667 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.27276 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),0.201018 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),0.0177737 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.129405 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.0722467 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0154618 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.021663 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),0.0193569 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0765747 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.0919976 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.18016 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.0400284 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.251746 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.54268 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.863454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.464873 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.435151 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.43578 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.432185 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.267214 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.459151 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.3606 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.6435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.379116 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.458345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.469864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.439826 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.318853 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.47135 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.244734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.00417249 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.692494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.37206 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.312124 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0216299 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),0.00168805 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.335009 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.424731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.467732 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.407048 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.495909 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0879267 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.22204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.341342 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.431236 # DEPENDENCYPART_GRANDPAR
