# _root_ At Jefferies & Co. , J. Francis Palamara did n't reach the office until 5:30 a.m. , but then he had been up most of the night at home .
#goldHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,18,21,19,21,22,22,24,27,25,22,28,9,
#predictedHeads=9,1,2,3,9,8,8,9,0,9,9,13,11,11,16,14,9,9,21,21,18,21,22,22,24,27,25,22,28,9,
(7,2),(2,8),-0.129224 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.682588 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.303196 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.595635 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.630137 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.553883 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.569731 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.34519 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.522236 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.302925 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.30247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.129553 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.682674 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.309261 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.447414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.730168 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.30215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.129224 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.444943 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.435669 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.43107 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.366966 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.0145267 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.622163 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.803073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.215101 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.110613 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.153801 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.168635 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.45965 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.388703 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.366457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.314435 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.173154 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.575169 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.818515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.3552 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.318652 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0320665 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0460527 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.0416438 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.000876406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.00188592 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),0.0234146 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.0050106 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.0246823 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),0.078538 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.176237 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.00882061 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.165706 # DEPENDENCYPART_GRANDPAR
(7,9),(9,23),-0.0353153 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.201105 # DEPENDENCYPART_GRANDPAR
(7,9),(9,30),-0.756799 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.39334 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.290499 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.122202 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.0718032 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.161963 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-0.402683 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),-0.363735 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.136532 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.882213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.290854 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.255142 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.116933 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.0265629 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.142507 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.00314155 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.103221 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.0767813 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),0.050255 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.165881 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.0603123 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.238239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,21),-0.0439178 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-0.20007 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.186689 # DEPENDENCYPART_GRANDPAR
(7,11),(11,24),-0.271796 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.805901 # DEPENDENCYPART_GRANDPAR
(7,11),(11,27),-0.518676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-0.461185 # DEPENDENCYPART_GRANDPAR
(7,11),(11,30),-0.688154 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.282949 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.115387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.223587 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),-0.0399556 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0136623 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.0165815 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),0.0507398 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.116399 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.0416441 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),0.0506023 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.17323 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.64284 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.399826 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.68506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,10),0.28969 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.256591 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.111435 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.0449835 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0796599 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),0.0653744 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.105071 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0372043 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.209023 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.0306001 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.178792 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.1471 # DEPENDENCYPART_GRANDPAR
(7,16),(16,24),-0.29554 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.648349 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.457393 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0507974 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.106277 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.033699 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.605149 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.2437 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.210169 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.25754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.300731 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.340902 # DEPENDENCYPART_GRANDPAR
(8,1),(1,17),-0.272884 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.321923 # DEPENDENCYPART_GRANDPAR
(8,1),(1,30),-0.948702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.105049 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.112244 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.233825 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.633188 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0768827 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0554395 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.28569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.263061 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.335479 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.348016 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.464095 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.370771 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.358818 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.169122 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.384931 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.01107 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.477953 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.27714 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.244124 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.18661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.22523 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.30682 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.322227 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.420602 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.35808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.327478 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.245872 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.295833 # DEPENDENCYPART_GRANDPAR
(8,3),(3,21),-0.296063 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.376621 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.568211 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.274183 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.252735 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.28602 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.263148 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.340692 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.493567 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.776064 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.0707492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.28569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,2),0.343634 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.496517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.794084 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.147414 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.28569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.263061 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.335479 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.348016 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.464095 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.370771 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.37548 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.353349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.279363 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.26436 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.218508 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.547245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.512564 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.804317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.283153 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.212335 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.194988 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.121183 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.120986 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.174129 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.20331 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),0.202828 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),0.246439 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),0.255623 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.042216 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.169389 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.0103362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),0.193018 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.0436036 # DEPENDENCYPART_GRANDPAR
(8,9),(9,30),-0.530138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.30917 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.865802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),0.125417 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.0532768 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.0134973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.318513 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.328381 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.181885 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.487626 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.865447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.164384 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.084651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.12559 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0235361 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.121938 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0722393 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.106331 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),0.261311 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),0.108458 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),0.11999 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.101001 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.137509 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.0208104 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),0.044861 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.111078 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.657359 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.302046 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.298725 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-0.458276 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.250667 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.132232 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.375599 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),0.0851243 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),0.161798 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),0.166531 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),0.261796 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),0.15794 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),0.138659 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),0.232029 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),0.0060289 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.494298 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.0130912 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),0.391516 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),0.169163 # DEPENDENCYPART_GRANDPAR
(9,1),(1,5),0.434239 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),0.286224 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),0.295233 # DEPENDENCYPART_GRANDPAR
(9,1),(1,8),0.196518 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.18194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,11),-0.0307466 # DEPENDENCYPART_GRANDPAR
(9,1),(1,17),-0.125931 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),0.018524 # DEPENDENCYPART_GRANDPAR
(9,1),(1,30),-0.251484 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.724043 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.473202 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.397972 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),0.486285 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),0.456196 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.45165 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),0.352366 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.11659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),0.184134 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.0289752 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.22212 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-0.287941 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.223823 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.851451 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.400225 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0902133 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.335158 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.216257 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.224884 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.126543 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.07762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),0.206709 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.00932599 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.179802 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),0.451381 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.245755 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.0939968 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),0.0521205 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),0.0684501 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),0.386531 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.38046 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.259965 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),0.255423 # DEPENDENCYPART_GRANDPAR
(9,4),(4,8),0.156139 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-1.11661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,2),0.437753 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.623247 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.625363 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.425613 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.326332 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.44624 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.631742 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),0.647241 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.719322 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.3478 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.11659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),0.184134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.0289751 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.22212 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.287941 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.724712 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.451429 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.384909 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.636931 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.633091 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.724512 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.733365 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.11659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),0.184134 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.0289751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.22212 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),0.477733 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.0416605 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),0.419705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),0.682152 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),0.0666232 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),0.536909 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.160707 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),0.231757 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),0.121759 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),0.022702 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.639683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.452983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.401532 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.45468 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),1.00317 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),0.280972 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),0.394792 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),0.472962 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),0.492791 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),0.689986 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),0.299605 # DEPENDENCYPART_GRANDPAR
(9,11),(11,21),0.762782 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),0.501542 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),0.720938 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),0.17375 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),0.221285 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),0.0384639 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),0.799613 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),0.0635128 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.746871 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.557393 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.385711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.38319 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.827291 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.334999 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),0.370953 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),0.546306 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.455698 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),0.687865 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.71725 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),0.438679 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),0.279477 # DEPENDENCYPART_GRANDPAR
(9,14),(14,10),0.511125 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.124295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.305145 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.295059 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.477702 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.439632 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),0.63458 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.721014 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),0.379947 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.261332 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.625688 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.147098 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.346273 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.387859 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),0.563135 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),0.634582 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),0.504537 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.00627415 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),0.529993 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.380416 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),0.23704 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.574026 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.190451 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),0.529886 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.446201 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),0.672799 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),0.21712 # DEPENDENCYPART_GRANDPAR
