# _root_ Sales climbed to an estimated $ 245 million in fiscal 1989 , ended Aug. 31 , from $ 99.9 million in fiscal 1985 .
#goldHeads=2,0,2,6,6,3,6,6,3,11,9,11,11,13,14,11,2,17,18,18,17,23,21,2,
#predictedHeads=2,0,2,6,6,3,6,6,6,11,9,6,6,13,14,6,2,17,18,18,18,23,21,2,
(2,9),(9,9),(9,15),0.0711452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,16),-0.00998561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,17),-0.081696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,18),-0.00627234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,23),0.0810717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,25),-0.103709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,10),(9,11),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,12),-0.0473173 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,13),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,14),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,15),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,16),-0.0473173 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,17),-0.0446089 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,23),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,10),(9,25),-0.0269406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,11),(9,12),-0.0498178 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,13),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,14),-0.0416249 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,15),-0.045253 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,16),-0.0498178 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,17),-0.0350452 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,18),-0.0421752 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,23),-0.045253 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,11),(9,25),0.0314604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,12),(9,13),-0.0442066 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,14),-0.0443726 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,15),-0.0444845 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,16),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,17),-0.0248738 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,18),-0.043112 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,23),-0.0444845 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,12),(9,25),-0.0785664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,13),(9,14),-0.042017 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,15),-0.0420977 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,16),-0.0329796 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,17),-0.0420719 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,18),-0.0421366 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,23),-0.0420977 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,13),(9,25),-0.0299693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,14),(9,15),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,16),-0.0515454 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,17),-0.0163425 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,23),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,14),(9,25),-0.00980228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,15),(9,16),-0.0500459 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,17),-0.0350452 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,18),-0.0421752 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,23),-0.045253 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,15),(9,25),0.0366024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,16),(9,17),-0.0248738 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,18),-0.043112 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,23),-0.0444845 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,16),(9,25),-0.0785664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,17),(9,18),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,23),-0.0429841 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,17),(9,25),-0.026001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,18),(9,23),-0.0443872 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,18),(9,25),-0.0668379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,23),(9,25),0.0474989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,9),(9,8),0.158328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,6),0.0382511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,5),0.156874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,4),0.105922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,9),(9,9),(9,-1),-0.00642627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,9),(9,8),(9,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,4),0.10306 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,8),(9,-1),-0.016171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,6),(9,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,6),(9,-1),-0.123726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,5),(9,4),0.103069 # DEPENDENCYPART_GRANDSIBL
(2,9),(9,5),(9,-1),-0.0348353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,9),(9,4),(9,-1),-0.0399154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,11),-0.0575055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,12),-0.0514164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,13),-0.0362477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,14),-0.0500941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,15),-0.0549272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,16),-0.0514164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,17),-0.0330946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,25),0.000502552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,11),(10,12),-0.0421145 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,14),-0.042144 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,15),-0.0434116 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,16),-0.0421145 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,17),-0.0425379 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,11),(10,25),-0.0703786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,12),(10,13),-0.043361 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,14),-0.0477734 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,15),-0.0424403 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,16),-0.0427809 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,17),-0.0671101 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,12),(10,25),-0.0534353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,13),(10,14),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,15),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,16),-0.042017 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,17),-0.0420586 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,13),(10,25),-0.0443017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,14),(10,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,16),-0.0380685 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,17),-0.046231 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,14),(10,25),-0.0538496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,15),(10,16),-0.0421142 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,17),-0.0412899 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,15),(10,25),-0.0690485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,16),(10,17),-0.0671101 # DEPENDENCYPART_GRANDSIBL
(2,10),(10,16),(10,25),-0.0534353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,17),(10,25),-0.00775687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,10),(10,10),(10,9),0.131731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,10),(10,10),(10,-1),-0.143079 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,10),(10,9),(10,-1),-0.02779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,12),-0.0142422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,13),-0.0278141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,14),-0.0550799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,15),-0.0700154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,18),-0.0435847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,25),-0.145852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,12),(11,13),-0.0420538 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,14),-0.0461535 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,15),-0.0453146 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,12),(11,25),-0.0414516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,15),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,13),(11,25),-0.0272447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,14),(11,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,18),-0.042017 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,14),(11,25),-0.0533316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,15),(11,18),-0.0421858 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,15),(11,25),-0.0634566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,18),(11,25),-0.044721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,11),(11,10),0.104902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,9),0.176068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,8),0.137326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,6),0.0989339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,5),0.10286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,4),0.0910277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,11),(11,11),(11,-1),-0.193185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,11),(11,10),(11,9),0.10306 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,8),0.103066 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,4),0.105255 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,10),(11,-1),-0.0528107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,9),(11,8),0.102614 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,5),0.10157 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,4),0.103066 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,9),(11,-1),-0.0117268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,8),(11,6),0.103063 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,4),0.103067 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,8),(11,-1),-0.0676359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,6),(11,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,4),0.100847 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,6),(11,-1),-0.064827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,5),(11,4),0.102957 # DEPENDENCYPART_GRANDSIBL
(2,11),(11,5),(11,-1),-0.0671212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,11),(11,4),(11,-1),-0.075261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,13),-0.0474438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,12),(12,12),(12,25),0.0328557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,12),(12,13),(12,25),-0.0468133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,12),(12,12),(12,-1),0.0373756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,14),-0.0326953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,15),-0.0483915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,16),-0.0585611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,17),-0.072931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,18),-0.0587745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,21),-0.104773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,22),-0.0307043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,24),-0.0470027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,25),0.0251427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,14),(13,15),-0.0420761 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,16),-0.0376584 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,17),-0.0398281 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,21),-0.0385798 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,22),-0.0426528 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,24),-0.0391428 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,14),(13,25),-0.055338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,15),(13,16),-0.0305146 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,17),-0.0402704 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,21),-0.0324325 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,22),-0.0420209 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,15),(13,25),-0.0596128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,16),(13,17),-0.0518217 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,21),-0.0556112 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,22),-0.0197504 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,24),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,16),(13,25),-0.0487134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,17),(13,18),-0.0353869 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,21),-0.0520829 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,22),-0.0428034 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,24),-0.044404 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,17),(13,25),-0.0599731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,18),(13,21),-0.064924 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,22),-0.0420382 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,24),-0.0420131 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,18),(13,25),-0.0568301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,21),(13,22),-0.0455994 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,21),(13,24),-0.0444952 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,21),(13,25),-0.0916944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,22),(13,24),-0.0421192 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,22),(13,25),-0.0363548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,24),(13,25),-0.0543747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,13),(13,12),0.110457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,11),0.0935595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,10),0.0877361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,9),0.106985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,6),0.101615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,13),(13,13),(13,2),0.0970294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,13),(13,-1),-0.120627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,13),(13,12),(13,11),0.103045 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,10),0.103002 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,9),0.100023 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,12),(13,2),0.102187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,12),(13,-1),-0.0299667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,11),(13,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,9),0.10306 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,11),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,11),(13,-1),-0.0772542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,9),0.0980108 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,10),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,10),(13,-1),-0.0576627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(2,13),(13,9),(13,2),0.103038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,9),(13,-1),-0.0534861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,6),(13,2),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,6),(13,-1),-0.0655609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,13),(13,2),(13,-1),-0.0629133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,14),(14,15),0.025747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,16),0.00445437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,17),-0.0521948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,18),-0.0563164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,20),0.0237372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,21),-0.05126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,22),-0.055614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,23),0.0241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,24),-0.0491033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,25),0.106287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(2,14),(14,15),(14,16),-0.0629371 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,17),-0.0460681 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,20),-0.0427154 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,21),-0.0456871 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,22),-0.0424106 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,23),-0.0427136 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,24),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,15),(14,25),0.0562729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,16),(14,17),-0.0308781 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,18),-0.043829 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,20),-0.0380443 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,21),-0.0325846 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,22),-0.056648 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,23),-0.0380428 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,24),-0.0430515 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,16),(14,25),-0.09371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,17),(14,18),-0.042012 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,20),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,21),-0.0442644 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,22),-0.0389997 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,23),-0.0430077 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,24),-0.0432648 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,17),(14,25),-0.0501633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,18),(14,20),-0.0420238 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,18),(14,21),-0.0337976 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,18),(14,22),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,18),(14,23),-0.0420236 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,18),(14,24),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,18),(14,25),-0.0550407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,20),(14,21),-0.0456869 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,20),(14,22),-0.042411 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,20),(14,23),-0.0427136 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,20),(14,24),-0.0421341 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,20),(14,25),0.0557054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,21),(14,22),-0.0390011 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,21),(14,23),-0.0429898 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,21),(14,24),-0.0432642 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,21),(14,25),-0.0509106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,22),(14,23),-0.0387968 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,22),(14,24),-0.0420175 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,22),(14,25),-0.0612939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,23),(14,24),-0.0421341 # DEPENDENCYPART_GRANDSIBL
(2,14),(14,23),(14,25),0.0539182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,24),(14,25),-0.0574873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(2,14),(14,14),(14,13),0.100993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,12),0.0295133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(2,14),(14,14),(14,11),0.0922262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
