# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,4,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(22,13),(22,-1),-0.854921 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,12),(22,11),-0.853645 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,10),-1.0265 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,9),-0.861063 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,8),-1.15086 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,7),-1.22154 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,6),-1.12415 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,5),-1.13679 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,4),-0.764149 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,3),-1.16501 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,2),-1.07301 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,1),-1.23363 # DEPENDENCYPART_NEXTSIBL
(22,12),(22,-1),-1.29675 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,11),(22,10),-0.909494 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,9),-0.987114 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,8),-1.34276 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,7),-1.57057 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,6),-1.35866 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,5),-1.06343 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,4),-0.930169 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,3),-1.45473 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,2),-1.46731 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,1),-1.67927 # DEPENDENCYPART_NEXTSIBL
(22,11),(22,-1),-0.986327 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,10),(22,9),-0.849097 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,8),-1.05919 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,7),-1.45517 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,6),-1.2903 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,5),-1.32873 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,4),-1.2442 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,3),-1.32223 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,2),-1.25167 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,1),-1.4172 # DEPENDENCYPART_NEXTSIBL
(22,10),(22,-1),-1.22598 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,9),(22,8),-0.774873 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,7),-1.089 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,6),-1.00592 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,5),-1.04889 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,4),-1.00023 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,3),-1.2239 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,2),-0.99991 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,1),-0.735754 # DEPENDENCYPART_NEXTSIBL
(22,9),(22,-1),-0.728787 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,8),(22,7),-0.235213 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,6),-1.05682 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,5),-0.718275 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,4),-0.75279 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,3),-1.18489 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,2),-1.20117 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,1),-1.41173 # DEPENDENCYPART_NEXTSIBL
(22,8),(22,-1),-1.12147 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,7),(22,6),-0.744656 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,5),-0.897396 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,4),-0.626656 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,3),-1.14979 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,2),-1.06577 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,1),-1.35932 # DEPENDENCYPART_NEXTSIBL
(22,7),(22,-1),-1.24153 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,6),(22,5),-0.771668 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,4),-0.956272 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,3),-1.10732 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,2),-0.957566 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,1),-0.929263 # DEPENDENCYPART_NEXTSIBL
(22,6),(22,-1),-0.714504 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,5),(22,4),-0.748217 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,3),-1.0095 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,2),-1.08573 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,1),-1.05851 # DEPENDENCYPART_NEXTSIBL
(22,5),(22,-1),-1.01095 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,4),(22,3),-0.839147 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,2),-0.796866 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,1),-0.7906 # DEPENDENCYPART_NEXTSIBL
(22,4),(22,-1),-0.932352 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,3),(22,2),-0.194048 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,1),-1.14127 # DEPENDENCYPART_NEXTSIBL
(22,3),(22,-1),-0.965876 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,2),(22,1),-0.413609 # DEPENDENCYPART_NEXTSIBL
(22,2),(22,-1),-0.113219 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(22,1),(22,-1),-0.910378 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(23,23),(23,24),-0.290582 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(23,23),(23,-1),-0.0925204 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,4),(4,1),0.708148 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.786624 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.308358 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.303679 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0692663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.968614 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.685166 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.481723 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.180578 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.239697 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.967813 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.18497 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.191486 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.0275297 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.0102533 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.207451 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.983714 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.622299 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),1.11987 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),1.66119 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.749289 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.744502 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.267304 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.240495 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.194426 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.270501 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),1.15273 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.531514 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.241836 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.198874 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),1.01871 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.22485 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.22187 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.00607852 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0264747 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.243428 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.00763 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),0.653497 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),1.16163 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),1.75486 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.640102 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.775838 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),-0.408785 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),0.254032 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.244617 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.272531 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),1.0957 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.397695 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),0.18072 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.48119 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.565936 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.554769 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.1025 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.116455 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.406728 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.616911 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.434889 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),0.334542 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),1.34664 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),0.247248 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),0.276505 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),1.68467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.777591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.122177 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.237691 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0458578 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.327169 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.206595 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0291754 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.105721 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.809779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.233907 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.107567 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.129614 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.012287 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.363049 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.13458 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),0.213921 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),0.0751842 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.20816 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.305422 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.222305 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.115642 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),0.0362254 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.227129 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),0.161615 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),0.194249 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.369727 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.0741103 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.288176 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.18843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.242652 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.805336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.214932 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.155233 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.335636 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.27259 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.804197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.36668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.271772 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0570346 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.32834 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0429931 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.316067 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.28442 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0989548 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.28461 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.125779 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.193693 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),0.0496985 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.0952539 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),0.185735 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),0.0694882 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.0726892 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),0.186104 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.186464 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.355749 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.802509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.308431 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.159468 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.0962987 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.269841 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0293029 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.256927 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.210025 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0856424 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.316371 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.145354 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.315836 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.281525 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.808345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.35806 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.145817 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.111962 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.00266495 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.165142 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.031994 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.300552 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0953405 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),0.29584 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.123108 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),0.191493 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),0.0356622 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0906392 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),0.160321 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),0.0643096 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.0759585 # DEPENDENCYPART_GRANDPAR
(2,9),(9,22),0.186686 # DEPENDENCYPART_GRANDPAR
(2,9),(9,23),-0.165662 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.829349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,7),0.216528 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.335597 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.055319 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.33769 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.0953568 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.165483 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.07217 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0517649 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),0.197117 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),0.164645 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),0.02427 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),0.190247 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.281525 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.806563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.36045 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.145981 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.105111 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.173175 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0294456 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),0.236342 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.148174 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.126614 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.246307 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.112231 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0606681 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.165649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0937722 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),0.164303 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),0.0589159 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.0800825 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.191441 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.170989 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.0333667 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.19343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.0293948 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.277164 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.240814 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.107793 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.282057 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.203273 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.329198 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.228666 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.737857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.216476 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.224347 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.19329 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.0851789 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.325756 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.17753 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0779038 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.342971 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.0420412 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.232795 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.011935 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),0.0931924 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.0537052 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),0.0329941 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.179127 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),0.092599 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.100063 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.411827 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.180765 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.809795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.369849 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.373822 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.189936 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.155042 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.322012 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.160504 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.146901 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.428571 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.238704 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.353059 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.566704 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.00855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),0.0752479 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0919176 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.00902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.243556 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.0833329 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),0.0193433 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.192703 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.0666784 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.554192 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.993628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.319265 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.068292 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.30343 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.263801 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.233734 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.586284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.664459 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.313435 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.284439 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.573828 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.120169 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.315134 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.518791 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.477725 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.287712 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.374406 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.207032 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.603805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.475137 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.413862 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.264915 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.622699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.233563 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.320494 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),0.490676 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.22807 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.519319 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.363053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),0.0601051 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.315012 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),0.235603 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),-0.35459 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.609373 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.361015 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0524773 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.225951 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),0.218402 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.23743 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.597612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.490454 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.42058 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.122202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.248716 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.243336 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.344191 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.51122 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.287569 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.567543 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.364292 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.102289 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.320678 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),0.199273 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.326716 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),0.452728 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),0.386645 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.29946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.117865 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.505784 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.270606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.453953 # DEPENDENCYPART_GRANDPAR
