# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,14,9,9,11,12,8,14,14,16,17,21,21,17,24,24,0,24,
(0,24),(24,24),(24,7),0.144179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,6),0.136754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,5),0.0537348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,4),0.136535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,3),0.10806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,2),0.130654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,1),0.0556195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(0,24),(24,24),(24,-1),-0.364131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(0,24),(24,23),(24,22),0.239909 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,21),0.0850207 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,20),0.0850205 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,19),0.103004 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,18),0.0961247 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,17),0.113996 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,16),0.163771 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,15),0.100501 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,14),0.113996 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,13),0.0778095 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,12),0.15636 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,11),0.0778095 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,10),0.239909 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,9),0.0778095 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,8),0.106145 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,7),0.0994094 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,6),0.0961247 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,5),0.113996 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,4),0.0961247 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,3),0.0896982 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,2),0.0986133 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,1),0.166504 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,23),(24,-1),-0.134532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,22),(24,21),0.110399 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,20),0.111739 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,19),0.115851 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,18),0.122122 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,17),0.172088 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,16),0.0432918 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,15),0.0880247 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,14),0.168591 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,13),0.113753 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,12),0.0453657 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,11),0.113979 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,10),0.032197 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,9),0.114127 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,8),0.0365052 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,7),0.0705686 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,6),0.122182 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,5),0.169526 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,4),0.12468 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,3),0.109744 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,2),0.127018 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,1),0.0313836 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,22),(24,-1),0.103662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,21),(24,20),0.0907291 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,19),0.102048 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,18),0.107384 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,17),0.118358 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,16),0.121107 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,15),0.127805 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,14),0.118372 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,13),0.106673 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,12),0.120389 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,11),0.106674 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,10),0.157949 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,9),0.106674 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,8),0.113017 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,7),0.0936966 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,6),0.107513 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,5),0.118372 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,4),0.112277 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,3),0.103052 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,2),0.108654 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,1),0.127601 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,21),(24,-1),-0.0735006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,20),(24,19),0.102048 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,18),0.107509 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,17),0.118358 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,16),0.121107 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,15),0.127931 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,14),0.118372 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,13),0.106659 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,12),0.120389 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,11),0.106659 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,10),0.155897 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,9),0.106659 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,8),0.113024 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,7),0.0936966 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,6),0.107639 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,5),0.118372 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,4),0.112402 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,3),0.103052 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,2),0.10878 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,1),0.127601 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,20),(24,-1),-0.0737791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,19),(24,18),0.0926383 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,17),0.102499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,16),0.103134 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,15),0.0927824 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,14),0.102499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,13),0.127382 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,12),0.103437 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,11),0.127355 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,10),0.0954038 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,9),0.127381 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,8),0.0985542 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,6),0.0933832 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,5),0.102499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,4),0.0933832 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,3),0.103178 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,2),0.0933832 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,1),0.104913 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,19),(24,-1),-0.0921648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,18),(24,17),0.0913801 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,16),0.0968038 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,15),0.0984999 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,14),0.0913801 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,13),0.114733 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,12),0.102258 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,11),0.115703 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,10),0.102057 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,9),0.115703 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,8),0.102667 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,7),0.113365 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,6),0.097413 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,5),0.0913801 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,4),0.097413 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,3),0.120335 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,2),0.101499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,1),0.105194 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,18),(24,-1),-0.0753579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,17),(24,16),0.115799 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,15),0.0950613 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,14),0.0923933 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,13),0.0887397 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,12),0.10489 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,11),0.0887417 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,10),0.123125 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,9),0.0887417 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,8),0.102087 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,7),0.115983 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,6),0.0971462 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,5),0.0923933 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,4),0.0971462 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,3),0.114809 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,2),0.0970093 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,1),0.0976299 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,17),(24,-1),-0.0322109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,16),(24,15),0.100226 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,14),0.0996275 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,13),0.0971339 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,12),0.102942 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,11),0.0971339 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,10),0.0385139 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,9),0.0971339 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,8),0.102191 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,6),0.100352 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,5),0.0996275 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,4),0.100352 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,3),0.10304 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,2),0.0994464 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,1),0.102942 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,16),(24,-1),0.0425536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,15),(24,14),0.0903352 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,13),0.118024 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,12),0.104038 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,11),0.118994 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,10),0.103433 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,9),0.118994 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,8),0.122627 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,7),0.116998 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,6),0.100125 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,5),0.0903352 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,4),0.100125 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,3),0.119233 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,2),0.104211 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,1),0.106973 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,15),(24,-1),-0.0830425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,14),(24,13),0.0887413 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,12),0.10489 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,11),0.0887433 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,10),0.120541 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,9),0.0887433 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,8),0.102468 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,7),0.114397 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,6),0.0971461 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,5),0.0923933 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,4),0.0971461 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,3),0.114809 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,2),0.0970092 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,1),0.0976299 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,14),(24,-1),-0.0324938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,13),(24,12),0.140225 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,11),0.0342124 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,10),0.20393 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,9),0.0342124 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,8),0.0724541 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,7),0.0970974 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,6),0.0803725 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,5),0.140629 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,4),0.0803664 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,3),0.0945737 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,2),0.0807259 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,1),0.15605 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,13),(24,-1),-0.0620916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,12),(24,11),0.0988544 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,10),0.0449231 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,9),0.0988544 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,8),0.102319 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,6),0.101258 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,5),0.0996275 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,4),0.101258 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,3),0.103048 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,2),0.100352 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,1),0.102946 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,12),(24,-1),0.0249949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,11),(24,10),0.208242 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,9),0.0345608 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,8),0.0724541 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,7),0.0970974 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,6),0.0803725 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,5),0.140629 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,4),0.0803664 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,3),0.0945737 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,2),0.0807259 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,1),0.15605 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,11),(24,-1),-0.0406564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,10),(24,9),0.114127 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,8),0.0365052 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,7),0.0705686 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,6),0.122182 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,5),0.169526 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,4),0.12468 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,3),0.109744 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,2),0.127018 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,1),0.0313836 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,10),(24,-1),0.103662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,9),(24,8),0.0724541 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,7),0.0970974 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,6),0.0803725 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,5),0.140629 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,4),0.0803664 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,3),0.0945737 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,2),0.0807259 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,1),0.15605 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,9),(24,-1),-0.0403872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,8),(24,7),0.107842 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,6),0.0910873 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,5),0.0968237 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,4),0.0910873 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,3),0.100221 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,2),0.0925054 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,1),0.107772 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,8),(24,-1),-0.12599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,7),(24,6),0.0999922 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,5),0.101527 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,4),0.0999922 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,2),0.0999922 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,1),0.0976374 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,7),(24,-1),-0.0283909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,6),(24,5),0.0913865 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,6),(24,4),0.097413 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,6),(24,3),0.120499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,6),(24,2),0.101499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,6),(24,1),0.105194 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,6),(24,-1),-0.0752182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,5),(24,4),0.0971462 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,5),(24,3),0.114809 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,5),(24,2),0.0970093 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,5),(24,1),0.0976299 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,5),(24,-1),-0.0324848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,4),(24,3),0.120499 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,4),(24,2),0.106263 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,4),(24,1),0.105194 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,4),(24,-1),-0.0727796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,3),(24,2),0.126899 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,3),(24,1),0.128669 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,3),(24,-1),-0.17216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,2),(24,1),0.109971 # DEPENDENCYPART_GRANDSIBL
(0,24),(24,2),(24,-1),-0.0568729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,24),(24,1),(24,-1),0.0459591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,2),(2,3),-0.0447517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,4),-0.109434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,5),0.00484957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,6),-0.107417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,7),-0.0546298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,8),-0.0374517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,9),-0.0462492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,10),-0.00667528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,12),-0.050527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(1,2),(2,2),(2,26),-0.226618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(1,2),(2,3),(2,4),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,5),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,6),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,8),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,3),(2,26),-0.0453029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,4),(2,5),-0.0424603 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,6),-0.0428446 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,8),-0.0501533 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,9),-0.0424072 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,10),-0.0475456 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,12),-0.0423374 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,4),(2,26),-0.0751078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,5),(2,6),-0.042013 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,8),-0.0423022 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,10),-0.042267 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,12),-0.0420414 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,5),(2,26),0.00198945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(1,2),(2,6),(2,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,8),-0.0501533 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,9),-0.0424072 # DEPENDENCYPART_GRANDSIBL
(1,2),(2,6),(2,10),-0.0475456 # DEPENDENCYPART_GRANDSIBL
