# _root_ Commodities : Dow Jones futures index 129.72 , off 0.15 ; spot index 130.16 , up 0.91 .
#goldHeads=0,1,6,6,6,1,6,7,7,9,6,13,6,13,14,14,16,1,
#predictedHeads=0,1,6,6,6,1,6,6,6,9,6,13,6,13,13,13,16,1,
(5,6),(5,9),-0.75898 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,11),-0.572335 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,12),-1.03247 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,13),-1.09686 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,16),-0.878674 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,18),-0.500792 # DEPENDENCYPART_NEXTSIBL
(5,6),(5,19),-1.19038 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,7),(5,8),-0.627847 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,9),-0.886593 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,11),-0.914666 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,12),-0.85606 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,13),-0.952577 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,16),-0.792784 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,18),-0.638165 # DEPENDENCYPART_NEXTSIBL
(5,7),(5,19),-0.897836 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,8),(5,9),-0.354731 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,11),-0.816572 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,12),-0.771051 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,13),-0.728269 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,16),-0.812016 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,18),-1.10994 # DEPENDENCYPART_NEXTSIBL
(5,8),(5,19),-1.31483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,9),(5,11),-0.686603 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,12),-0.864077 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,13),-0.887671 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,16),-0.694998 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,18),-0.547199 # DEPENDENCYPART_NEXTSIBL
(5,9),(5,19),-0.840672 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,11),(5,12),-0.30702 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,13),-0.28363 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,16),-0.744797 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,18),-1.80252 # DEPENDENCYPART_NEXTSIBL
(5,11),(5,19),-1.82445 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,12),(5,13),-1.11147 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,16),-1.1493 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,18),-1.06733 # DEPENDENCYPART_NEXTSIBL
(5,12),(5,19),-0.832236 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,13),(5,16),-0.851573 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,18),-0.70463 # DEPENDENCYPART_NEXTSIBL
(5,13),(5,19),-0.946877 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,16),(5,18),-0.665566 # DEPENDENCYPART_NEXTSIBL
(5,16),(5,19),-0.758965 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,18),(5,19),-1.81024 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,5),(5,4),-0.585907 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,3),-0.713968 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,2),-1.24704 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,1),-0.380348 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(5,5),(5,-1),-0.808752 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(5,4),(5,3),-0.172921 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,2),-0.774553 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,1),-0.924217 # DEPENDENCYPART_NEXTSIBL
(5,4),(5,-1),-1.07401 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,3),(5,2),-0.65736 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,1),-0.814904 # DEPENDENCYPART_NEXTSIBL
(5,3),(5,-1),-0.805848 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,2),(5,1),-1.17686 # DEPENDENCYPART_NEXTSIBL
(5,2),(5,-1),-1.66374 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(5,1),(5,-1),-0.500444 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,7),-0.37697 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,8),-0.758291 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,9),-0.559506 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,10),-0.337624 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,11),-1.0364 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,12),-0.782941 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,13),-0.786553 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,14),-0.203383 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,15),-0.787394 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,16),-1.04982 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,17),-0.0688184 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,18),-1.55187 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,19),-0.657964 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,7),(6,8),-0.511172 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,9),-0.836523 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,10),-1.01278 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,11),-0.888407 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,12),-0.780884 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,13),-0.871516 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,14),-1.08638 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,15),-0.803938 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,16),-0.731797 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,17),-1.17898 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,18),-0.616008 # DEPENDENCYPART_NEXTSIBL
(6,7),(6,19),-0.855652 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,8),(6,9),-0.272348 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,10),-0.602707 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,11),-0.799 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,12),-0.595386 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,13),-0.547284 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,14),-0.845211 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,15),-1.23781 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,16),-0.756178 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,17),-0.894779 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,18),-1.07144 # DEPENDENCYPART_NEXTSIBL
(6,8),(6,19),-1.34549 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,9),(6,10),-0.778501 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,11),-0.654638 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,12),-0.820257 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,13),-0.837965 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,14),-0.910209 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,15),-0.431479 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,16),-0.664773 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,17),-0.897064 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,18),-0.55012 # DEPENDENCYPART_NEXTSIBL
(6,9),(6,19),-0.767045 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,10),(6,11),-1.08383 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,12),-0.914278 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,13),-1.09171 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,14),-1.27268 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,15),-1.09488 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,16),-0.991997 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,17),-1.3528 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,18),-0.972217 # DEPENDENCYPART_NEXTSIBL
(6,10),(6,19),-0.806634 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,11),(6,12),-0.24352 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,13),-0.209789 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,14),-0.440863 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,15),-1.16029 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,16),-0.734322 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,17),-0.494437 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,18),-1.83409 # DEPENDENCYPART_NEXTSIBL
(6,11),(6,19),-1.87083 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,12),(6,13),-1.08411 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,14),-1.20663 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,15),-0.964761 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,16),-1.13355 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,17),-1.19459 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,18),-1.03407 # DEPENDENCYPART_NEXTSIBL
(6,12),(6,19),-0.755939 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,13),(6,14),-0.8277 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,15),-0.759602 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,16),-0.829508 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,17),-0.88261 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,18),-0.662299 # DEPENDENCYPART_NEXTSIBL
(6,13),(6,19),-0.859859 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,14),(6,15),-0.572029 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,16),-0.676815 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,17),-1.05623 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,18),-0.732425 # DEPENDENCYPART_NEXTSIBL
(6,14),(6,19),-0.850583 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,15),(6,16),-0.0468724 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,17),-0.433114 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,18),-0.839682 # DEPENDENCYPART_NEXTSIBL
(6,15),(6,19),-1.30264 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,16),(6,17),-0.470945 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,18),-0.637074 # DEPENDENCYPART_NEXTSIBL
(6,16),(6,19),-0.715855 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,17),(6,18),-0.876669 # DEPENDENCYPART_NEXTSIBL
(6,17),(6,19),-0.979682 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,18),(6,19),-1.80667 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,6),(6,5),-0.514297 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,4),-0.501757 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,3),-0.62813 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,2),-1.27761 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,1),-0.341399 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(6,6),(6,-1),-0.820603 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(6,5),(6,4),-0.0908492 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,3),-0.601813 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,2),-1.14128 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,1),-1.31376 # DEPENDENCYPART_NEXTSIBL
(6,5),(6,-1),-1.28519 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,4),(6,3),0.0139505 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,2),-0.703018 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,1),-0.826989 # DEPENDENCYPART_NEXTSIBL
(6,4),(6,-1),-1.00369 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,3),(6,2),-0.586512 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,1),-0.71721 # DEPENDENCYPART_NEXTSIBL
(6,3),(6,-1),-0.722886 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,2),(6,1),-1.1639 # DEPENDENCYPART_NEXTSIBL
(6,2),(6,-1),-1.65013 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(6,1),(6,-1),-0.50052 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,8),-0.730293 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,9),-0.600805 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,10),-0.491541 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,11),-1.00171 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,12),-0.661392 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,13),-0.673931 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,14),-0.357299 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,16),-1.11577 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,17),-0.222735 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,19),-0.685373 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,8),(7,9),-0.31706 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,10),-0.668468 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,11),-0.801599 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,12),-0.770591 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,13),-0.730245 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,14),-0.910973 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,16),-0.812987 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,17),-0.960541 # DEPENDENCYPART_NEXTSIBL
(7,8),(7,19),-1.37042 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,9),(7,10),-0.809169 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,11),-0.645149 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,12),-0.783139 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,13),-0.809273 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,14),-0.940878 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,16),-0.665095 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,17),-0.927732 # DEPENDENCYPART_NEXTSIBL
(7,9),(7,19),-0.781475 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,10),(7,11),-1.12026 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,12),-0.958875 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,13),-1.14473 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,14),-1.35389 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,16),-1.04764 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,17),-1.43401 # DEPENDENCYPART_NEXTSIBL
(7,10),(7,19),-0.786483 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,11),(7,12),-0.281007 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,13),-0.27204 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,14),-0.44251 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,16),-0.730249 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,17),-0.496085 # DEPENDENCYPART_NEXTSIBL
(7,11),(7,19),-1.79029 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,12),(7,13),-1.04047 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,14),-1.2364 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,16),-1.11227 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,17),-1.22436 # DEPENDENCYPART_NEXTSIBL
(7,12),(7,19),-0.775688 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,13),(7,14),-0.866128 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,16),-0.816654 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,17),-0.921039 # DEPENDENCYPART_NEXTSIBL
(7,13),(7,19),-0.896417 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,14),(7,16),-0.732456 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,17),-1.13744 # DEPENDENCYPART_NEXTSIBL
(7,14),(7,19),-0.830431 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,16),(7,17),-0.523758 # DEPENDENCYPART_NEXTSIBL
(7,16),(7,19),-0.784428 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,17),(7,19),-0.95953 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,7),(7,6),-0.783929 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,5),-0.611816 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,4),-0.672978 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,3),-0.803674 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,2),-1.19289 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,1),-0.422455 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(7,7),(7,-1),-0.681581 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(7,6),(7,5),-0.487805 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,4),-0.920411 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,3),-1.19888 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,2),-1.18597 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,1),-1.04101 # DEPENDENCYPART_NEXTSIBL
(7,6),(7,-1),-1.27148 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,5),(7,4),-0.319533 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,3),-0.817633 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,2),-1.13788 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,1),-1.39736 # DEPENDENCYPART_NEXTSIBL
(7,5),(7,-1),-1.30739 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,4),(7,3),-0.358315 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,2),-0.808312 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,1),-1.00636 # DEPENDENCYPART_NEXTSIBL
(7,4),(7,-1),-1.14265 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,3),(7,2),-0.692441 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,1),-0.898362 # DEPENDENCYPART_NEXTSIBL
(7,3),(7,-1),-0.880311 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,2),(7,1),-1.14429 # DEPENDENCYPART_NEXTSIBL
(7,2),(7,-1),-1.60074 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(7,1),(7,-1),-0.522394 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,9),-0.663655 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(8,8),(8,19),-0.227237 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(8,9),(8,19),-0.838665 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(8,8),(8,-1),-0.139306 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,9),(9,10),-0.44362 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,11),-1.01649 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,12),-0.568994 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,13),-0.58002 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,14),-0.309378 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,15),-0.787605 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,16),-1.22041 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,17),-0.174814 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,18),-1.63403 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,19),-0.762639 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,10),(9,11),-1.14862 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,12),-0.926735 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,13),-1.11136 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,14),-1.33635 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,15),-1.27957 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,16),-1.06928 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,17),-1.41647 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,18),-1.02159 # DEPENDENCYPART_NEXTSIBL
(9,10),(9,19),-0.798834 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,11),(9,12),-0.284608 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,13),-0.270484 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,14),-0.491268 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,15),-1.24063 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,16),-0.78549 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,17),-0.544842 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,18),-1.83212 # DEPENDENCYPART_NEXTSIBL
(9,11),(9,19),-1.76768 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,12),(9,13),-0.988143 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,14),-1.2098 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,15),-1.03464 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,16),-1.11518 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,17),-1.19776 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,18),-1.04728 # DEPENDENCYPART_NEXTSIBL
(9,12),(9,19),-0.664677 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,13),(9,14),-0.837626 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,15),-0.834631 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,16),-0.818257 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,17),-0.892536 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,18),-0.687273 # DEPENDENCYPART_NEXTSIBL
(9,13),(9,19),-0.782835 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,14),(9,15),-0.756719 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,16),-0.754096 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,17),-1.1199 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,18),-0.781793 # DEPENDENCYPART_NEXTSIBL
(9,14),(9,19),-0.842782 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,15),(9,16),-0.161695 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,17),-0.576353 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,18),-0.931477 # DEPENDENCYPART_NEXTSIBL
(9,15),(9,19),-1.38731 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,16),(9,17),-0.552753 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,18),-0.700997 # DEPENDENCYPART_NEXTSIBL
(9,16),(9,19),-0.867167 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,17),(9,18),-0.926037 # DEPENDENCYPART_NEXTSIBL
(9,17),(9,19),-0.971881 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,18),(9,19),-1.76829 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,9),(9,8),-1.02029 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,7),-0.461303 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,6),-0.733178 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,4),-0.615211 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,2),-1.21583 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,1),-0.427021 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(9,9),(9,-1),-0.75954 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(9,8),(9,7),-0.962065 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,6),-0.980741 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,4),-1.13471 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,2),-1.31375 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,1),-1.10338 # DEPENDENCYPART_NEXTSIBL
(9,8),(9,-1),-1.58255 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,7),(9,6),-0.515487 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,4),-1.11771 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,2),-1.10962 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,1),-1.24546 # DEPENDENCYPART_NEXTSIBL
(9,7),(9,-1),-0.892548 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,6),(9,4),-0.843834 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,2),-1.15925 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,1),-1.01858 # DEPENDENCYPART_NEXTSIBL
(9,6),(9,-1),-1.15459 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,4),(9,2),-0.757857 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,1),-0.960349 # DEPENDENCYPART_NEXTSIBL
(9,4),(9,-1),-1.07359 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,2),(9,1),-1.15058 # DEPENDENCYPART_NEXTSIBL
(9,2),(9,-1),-1.59415 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(9,1),(9,-1),-0.51407 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(10,10),(10,11),-1.00141 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,12),-0.661244 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(10,10),(10,19),-0.686138 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(10,11),(10,12),-0.280264 # DEPENDENCYPART_NEXTSIBL
(10,11),(10,19),-1.78999 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
