# _root_ Jack W. Forrest , Environmental Systems president and chief executive officer , said the change increases the company 's effective tax rate to about 35 % from 20 % .
#goldHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
#predictedHeads=3,3,13,3,7,7,3,7,11,11,8,3,0,15,16,13,18,22,18,22,22,16,16,26,24,23,16,29,27,13,
(16,2),(2,5),0.301641 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.293218 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.294121 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.263981 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.3091 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.37651 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.529214 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.875487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,1),0.50471 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.370521 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.446513 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.307113 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.29869 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.294605 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.263998 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.364149 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.310169 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.309419 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),0.378887 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.529533 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.875486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,18),0.137594 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.503515 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.222336 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.501771 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.367582 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.34147 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.478972 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.297168 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.292226 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.268331 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.374898 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.526731 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.392542 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.36643 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.461368 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.328801 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.295014 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.268759 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.382198 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.310634 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.390424 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.875487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,1),0.558066 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),0.417271 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.3864 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.519537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.345747 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.356352 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.266403 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.334494 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.290393 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),0.278918 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.445625 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.491875 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.856622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,19),-0.460784 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.212022 # DEPENDENCYPART_GRANDPAR
(16,7),(7,24),-0.177986 # DEPENDENCYPART_GRANDPAR
(16,7),(7,27),-0.122357 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.365557 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.108635 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.145354 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.131709 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0158417 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.0310339 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0857252 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.839135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),0.178911 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.181295 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.189714 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.26055 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0790215 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.181802 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.278631 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),0.149783 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.203025 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.346101 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.551457 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),0.410671 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.379791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.488683 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.339138 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.348099 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.348973 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.286134 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.338119 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.320791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.40599 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.218642 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.473582 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.856006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,19),-0.459314 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.411653 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),0.269999 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.241476 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.445688 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),0.202475 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.198612 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),0.165091 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),0.255536 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),0.317778 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.285753 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.213236 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.378062 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.357276 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.322023 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.697273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),0.317284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.33664 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.0193782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.0409045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.0349906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),0.00280426 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.0590791 # DEPENDENCYPART_GRANDPAR
(16,13),(13,30),0.463069 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.318328 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),0.352767 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.282554 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.762427 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.854725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),0.150361 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.458883 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.208828 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.111678 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.0162857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0363179 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.312632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.727538 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.139182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.431663 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.501358 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.227505 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.328107 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),0.286887 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),0.134936 # DEPENDENCYPART_GRANDPAR
(16,18),(18,29),0.111393 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.394408 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.560152 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.11957 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.291008 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.686875 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.621905 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.335114 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),0.245946 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.326785 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.261994 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),0.0865 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-0.206495 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-0.298564 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.215586 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.012466 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.0367247 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.699547 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.623905 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.064336 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.305154 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.356632 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.22561 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),0.311908 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.13215 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.271592 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),0.127151 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),0.0493496 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),0.0960979 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.203423 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.175117 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.248908 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.177409 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.26319 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.0980902 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),0.228748 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),0.109708 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),0.0189002 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),0.0532546 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.209549 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),0.106123 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.116299 # DEPENDENCYPART_GRANDPAR
(16,24),(24,28),-0.294408 # DEPENDENCYPART_GRANDPAR
(16,24),(24,29),-0.0693709 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-0.0396811 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.586163 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.269117 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.321669 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),0.230448 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),0.0697399 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.185049 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.00163453 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),0.0991652 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),0.0645016 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),0.145315 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),0.0112317 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0108719 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),0.172812 # DEPENDENCYPART_GRANDPAR
(16,29),(29,18),0.586163 # DEPENDENCYPART_GRANDPAR
(16,29),(29,20),0.269117 # DEPENDENCYPART_GRANDPAR
(16,29),(29,22),0.230448 # DEPENDENCYPART_GRANDPAR
(16,29),(29,23),0.0697399 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),0.185049 # DEPENDENCYPART_GRANDPAR
(16,29),(29,25),-0.00163453 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),0.287102 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.0284216 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),-0.123461 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.243356 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.294985 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0112929 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.032989 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.230576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.69777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.578746 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.621962 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.352304 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.247848 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.21156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.143953 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),0.303487 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.303358 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.327931 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.460885 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.417412 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.256517 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.26861 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.401512 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.00934558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0442151 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0135751 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0902465 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.135273 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.63234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.567024 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.45266 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.659596 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.557294 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.375317 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.466772 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.872816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.902783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-1.11269 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-1.17841 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.0561674 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.02785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.082958 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0118291 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.528925 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.00154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.105543 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.207279 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0397752 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.284179 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.524048 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.723592 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.11679 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.257052 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.138156 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0339342 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.0466597 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.436565 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.212288 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.0464315 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.676435 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.0356989 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.139017 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0295957 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0639855 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.378886 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.71398 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.925651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,20),0.125897 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.057862 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.166827 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.146758 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.162041 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.0936359 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.153223 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),0.16821 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.366332 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.448131 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.0160221 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.543921 # DEPENDENCYPART_GRANDPAR
(18,29),(29,18),-0.925651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,29),(29,20),0.125897 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),0.166827 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),0.146758 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),0.162041 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),0.0936359 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.00837457 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.247218 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),0.00726958 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.217166 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.19948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0443615 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.222095 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.219391 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.226555 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.233246 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.39017 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.25692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.106877 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.287783 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.458843 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.727617 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.392853 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.767596 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.24306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,17),-0.463116 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.393297 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.830092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),0.142627 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0856921 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.134588 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.174566 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),0.704001 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.0705873 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.401565 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.776627 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),1.5955 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.327345 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.50869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,23),-0.280567 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.328893 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.834071 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.408847 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.827242 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.114398 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),1.06588 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.42696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,3),-0.791512 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.221418 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.04548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.310369 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.180973 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.148384 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.281597 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.255868 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.0579988 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.274768 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.12344 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.00133212 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.424808 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),0.0264615 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),0.00549672 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.733472 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.615525 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.269139 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.725403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.620521 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.205377 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.359221 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.207881 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.322803 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.290584 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.0486996 # DEPENDENCYPART_GRANDPAR
(21,29),(29,18),-0.615525 # DEPENDENCYPART_GRANDPAR
(21,29),(29,20),-0.269139 # DEPENDENCYPART_GRANDPAR
(21,29),(29,22),0.620521 # DEPENDENCYPART_GRANDPAR
(21,29),(29,23),0.205377 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),0.359221 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),0.207881 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),0.105212 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),0.197298 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.124752 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.109384 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.162806 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),0.0830391 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.193246 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.215571 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.0783338 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),0.0744847 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.222299 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.139917 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),0.0563848 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),0.370112 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.196823 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),0.0149235 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.0397986 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),0.31944 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.0678297 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.0563629 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),0.231783 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),0.201227 # DEPENDENCYPART_GRANDPAR
